book,name,team,opponent,game_date,prop_type,line,odds_over,odds_under,mkt_p_over,mkt_p_under,model_p_over,pick_side,pick_edge_bp,pick_prob,pick_odds,bet_flag,kelly_frac,pred_mean,resid_sd_used
fanduel,Chris Paul,LAC,PHX,2025-11-06,pts,6.5,-114.0,-114.0,0.5,0.5,0.5917885026679185,Over,9.17885026679185,0.5917885026679185,-114.0,True,0.02,8.541714946542385,8.79488152591424
caesars,Chris Paul,LAC,PHX,2025-11-06,pts,6.5,-117.0,-115.0,0.5019956096587508,0.49800439034124927,0.5917885026679185,Over,8.97928930091677,0.5917885026679185,-117.0,True,0.02,8.541714946542385,8.79488152591424
draftkings,Collin Gillespie,PHX,LAC,2025-11-06,pts,9.5,-108.0,-117.0,0.4905802562170309,0.5094197437829691,0.47615793778275894,Under,1.4422318434271997,0.5238420622172411,-117.0,False,0.0,8.974076574958177,8.79488152591424
fanduel,Collin Gillespie,PHX,LAC,2025-11-06,pts,9.5,102.0,-136.0,0.46209273182957394,0.5379072681704261,0.47615793778275894,Over,1.4065205953185,0.47615793778275894,102.0,False,0.0,8.974076574958177,8.79488152591424
caesars,Collin Gillespie,PHX,LAC,2025-11-06,pts,9.5,-107.0,-125.0,0.481981981981982,0.5180180180180181,0.47615793778275894,Under,0.5824044199223,0.5238420622172411,-125.0,False,0.0,8.974076574958177,8.79488152591424
hardrock,Collin Gillespie,PHX,LAC,2025-11-06,pts,9.5,-120.0,-110.0,0.5101214574898786,0.48987854251012153,0.47615793778275894,Under,3.3963519707119527,0.5238420622172411,-110.0,True,6.833065620618362e-05,8.974076574958177,8.79488152591424
draftkings,Derrick Jones,LAC,PHX,2025-11-06,pts,11.5,-115.0,-111.0,0.5041554124246831,0.4958445875753168,0.36829804562109725,Under,13.585736680358595,0.6317019543789028,-111.0,True,0.02,8.541714946542385,8.79488152591424
fanduel,Derrick Jones,LAC,PHX,2025-11-06,pts,11.5,-114.0,-118.0,0.496008302730321,0.5039916972696792,0.36829804562109725,Under,12.771025710922357,0.6317019543789028,-118.0,True,0.02,8.541714946542385,8.79488152591424
caesars,Derrick Jones,LAC,PHX,2025-11-06,pts,11.5,-118.0,-114.0,0.5039916972696792,0.496008302730321,0.36829804562109725,Under,13.569365164858176,0.6317019543789028,-114.0,True,0.02,8.541714946542385,8.79488152591424
hardrock,Derrick Jones,LAC,PHX,2025-11-06,pts,11.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,0.36829804562109725,Under,12.158049688902416,0.6317019543789028,-120.0,True,0.02,8.541714946542385,8.79488152591424
draftkings,Devin Booker,PHX,LAC,2025-11-06,pts,28.5,-110.0,-116.0,0.4937655860349127,0.5062344139650873,0.013204420058475885,Under,48.05611659764368,0.9867955799415241,-116.0,True,0.02,8.974076574958177,8.79488152591424
fanduel,Devin Booker,PHX,LAC,2025-11-06,pts,28.5,-104.0,-128.0,0.47591522157996147,0.5240847784200385,0.013204420058475885,Under,46.271080152148556,0.9867955799415241,-128.0,True,0.02,8.974076574958177,8.79488152591424
caesars,Devin Booker,PHX,LAC,2025-11-06,pts,28.5,-112.0,-121.0,0.49107213713197356,0.5089278628680263,0.013204420058475885,Under,47.786771707349786,0.9867955799415241,-121.0,True,0.02,8.974076574958177,8.79488152591424
hardrock,Devin Booker,PHX,LAC,2025-11-06,pts,28.5,-110.0,-115.0,0.4947698744769875,0.5052301255230125,0.013204420058475885,Under,48.156545441851165,0.9867955799415241,-115.0,True,0.02,8.974076574958177,8.79488152591424
draftkings,Grayson Allen,PHX,LAC,2025-11-06,pts,14.5,-120.0,-106.0,0.5145711906744379,0.48542880932556204,0.2649000160142072,Under,24.967117466023076,0.7350999839857928,-106.0,True,0.02,8.974076574958177,8.79488152591424
fanduel,Grayson Allen,PHX,LAC,2025-11-06,pts,15.5,102.0,-136.0,0.46209273182957394,0.5379072681704261,0.22903948850455225,Under,23.305324332502163,0.7709605114954478,-136.0,True,0.02,8.974076574958177,8.79488152591424
caesars,Grayson Allen,PHX,LAC,2025-11-06,pts,14.5,-130.0,-104.0,0.5257731958762887,0.4742268041237114,0.2649000160142072,Under,26.08731798620814,0.7350999839857928,-104.0,True,0.02,8.974076574958177,8.79488152591424
hardrock,Grayson Allen,PHX,LAC,2025-11-06,pts,15.5,-125.0,-105.0,0.5203045685279188,0.4796954314720812,0.22903948850455225,Under,29.126508002336653,0.7709605114954478,-105.0,True,0.02,8.974076574958177,8.79488152591424
draftkings,Ivica Zubac,LAC,PHX,2025-11-06,pts,16.5,-125.0,-102.0,0.5238589211618258,0.47614107883817425,0.1827653053689492,Under,34.10936157928766,0.8172346946310508,-102.0,True,0.02,8.541714946542385,8.79488152591424
fanduel,Ivica Zubac,LAC,PHX,2025-11-06,pts,17.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,0.15420134663803997,Under,33.567719587208146,0.84579865336196,-120.0,True,0.02,8.541714946542385,8.79488152591424
caesars,Ivica Zubac,LAC,PHX,2025-11-06,pts,17.5,-112.0,-121.0,0.49107213713197356,0.5089278628680263,0.15420134663803997,Under,33.687079049393375,0.84579865336196,-121.0,True,0.02,8.541714946542385,8.79488152591424
hardrock,Ivica Zubac,LAC,PHX,2025-11-06,pts,17.5,-120.0,-110.0,0.5101214574898786,0.48987854251012153,0.15420134663803997,Under,35.59201108518385,0.84579865336196,-110.0,True,0.02,8.541714946542385,8.79488152591424
draftkings,Jalen Green,PHX,LAC,2025-11-06,pts,12.5,-118.0,-108.0,0.510397604391948,0.4896023956080519,0.3442445551306678,Under,16.615304926128022,0.6557554448693321,-108.0,True,0.02,8.974076574958177,8.79488152591424
fanduel,Jalen Green,PHX,LAC,2025-11-06,pts,12.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,0.3442445551306678,Under,14.563398737945354,0.6557554448693321,-120.0,True,0.02,8.974076574958177,8.79488152591424
caesars,Jalen Green,PHX,LAC,2025-11-06,pts,12.5,-114.0,-118.0,0.496008302730321,0.5039916972696792,0.3442445551306678,Under,15.176374759965295,0.6557554448693321,-118.0,True,0.02,8.974076574958177,8.79488152591424
hardrock,Jalen Green,PHX,LAC,2025-11-06,pts,12.5,-120.0,-110.0,0.5101214574898786,0.48987854251012153,0.3442445551306678,Under,16.58769023592106,0.6557554448693321,-110.0,True,0.02,8.974076574958177,8.79488152591424
draftkings,John Collins,LAC,PHX,2025-11-06,pts,17.5,-116.0,-110.0,0.5062344139650873,0.4937655860349127,0.15420134663803997,Under,35.20330673270473,0.84579865336196,-110.0,True,0.02,8.541714946542385,8.79488152591424
fanduel,John Collins,LAC,PHX,2025-11-06,pts,17.5,-114.0,-114.0,0.5,0.5,0.15420134663803997,Under,34.579865336196,0.84579865336196,-114.0,True,0.02,8.541714946542385,8.79488152591424
caesars,John Collins,LAC,PHX,2025-11-06,pts,17.5,-120.0,-114.0,0.5059101654846335,0.4940898345153664,0.15420134663803997,Under,35.17088188465936,0.84579865336196,-114.0,True,0.02,8.541714946542385,8.79488152591424
hardrock,John Collins,LAC,PHX,2025-11-06,pts,17.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,0.15420134663803997,Under,33.567719587208146,0.84579865336196,-120.0,True,0.02,8.541714946542385,8.79488152591424
draftkings,Kris Dunn,LAC,PHX,2025-11-06,pts,8.5,-112.0,-114.0,0.4979225527671597,0.5020774472328402,0.5018922134940822,Over,0.3969660726922508,0.5018922134940822,-112.0,False,0.0,8.541714946542385,8.79488152591424
fanduel,Kris Dunn,LAC,PHX,2025-11-06,pts,8.5,-112.0,-118.0,0.4939310568053083,0.5060689431946916,0.5018922134940822,Over,0.7961156688773896,0.5018922134940822,-112.0,False,0.0,8.541714946542385,8.79488152591424
caesars,Kris Dunn,LAC,PHX,2025-11-06,pts,8.5,-115.0,-117.0,0.49800439034124927,0.5019956096587508,0.5018922134940822,Over,0.38878231528329255,0.5018922134940822,-115.0,False,0.0,8.541714946542385,8.79488152591424
draftkings,Mark Williams,PHX,LAC,2025-11-06,pts,13.5,-111.0,-115.0,0.4958445875753168,0.5041554124246831,0.30341320737579724,Under,19.243138019951967,0.6965867926242028,-115.0,True,0.02,8.974076574958177,8.79488152591424
fanduel,Mark Williams,PHX,LAC,2025-11-06,pts,13.5,-106.0,-125.0,0.4808467741935484,0.5191532258064516,0.30341320737579724,Under,17.74335668177511,0.6965867926242028,-125.0,True,0.02,8.974076574958177,8.79488152591424
caesars,Mark Williams,PHX,LAC,2025-11-06,pts,13.5,-110.0,-122.0,0.48800959232613905,0.511990407673861,0.30341320737579724,Under,18.45963849503418,0.6965867926242028,-122.0,True,0.02,8.974076574958177,8.79488152591424
hardrock,Mark Williams,PHX,LAC,2025-11-06,pts,13.5,-120.0,-110.0,0.5101214574898786,0.48987854251012153,0.30341320737579724,Under,20.670825011408123,0.6965867926242028,-110.0,True,0.02,8.974076574958177,8.79488152591424
draftkings,Royce O'Neale,PHX,LAC,2025-11-06,pts,9.5,-101.0,-126.0,0.47404053829539794,0.5259594617046021,0.47615793778275894,Over,0.21173994873610047,0.47615793778275894,-101.0,False,0.0,8.974076574958177,8.79488152591424
fanduel,Royce O'Neale,PHX,LAC,2025-11-06,pts,9.5,-102.0,-130.0,0.4718423169750604,0.5281576830249397,0.47615793778275894,Over,0.4315620807698539,0.47615793778275894,-102.0,False,0.0,8.974076574958177,8.79488152591424
caesars,Royce O'Neale,PHX,LAC,2025-11-06,pts,9.5,-106.0,-127.0,0.4790936604014018,0.5209063395985983,0.47615793778275894,Under,0.2935722618642722,0.5238420622172411,-127.0,False,0.0,8.974076574958177,8.79488152591424
hardrock,Royce O'Neale,PHX,LAC,2025-11-06,pts,8.5,-140.0,110.0,0.550561797752809,0.449438202247191,0.5214940519704823,Under,2.9067745782326737,0.47850594802951774,110.0,True,0.004420446238170284,8.974076574958177,8.79488152591424
draftkings,Ryan Dunn,PHX,LAC,2025-11-06,pts,8.5,-127.0,100.0,0.528066528066528,0.47193347193347185,0.5214940519704823,Under,0.6572476096045887,0.47850594802951774,100.0,False,0.0,8.974076574958177,8.79488152591424
fanduel,Ryan Dunn,PHX,LAC,2025-11-06,pts,8.5,-130.0,-102.0,0.5281576830249397,0.4718423169750604,0.5214940519704823,Under,0.6663631054457331,0.47850594802951774,-102.0,False,0.0,8.974076574958177,8.79488152591424
caesars,Ryan Dunn,PHX,LAC,2025-11-06,pts,8.5,-134.0,-102.0,0.5314119679597926,0.4685880320402073,0.5214940519704823,Under,0.9917915989310411,0.47850594802951774,-102.0,False,0.0,8.974076574958177,8.79488152591424
hardrock,Ryan Dunn,PHX,LAC,2025-11-06,pts,8.5,-105.0,-125.0,0.4796954314720812,0.5203045685279188,0.5214940519704823,Over,4.179862049840105,0.5214940519704823,-105.0,True,0.019062806539488608,8.974076574958177,8.79488152591424
draftkings,Bradley Beal,LAC,PHX,2025-11-06,ptsast,17.5,-125.0,-103.0,0.5226570545829042,0.4773429454170958,0.23788407924593463,Under,28.477297533696948,0.7621159207540653,-103.0,True,0.02,10.30822605631499,10.084865670764092
fanduel,Bradley Beal,LAC,PHX,2025-11-06,ptsast,17.5,-120.0,-110.0,0.5101214574898786,0.48987854251012153,0.23788407924593463,Under,27.223737824394377,0.7621159207540653,-110.0,True,0.02,10.30822605631499,10.084865670764092
caesars,Bradley Beal,LAC,PHX,2025-11-06,ptsast,17.5,-124.0,-109.0,0.5149010569816419,0.48509894301835804,0.23788407924593463,Under,27.70169777357073,0.7621159207540653,-109.0,True,0.02,10.30822605631499,10.084865670764092
hardrock,Bradley Beal,LAC,PHX,2025-11-06,ptsast,17.5,-120.0,-110.0,0.5101214574898786,0.48987854251012153,0.23788407924593463,Under,27.223737824394377,0.7621159207540653,-110.0,True,0.02,10.30822605631499,10.084865670764092
draftkings,Chris Paul,LAC,PHX,2025-11-06,ptsast,13.5,100.0,-129.0,0.47022587268993843,0.5297741273100617,0.37581474997023584,Under,9.441112271970253,0.6241852500297642,-129.0,True,0.02,10.30822605631499,10.084865670764092
fanduel,Chris Paul,LAC,PHX,2025-11-06,ptsast,13.5,-102.0,-130.0,0.4718423169750604,0.5281576830249397,0.37581474997023584,Under,9.602756700482452,0.6241852500297642,-130.0,True,0.02,10.30822605631499,10.084865670764092
caesars,Chris Paul,LAC,PHX,2025-11-06,ptsast,13.5,-106.0,-127.0,0.4790936604014018,0.5209063395985983,0.37581474997023584,Under,10.327891043116589,0.6241852500297642,-127.0,True,0.02,10.30822605631499,10.084865670764092
draftkings,Collin Gillespie,PHX,LAC,2025-11-06,ptsast,13.5,-118.0,-110.0,0.5082034454470877,0.49179655455291227,0.40401046092034887,Under,10.419298452673885,0.5959895390796511,-110.0,True,0.02,11.04957974179042,10.084865670764092
fanduel,Collin Gillespie,PHX,LAC,2025-11-06,ptsast,13.5,-106.0,-125.0,0.4808467741935484,0.5191532258064516,0.40401046092034887,Under,7.683631327319951,0.5959895390796511,-125.0,True,0.02,11.04957974179042,10.084865670764092
caesars,Collin Gillespie,PHX,LAC,2025-11-06,ptsast,13.5,-113.0,-120.0,0.49305831019436736,0.5069416898056327,0.40401046092034887,Under,8.904784927401844,0.5959895390796511,-120.0,True,0.02,11.04957974179042,10.084865670764092
draftkings,Devin Booker,PHX,LAC,2025-11-06,ptsast,36.5,-110.0,-118.0,0.49179655455291227,0.5082034454470877,0.005807586052100688,Under,48.598896850081154,0.9941924139478993,-118.0,True,0.02,11.04957974179042,10.084865670764092
fanduel,Devin Booker,PHX,LAC,2025-11-06,ptsast,36.5,-106.0,-125.0,0.4808467741935484,0.5191532258064516,0.005807586052100688,Under,47.50391881414476,0.9941924139478993,-125.0,True,0.02,11.04957974179042,10.084865670764092
caesars,Devin Booker,PHX,LAC,2025-11-06,ptsast,36.5,-109.0,-124.0,0.48509894301835804,0.5149010569816419,0.005807586052100688,Under,47.929135696625735,0.9941924139478993,-124.0,True,0.02,11.04957974179042,10.084865670764092
hardrock,Devin Booker,PHX,LAC,2025-11-06,ptsast,35.5,-120.0,-110.0,0.5101214574898786,0.48987854251012153,0.0076654461706159305,Under,50.24560113192626,0.9923345538293841,-110.0,True,0.02,11.04957974179042,10.084865670764092
draftkings,Grayson Allen,PHX,LAC,2025-11-06,ptsast,18.5,-120.0,-108.0,0.5123152709359606,0.4876847290640395,0.23002261170336308,Under,28.22926592325975,0.769977388296637,-108.0,True,0.02,11.04957974179042,10.084865670764092
fanduel,Grayson Allen,PHX,LAC,2025-11-06,ptsast,19.5,-102.0,-130.0,0.4718423169750604,0.5281576830249397,0.2010347652249459,Under,27.08075517501144,0.7989652347750541,-130.0,True,0.02,11.04957974179042,10.084865670764092
caesars,Grayson Allen,PHX,LAC,2025-11-06,ptsast,19.5,-106.0,-129.0,0.4773835745752045,0.5226164254247954,0.2010347652249459,Under,27.634880935025873,0.7989652347750541,-129.0,True,0.02,11.04957974179042,10.084865670764092
hardrock,Grayson Allen,PHX,LAC,2025-11-06,ptsast,19.5,-125.0,-105.0,0.5203045685279188,0.4796954314720812,0.2010347652249459,Under,31.92698033029729,0.7989652347750541,-105.0,True,0.02,11.04957974179042,10.084865670764092
draftkings,Ivica Zubac,LAC,PHX,2025-11-06,ptsast,19.5,-117.0,-110.0,0.5072254335260115,0.49277456647398843,0.18103116682526266,Under,32.619426670074894,0.8189688331747373,-110.0,True,0.02,10.30822605631499,10.084865670764092
fanduel,Ivica Zubac,LAC,PHX,2025-11-06,ptsast,20.5,-104.0,-128.0,0.47591522157996147,0.5240847784200385,0.1561037514582045,Under,31.981147012175704,0.8438962485417956,-128.0,True,0.02,10.30822605631499,10.084865670764092
caesars,Ivica Zubac,LAC,PHX,2025-11-06,ptsast,20.5,-104.0,-130.0,0.4742268041237114,0.5257731958762887,0.1561037514582045,Under,31.812305266550688,0.8438962485417956,-130.0,True,0.02,10.30822605631499,10.084865670764092
hardrock,Ivica Zubac,LAC,PHX,2025-11-06,ptsast,20.5,-110.0,-120.0,0.48987854251012153,0.5101214574898786,0.1561037514582045,Under,33.377479105191696,0.8438962485417956,-120.0,True,0.02,10.30822605631499,10.084865670764092
draftkings,Jalen Green,PHX,LAC,2025-11-06,ptsast,15.5,-114.0,-113.0,0.50103169362826,0.49896830637173983,0.32949902424344335,Under,17.153266938481682,0.6705009757565566,-113.0,True,0.02,11.04957974179042,10.084865670764092
fanduel,Jalen Green,PHX,LAC,2025-11-06,ptsast,15.5,-102.0,-130.0,0.4718423169750604,0.5281576830249397,0.32949902424344335,Under,14.234329273161695,0.6705009757565566,-130.0,True,0.02,11.04957974179042,10.084865670764092
caesars,Jalen Green,PHX,LAC,2025-11-06,ptsast,15.5,-112.0,-121.0,0.49107213713197356,0.5089278628680263,0.32949902424344335,Under,16.157311288853037,0.6705009757565566,-121.0,True,0.02,11.04957974179042,10.084865670764092
hardrock,Jalen Green,PHX,LAC,2025-11-06,ptsast,15.5,-115.0,-115.0,0.5,0.5,0.32949902424344335,Under,17.050097575655666,0.6705009757565566,-115.0,True,0.02,11.049579741790419,10.084865670764092
hardrock,John Collins,LAC,PHX,2025-11-06,ptsast,18.5,-130.0,-105.0,0.5246062992125985,0.4753937007874017,0.20831437544197912,Under,31.629192377061916,0.7916856245580208,-105.0,True,0.02,10.30822605631499,10.084865670764092
hardrock,Mark Williams,PHX,LAC,2025-11-06,ptsast,15.5,-105.0,-125.0,0.4796954314720812,0.5203045685279188,0.32949902424344335,Under,15.01964072286378,0.6705009757565566,-125.0,True,0.02,11.049579741790419,10.084865670764092
draftkings,Royce O'Neale,PHX,LAC,2025-11-06,ptsast,12.5,-103.0,-126.0,0.4764614376944491,0.5235385623055511,0.4428207221995586,Under,3.364071549489034,0.5571792778004414,-126.0,True,0.0,11.04957974179042,10.084865670764092
fanduel,Royce O'Neale,PHX,LAC,2025-11-06,ptsast,12.5,100.0,-132.0,0.4677419354838709,0.532258064516129,0.4428207221995586,Under,2.4921213284312405,0.5571792778004414,-132.0,True,0.0,11.04957974179042,10.084865670764092
caesars,Royce O'Neale,PHX,LAC,2025-11-06,ptsast,12.5,-106.0,-129.0,0.4773835745752045,0.5226164254247954,0.4428207221995586,Under,3.4562852375646047,0.5571792778004414,-129.0,True,0.0,11.04957974179042,10.084865670764092
draftkings,Ryan Dunn,PHX,LAC,2025-11-06,ptsast,10.5,-109.0,-119.0,0.48974190636412124,0.5102580936358787,0.5217298009409306,Over,3.1987894576809337,0.5217298009409306,-109.0,True,0.00041528396654492983,11.04957974179042,10.084865670764092
fanduel,Ryan Dunn,PHX,LAC,2025-11-06,ptsast,10.5,-112.0,-118.0,0.4939310568053083,0.5060689431946916,0.5217298009409306,Over,2.7798744135622275,0.5217298009409306,-112.0,True,0.0,11.04957974179042,10.084865670764092
caesars,Ryan Dunn,PHX,LAC,2025-11-06,ptsast,10.5,-115.0,-117.0,0.49800439034124927,0.5019956096587508,0.5217298009409306,Over,2.372541059968131,0.5217298009409306,-115.0,True,0.0,11.04957974179042,10.084865670764092
hardrock,Bradley Beal,LAC,PHX,2025-11-06,ptsreb,15.5,-130.0,-110.0,0.5190114068441064,0.4809885931558936,0.363759494435265,Under,15.52519124088414,0.636240505564735,-110.0,True,0.02,11.779951393637479,10.676672405341929
draftkings,Brook Lopez,LAC,PHX,2025-11-06,ptsreb,9.5,-132.0,102.0,0.5347344777795604,0.46526552222043954,0.5845491038105182,Over,4.9814626030957765,0.5845491038105182,-132.0,True,0.02,11.779951393637479,10.676672405341929
fanduel,Brook Lopez,LAC,PHX,2025-11-06,ptsreb,9.5,-118.0,-112.0,0.5060689431946916,0.4939310568053083,0.5845491038105182,Over,7.848016061582652,0.5845491038105182,-118.0,True,0.02,11.779951393637479,10.676672405341929
caesars,Brook Lopez,LAC,PHX,2025-11-06,ptsreb,9.5,-122.0,-110.0,0.511990407673861,0.48800959232613905,0.5845491038105182,Over,7.2558696136657215,0.5845491038105182,-122.0,True,0.02,11.779951393637479,10.676672405341929
hardrock,Collin Gillespie,PHX,LAC,2025-11-06,ptsreb,12.5,-135.0,-105.0,0.5286532951289399,0.4713467048710602,0.4979103553415536,Under,3.0742939787386234,0.5020896446584464,-105.0,True,0.0,12.444075735819423,10.676672405341929
draftkings,Derrick Jones,LAC,PHX,2025-11-06,ptsreb,15.5,-111.0,-116.0,0.4948402542722694,0.5051597457277305,0.363759494435265,Under,13.108075983700452,0.636240505564735,-116.0,True,0.02,11.779951393637479,10.676672405341929
fanduel,Derrick Jones,LAC,PHX,2025-11-06,ptsreb,15.5,-106.0,-122.0,0.483560743054414,0.5164392569455861,0.363759494435265,Under,11.980124861914888,0.636240505564735,-122.0,True,0.02,11.779951393637479,10.676672405341929
caesars,Derrick Jones,LAC,PHX,2025-11-06,ptsreb,15.5,-112.0,-121.0,0.49107213713197356,0.5089278628680263,0.363759494435265,Under,12.731264269670872,0.636240505564735,-121.0,True,0.02,11.779951393637479,10.676672405341929
hardrock,Derrick Jones,LAC,PHX,2025-11-06,ptsreb,15.5,-105.0,-135.0,0.4713467048710602,0.5286532951289399,0.363759494435265,Under,10.758721043579511,0.636240505564735,-135.0,True,0.02,11.779951393637479,10.676672405341929
draftkings,Devin Booker,PHX,LAC,2025-11-06,ptsreb,31.5,-121.0,-107.0,0.5143754877397627,0.4856245122602374,0.037145366832317006,Under,47.72301209074457,0.962854633167683,-107.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Devin Booker,PHX,LAC,2025-11-06,ptsreb,31.5,-118.0,-112.0,0.5060689431946916,0.4939310568053083,0.037145366832317006,Under,46.89235763623748,0.962854633167683,-112.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Devin Booker,PHX,LAC,2025-11-06,ptsreb,31.5,-121.0,-112.0,0.5089278628680263,0.49107213713197356,0.037145366832317006,Under,47.17824960357095,0.962854633167683,-112.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Devin Booker,PHX,LAC,2025-11-06,ptsreb,32.5,-110.0,-130.0,0.4809885931558936,0.5190114068441064,0.030157709690199375,Under,45.083088346569426,0.9698422903098006,-130.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,Grayson Allen,PHX,LAC,2025-11-06,ptsreb,18.5,-110.0,-117.0,0.49277456647398843,0.5072254335260115,0.2852854739553708,Under,20.74890925186178,0.7147145260446293,-117.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Grayson Allen,PHX,LAC,2025-11-06,ptsreb,18.5,-112.0,-118.0,0.4939310568053083,0.5060689431946916,0.2852854739553708,Under,20.864558284993763,0.7147145260446293,-118.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Grayson Allen,PHX,LAC,2025-11-06,ptsreb,18.5,-114.0,-118.0,0.496008302730321,0.5039916972696792,0.2852854739553708,Under,21.072282877495006,0.7147145260446293,-118.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Grayson Allen,PHX,LAC,2025-11-06,ptsreb,19.5,-120.0,-120.0,0.5,0.5,0.25434688904859604,Under,24.565311095140395,0.745653110951404,-120.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,Ivica Zubac,LAC,PHX,2025-11-06,ptsreb,28.5,-115.0,-113.0,0.502049600327936,0.49795039967206395,0.05867014670924903,Under,44.337945361868705,0.941329853290751,-113.0,True,0.02,11.779951393637479,10.676672405341929
fanduel,Ivica Zubac,LAC,PHX,2025-11-06,ptsreb,28.5,-118.0,-112.0,0.5060689431946916,0.4939310568053083,0.05867014670924903,Under,44.739879648544274,0.941329853290751,-112.0,True,0.02,11.779951393637479,10.676672405341929
caesars,Ivica Zubac,LAC,PHX,2025-11-06,ptsreb,28.5,-120.0,-114.0,0.5059101654846335,0.4940898345153664,0.05867014670924903,Under,44.72400187753846,0.941329853290751,-114.0,True,0.02,11.779951393637479,10.676672405341929
hardrock,Ivica Zubac,LAC,PHX,2025-11-06,ptsreb,28.5,-130.0,-110.0,0.5190114068441064,0.4809885931558936,0.05867014670924903,Under,46.034126013485746,0.941329853290751,-110.0,True,0.02,11.779951393637479,10.676672405341929
draftkings,Jalen Green,PHX,LAC,2025-11-06,ptsreb,15.5,-121.0,-107.0,0.5143754877397627,0.4856245122602374,0.3873531243454723,Under,12.70223633942903,0.6126468756545277,-107.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Jalen Green,PHX,LAC,2025-11-06,ptsreb,15.5,-114.0,-114.0,0.5,0.5,0.3873531243454723,Under,11.26468756545277,0.6126468756545277,-114.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Jalen Green,PHX,LAC,2025-11-06,ptsreb,15.5,-118.0,-114.0,0.5039916972696792,0.496008302730321,0.3873531243454723,Under,11.663857292420671,0.6126468756545277,-114.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Jalen Green,PHX,LAC,2025-11-06,ptsreb,15.5,-120.0,-115.0,0.5048923679060665,0.4951076320939334,0.3873531243454723,Under,11.75392435605943,0.6126468756545277,-115.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,John Collins,LAC,PHX,2025-11-06,ptsreb,24.5,-114.0,-114.0,0.5,0.5,0.11675084884951048,Under,38.32491511504895,0.8832491511504895,-114.0,True,0.02,11.779951393637479,10.676672405341929
fanduel,John Collins,LAC,PHX,2025-11-06,ptsreb,24.5,-112.0,-118.0,0.4939310568053083,0.5060689431946916,0.11675084884951048,Under,37.71802079557979,0.8832491511504895,-118.0,True,0.02,11.779951393637479,10.676672405341929
caesars,John Collins,LAC,PHX,2025-11-06,ptsreb,24.5,-114.0,-118.0,0.496008302730321,0.5039916972696792,0.11675084884951048,Under,37.92574538808103,0.8832491511504895,-118.0,True,0.02,11.779951393637479,10.676672405341929
hardrock,John Collins,LAC,PHX,2025-11-06,ptsreb,24.5,-110.0,-125.0,0.48529411764705876,0.5147058823529411,0.11675084884951048,Under,36.85432687975484,0.8832491511504895,-125.0,True,0.02,11.779951393637479,10.676672405341929
draftkings,Kris Dunn,LAC,PHX,2025-11-06,ptsreb,12.5,-104.0,-125.0,0.47852760736196315,0.5214723926380368,0.47311519793253987,Under,0.5412409429423337,0.5268848020674601,-125.0,False,0.0,11.779951393637479,10.676672405341929
fanduel,Kris Dunn,LAC,PHX,2025-11-06,ptsreb,12.5,-104.0,-128.0,0.47591522157996147,0.5240847784200385,0.47311519793253987,Under,0.2800023647421601,0.5268848020674601,-128.0,False,0.0,11.779951393637479,10.676672405341929
caesars,Kris Dunn,LAC,PHX,2025-11-06,ptsreb,12.5,-108.0,-125.0,0.48310139165009935,0.5168986083499005,0.47311519793253987,Under,0.9986193717559599,0.5268848020674601,-125.0,False,0.0,11.779951393637479,10.676672405341929
draftkings,Mark Williams,PHX,LAC,2025-11-06,ptsreb,22.5,-126.0,-103.0,0.5235385623055511,0.4764614376944491,0.1731323144381398,Under,35.04062478674111,0.8268676855618602,-103.0,True,0.02,12.444075735819423,10.676672405341929
fanduel,Mark Williams,PHX,LAC,2025-11-06,ptsreb,22.5,-114.0,-114.0,0.5,0.5,0.1731323144381398,Under,32.68676855618602,0.8268676855618602,-114.0,True,0.02,12.444075735819423,10.676672405341929
caesars,Mark Williams,PHX,LAC,2025-11-06,ptsreb,22.5,-122.0,-110.0,0.511990407673861,0.48800959232613905,0.1731323144381398,Under,33.88580932357211,0.8268676855618602,-110.0,True,0.02,12.444075735819423,10.676672405341929
hardrock,Mark Williams,PHX,LAC,2025-11-06,ptsreb,22.5,-130.0,-110.0,0.5190114068441064,0.4809885931558936,0.1731323144381398,Under,34.58790924059666,0.8268676855618602,-110.0,True,0.02,12.444075735819423,10.676672405341929
draftkings,Royce O'Neale,PHX,LAC,2025-11-06,ptsreb,14.5,-108.0,-120.0,0.4876847290640395,0.5123152709359606,0.4236508983814553,Under,6.403383068258406,0.5763491016185447,-120.0,True,0.02,12.444075735819423,10.676672405341929
