name,team,opponent,game_date,game_id,PTS_roll5_mean,PTS_roll5_std,REB_roll5_mean,REB_roll5_std,AST_roll5_mean,AST_roll5_std,STL_roll5_mean,STL_roll5_std,BLK_roll5_mean,BLK_roll5_std,TOV_roll5_mean,TOV_roll5_std,MIN_roll5_mean,MIN_roll5_std,FGM_roll5_mean,FGM_roll5_std,FGA_roll5_mean,FGA_roll5_std,FG_PCT_roll5_mean,FG_PCT_roll5_std,FG3M_roll5_mean,FG3M_roll5_std,FG3A_roll5_mean,FG3A_roll5_std,FTM_roll5_mean,FTM_roll5_std,FTA_roll5_mean,FTA_roll5_std,FT_PCT_roll5_mean,FT_PCT_roll5_std,PLUS_MINUS_roll5_mean,PLUS_MINUS_roll5_std,PTS_roll10_mean,PTS_roll10_std,REB_roll10_mean,REB_roll10_std,AST_roll10_mean,AST_roll10_std,STL_roll10_mean,STL_roll10_std,BLK_roll10_mean,BLK_roll10_std,TOV_roll10_mean,TOV_roll10_std,MIN_roll10_mean,MIN_roll10_std,FGM_roll10_mean,FGM_roll10_std,FGA_roll10_mean,FGA_roll10_std,FG_PCT_roll10_mean,FG_PCT_roll10_std,FG3M_roll10_mean,FG3M_roll10_std,FG3A_roll10_mean,FG3A_roll10_std,FTM_roll10_mean,FTM_roll10_std,FTA_roll10_mean,FTA_roll10_std,FT_PCT_roll10_mean,FT_PCT_roll10_std,PLUS_MINUS_roll10_mean,PLUS_MINUS_roll10_std,PTS_trend10,REB_trend10,AST_trend10,STL_trend10,BLK_trend10,TOV_trend10,MIN_trend10,FGM_trend10,FGA_trend10,FG_PCT_trend10,FG3M_trend10,FG3A_trend10,FTM_trend10,FTA_trend10,FT_PCT_trend10,PLUS_MINUS_trend10
Christian Koloko,LAL,MIN,2025-10-24,22500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Koloko,LAL,POR,2025-10-27,22500122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Capela,HOU,OKC,2025-10-21,22500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Capela,HOU,DET,2025-10-24,22500093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Capela,HOU,BKN,2025-10-27,22500116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clint Capela,HOU,TOR,2025-10-29,22500131,4.666666666666667,3.055050463303893,1.6666666666666667,2.0816659994661326,0.0,0.0,0.3333333333333333,0.5773502691896258,0.6666666666666666,1.1547005383792517,0.3333333333333333,0.5773502691896258,8.666666666666666,5.033222956847167,2.0,1.7320508075688772,2.0,1.7320508075688772,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,0.6666666666666666,1.1547005383792517,,,4.333333333333333,4.041451884327381,4.666666666666667,3.055050463303893,1.6666666666666667,2.0816659994661326,0.0,0.0,0.3333333333333333,0.5773502691896258,0.6666666666666666,1.1547005383792517,0.3333333333333333,0.5773502691896258,8.666666666666666,5.033222956847167,2.0,1.7320508075688772,2.0,1.7320508075688772,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,0.6666666666666666,1.1547005383792517,,,4.333333333333333,4.041451884327381,1.9999999999999984,0.5000000000000006,0.0,-0.5000000000000001,0.9999999999999996,-0.5000000000000001,2.999999999999998,1.4999999999999998,1.4999999999999998,8.985767264226737e-17,0.0,0.0,-1.0000000000000002,-1.0000000000000002,,-2.4999999999999996
Clint Capela,HOU,BOS,2025-11-01,22500146,4.5,2.516611478423583,2.0,1.8257418583505538,0.0,0.0,0.25,0.5,0.5,1.0,0.25,0.5,8.0,4.320493798938574,1.75,1.5,2.0,1.4142135623730951,0.875,0.25,0.0,0.0,0.0,0.0,1.0,1.1547005383792515,1.0,1.1547005383792515,,,1.0,7.438637868140466,4.5,2.516611478423583,2.0,1.8257418583505538,0.0,0.0,0.25,0.5,0.5,1.0,0.25,0.5,8.0,4.320493798938574,1.75,1.5,2.0,1.4142135623730951,0.875,0.25,0.0,0.0,0.0,0.0,1.0,1.1547005383792515,1.0,1.1547005383792515,,,1.0,7.438637868140466,0.5999999999999999,0.6000000000000001,0.0,-0.30000000000000004,0.20000000000000004,-0.30000000000000004,0.3999999999999997,0.29999999999999993,0.5999999999999998,-0.15,0.0,0.0,-1.4149281639020392e-16,-1.4149281639020392e-16,,-4.999999999999998
Clint Capela,HOU,DAL,2025-11-03,22500160,4.4,2.1908902300206643,3.6,3.9115214431215892,0.2,0.4472135954999579,0.4,0.5477225575051662,0.6,0.894427190999916,0.4,0.5477225575051662,10.0,5.830951894845301,1.6,1.3416407864998738,2.2,1.3038404810405297,0.7666000000000001,0.32500430766376004,0.0,0.0,0.0,0.0,1.2,1.0954451150103321,1.6,1.6733200530681511,0.8333333333333334,0.2886751345948129,2.4,7.162401831787993,4.4,2.1908902300206643,3.6,3.9115214431215892,0.2,0.4472135954999579,0.4,0.5477225575051662,0.6,0.894427190999916,0.4,0.5477225575051662,10.0,5.830951894845301,1.6,1.3416407864998738,2.2,1.3038404810405297,0.7666000000000001,0.32500430766376004,0.0,0.0,0.0,0.0,1.2,1.0954451150103321,1.6,1.6733200530681511,0.8333333333333334,0.2886751345948129,2.4,7.162401831787993,0.19999999999999943,1.9000000000000001,0.2,-5.0487380448362973e-17,0.19999999999999998,-5.0487380448362973e-17,2.1999999999999997,-8.033068290368951e-17,0.49999999999999994,-0.18340000000000012,0.0,0.0,0.19999999999999996,0.6,-0.24999999999999994,-1.100000000000001
Cody Williams,UTA,LAC,2025-10-22,22500087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Williams,UTA,POR,2025-10-29,22500135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Williams,UTA,PHX,2025-10-31,22500025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Williams,UTA,CHA,2025-11-02,22500150,4.0,4.0,0.6666666666666666,0.5773502691896258,0.6666666666666666,1.1547005383792517,0.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,9.666666666666666,6.8068592855540455,1.6666666666666667,1.5275252316519468,2.6666666666666665,3.055050463303893,,,0.6666666666666666,1.1547005383792517,1.3333333333333333,2.3094010767585034,0.0,0.0,0.0,0.0,,,2.0,11.789826122551595,4.0,4.0,0.6666666666666666,0.5773502691896258,0.6666666666666666,1.1547005383792517,0.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,9.666666666666666,6.8068592855540455,1.6666666666666667,1.5275252316519468,2.6666666666666665,3.055050463303893,,,0.6666666666666666,1.1547005383792517,1.3333333333333333,2.3094010767585034,0.0,0.0,0.0,0.0,,,2.0,11.789826122551595,3.999999999999999,0.5000000000000001,3.4693812609738156e-16,0.0,0.0,3.4693812609738156e-16,6.499999999999999,1.4999999999999998,2.999999999999999,,0.9999999999999996,1.9999999999999991,0.0,0.0,,-3.499999999999996
Colby Jones,DET,CLE,2025-10-27,22500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Anthony,MIL,WAS,2025-10-22,22500086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Anthony,MIL,TOR,2025-10-24,22500092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Anthony,MIL,NYK,2025-10-28,22500125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cole Anthony,MIL,GSW,2025-10-30,22500139,12.0,9.848857801796104,3.3333333333333335,1.1547005383792515,7.0,2.0,0.6666666666666666,1.1547005383792517,0.6666666666666666,0.5773502691896258,1.0,0.0,21.0,7.937253933193772,5.0,3.605551275463989,8.666666666666666,4.725815626252608,0.5763333333333334,0.2634052644373938,1.0,1.0,3.6666666666666665,1.5275252316519468,1.0,1.7320508075688772,2.3333333333333335,4.041451884327381,,,4.666666666666667,3.5118845842842465,12.0,9.848857801796104,3.3333333333333335,1.1547005383792515,7.0,2.0,0.6666666666666666,1.1547005383792517,0.6666666666666666,0.5773502691896258,1.0,0.0,21.0,7.937253933193772,5.0,3.605551275463989,8.666666666666666,4.725815626252608,0.5763333333333334,0.2634052644373938,1.0,1.0,3.6666666666666665,1.5275252316519468,1.0,1.7320508075688772,2.3333333333333335,4.041451884327381,,,4.666666666666667,3.5118845842842465,-2.4999999999999973,1.0,1.9999999999999984,3.4693812609738156e-16,-1.2297908031807458e-16,8.985767264226737e-17,6.000000000000003,-0.999999999999998,1.0000000000000009,-0.257,-0.4999999999999997,1.0,6.44533896808436e-16,1.2596747691798968e-15,,-3.5000000000000004
