PLAYER_ID,player_proj,team_proj,opponent_proj,market,projection_mean,projection_sd,projected_minutes,pred_rate,start_prob,is_starter,may_not_play,injury_prob,game_date_proj,player_key,player_odds,team_odds,opponent_odds,game_date_odds,book,line,over_odds,under_odds,p_over_model,p_over_imp,p_under_imp,edge_over
1631260,AJ Green,MIL,CHA,PTS,11.412213349342345,5.271218051336206,26.4,0.4322808,0.7,1,0,0.0,2025-11-15,aj green,AJ Green,MIL,LAL,2025-11-15,mgm,8.5,-140.0,105.0,0.7096883361946187,0.5833333333333334,0.4878048780487805,0.12635500286128531
1631260,AJ Green,MIL,CHA,PTS,11.412213349342345,5.271218051336206,26.4,0.4322808,0.7,1,0,0.0,2025-11-15,aj green,AJ Green,MIL,LAL,2025-11-15,draftkings,9.5,105.0,-134.0,0.6416097755911938,0.4878048780487805,0.5726495726495726,0.15380489754241333
1631260,AJ Green,MIL,CHA,PTS,11.412213349342345,5.271218051336206,26.4,0.4322808,0.7,1,0,0.0,2025-11-15,aj green,AJ Green,MIL,LAL,2025-11-15,caesars,9.5,-102.0,-132.0,0.6416097755911938,0.504950495049505,0.5689655172413793,0.13665928054168885
203932,Aaron Gordon,DEN,LAC,PTS,19.584956431388854,6.180565773385674,29.4,0.666155,0.7,1,0,0.0,2025-11-15,aaron gordon,Aaron Gordon,DEN,@MIN,2025-11-15,mgm,16.5,-118.0,-110.0,0.6911589835423894,0.5412844036697247,0.5238095238095238,0.14987457987266462
203932,Aaron Gordon,DEN,LAC,PTS,19.584956431388854,6.180565773385674,29.4,0.666155,0.7,1,0,0.0,2025-11-15,aaron gordon,Aaron Gordon,DEN,@MIN,2025-11-15,draftkings,16.5,-120.0,-106.0,0.6911589835423894,0.5454545454545454,0.5145631067961165,0.14570443808784395
203932,Aaron Gordon,DEN,LAC,PTS,19.584956431388854,6.180565773385674,29.4,0.666155,0.7,1,0,0.0,2025-11-15,aaron gordon,Aaron Gordon,DEN,@MIN,2025-11-15,fanduel,16.5,-122.0,-108.0,0.6911589835423894,0.5495495495495496,0.5192307692307693,0.14160943399283976
203932,Aaron Gordon,DEN,LAC,PTS,19.584956431388854,6.180565773385674,29.4,0.666155,0.7,1,0,0.0,2025-11-15,aaron gordon,Aaron Gordon,DEN,@MIN,2025-11-15,caesars,16.5,-125.0,-106.0,0.6911589835423894,0.5555555555555556,0.5145631067961165,0.13560342798683378
203932,Aaron Gordon,DEN,LAC,PTS,19.584956431388854,6.180565773385674,29.4,0.666155,0.7,1,0,0.0,2025-11-15,aaron gordon,Aaron Gordon,DEN,@MIN,2025-11-15,betrivers,17.5,104.0,110.0,0.6320699619918603,0.49019607843137253,0.47619047619047616,0.14187388356048775
1642349,Ajay Mitchell,OKC,LAL,PTS,18.444718420505524,6.056936329771618,29.0,0.6360248,0.7,0,0,0.0,2025-11-15,ajay mitchell,Ajay Mitchell,OKC,@CHA,2025-11-15,mgm,15.5,-105.0,-125.0,0.6865777151606789,0.5121951219512195,0.5555555555555556,0.17438259320945937
1642349,Ajay Mitchell,OKC,LAL,PTS,18.444718420505524,6.056936329771618,29.0,0.6360248,0.7,0,0,0.0,2025-11-15,ajay mitchell,Ajay Mitchell,OKC,@CHA,2025-11-15,draftkings,15.5,-119.0,-107.0,0.6865777151606789,0.54337899543379,0.5169082125603864,0.1431987197268889
