PLAYER_ID,player_proj,team_proj,opponent_proj,market,projection_mean,projection_sd,projected_minutes,pred_rate,start_prob,is_starter,may_not_play,injury_prob,game_date_proj,player_key,player_odds,team_odds,opponent_odds,game_date_odds,book,line,over_odds,under_odds,p_over_model,p_over_imp,p_under_imp,edge_over
1631260,AJ Green,MIL,DAL,PTS,9.498563700914383,5.334172503638642,27.4,0.3466629,0.7,1,0,0.0,2025-11-12,aj green,AJ Green,MIL,@CHA,2025-11-12,mgm,10.5,-120.0,-110.0,0.4255403277614189,0.5454545454545454,0.5238095238095238,-0.11991421769312649
1631260,AJ Green,MIL,DAL,PTS,9.498563700914383,5.334172503638642,27.4,0.3466629,0.7,1,0,0.0,2025-11-12,aj green,AJ Green,MIL,@CHA,2025-11-12,draftkings,10.5,-120.0,-106.0,0.4255403277614189,0.5454545454545454,0.5145631067961165,-0.11991421769312649
1631260,AJ Green,MIL,DAL,PTS,9.498563700914383,5.334172503638642,27.4,0.3466629,0.7,1,0,0.0,2025-11-12,aj green,AJ Green,MIL,@CHA,2025-11-12,fanduel,10.5,-102.0,-125.0,0.4255403277614189,0.504950495049505,0.5555555555555556,-0.07941016728808603
1631260,AJ Green,MIL,DAL,PTS,9.498563700914383,5.334172503638642,27.4,0.3466629,0.7,1,0,0.0,2025-11-12,aj green,AJ Green,MIL,@CHA,2025-11-12,caesars,10.5,-114.0,-117.0,0.4255403277614189,0.5327102803738317,0.5391705069124424,-0.1071699526124128
1631260,AJ Green,MIL,DAL,PTS,9.498563700914383,5.334172503638642,27.4,0.3466629,0.7,1,0,0.0,2025-11-12,aj green,AJ Green,MIL,@CHA,2025-11-12,betrivers,11.5,112.0,102.0,0.3537520468742271,0.4716981132075472,0.49504950495049505,-0.11794606633332005
203932,Aaron Gordon,DEN,SAC,PTS,18.816288471221924,5.955301136415385,28.0,0.6720103,0.7,1,0,0.0,2025-11-12,aaron gordon,Aaron Gordon,DEN,@LAC,2025-11-12,mgm,16.5,-120.0,-110.0,0.6513418240526075,0.5454545454545454,0.5238095238095238,0.10588727859806213
203932,Aaron Gordon,DEN,SAC,PTS,18.816288471221924,5.955301136415385,28.0,0.6720103,0.7,1,0,0.0,2025-11-12,aaron gordon,Aaron Gordon,DEN,@LAC,2025-11-12,draftkings,16.5,-109.0,-117.0,0.6513418240526075,0.5215311004784688,0.5391705069124424,0.1298107235741387
203932,Aaron Gordon,DEN,SAC,PTS,18.816288471221924,5.955301136415385,28.0,0.6720103,0.7,1,0,0.0,2025-11-12,aaron gordon,Aaron Gordon,DEN,@LAC,2025-11-12,fanduel,16.5,-122.0,-110.0,0.6513418240526075,0.5495495495495496,0.5238095238095238,0.10179227450305794
203932,Aaron Gordon,DEN,SAC,PTS,18.816288471221924,5.955301136415385,28.0,0.6720103,0.7,1,0,0.0,2025-11-12,aaron gordon,Aaron Gordon,DEN,@LAC,2025-11-12,caesars,16.5,-118.0,-113.0,0.6513418240526075,0.5412844036697247,0.5305164319248826,0.1100574203828828
203932,Aaron Gordon,DEN,SAC,PTS,18.816288471221924,5.955301136415385,28.0,0.6720103,0.7,1,0,0.0,2025-11-12,aaron gordon,Aaron Gordon,DEN,@LAC,2025-11-12,betrivers,17.5,102.0,-109.0,0.5874646955992515,0.49504950495049505,0.5215311004784688,0.09241519064875647
1642349,Ajay Mitchell,OKC,GSW,PTS,17.8333459854126,5.988062387838089,28.8,0.6192134,0.7,1,0,0.0,2025-11-12,ajay mitchell,Ajay Mitchell,OKC,LAL,2025-11-12,mgm,16.5,-105.0,-130.0,0.5881027929584863,0.5121951219512195,0.5652173913043478,0.07590767100726681
1642349,Ajay Mitchell,OKC,GSW,PTS,17.8333459854126,5.988062387838089,28.8,0.6192134,0.7,1,0,0.0,2025-11-12,ajay mitchell,Ajay Mitchell,OKC,LAL,2025-11-12,draftkings,16.5,-114.0,-112.0,0.5881027929584863,0.5327102803738317,0.5283018867924528,0.05539251258465461
1642349,Ajay Mitchell,OKC,GSW,PTS,17.8333459854126,5.988062387838089,28.8,0.6192134,0.7,1,0,0.0,2025-11-12,ajay mitchell,Ajay Mitchell,OKC,LAL,2025-11-12,fanduel,16.5,-114.0,-114.0,0.5881027929584863,0.5327102803738317,0.5327102803738317,0.05539251258465461
