stat,feature,importance,importance_norm
AST,AST_roll5,0.7641496658325195,0.3741802067645582
AST,AST_roll10,0.2884397804737091,0.14123994489900252
AST,MIN_roll10,0.09562172740697861,0.04682297111698196
AST,ORtg_g_roll5,0.08784328401088715,0.04301411051231891
AST,MIN_roll5,0.0716182217001915,0.03506920463636116
AST,REB_roll10,0.0641619935631752,0.03141812277276723
AST,USG%,0.06380722671747208,0.03124440453717292
AST,TS%,0.060509029775857925,0.02962938058473963
AST,BPM,0.059881120920181274,0.0293219132443065
AST,REB_roll5,0.05033106356859207,0.024645548659970956
AST,PER,0.04828435182571411,0.023643337892394208
AST,VORP,0.0432722270488739,0.02118905705032304
AST,Pace_g_roll5,0.040991391986608505,0.020072203411102357
AST,PTS_roll10,0.040771614760160446,0.019964585372763126
AST,WS/48,0.03905068337917328,0.019121899065671907
AST,PTS_roll5,0.03583676740527153,0.017548144868804866
AST,usage_share_roll5,0.03555334731936455,0.017409362911437437
AST,DRtg_g_roll5,0.03219890967011452,0.015766799642358824
AST,HOME,0.03168509528040886,0.015515200795725543
AST,days_rest,0.03130854666233063,0.015330816707019676
AST,TS_game_roll10,0.031307462602853775,0.015330285876977694
AST,TS_game_roll5,0.025573408231139183,0.01252249867724131
PTS,USG%,8.49319076538086,0.5343049042693219
PTS,PER,0.8686803579330444,0.05464850470307812
PTS,ORtg_g_roll5,0.8479446768760681,0.05334402722362872
PTS,TS%,0.8073136806488037,0.05078793951180371
PTS,PTS_roll5,0.5253459215164185,0.0330494051126522
PTS,usage_share_roll5,0.40226757526397705,0.025306571373406944
PTS,Pace_g_roll5,0.339167058467865,0.02133693069095378
PTS,PTS_roll10,0.3024008274078369,0.01902397457004047
PTS,BPM,0.3020229935646057,0.019000205119781535
PTS,WS/48,0.260399729013443,0.01638169400944168
PTS,REB_roll10,0.2558786869049072,0.016097276169582828
PTS,AST_roll10,0.24912014603614807,0.015672097737632142
PTS,VORP,0.2449444681406021,0.015409406690195254
PTS,MIN_roll5,0.24131660163402557,0.015181178345860953
PTS,days_rest,0.23980194330215454,0.015085891498153512
PTS,DRtg_g_roll5,0.2363768368959427,0.014870418750509276
PTS,MIN_roll10,0.23363393545150757,0.0146978633783089
PTS,TS_game_roll10,0.22870762646198273,0.014387950281363275
PTS,AST_roll5,0.2283484786748886,0.014365356367096797
PTS,REB_roll5,0.22373202443122864,0.01407493616921586
PTS,TS_game_roll5,0.19161692261695862,0.012054581643515578
PTS,HOME,0.17356416583061218,0.010918886384456641
REB,REB_roll10,0.8651633262634277,0.2094746401137737
REB,REB_roll5,0.6079990863800049,0.1472096492566487
REB,PER,0.34486621618270874,0.08349952469006494
REB,MIN_roll10,0.33408793807029724,0.08088987185330553
REB,MIN_roll5,0.26887014508247375,0.0650992421531982
REB,usage_share_roll5,0.21469710767269135,0.0519827852128714
REB,WS/48,0.21075265109539032,0.05102774747965736
REB,BPM,0.1341429203748703,0.032478884756588396
REB,USG%,0.11472797393798828,0.02777810885192905
REB,TS%,0.11347545683383942,0.027474847535061766
REB,AST_roll5,0.10924451053142548,0.02645044448059271
REB,AST_roll10,0.10789984464645386,0.02612487196292229
REB,PTS_roll10,0.09259117394685745,0.0224183136888123
REB,VORP,0.07907334715127945,0.019145357222483953
REB,PTS_roll5,0.07572472840547562,0.018334584637283186
REB,Pace_g_roll5,0.07560120522975922,0.018304677021006088
REB,days_rest,0.06916023045778275,0.016745178564028206
REB,DRtg_g_roll5,0.06814355403184891,0.01649901934533543
REB,ORtg_g_roll5,0.06751633435487747,0.016347155977902466
REB,TS_game_roll10,0.06252551823854446,0.015138772106202665
REB,HOME,0.0592549666762352,0.014346901264373116
REB,TS_game_roll5,0.05463960021734238,0.013229421825958524
