stat,feature,importance,importance_norm
AST,AST_roll5,0.8042435646057129,0.3878043293127792
AST,AST_roll10,0.2672503590583801,0.12886748593884653
AST,MIN_roll10,0.10302463173866272,0.04967823178503846
AST,ORtg_g_roll5,0.08949875831604004,0.04315608787008985
AST,MIN_roll5,0.07359257340431213,0.03548616343041859
AST,REB_roll10,0.06306539475917816,0.030409982987453572
AST,USG%,0.06152764707803726,0.029668484722025126
AST,TS%,0.06120232865214348,0.02951161695270865
AST,BPM,0.05845128744840622,0.028185071443513076
AST,REB_roll5,0.04917037859559059,0.023709839322950538
AST,PER,0.04891659691929817,0.023587466403728358
AST,VORP,0.04175378754734993,0.02013357680270245
AST,Pace_g_roll5,0.04124423488974571,0.0198878717261208
AST,PTS_roll10,0.04080604389309883,0.019676577072306748
AST,WS/48,0.039382755756378174,0.01899027092629439
AST,PTS_roll5,0.037480276077985764,0.018072899761413675
AST,usage_share_roll5,0.03593159466981888,0.01732612927888234
AST,HOME,0.03441554680466652,0.016595094612985174
AST,DRtg_g_roll5,0.033705536276102066,0.016252729228973754
AST,days_rest,0.031869012862443924,0.015367162017689845
AST,TS_game_roll10,0.03143782913684845,0.0151592462532695
AST,TS_game_roll5,0.025868402794003487,0.012473682149809377
PTS,USG%,8.15639591217041,0.5176506277375521
PTS,ORtg_g_roll5,0.8927108645439148,0.056656438014461546
PTS,TS%,0.8043059706687927,0.05104576765192502
PTS,PER,0.7733683586120605,0.049082293284775674
PTS,PTS_roll5,0.5325285196304321,0.03379724641167997
PTS,BPM,0.4936593174934387,0.03133038885565455
PTS,usage_share_roll5,0.4115158021450043,0.026117100689831394
PTS,Pace_g_roll5,0.33670496940612793,0.02136918568596746
PTS,PTS_roll10,0.29018428921699524,0.01841672242131036
PTS,WS/48,0.27987369894981384,0.01776235453853174
PTS,VORP,0.24886932969093323,0.015794643384942623
PTS,MIN_roll5,0.2483232021331787,0.01575998306730471
PTS,days_rest,0.245677649974823,0.015592081490403342
PTS,REB_roll10,0.24420610070228577,0.015498688720744011
PTS,AST_roll10,0.24132728576660156,0.015315982979796154
PTS,DRtg_g_roll5,0.23880645632743835,0.015155997006131605
PTS,MIN_roll10,0.23538537323474884,0.014938875886761885
PTS,TS_game_roll10,0.23465529084205627,0.01489254076363311
PTS,REB_roll5,0.2329597771167755,0.01478493395375283
PTS,AST_roll5,0.2318727672100067,0.01471594620884013
PTS,HOME,0.1975068300962448,0.012534891106649251
PTS,TS_game_roll5,0.18572752177715302,0.011787310139350488
REB,REB_roll10,0.8221822381019592,0.1987184806979159
REB,REB_roll5,0.6526584625244141,0.15774519574504073
REB,PER,0.3684002161026001,0.08904100312565258
REB,MIN_roll10,0.32750964164733887,0.07915789880394762
REB,MIN_roll5,0.2805715501308441,0.06781313142664402
REB,usage_share_roll5,0.20749230682849884,0.05015014197418337
REB,WS/48,0.20146317780017853,0.04869292323979989
REB,BPM,0.131081685423851,0.03168197045327018
REB,USG%,0.11955838650465012,0.028896830678008373
REB,TS%,0.1157945841550827,0.02798713322908279
REB,AST_roll10,0.1103556752204895,0.02667256856196984
REB,AST_roll5,0.09930505603551865,0.024001673773147696
REB,PTS_roll10,0.09686421602964401,0.02341173154973767
REB,PTS_roll5,0.07671210914850235,0.01854104002090185
REB,Pace_g_roll5,0.07636457681655884,0.01845704271009075
REB,VORP,0.07493246346712112,0.018110906080279276
REB,ORtg_g_roll5,0.06717012077569962,0.01623477585657507
REB,DRtg_g_roll5,0.06692031770944595,0.01617439935669567
REB,days_rest,0.06675161421298981,0.01613362433024705
REB,TS_game_roll10,0.06111323833465576,0.014770849222464473
REB,HOME,0.05936387553811073,0.014348034545852867
REB,TS_game_roll5,0.05485660955309868,0.013258644618492363
