stat,feature,importance,importance_norm
AST,AST_roll5,0.8034120202064514,0.3825864594010661
AST,AST_roll10,0.2815350592136383,0.13406757528240235
AST,MIN_roll10,0.10105697065591812,0.04812353764773145
AST,ORtg_g_roll5,0.08917718380689621,0.04246635867269109
AST,MIN_roll5,0.07415870577096939,0.03531452848737545
AST,USG%,0.07136969268321991,0.033986394708407204
AST,TS%,0.06512150168418884,0.031010993280673235
AST,REB_roll10,0.0631822943687439,0.0300875387614465
AST,BPM,0.06047855690121651,0.02880001340853294
AST,REB_roll5,0.0546121709048748,0.02600642830976428
AST,PER,0.044486451894044876,0.021184540053414812
AST,VORP,0.04233279079198837,0.020158962199135433
AST,WS/48,0.04223751649260521,0.020113592381462608
AST,Pace_g_roll5,0.041036203503608704,0.019541524660874384
AST,PTS_roll10,0.04050759598612785,0.01928980067188824
AST,usage_share_roll5,0.03564157336950302,0.016972590675725107
AST,PTS_roll5,0.035276006907224655,0.016798507173161982
AST,days_rest,0.03420569375157356,0.016288821843129568
AST,HOME,0.0325256772339344,0.015488794515863904
AST,DRtg_g_roll5,0.03134681656956673,0.0149274186385255
AST,TS_game_roll10,0.03131619468331337,0.014912836433197225
AST,TS_game_roll5,0.024932237342000008,0.01187278279353062
PTS,USG%,9.319001197814941,0.5525975024634727
PTS,ORtg_g_roll5,0.9064440131187439,0.05375025575593151
PTS,TS%,0.8202409744262695,0.04863859380042144
PTS,PER,0.7073941230773926,0.04194700884484941
PTS,PTS_roll5,0.6736613512039185,0.03994672522080367
PTS,BPM,0.4484800100326538,0.026593937288788737
PTS,Pace_g_roll5,0.3431985676288605,0.020350965440933476
PTS,usage_share_roll5,0.3393847942352295,0.020124816564294608
PTS,PTS_roll10,0.2973984181880951,0.017635111278434274
PTS,WS/48,0.26036345958709717,0.015439014809260285
PTS,days_rest,0.2569235861301422,0.015235037425766719
PTS,VORP,0.2488534152507782,0.014756492979025404
PTS,AST_roll10,0.24408285319805145,0.014473608513219998
PTS,MIN_roll5,0.24219171702861786,0.014361468048607506
PTS,REB_roll10,0.23764246702194214,0.014091706929533888
PTS,AST_roll5,0.23342132568359375,0.01384140197607347
PTS,REB_roll5,0.233089879155159,0.013821747882257474
PTS,TS_game_roll10,0.22928676009178162,0.013596230785373064
PTS,MIN_roll10,0.2287348359823227,0.013563502826875979
PTS,DRtg_g_roll5,0.2276349663734436,0.013498282833230676
PTS,TS_game_roll5,0.18866264820098877,0.011187304947278695
PTS,HOME,0.17790305614471436,0.010549283385566998
REB,REB_roll10,0.8028324246406555,0.18608111294614327
REB,REB_roll5,0.7885695099830627,0.18277524368640494
REB,PER,0.3395092487335205,0.07869171314065934
REB,MIN_roll10,0.31068941950798035,0.07201183109727192
REB,MIN_roll5,0.3021118938922882,0.07002372565471153
REB,usage_share_roll5,0.2115112841129303,0.049024247078733235
REB,WS/48,0.2104465514421463,0.0487774625265793
REB,BPM,0.14969195425510406,0.03469571555899806
REB,AST_roll5,0.1414880007505417,0.032794196945856995
REB,AST_roll10,0.11926264315843582,0.027642786577477558
REB,TS%,0.11583258211612701,0.02684776440767454
REB,USG%,0.1157962903380394,0.02683935267161348
REB,PTS_roll10,0.1016196608543396,0.023553482655423334
REB,PTS_roll5,0.07997724413871765,0.018537186768906637
REB,VORP,0.0766398012638092,0.017763631708726906
REB,Pace_g_roll5,0.07550753653049469,0.01750119452350841
REB,days_rest,0.07183311879634857,0.016649535172922274
REB,ORtg_g_roll5,0.06881306320428848,0.015949544379723676
REB,DRtg_g_roll5,0.06808798760175705,0.01578148580243149
REB,TS_game_roll10,0.0576702281832695,0.0133668495626645
REB,HOME,0.053489167243242264,0.012397760062618269
REB,TS_game_roll5,0.05304226651787758,0.012294177070950336
