stat,feature,importance,importance_norm
AST,AST_roll5,0.8050545454025269,0.38820996010766795
AST,AST_roll10,0.26971501111984253,0.13006081923917379
AST,MIN_roll10,0.10258790105581284,0.0494694989349991
AST,ORtg_g_roll5,0.08836953341960907,0.04261317849762182
AST,MIN_roll5,0.07736290246248245,0.0373056079867945
AST,USG%,0.06703726202249527,0.032326421810919555
AST,TS%,0.06564168632030487,0.031653453263920446
AST,REB_roll10,0.06374066323041916,0.030736750039147907
AST,BPM,0.05908575281500816,0.02849207904512485
AST,REB_roll5,0.049145910888910294,0.02369893097876916
AST,PER,0.047090839594602585,0.022707943287639847
AST,PTS_roll10,0.04235875979065895,0.020426060001089694
AST,VORP,0.04137510061264038,0.01995172407883588
AST,WS/48,0.03993377462029457,0.019256694022566908
AST,Pace_g_roll5,0.03942534327507019,0.019011520433554554
AST,usage_share_roll5,0.034836381673812866,0.016798650994665806
AST,PTS_roll5,0.03288041800260544,0.015855454557719015
AST,DRtg_g_roll5,0.032106660306453705,0.015482336430417621
AST,days_rest,0.03203874081373215,0.015449584583091815
AST,TS_game_roll10,0.02975349687039852,0.014347604021471286
AST,HOME,0.029694538563489914,0.014319173398846129
AST,TS_game_roll5,0.024525443091988564,0.011826554285962394
PTS,USG%,8.575593948364258,0.5309845960138393
PTS,ORtg_g_roll5,0.8832024335861206,0.05468622817497306
PTS,TS%,0.8251526355743408,0.05109189421611657
PTS,PER,0.8107427358627319,0.05019966041598101
PTS,PTS_roll5,0.6593390703201294,0.04082503112881802
PTS,BPM,0.42907941341400146,0.026567787649617754
PTS,Pace_g_roll5,0.343381404876709,0.02126152866436759
PTS,usage_share_roll5,0.34034255146980286,0.0210733685954176
PTS,PTS_roll10,0.2771436870098114,0.01716021415784971
PTS,WS/48,0.26133525371551514,0.016181385797164004
PTS,days_rest,0.25419729948043823,0.01573941713951779
PTS,VORP,0.2539672255516052,0.015725171395970423
PTS,AST_roll10,0.24766504764556885,0.015334952431593926
PTS,DRtg_g_roll5,0.2401648461818695,0.014870554109074884
PTS,REB_roll10,0.23417054116725922,0.014499398053210825
PTS,TS_game_roll10,0.2333473563194275,0.014448428000698716
PTS,AST_roll5,0.23268269002437592,0.014407273117866456
PTS,REB_roll5,0.23088841140270233,0.014296174771232711
PTS,MIN_roll10,0.2242816537618637,0.013887096804388072
PTS,MIN_roll5,0.22371657192707062,0.013852108003429323
PTS,HOME,0.19088062644004822,0.011818968216944361
PTS,TS_game_roll5,0.1790875494480133,0.011088763141927933
REB,REB_roll10,0.797839343547821,0.18669964633201763
REB,REB_roll5,0.7873052358627319,0.18423459594921254
REB,PER,0.35764822363853455,0.08369203324527015
REB,MIN_roll10,0.32388508319854736,0.0757912366373049
REB,MIN_roll5,0.299932062625885,0.07018607250787819
REB,usage_share_roll5,0.22946493327617645,0.05369630143552122
REB,WS/48,0.20240171253681183,0.04736333004033224
REB,BPM,0.13770388066768646,0.03222361246924702
REB,TS%,0.1221185252070427,0.02857653693205704
REB,USG%,0.11039531230926514,0.025833228119837716
REB,AST_roll5,0.10864359140396118,0.025423313923279862
REB,AST_roll10,0.0943610817193985,0.022081112854347943
REB,PTS_roll10,0.0936415046453476,0.0219127270930786
REB,PTS_roll5,0.07910176366567612,0.018510332211682152
REB,Pace_g_roll5,0.07536937296390533,0.01763692827437463
REB,VORP,0.07469183951616287,0.017478380997789932
REB,ORtg_g_roll5,0.069016233086586,0.01615025181778514
REB,days_rest,0.06813609600067139,0.015944293959235262
REB,DRtg_g_roll5,0.06583202630281448,0.01540512651757798
REB,TS_game_roll10,0.06445278972387314,0.01508237609974139
REB,HOME,0.05991930514574051,0.014021510934048685
REB,TS_game_roll5,0.051524415612220764,0.01205705164837979
