stat,feature,importance,importance_norm
AST,AST_roll5,0.7815714478492737,0.3748368788873356
AST,AST_roll10,0.28684645891189575,0.1375698046215664
AST,MIN_roll10,0.10207463800907135,0.04895437113287896
AST,ORtg_g_roll5,0.09087105095386505,0.04358119940856341
AST,MIN_roll5,0.07390983402729034,0.035446703666192854
AST,USG%,0.06560081243515015,0.0314617478073576
AST,TS%,0.06339443475008011,0.03040358258472295
AST,REB_roll10,0.06300589442253113,0.030217241023626912
AST,BPM,0.05924767255783081,0.02841482083823385
AST,REB_roll5,0.056267816573381424,0.026985700161143607
AST,PER,0.04867371916770935,0.023343617562883837
AST,PTS_roll10,0.04392843320965767,0.021067807484561968
AST,WS/48,0.04155690595507622,0.019930437540010216
AST,VORP,0.04139859601855278,0.019854513064178108
AST,Pace_g_roll5,0.0410350076854229,0.0196801383267625
AST,PTS_roll5,0.03534473478794098,0.01695111830078958
AST,usage_share_roll5,0.03447496145963669,0.01653398034031497
AST,HOME,0.03384219482541084,0.016230509338540353
AST,days_rest,0.033574264496564865,0.016102011594028
AST,DRtg_g_roll5,0.03209855034947395,0.0153942681285424
AST,TS_game_roll10,0.030716190114617348,0.014731296627526742
AST,TS_game_roll5,0.02566390484571457,0.012308251560239179
PTS,USG%,8.78429889678955,0.5356439462105221
PTS,ORtg_g_roll5,0.9064589738845825,0.05527353606181721
PTS,TS%,0.8267495632171631,0.05041306127815338
PTS,PER,0.7834622263908386,0.04777351084948221
PTS,PTS_roll5,0.663644015789032,0.040467304638979594
PTS,BPM,0.45290273427963257,0.02761684349421903
PTS,Pace_g_roll5,0.34373366832733154,0.020959994725994763
PTS,usage_share_roll5,0.31422340869903564,0.01916053501876935
PTS,PTS_roll10,0.2881053388118744,0.017567922314427713
PTS,WS/48,0.2706012427806854,0.01650056757352509
PTS,days_rest,0.2533610761165619,0.015449306566380485
PTS,VORP,0.25036564469337463,0.015266652864933075
PTS,MIN_roll5,0.24233485758304596,0.014776956128802523
PTS,AST_roll10,0.2392546385526657,0.01458913229721266
PTS,REB_roll10,0.23868879675865173,0.014554628720428944
PTS,TS_game_roll10,0.23642796277999878,0.014416768881154224
PTS,DRtg_g_roll5,0.23417240381240845,0.014279230698482392
PTS,AST_roll5,0.22899889945983887,0.013963763713614599
PTS,REB_roll5,0.22732160985469818,0.013861486908875658
PTS,MIN_roll10,0.2250494360923767,0.013722935598768178
PTS,HOME,0.19598157703876495,0.011950452340365129
PTS,TS_game_roll5,0.19337423145771027,0.011791463115091712
REB,REB_roll10,0.8109369277954102,0.18908366877545182
REB,REB_roll5,0.7474278211593628,0.1742754457536673
REB,PER,0.35469114780426025,0.08270224380005743
REB,MIN_roll10,0.3135063946247101,0.07309932159749932
REB,MIN_roll5,0.290160208940506,0.06765576330119254
REB,usage_share_roll5,0.21629467606544495,0.05043276423264606
REB,WS/48,0.20140783488750458,0.04696164527145283
REB,BPM,0.14355206489562988,0.03347159336367698
REB,AST_roll5,0.13131657242774963,0.030618681224886226
REB,USG%,0.12486542761325836,0.029114487634095052
REB,AST_roll10,0.12210004031658173,0.028469690785267166
REB,TS%,0.11415774375200272,0.026617809928125905
REB,PTS_roll10,0.09803592413663864,0.022858734843832603
REB,VORP,0.08709633350372314,0.020307984149328422
REB,PTS_roll5,0.07831715047359467,0.01826096904952194
REB,Pace_g_roll5,0.07720386236906052,0.01800138708698676
REB,ORtg_g_roll5,0.0713864341378212,0.016644955242415327
REB,days_rest,0.06698038429021835,0.015617610153744693
REB,DRtg_g_roll5,0.06625088304281235,0.015447514592045724
REB,TS_game_roll10,0.06093203276395798,0.014207334634860637
REB,HOME,0.057523541152477264,0.0134125871313264
REB,TS_game_roll5,0.05462956428527832,0.012737807447918865
