stat,feature,importance,importance_norm
AST,AST_roll5,0.7890968322753906,0.38279832953590004
AST,AST_roll10,0.2711036205291748,0.13151492798476305
AST,MIN_roll10,0.09882410615682602,0.04794050768855335
AST,ORtg_g_roll5,0.08731896430253983,0.04235925466261635
AST,MIN_roll5,0.07488501816987991,0.0363274299049414
AST,USG%,0.0657176747918129,0.03188026500974468
AST,REB_roll10,0.06290096044540405,0.030513850265085293
AST,TS%,0.06276852637529373,0.030449605246301366
AST,BPM,0.05925741419196129,0.028746331549564814
AST,REB_roll5,0.05131944268941879,0.024895546567555944
AST,PER,0.04716578871011734,0.022880569774198556
AST,VORP,0.042633168399333954,0.0206817528325753
AST,PTS_roll10,0.04006065055727959,0.0194338001195982
AST,Pace_g_roll5,0.03984791040420532,0.01933059786115393
AST,WS/48,0.039595939218997955,0.01920836425832672
AST,usage_share_roll5,0.03741525486111641,0.018150493670967938
AST,HOME,0.036014486104249954,0.01747096751110696
AST,PTS_roll5,0.033455245196819305,0.016229455564569967
AST,DRtg_g_roll5,0.0332343652844429,0.016122304631975407
AST,days_rest,0.03271651268005371,0.015871089440381764
AST,TS_game_roll10,0.03050263412296772,0.014797116033335942
AST,TS_game_roll5,0.025555964559316635,0.012397439886783037
PTS,USG%,8.686829566955566,0.5355546790176801
PTS,ORtg_g_roll5,0.8895325660705566,0.05484087424828453
PTS,TS%,0.8093475103378296,0.04989735815257211
PTS,PER,0.7407256364822388,0.045666727708742354
PTS,PTS_roll5,0.6747313141822815,0.04159808933798523
PTS,BPM,0.47073718905448914,0.029021578268873086
PTS,Pace_g_roll5,0.3348506987094879,0.020643994115917132
PTS,usage_share_roll5,0.32624754309654236,0.02011359804824742
PTS,PTS_roll10,0.28966695070266724,0.017858355526591235
PTS,days_rest,0.2578922510147095,0.01589940272786247
PTS,WS/48,0.2568018436431885,0.015832177652781585
PTS,AST_roll10,0.24825796484947205,0.01530543608042006
PTS,VORP,0.24148395657539368,0.014887809396377887
PTS,MIN_roll5,0.24127118289470673,0.014874691613948129
PTS,REB_roll10,0.24125297367572784,0.0148735689912064
PTS,REB_roll5,0.2368083894252777,0.014599554418539806
PTS,DRtg_g_roll5,0.23632679879665375,0.014569863711183035
PTS,MIN_roll10,0.2272554188966751,0.014010600989020162
PTS,AST_roll5,0.22584858536720276,0.01392386781744121
PTS,TS_game_roll10,0.22508877515792847,0.013877024500255599
PTS,TS_game_roll5,0.19302776455879211,0.011900420250332396
PTS,HOME,0.16626285016536713,0.010250327425738164
REB,REB_roll10,0.8091005086898804,0.1948104145839823
REB,REB_roll5,0.6574482321739197,0.15829648022925466
REB,PER,0.3440403640270233,0.08283599531812637
REB,MIN_roll5,0.298483669757843,0.071867125069824
REB,MIN_roll10,0.2956168055534363,0.07117685853529816
REB,WS/48,0.23970600962638855,0.05771498919114801
REB,usage_share_roll5,0.2302609235048294,0.055440857456758495
REB,BPM,0.1366375982761383,0.032898789312387745
REB,TS%,0.1165802925825119,0.028069510383939216
REB,AST_roll5,0.11423663794994354,0.027505219142358362
REB,USG%,0.10880575329065323,0.026197602992484387
REB,AST_roll10,0.09769727289676666,0.023522969065439686
REB,VORP,0.08730744570493698,0.021021368187727138
REB,PTS_roll10,0.08729764819145203,0.02101900920062554
REB,PTS_roll5,0.0802246481180191,0.01931601425517787
REB,Pace_g_roll5,0.07396887987852097,0.017809787536508172
REB,ORtg_g_roll5,0.06892183423042297,0.016594589863820626
REB,days_rest,0.06837109476327896,0.016461986086206134
REB,DRtg_g_roll5,0.0662710964679718,0.015956360970240165
REB,TS_game_roll10,0.06378957629203796,0.015358875282022065
REB,TS_game_roll5,0.054375793784856796,0.01309228064596515
REB,HOME,0.05412923917174339,0.013032916690705762
