stat,feature,importance,importance_norm
AST,AST_roll5,0.8392857909202576,0.3968010214170452
AST,AST_roll10,0.2722325026988983,0.12870721308816344
AST,MIN_roll10,0.10234931111335754,0.048389132319970225
AST,ORtg_g_roll5,0.08811835199594498,0.041660960373508624
AST,MIN_roll5,0.07950872927904129,0.03759046719342407
AST,USG%,0.0686364397406578,0.03245022099761743
AST,TS%,0.06488408148288727,0.03067616547861067
AST,REB_roll10,0.06256400793790817,0.02957927147376764
AST,BPM,0.05833845213055611,0.02758149565228786
AST,REB_roll5,0.05411745607852936,0.025585875610865443
AST,PER,0.04740304499864578,0.02241140845851392
AST,PTS_roll10,0.04161963611841202,0.01967710439215661
AST,WS/48,0.04053258150815964,0.019163162199460494
AST,Pace_g_roll5,0.03951336815953255,0.018681294280150584
AST,VORP,0.0374952033162117,0.017727137924971957
AST,PTS_roll5,0.03543062508106232,0.01675103805367018
AST,usage_share_roll5,0.03358539938926697,0.01587864458869022
AST,days_rest,0.03322407230734825,0.015707814870467803
AST,DRtg_g_roll5,0.03165868669748306,0.014967725361475902
AST,TS_game_roll10,0.030320869758725166,0.014335226713802985
AST,HOME,0.029221607372164726,0.013815512877930402
AST,TS_game_roll5,0.025089899078011513,0.011862106673448333
PTS,USG%,8.80029296875,0.5372750569145548
PTS,ORtg_g_roll5,0.8748345971107483,0.05341035913492569
PTS,TS%,0.8497171401977539,0.05187688938108922
PTS,PER,0.741081178188324,0.0452444519294217
PTS,PTS_roll5,0.6325215101242065,0.0386166723719806
PTS,BPM,0.4643135666847229,0.028347249216882437
PTS,Pace_g_roll5,0.3540223240852356,0.02161375365540076
PTS,usage_share_roll5,0.3520947992801666,0.02149607450505598
PTS,PTS_roll10,0.2816038131713867,0.01719246226077665
PTS,WS/48,0.27617374062538147,0.016860945736660346
PTS,VORP,0.2556664049625397,0.015608932880435604
PTS,days_rest,0.2506105899810791,0.015300265510887846
PTS,MIN_roll5,0.24091531336307526,0.014708349955890106
PTS,REB_roll10,0.23955006897449493,0.014624999122096107
PTS,TS_game_roll10,0.23845358192920685,0.014558056448510673
PTS,DRtg_g_roll5,0.23448795080184937,0.014315946930427691
PTS,AST_roll5,0.23378947377204895,0.014273303544886762
PTS,AST_roll10,0.23066559433937073,0.01408258461019375
PTS,REB_roll5,0.228545144200325,0.013953126991772886
PTS,MIN_roll10,0.2271963208913803,0.013870778696931528
PTS,TS_game_roll5,0.19409681856632233,0.011849989496084621
PTS,HOME,0.17885997891426086,0.010919750705134226
REB,REB_roll10,0.8270441293716431,0.19270608893319408
REB,REB_roll5,0.736259400844574,0.1715527195445435
REB,PER,0.36292800307273865,0.08456433405750463
REB,MIN_roll10,0.30657488107681274,0.07143372910748735
REB,MIN_roll5,0.3009081780910492,0.0701133543768642
REB,usage_share_roll5,0.21215319633483887,0.04943292778273436
REB,WS/48,0.20241378247737885,0.04716358774836542
REB,BPM,0.1428985446691513,0.033296191435829875
REB,AST_roll5,0.13956795632839203,0.03252014499501679
REB,USG%,0.11597709357738495,0.027023336863677656
REB,TS%,0.11541320383548737,0.02689194727648212
REB,PTS_roll10,0.10434353351593018,0.024312649754979314
REB,AST_roll10,0.10075483471155167,0.02347646207600209
REB,VORP,0.0883452445268631,0.02058495543829464
REB,PTS_roll5,0.07908403128385544,0.018427038926400345
REB,Pace_g_roll5,0.07563023269176483,0.017622283780927724
REB,ORtg_g_roll5,0.07100830227136612,0.016545347130264246
REB,DRtg_g_roll5,0.06873665004968643,0.016016038959745113
REB,days_rest,0.06685512512922287,0.015577632717833514
REB,TS_game_roll10,0.06173782795667648,0.014385272734842601
REB,HOME,0.059864144772291183,0.013948693663013495
REB,TS_game_roll5,0.05324014276266098,0.012405262695996922
