stat,feature,importance,importance_norm
AST,AST_roll5,0.7884101867675781,0.374833700140791
AST,AST_roll10,0.3014969229698181,0.14334062283134283
AST,MIN_roll10,0.10034303367137909,0.0477060687769664
AST,ORtg_g_roll5,0.08952482789754868,0.0425627713321241
AST,MIN_roll5,0.0805380567908287,0.038290192511116
AST,USG%,0.06647486984729767,0.03160413430653145
AST,TS%,0.06376083195209503,0.0303137998034322
AST,REB_roll10,0.06303748488426208,0.029969899049138996
AST,BPM,0.06050240248441696,0.02876464532202566
AST,REB_roll5,0.053267236799001694,0.02532483192220797
AST,PER,0.047112058848142624,0.02239847687876956
AST,PTS_roll10,0.04320458695292473,0.02054074828360055
AST,WS/48,0.041673675179481506,0.0198129072000378
AST,Pace_g_roll5,0.04060989245772362,0.019307153189708277
AST,VORP,0.03801513463258743,0.01807352798687742
AST,usage_share_roll5,0.03581539914011955,0.017027708174029373
AST,PTS_roll5,0.03437235951423645,0.016341644128310743
AST,days_rest,0.03334151953458786,0.01585155207938768
AST,HOME,0.03332820162177086,0.015845220346714595
AST,DRtg_g_roll5,0.03154538571834564,0.014997616532143737
AST,TS_game_roll10,0.030154148116707802,0.014336180712630863
AST,TS_game_roll5,0.026831718161702156,0.01275659849211283
PTS,USG%,8.66084098815918,0.5327597874199543
PTS,ORtg_g_roll5,0.8941050171852112,0.05499964720954335
PTS,TS%,0.8354955911636353,0.05139436853155471
PTS,PER,0.7565143704414368,0.04653594676631798
PTS,PTS_roll5,0.6243872046470642,0.03840832488095504
PTS,BPM,0.4602096378803253,0.028309166417088135
PTS,usage_share_roll5,0.3778444230556488,0.023242582883135018
PTS,Pace_g_roll5,0.337867796421051,0.02078347537420684
PTS,WS/48,0.2817281186580658,0.017330119882318314
PTS,PTS_roll10,0.27123022079467773,0.016684356053874704
PTS,TS_game_roll10,0.2457694709300995,0.01511817285019388
PTS,AST_roll10,0.24498309195041656,0.01506979982283774
PTS,REB_roll5,0.243721142411232,0.014992172722981058
PTS,days_rest,0.24134241044521332,0.014845848279629915
PTS,VORP,0.2406621277332306,0.01480400161906694
PTS,REB_roll10,0.24020995199680328,0.014776186647109273
PTS,MIN_roll5,0.23722605407238007,0.014592636247549697
PTS,DRtg_g_roll5,0.2322460412979126,0.014286297573199106
PTS,AST_roll5,0.23112305998802185,0.014217218913892011
PTS,MIN_roll10,0.22344771027565002,0.013745080274384886
PTS,TS_game_roll5,0.19662022590637207,0.01209482426701458
PTS,HOME,0.17898447811603546,0.011009985363192532
REB,REB_roll10,0.7789502739906311,0.1826370144335929
REB,REB_roll5,0.7724984288215637,0.18112427892452182
REB,PER,0.36432838439941406,0.08542245971521885
REB,MIN_roll5,0.3060877025127411,0.0717670254551283
REB,MIN_roll10,0.2953581213951111,0.0692513081790977
REB,usage_share_roll5,0.25589412450790405,0.05999835993611039
REB,WS/48,0.20642702281475067,0.04840002809441811
REB,BPM,0.13390381634235382,0.0313958336682295
REB,TS%,0.11519906669855118,0.027010214014781615
REB,USG%,0.11339424550533295,0.02658704559784642
REB,AST_roll5,0.10581658780574799,0.024810345820129195
REB,AST_roll10,0.1031971126794815,0.02419616911024319
REB,PTS_roll10,0.09701903164386749,0.022747621862813996
REB,VORP,0.0888935774564743,0.02084248267324838
REB,Pace_g_roll5,0.07655742019414902,0.017950078617169345
REB,PTS_roll5,0.0723583921790123,0.016965551150122316
REB,ORtg_g_roll5,0.0694587454199791,0.016285683840661383
REB,days_rest,0.06760644167661667,0.01585138240088045
REB,DRtg_g_roll5,0.06736336648464203,0.015794389639176058
REB,HOME,0.061341293156147,0.014382420826607503
REB,TS_game_roll10,0.05946628376841545,0.013942795695139395
REB,TS_game_roll5,0.053899217396974564,0.012637510344863176
