stat,feature,importance,importance_norm
AST,AST_roll5,0.7976078987121582,0.37744088565239464
AST,AST_roll10,0.29213157296180725,0.13824135869738083
AST,MIN_roll10,0.101075679063797,0.04783063693997393
AST,ORtg_g_roll5,0.0903918445110321,0.0427748746007716
AST,MIN_roll5,0.07712608575820923,0.03649730420484023
AST,USG%,0.06746087223291397,0.03192356971838743
AST,REB_roll10,0.06699544936418533,0.031703324131477556
AST,TS%,0.06465336680412292,0.030595012996183744
AST,BPM,0.058832962065935135,0.027840703864110066
AST,REB_roll5,0.05648970603942871,0.026731837425622008
AST,PER,0.046644020825624466,0.022072700833628382
AST,PTS_roll10,0.044170115143060684,0.020902008876646724
AST,VORP,0.04303145781159401,0.02036317791429379
AST,Pace_g_roll5,0.0417267270386219,0.01974575832845009
AST,WS/48,0.040068984031677246,0.018961287675970932
AST,usage_share_roll5,0.036817725747823715,0.01742273996584448
AST,PTS_roll5,0.03374246880412102,0.015967478920518866
AST,DRtg_g_roll5,0.032873257994651794,0.015556154385901771
AST,days_rest,0.03266872838139534,0.015459367683445208
AST,TS_game_roll10,0.031121186912059784,0.014727046170941465
AST,HOME,0.030954279005527496,0.014648062665179233
AST,TS_game_roll5,0.02661513164639473,0.012594708348037041
PTS,USG%,8.62785530090332,0.5320855545313788
PTS,ORtg_g_roll5,0.9049694538116455,0.05581006598649308
PTS,TS%,0.8462919592857361,0.05219138601047846
PTS,PER,0.7450782060623169,0.04594946676961605
PTS,PTS_roll5,0.6475970149040222,0.03993773710507126
PTS,BPM,0.46961408853530884,0.02896141207744831
PTS,Pace_g_roll5,0.3476317822933197,0.021438682407539517
PTS,usage_share_roll5,0.3251475691795349,0.0200520660833648
PTS,PTS_roll10,0.29119163751602173,0.017957981273328826
PTS,WS/48,0.2562643885612488,0.0158039946821988
PTS,AST_roll10,0.25560927391052246,0.01576359332751024
PTS,VORP,0.25120851397514343,0.015492195545684848
PTS,days_rest,0.24252751469612122,0.014956832566801621
PTS,MIN_roll5,0.236776664853096,0.014602173845597479
PTS,AST_roll5,0.23604866862297058,0.014557277835604997
PTS,REB_roll10,0.23535071313381195,0.014514234458017486
PTS,REB_roll5,0.23421457409858704,0.014444168010737233
PTS,DRtg_g_roll5,0.22936052083969116,0.014144815329229692
PTS,TS_game_roll10,0.22589488327503204,0.013931087163760417
PTS,MIN_roll10,0.21734389662742615,0.013403742150022711
PTS,TS_game_roll5,0.20213423669338226,0.012465752341664181
PTS,HOME,0.1870545893907547,0.011535780498451172
REB,REB_roll10,0.8295373320579529,0.19156656166372124
REB,REB_roll5,0.7602623105049133,0.17556875520554385
REB,PER,0.33550146222114563,0.0774779615902394
REB,MIN_roll10,0.3080693781375885,0.07114302062487003
REB,MIN_roll5,0.2998689115047455,0.06924927198188303
REB,WS/48,0.22777031362056732,0.052599411916896405
REB,usage_share_roll5,0.19120655953884125,0.04415567782529463
REB,AST_roll5,0.15632973611354828,0.036101509691883436
REB,BPM,0.14423945546150208,0.03330947923761077
REB,USG%,0.12679819762706757,0.029281737910835087
REB,AST_roll10,0.11648033559322357,0.026899015304921
REB,TS%,0.11627110838890076,0.026850698086889113
REB,PTS_roll10,0.10325580090284348,0.02384504950695769
REB,VORP,0.0824374407529831,0.019037427813197477
REB,Pace_g_roll5,0.07719600945711136,0.01782701457108841
REB,PTS_roll5,0.07418826967477798,0.017132431764246704
REB,ORtg_g_roll5,0.07023095339536667,0.01621856153349772
REB,days_rest,0.06966585665941238,0.01608806271863957
REB,DRtg_g_roll5,0.06801093369722366,0.015705888355373322
REB,TS_game_roll10,0.062419164925813675,0.014414571044192024
REB,HOME,0.05732559412717819,0.013238303495069634
REB,TS_game_roll5,0.053217388689517975,0.012289588157149449
