Player,Team,Opponent,Market,Line,OverOdds,UnderOdds,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel
AJ Green,MIL,CHI,PTS,8.5,-132,100,0.5689655172413793,0.5,0.532258064516129,0.4677419354838709,25.2,9.549335718154907,4.9656699044783394,0.5836804533687971,0.41631954663120285
AJ Green,MIL,CHI,REB,2.5,135,-176,0.425531914893617,0.6376811594202898,0.40023201856148494,0.5997679814385151,25.2,3.2641533136367795,2.3004427174501365,0.6301220560101061,0.36987794398989393
Aaron Gordon,DEN,GSW,PTS,17.5,100,-132,0.5,0.5689655172413793,0.4677419354838709,0.532258064516129,38.0,19.297173976898193,7.406623146083785,0.5958594722624573,0.4041405277375427
Aaron Gordon,DEN,GSW,REB,5.5,-110,-117,0.5238095238095238,0.5391705069124424,0.49277456647398843,0.5072254335260115,38.0,5.113417744636536,3.4175790830176047,0.45496936705518465,0.5450306329448154
Ajay Mitchell,OKC,@SAC,AST,3.5,142,-192,0.4132231404958678,0.6575342465753424,0.3859166842884331,0.6140833157115669,19.2,1.6120553970336913,1.2856755508340783,0.07099161169409929,0.9290083883059007
Ajay Mitchell,OKC,@SAC,PTS,15.5,-120,-106,0.5454545454545454,0.5145631067961165,0.5145711906744379,0.48542880932556204,19.2,7.1962995529174805,3.9142704193937368,0.016944430146824008,0.983055569853176
Ajay Mitchell,OKC,@SAC,REB,3.5,-112,-115,0.5283018867924528,0.5348837209302325,0.4969046636401156,0.5030953363598845,19.2,2.599262237548828,1.7954129461354507,0.30794337956486295,0.692056620435137
Al Horford,GSW,@DEN,PTS,7.5,-102,-130,0.504950495049505,0.5652173913043478,0.4718423169750604,0.5281576830249397,29.2,10.59823477268219,5.659490179992258,0.7079619700217986,0.2920380299782014
Al Horford,GSW,@DEN,REB,4.5,-125,-106,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,29.2,8.024051296710967,2.8354989480230106,0.8930352864869611,0.10696471351303893
Alex Caruso,OKC,@SAC,PTS,6.5,-114,-114,0.5327102803738317,0.5327102803738317,0.5,0.5,18.0,6.7937092781066895,3.7149740978597556,0.5315079171248438,0.4684920828751562
