Player,Team,Opponent,Market,Line,OverOdds_American,UnderOdds_American,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel,OverDecimal,UnderDecimal
AJ Green,MIL,@WAS,AST,2.5,150,-200,0.4,0.6666666666666666,0.375,0.625,31.12,1.9281510472297667,2.0464952518492643,0.3899580282871006,0.6100419717128994,2.5,1.5
AJ Green,MIL,@WAS,PTS,10.5,-108,-122,0.5192307692307693,0.5495495495495496,0.485816177662506,0.5141838223374939,31.12,12.21634215593338,6.087627197648461,0.611005023540009,0.388994976459991,1.925925925925926,1.819672131147541
AJ Green,MIL,@WAS,REB,2.5,-135,100,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,31.12,4.83954797387123,2.874534732580352,0.7921453075164486,0.2078546924835513,1.7407407407407407,2.0
Aaron Holiday,HOU,@UTA,AST,2.5,125,-165,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,19.72,2.486340627670288,1.3910269026093205,0.4960825965607534,0.5039174034392466,2.25,1.606060606060606
Aaron Holiday,HOU,@UTA,PTS,10.5,102,-136,0.495049504950495,0.576271186440678,0.4620927318295739,0.5379072681704261,19.72,12.616562387943269,4.583657227802278,0.6778742841808976,0.3221257158191024,2.02,1.7352941176470589
Aaron Holiday,HOU,@UTA,REB,1.5,-110,-120,0.5238095238095238,0.5454545454545454,0.4898785425101215,0.5101214574898786,19.72,1.7528120893239971,1.8127362025507936,0.5554583902745631,0.4445416097254369,1.9090909090909092,1.8333333333333335
Ace Bailey,UTA,HOU,AST,1.5,-145,110,0.5918367346938775,0.4761904761904761,0.554140127388535,0.4458598726114649,24.4,1.814646100997925,1.621915436813525,0.5769107329435854,0.4230892670564146,1.6896551724137931,2.1
Ace Bailey,UTA,HOU,PTS,11.5,100,-135,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,24.4,10.119175243377684,4.913766773572874,0.3893508064730645,0.6106491935269355,2.0,1.7407407407407407
Ace Bailey,UTA,HOU,REB,3.5,-145,110,0.5918367346938775,0.4761904761904761,0.554140127388535,0.4458598726114649,24.4,3.258389562368393,2.2653891993961786,0.4575321556322695,0.5424678443677304,1.6896551724137931,2.1
Alex Sarr,WAS,MIL,AST,2.5,-161,122,0.6168582375478927,0.4504504504504504,0.5779567284369846,0.4220432715630154,31.6,2.4427027493715285,2.0866048519122007,0.4890465971551472,0.5109534028448528,1.62111801242236,2.2199999999999998
Alex Sarr,WAS,MIL,PTS,19.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,31.6,17.01616714000702,6.365801822250025,0.3482003132763089,0.651799686723691,1.9433962264150944,1.8
Alex Sarr,WAS,MIL,REB,8.5,100,-135,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,31.6,9.36449055671692,3.1030777588363074,0.6097207660785742,0.3902792339214258,2.0,1.7407407407407407
Alperen Sengun,HOU,@UTA,AST,6.5,109,-145,0.4784688995215311,0.5918367346938775,0.4470395036949183,0.5529604963050816,36.72,8.969147247076034,2.605612358775273,0.8283401776198183,0.1716598223801817,2.09,1.6896551724137931
Alperen Sengun,HOU,@UTA,PTS,21.5,-105,-130,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,36.72,39.87623783111572,8.283408791582087,0.9867375457147596,0.0132624542852403,1.9523809523809523,1.7692307692307692
Alperen Sengun,HOU,@UTA,REB,9.5,105,-145,0.4878048780487805,0.5918367346938775,0.4518211157215306,0.5481788842784694,36.72,13.783899228572846,3.6600555954664,0.8790893321497099,0.1209106678502901,2.05,1.6896551724137931
Amen Thompson,HOU,@UTA,AST,5.5,-105,-130,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,38.0,6.424881041049957,2.578365554197464,0.640093328570132,0.359906671429868,1.9523809523809523,1.7692307692307692
Amen Thompson,HOU,@UTA,PTS,17.5,100,-128,0.5,0.5614035087719298,0.4710743801652893,0.5289256198347108,38.0,20.111032128334045,7.492950262971881,0.6362545635914313,0.3637454364085687,2.0,1.78125
Amen Thompson,HOU,@UTA,REB,7.5,120,-160,0.4545454545454545,0.6153846153846154,0.4248366013071895,0.5751633986928104,38.0,8.36028477549553,3.5409178203305243,0.5959799899113394,0.4040200100886606,2.2,1.625
Andrew Nembhard,IND,CLE,AST,6.5,-110,-120,0.5238095238095238,0.5454545454545454,0.4898785425101215,0.5101214574898786,34.2,5.123310935497284,2.317814325886338,0.2762694237210195,0.7237305762789805,1.9090909090909092,1.8333333333333335
Andrew Nembhard,IND,CLE,PTS,16.5,-110,-120,0.5238095238095238,0.5454545454545454,0.4898785425101215,0.5101214574898786,34.2,15.454983240365983,6.713951243287181,0.4381550279011984,0.5618449720988016,1.9090909090909092,1.8333333333333335
Andrew Nembhard,IND,CLE,REB,2.5,115,-155,0.4651162790697674,0.6078431372549019,0.4334891627709307,0.5665108372290693,34.2,2.9992434918880466,3.098373793272224,0.5640048144277241,0.4359951855722759,2.15,1.6451612903225805
Andrew Wiggins,MIA,LAC,AST,2.5,-123,-107,0.5515695067264574,0.5169082125603864,0.5162199424192044,0.4837800575807955,33.4,3.519008864462376,2.2230883556792893,0.6766585947200776,0.3233414052799224,1.8130081300813008,1.9345794392523366
Andrew Wiggins,MIA,LAC,PTS,15.5,-104,-128,0.5098039215686274,0.5614035087719298,0.4759152215799614,0.5240847784200385,33.4,19.748643946647643,6.761971058906926,0.7351010075638476,0.2648989924361524,1.9615384615384617,1.78125
Andrew Wiggins,MIA,LAC,REB,4.5,128,-172,0.4385964912280701,0.6323529411764706,0.4095398699108648,0.5904601300891351,33.4,5.074903604388237,3.0714672664056044,0.5742385066066773,0.4257614933933227,2.2800000000000002,1.5813953488372094
Anthony Black,ORL,CHI,AST,3.5,130,-175,0.4347826086956521,0.6363636363636364,0.4059040590405904,0.5940959409594095,29.4,3.023741519451141,1.9657398288794588,0.4042817951572267,0.5957182048427733,2.3,1.5714285714285714
Anthony Black,ORL,CHI,PTS,14.5,100,-132,0.5,0.5689655172413793,0.4677419354838709,0.532258064516129,29.4,13.518286621570589,5.863379258501452,0.4335153382751051,0.5664846617248949,2.0,1.7575757575757576
Anthony Black,ORL,CHI,REB,3.5,123,-163,0.4484304932735426,0.6197718631178707,0.4197991987102747,0.5802008012897253,29.4,3.2564672023057937,2.6852322127544435,0.4638681136640734,0.5361318863359266,2.23,1.6134969325153374
Anthony Davis,DAL,@DEN,AST,3.5,133,-179,0.4291845493562232,0.6415770609318996,0.4008217564325427,0.5991782435674573,30.0,3.832152038812637,2.0290416455290936,0.5650159379868813,0.4349840620131187,2.33,1.558659217877095
Anthony Davis,DAL,@DEN,PTS,19.5,-105,-125,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,30.0,18.73273193836212,6.228279048301604,0.4509779173874465,0.5490220826125535,1.9523809523809523,1.8
Anthony Davis,DAL,@DEN,REB,8.5,-105,-125,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,30.0,7.615147233009338,2.901559867719572,0.380199218274311,0.619800781725689,1.9523809523809523,1.8
