Player,Team,Opponent,Market,Line,OverOdds,UnderOdds,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel
Ace Bailey,UTA,LAL,AST,1.5,-200,145.0,0.6666666666666666,0.40816326530612246,0.6202531645569621,0.37974683544303806,16.899408284023668,1.211106862894882,1.1423318219793417,0.40017361763202397,0.599826382367976
Ace Bailey,UTA,LAL,PTS,11.5,-110,-116.0,0.5238095238095238,0.5370370370370371,0.4937655860349127,0.5062344139650873,16.899408284023668,7.21386331355078,3.6448728298298794,0.11981025270099743,0.8801897472990026
Ace Bailey,UTA,LAL,REB,3.5,100,-135.0,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,16.899408284023668,2.440282372327951,1.631203721126838,0.2579579499486927,0.7420420500513073
Ajay Mitchell,OKC,POR,AST,3.5,107,-141.0,0.4830917874396135,0.5850622406639004,0.4522679077448533,0.5477320922551466,23.36283185840708,3.852428735884945,1.6734594798390554,0.5833998670192027,0.41660013298079734
Ajay Mitchell,OKC,POR,PTS,14.5,-110,-120.0,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,23.36283185840708,15.641380959907465,5.210956297793694,0.5866885444480378,0.41331145555196225
Ajay Mitchell,OKC,POR,REB,2.5,-141,107.0,0.5850622406639004,0.4830917874396135,0.5477320922551466,0.4522679077448533,23.36283185840708,3.1767228430351326,2.169919760761656,0.6224285816622706,0.37757141833772945
Alex Caruso,OKC,POR,AST,2.5,125,-165.0,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,12.416609938733831,2.6372646912171613,1.2047116410173322,0.5453572713037829,0.45464272869621714
Alex Caruso,OKC,POR,PTS,5.5,-125,-105.0,0.5555555555555556,0.5121951219512195,0.5203045685279188,0.4796954314720812,12.416609938733831,5.62264920904005,3.008951839043204,0.5162569597845623,0.4837430402154377
Alex Caruso,OKC,POR,REB,2.5,135,-185.0,0.425531914893617,0.6491228070175439,0.3959708232025009,0.6040291767974991,12.416609938733831,1.7127859000043042,1.254396105314195,0.26514473048384746,0.7348552695161525
Andre Drummond,PHI,MIA,REB,22.5,-210,154.0,0.6774193548387096,0.3937007874015748,0.6324401233104102,0.3675598766895898,21.15006235277816,9.031611474676609,2.6092609792741235,1.2231700630138675e-07,0.9999998776829937
Anfernee Simons,BOS,ORL,AST,2.5,-137,104.0,0.5780590717299579,0.49019607843137253,0.5411245353159851,0.4588754646840148,17.290152015862528,2.455390519207074,1.2754901156820915,0.4860500835839985,0.5139499164160015
Anfernee Simons,BOS,ORL,PTS,12.5,-121,-105.0,0.5475113122171946,0.5121951219512195,0.5166631951676735,0.4833368048323266,17.290152015862528,9.003651644800646,3.914750310865919,0.18589600834236697,0.814103991657633
Anfernee Simons,BOS,ORL,REB,2.5,124,-164.0,0.44642857142857145,0.6212121212121212,0.41814495691839837,0.5818550430816016,17.290152015862528,1.6301415030403166,1.599084005284087,0.29323003214931853,0.7067699678506815
Anthony Black,ORL,@BOS,AST,3.5,112,-142.0,0.4716981132075472,0.5867768595041323,0.4456393635827931,0.5543606364172068,20.682226211849198,2.457026116937881,1.4379711337665466,0.23413114087161935,0.7658688591283807
Anthony Black,ORL,@BOS,PTS,13.5,-118,-115.0,0.5412844036697247,0.5348837209302325,0.5029738302934179,0.4970261697065821,20.682226211849198,10.504459538622436,4.431063843370905,0.24951019931313967,0.7504898006868603
Anthony Black,ORL,@BOS,REB,3.5,-108,-124.0,0.5192307692307693,0.5535714285714286,0.4839948783610755,0.5160051216389244,20.682226211849198,1.9910788921308267,1.8968214351457533,0.21316140817312068,0.7868385918268793
Austin Reaves,LAL,@UTA,AST,4.5,-150,110.0,0.6,0.47619047619047616,0.5575221238938053,0.4424778761061947,22.078602620087334,4.162556223473694,1.6430772560812146,0.4186403398394065,0.5813596601605935
Austin Reaves,LAL,@UTA,PTS,22.5,-118,-110.0,0.5412844036697247,0.5238095238095238,0.5082034454470877,0.49179655455291227,22.078602620087334,19.155998879645068,5.5198240668228475,0.2723182683675134,0.7276817316324866
Austin Reaves,LAL,@UTA,REB,3.5,-165,123.0,0.6226415094339622,0.4484304932735426,0.5813255391421123,0.4186744608578877,22.078602620087334,3.416707280421361,2.0823796791713254,0.4840470355096673,0.5159529644903327
Bam Adebayo,MIA,@PHI,PTS,19.5,-200,148.0,0.6666666666666666,0.4032258064516129,0.6231155778894473,0.3768844221105528,21.679476231141475,15.18734170472286,5.023001386255784,0.1952856016288922,0.8047143983711078
Bam Adebayo,MIA,@PHI,REB,10.5,-152,116.0,0.6031746031746031,0.46296296296296297,0.56575682382134,0.4342431761786601,21.679476231141475,5.623789449855198,2.2272529294044725,0.01428612362897308,0.9857138763710269
Brandon Ingram,TOR,BKN,AST,3.5,-175,130.0,0.6363636363636364,0.43478260869565216,0.5940959409594095,0.4059040590405904,27.447468136410617,4.1953598758987924,1.9014248651677657,0.6427072543895109,0.35729274561048907
Brandon Ingram,TOR,BKN,PTS,20.5,-115,-113.0,0.5348837209302325,0.5305164319248826,0.502049600327936,0.49795039967206395,27.447468136410617,20.862064893763932,6.062727620483501,0.5238105999618797,0.47618940003812027
Brandon Ingram,TOR,BKN,REB,5.5,-130,102.0,0.5652173913043478,0.49504950495049505,0.5330897279740154,0.4669102720259846,27.447468136410617,3.995803466058378,2.534288467031702,0.2764105764818865,0.7235894235181135
Brice Sensabaugh,UTA,LAL,AST,1.5,135,-175.0,0.425531914893617,0.6363636363636364,0.4007285974499089,0.599271402550091,11.928994082840237,1.0369366089973224,0.8592730726836871,0.294977474031362,0.705022525968638
Brice Sensabaugh,UTA,LAL,PTS,8.5,100,-130.0,0.5,0.5652173913043478,0.4693877551020409,0.5306122448979592,11.928994082840237,5.816785473795332,3.035166103905068,0.18833675143215478,0.8116632485678452
Brice Sensabaugh,UTA,LAL,REB,2.5,135,-185.0,0.425531914893617,0.6491228070175439,0.3959708232025009,0.6040291767974991,11.928994082840237,2.032048152043269,1.2862365995778586,0.35799817343371565,0.6420018265662844
Brook Lopez,LAC,@CLE,AST,0.5,120,-160.0,0.45454545454545453,0.6153846153846154,0.4248366013071895,0.5751633986928104,9.405083061195516,0.7932711514190368,0.70823989686494,0.6605938817743151,0.3394061182256849
Brook Lopez,LAC,@CLE,PTS,5.5,-122,-104.0,0.5495495495495496,0.5098039215686274,0.5187593796898449,0.48124062031015497,9.405083061195516,5.110095301829465,2.8856080869363576,0.44625831605880306,0.5537416839411969
Brook Lopez,LAC,@CLE,REB,1.5,-185,135.0,0.6491228070175439,0.425531914893617,0.6040291767974991,0.3959708232025009,9.405083061195516,0.9304815274349216,0.9396114746310181,0.2722171236823262,0.7277828763176738
Cason Wallace,OKC,POR,AST,2.5,100,-135.0,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,21.075561606535057,2.5696217559323657,1.4665845422026529,0.5189314918552775,0.48106850814472246
Cason Wallace,OKC,POR,PTS,8.5,-113,-118.0,0.5305164319248826,0.5412844036697247,0.4949766918501849,0.5050233081498151,21.075561606535057,8.471539346761164,4.302700014952625,0.4973611743627172,0.5026388256372828
Cason Wallace,OKC,POR,REB,2.5,-106,-120.0,0.5145631067961165,0.5454545454545454,0.48542880932556204,0.5145711906744379,21.075561606535057,2.027315544871102,1.931202748641451,0.40332047802234383,0.5966795219776562
Chet Holmgren,OKC,POR,AST,1.5,100,-135.0,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,23.036078965282506,1.9417304401092583,1.5432731709131542,0.6126488573825434,0.3873511426174566
Chet Holmgren,OKC,POR,PTS,17.5,-111,-115.0,0.5260663507109005,0.5348837209302325,0.4958445875753168,0.5041554124246831,23.036078965282506,15.622876675620706,5.179392679054712,0.35851853330090244,0.6414814666990976
Chet Holmgren,OKC,POR,REB,7.5,-105,-125.0,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,23.036078965282506,5.744188319589915,2.314629805125174,0.22405453094320693,0.7759454690567931
Collin Gillespie,PHX,SAS,AST,5.5,103,-135.0,0.49261083743842365,0.574468085106383,0.46164423926922693,0.538355760730773,15.41253664665643,2.7936452296830985,1.2607914920508396,0.015914473798591122,0.9840855262014089
Collin Gillespie,PHX,SAS,PTS,13.5,-108,-122.0,0.5192307692307693,0.5495495495495496,0.48581617766250607,0.5141838223374939,15.41253664665643,6.69925708469858,3.421893053052673,0.02343786824313321,0.9765621317568668
Collin Gillespie,PHX,SAS,REB,4.5,100,-130.0,0.5,0.5652173913043478,0.4693877551020409,0.5306122448979592,15.41253664665643,2.642935813180598,1.5575527161974114,0.11657256175269892,0.8834274382473011
Collin Murray-Boyles,TOR,BKN,AST,1.5,120,-160.0,0.45454545454545453,0.6153846153846154,0.4248366013071895,0.5751633986928104,15.211849810540821,0.7906972758325675,1.0156625306891733,0.24247461458548236,0.7575253854145176
Collin Murray-Boyles,TOR,BKN,PTS,9.5,-110,-121.0,0.5238095238095238,0.5475113122171946,0.48893805309734506,0.5110619469026548,15.211849810540821,6.005911786023232,3.3029709425043836,0.145059127935943,0.854940872064057
Collin Murray-Boyles,TOR,BKN,REB,5.5,108,-145.0,0.4807692307692308,0.5918367346938775,0.4482253933406513,0.5517746066593486,15.211849810540821,2.6071384927957912,1.541452156028149,0.030278799708888693,0.9697212002911113
Collin Sexton,CHA,@ATL,AST,4.5,-130,-105.0,0.5652173913043478,0.5121951219512195,0.5246062992125985,0.4753937007874017,19.923920340120834,3.644493483248694,1.5093411503353784,0.2854223448274207,0.7145776551725793
Collin Sexton,CHA,@ATL,PTS,16.5,-110,104.0,0.5238095238095238,0.49019607843137253,0.5165745856353592,0.48342541436464087,19.923920340120834,12.136564483096281,4.532500268296348,0.16784918632649315,0.8321508136735069
Collin Sexton,CHA,@ATL,REB,2.5,-115,-115.0,0.5348837209302325,0.5348837209302325,0.5,0.5,19.923920340120834,1.7552562869883512,1.823218437844365,0.3414615722472176,0.6585384277527824
Darius Garland,CLE,LAC,AST,6.5,112,-147.0,0.4716981132075472,0.5951417004048583,0.44214520979521704,0.5578547902047831,17.07980169518631,3.2720155131048565,1.373962562910726,0.009401905190726367,0.9905980948092736
Darius Garland,CLE,LAC,PTS,18.5,-105,-125.0,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,17.07980169518631,10.316101002079304,4.089271353767502,0.022679505001806488,0.9773204949981935
Darius Garland,CLE,LAC,REB,2.5,115,-155.0,0.46511627906976744,0.6078431372549019,0.43348916277093075,0.5665108372290693,17.07980169518631,1.9766228419770129,1.605763004532916,0.3722361090678783,0.6277638909321217
Day'Ron Sharpe,BKN,@TOR,AST,2.5,130,-175.0,0.43478260869565216,0.6363636363636364,0.4059040590405904,0.5940959409594095,12.758705333660625,1.2802741008114715,0.9326182611868239,0.09546189445209163,0.9045381055479084
Day'Ron Sharpe,BKN,@TOR,PTS,6.5,105,-140.0,0.4878048780487805,0.5833333333333334,0.4554079696394686,0.5445920303605313,12.758705333660625,6.693824049458079,3.2551147549899158,0.5237407727361356,0.4762592272638644
Day'Ron Sharpe,BKN,@TOR,REB,5.5,102,-138.0,0.49504950495049505,0.5798319327731093,0.46056196300023217,0.5394380369997678,12.758705333660625,4.550763685096217,1.8844520832143323,0.30722905517619115,0.6927709448238089
De'Aaron Fox,SAS,@PHX,AST,7.5,112,-148.0,0.4716981132075472,0.5967741935483871,0.44146966676160637,0.5585303332383936,21.483568075117372,4.68782303814597,1.6740300749887052,0.0464899074743651,0.9535100925256349
De'Aaron Fox,SAS,@PHX,PTS,24.5,-125,-105.0,0.5555555555555556,0.5121951219512195,0.5203045685279188,0.4796954314720812,21.483568075117372,18.04623375476246,5.359314448822674,0.1142532666660796,0.8857467333339204
De'Aaron Fox,SAS,@PHX,REB,3.5,-136,102.0,0.576271186440678,0.49504950495049505,0.5379072681704261,0.46209273182957394,21.483568075117372,2.823825451130039,2.0026237419304347,0.3678156162555113,0.6321843837444887
De'Andre Hunter,CLE,LAC,AST,2.5,113,-149.0,0.4694835680751174,0.5983935742971888,0.4396419301869802,0.5603580698130197,22.107788261634415,2.382251856023171,1.510959881351134,0.4689421203020636,0.5310578796979364
De'Andre Hunter,CLE,LAC,PTS,15.5,-125,-102.0,0.5555555555555556,0.504950495049505,0.5238589211618258,0.47614107883817425,22.107788261634415,13.65860397751267,4.895725702459755,0.3534126533458225,0.6465873466541775
De'Andre Hunter,CLE,LAC,REB,4.5,-122,-104.0,0.5495495495495496,0.5098039215686274,0.5187593796898449,0.48124062031015497,22.107788261634415,3.25591728665553,2.0752884678614003,0.2744282232832911,0.7255717767167089
Dean Wade,CLE,LAC,AST,1.5,155,-210.0,0.39215686274509803,0.6774193548387096,0.3666469544648137,0.6333530455351862,19.34431472893011,1.4922886765634233,1.3023364533357646,0.4976378185739465,0.5023621814260535
Dean Wade,CLE,LAC,PTS,5.5,-126,-101.0,0.5575221238938053,0.5024875621890548,0.5259594617046021,0.47404053829539794,19.34431472893011,4.3069198458323985,3.7509911851780116,0.3752156782392907,0.6247843217607093
Dean Wade,CLE,LAC,REB,4.5,-104,-122.0,0.5098039215686274,0.5495495495495496,0.48124062031015497,0.5187593796898449,19.34431472893011,3.494571705312895,1.8921295713495894,0.29757984754147526,0.7024201524585247
Deandre Ayton,LAL,@UTA,AST,0.5,-140,105.0,0.5833333333333334,0.4878048780487805,0.5445920303605313,0.4554079696394686,18.699483922191344,0.6670156965751692,1.2285105448536948,0.5540694955719143,0.4459305044280857
Deandre Ayton,LAL,@UTA,PTS,13.5,-135,100.0,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,18.699483922191344,11.562586791556049,4.367485809779352,0.32866619234868766,0.6713338076513123
Deandre Ayton,LAL,@UTA,REB,8.5,-118,-110.0,0.5412844036697247,0.5238095238095238,0.5082034454470877,0.49179655455291227,18.699483922191344,6.141114783504738,2.1702648980146537,0.13853802886130318,0.8614619711386968
Deni Avdija,POR,@OKC,AST,7.5,113,-152.0,0.4694835680751174,0.6031746031746031,0.43768236765318885,0.5623176323468112,24.231823088206806,4.493289388043357,1.761595371718766,0.043928580202380885,0.9560714197976191
Deni Avdija,POR,@OKC,PTS,23.5,-115,-111.0,0.5348837209302325,0.5260663507109005,0.5041554124246831,0.4958445875753168,24.231823088206806,18.603374714215395,5.57698996131211,0.18997049220832107,0.8100295077916789
