Player,Team,Opponent,Market,Line,OverOdds_American,UnderOdds_American,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel,OverDecimal,UnderDecimal
Bogdan Bogdanovic,LAC,@PHX,PTS,11.5,-112,-118,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,23.8,24.96307401657105,6.256277821612716,0.9842985791109846,0.0157014208890153,1.8928571428571428,1.847457627118644
Bradley Beal,LAC,@PHX,AST,3.5,107,-143,0.4830917874396135,0.588477366255144,0.4508265152780096,0.5491734847219903,28.8,3.9709808349609377,1.9428659144596043,0.5957708919424896,0.4042291080575104,2.0700000000000003,1.6993006993006992
Bradley Beal,LAC,@PHX,PTS,14.5,-105,-125,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,28.8,17.116608238220216,5.926939188916204,0.6705662009175104,0.3294337990824896,1.9523809523809523,1.8
Bradley Beal,LAC,@PHX,REB,1.5,-155,120,0.6078431372549019,0.4545454545454545,0.5721476510067114,0.4278523489932886,28.8,2.7264504432678223,2.585261023638046,0.6823930138710057,0.3176069861289943,1.6451612903225805,2.2
Brook Lopez,LAC,@PHX,AST,0.5,-110,-118,0.5238095238095238,0.5412844036697247,0.4917965545529122,0.5082034454470877,29.2,2.0496234208345414,1.9032822455189131,0.7922304460386982,0.2077695539613018,1.9090909090909092,1.847457627118644
Brook Lopez,LAC,@PHX,PTS,6.5,-112,-118,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,29.2,13.75293242931366,5.798201929335624,0.8945133109039025,0.1054866890960974,1.8928571428571428,1.847457627118644
Brook Lopez,LAC,@PHX,REB,2.5,-150,110,0.6,0.4761904761904761,0.5575221238938053,0.4424778761061947,29.2,4.880639624595642,2.6834349058265,0.8125039701569237,0.1874960298430763,1.6666666666666665,2.1
Chris Paul,LAC,@PHX,AST,5.5,-132,100,0.5689655172413793,0.5,0.532258064516129,0.4677419354838709,25.4,5.242146867513656,1.8511060419439944,0.4446078125634845,0.5553921874365155,1.7575757575757576,2.0
Chris Paul,LAC,@PHX,PTS,6.5,-114,-114,0.5327102803738317,0.5327102803738317,0.5,0.5,25.4,8.775388687849045,4.958119636885584,0.6768548020892525,0.3231451979107475,1.8771929824561404,1.8771929824561404
Collin Gillespie,PHX,LAC,AST,3.5,-130,-105,0.5652173913043478,0.5121951219512195,0.5246062992125985,0.4753937007874017,20.0,2.472812235355377,1.3886357593804342,0.2297379879513745,0.7702620120486254,1.7692307692307692,1.9523809523809523
Collin Gillespie,PHX,LAC,PTS,9.5,104,-138,0.4901960784313725,0.5798319327731093,0.4581151832460733,0.5418848167539267,20.0,7.825260162353516,4.078783053087062,0.3406836945801238,0.6593163054198762,2.04,1.7246376811594204
Collin Gillespie,PHX,LAC,REB,3.5,115,-150,0.4651162790697674,0.6,0.4366812227074235,0.5633187772925764,20.0,3.1965672969818115,1.8967208410861836,0.4364493898879447,0.5635506101120553,2.15,1.6666666666666665
Devin Booker,PHX,LAC,AST,7.5,-124,-109,0.5535714285714286,0.5215311004784688,0.5149010569816419,0.485098943018358,38.0,7.618907004594803,2.5878232653212723,0.518324413940272,0.481675586059728,1.8064516129032258,1.9174311926605505
Devin Booker,PHX,LAC,PTS,27.5,-121,-105,0.5475113122171946,0.5121951219512195,0.5166631951676735,0.4833368048323266,38.0,27.92239475250244,7.7352062706741584,0.5217741337585544,0.4782258662414456,1.8264462809917354,1.9523809523809523
Devin Booker,PHX,LAC,REB,3.5,-105,-127,0.5121951219512195,0.5594713656387665,0.4779426508923199,0.5220573491076799,38.0,3.853192746639252,3.3973233409294226,0.54140027304033,0.45859972695967,1.9523809523809523,1.7874015748031495
Grayson Allen,PHX,LAC,AST,3.5,-145,105,0.5918367346938775,0.4878048780487805,0.5481788842784694,0.4518211157215306,21.8,1.4638341963291168,1.4318432283395086,0.0775045361508363,0.9224954638491636,1.6896551724137931,2.05
Grayson Allen,PHX,LAC,PTS,15.5,102,-136,0.495049504950495,0.576271186440678,0.4620927318295739,0.5379072681704261,21.8,10.147338604927064,4.514352659844427,0.1178706840361458,0.8821293159638541,2.02,1.7352941176470589
Grayson Allen,PHX,LAC,REB,3.5,104,-139,0.4901960784313725,0.5815899581589958,0.4573637477036129,0.542636252296387,21.8,2.512213487923145,1.9932719143964692,0.3101023192781533,0.6898976807218467,2.04,1.7194244604316546
Ivica Zubac,LAC,@PHX,AST,2.5,-107,-121,0.5169082125603864,0.5475113122171946,0.4856245122602374,0.5143754877397627,33.0,3.486253559589386,2.1708384168237584,0.6752004484074411,0.3247995515925589,1.9345794392523366,1.8264462809917354
Ivica Zubac,LAC,@PHX,PTS,16.5,-120,-107,0.5454545454545454,0.5169082125603864,0.5134353038445638,0.486564696155436,33.0,17.202548503875732,6.537152036793646,0.5427919849975377,0.4572080150024623,1.8333333333333335,1.9345794392523366
Ivica Zubac,LAC,@PHX,REB,10.5,-136,102,0.576271186440678,0.495049504950495,0.5379072681704261,0.4620927318295739,33.0,13.052225947380066,3.3655740607697555,0.7758741782615244,0.2241258217384756,1.7352941176470589,2.02
Jalen Green,PHX,LAC,AST,2.5,-121,-110,0.5475113122171946,0.5238095238095238,0.5110619469026548,0.488938053097345,26.0,3.5445128083229065,1.769450483947755,0.7225064023146249,0.277493597685375,1.8264462809917354,1.9090909090909092
Jalen Green,PHX,LAC,PTS,12.5,-125,-110,0.5555555555555556,0.5238095238095238,0.5147058823529411,0.4852941176470587,26.0,13.804026126861572,5.340809455134524,0.5964475690776442,0.4035524309223558,1.8,1.9090909090909092
Jalen Green,PHX,LAC,REB,3.5,130,-175,0.4347826086956521,0.6363636363636364,0.4059040590405904,0.5940959409594095,26.0,3.283762603998184,2.3663685985563,0.463595555892178,0.536404444107822,2.3,1.5714285714285714
