Player,Team,Opponent,Market,Line,OverOdds,UnderOdds,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel
Aaron Gordon,DEN,MIA,AST,2.5,-132,-103,0.5689655172413793,0.5073891625615764,0.528604118993135,0.471395881006865,38.0,4.872981995344162,2.505553091378746,0.8282033079988913,0.1717966920011087
Aaron Gordon,DEN,MIA,PTS,15.5,-127,100,0.5594713656387665,0.5,0.528066528066528,0.47193347193347185,38.0,19.297173976898193,7.406623146083785,0.6959098784855461,0.3040901215144539
Aaron Gordon,DEN,MIA,REB,5.5,118,-158,0.45871559633027525,0.6124031007751938,0.4282584157758449,0.571741584224155,38.0,5.113417744636536,3.4175790830176047,0.45496936705518465,0.5450306329448154
Aaron Nesmith,IND,BKN,AST,1.5,-148,105,0.5967741935483871,0.4878048780487805,0.5502357635110628,0.44976423648893726,27.0,1.2335344478487968,1.7492005401229307,0.4394611152693364,0.5605388847306636
Aaron Nesmith,IND,BKN,PTS,16.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,27.0,13.141600012779236,5.438506429000859,0.2684450785891155,0.7315549214108845
Aaron Nesmith,IND,BKN,REB,4.5,-137,100,0.5780590717299579,0.5,0.5362035225048923,0.4637964774951076,27.0,4.76406629383564,2.5068870799562397,0.5419455333680219,0.45805446663197813
Aaron Wiggins,OKC,@POR,PTS,13.5,-132,100,0.5689655172413793,0.5,0.532258064516129,0.4677419354838709,24.0,12.447672843933105,4.981269688071563,0.41634344052932937,0.5836565594706706
Aaron Wiggins,OKC,@POR,REB,3.5,-148,112,0.5967741935483871,0.4716981132075472,0.5585303332383936,0.44146966676160637,24.0,3.939014196395874,2.2375785453943733,0.5777734108472883,0.4222265891527117
Alex Sarr,WAS,@BOS,AST,3.5,142,-192,0.4132231404958678,0.6575342465753424,0.3859166842884331,0.6140833157115669,29.4,3.8193274855613706,1.9702458279325377,0.5643765821192146,0.4356234178807854
Alex Sarr,WAS,@BOS,PTS,13.5,-114,-118,0.5327102803738317,0.5412844036697247,0.496008302730321,0.5039916972696792,29.4,15.526079070568084,5.918946039859652,0.6339389476897397,0.3660610523102603
Alex Sarr,WAS,@BOS,REB,7.5,-143,105,0.588477366255144,0.4878048780487805,0.5467686281824116,0.4532313718175883,29.4,7.861612468957901,2.8392843850581024,0.550672431723179,0.44932756827682097
Alperen Sengun,HOU,@MEM,AST,6.5,118,-158,0.45871559633027525,0.6124031007751938,0.4282584157758449,0.571741584224155,31.4,6.841115567088127,2.2193965783541256,0.561075847358621,0.43892415264137896
Alperen Sengun,HOU,@MEM,PTS,21.5,-118,-114,0.5412844036697247,0.5327102803738317,0.5039916972696792,0.496008302730321,31.4,25.034607398509976,6.750101742184104,0.6997347044606304,0.30026529553936965
Alperen Sengun,HOU,@MEM,REB,9.5,116,-154,0.46296296296296297,0.6062992125984252,0.4329742261011864,0.5670257738988136,31.4,10.635163044929504,3.127377812611805,0.6416885884162542,0.3583114115837458
Amen Thompson,HOU,@MEM,AST,5.5,-114,-114,0.5327102803738317,0.5327102803738317,0.5,0.5,30.6,4.572043409943581,2.067976407395596,0.32681434769981044,0.6731856523001896
Amen Thompson,HOU,@MEM,PTS,18.5,102,-136,0.49504950495049505,0.576271186440678,0.46209273182957394,0.5379072681704261,30.6,13.34562047123909,5.9981786045644805,0.19508086126978486,0.8049191387302151
Amen Thompson,HOU,@MEM,REB,6.5,-148,105,0.5967741935483871,0.4878048780487805,0.5502357635110628,0.44976423648893726,30.6,6.676758527755737,2.8646954722910993,0.5246000775719384,0.4753999224280616
Andrew Wiggins,MIA,@DEN,AST,2.5,115,-149,0.46511627906976744,0.5983935742971888,0.43734082725915513,0.5626591727408448,30.6,4.914358377456665,2.082715227655347,0.8768199904660716,0.12318000953392838
Andrew Wiggins,MIA,@DEN,PTS,16.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,30.6,21.81059557199478,6.448607598510918,0.7948955111952454,0.20510448880475463
Andrew Wiggins,MIA,@DEN,REB,4.5,-125,-106,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,30.6,4.823707705736161,2.793743930455364,0.5461217312160491,0.4538782687839509
