Player,Team,Opponent,Market,Line,OverOdds_American,UnderOdds_American,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel,OverDecimal,UnderDecimal
Aaron Holiday,HOU,@PHX,PTS,7.5,-130,-102,0.5652173913043478,0.504950495049505,0.5281576830249397,0.4718423169750604,17.439999999999998,6.359467606544494,3.616640729180407,0.3762453662338039,0.6237546337661961,1.7692307692307692,1.9803921568627452
Ace Bailey,UTA,@GSW,PTS,11.5,-106,-120,0.5145631067961165,0.5454545454545454,0.485428809325562,0.5145711906744379,22.76,8.67848098039627,4.565871430710068,0.2683013504940681,0.7316986495059319,1.9433962264150944,1.8333333333333335
Ace Bailey,UTA,@GSW,REB,3.5,-150,112,0.6,0.4716981132075472,0.5598591549295775,0.4401408450704225,22.76,3.164079506397247,2.125344896134487,0.4372068955210758,0.5627931044789242,1.6666666666666665,2.12
Alperen Sengun,HOU,@PHX,AST,6.5,-142,107,0.5867768595041323,0.4830917874396135,0.548456916819047,0.4515430831809531,37.16,5.906526110768318,2.5086306336138606,0.4064940939033258,0.5935059060966742,1.704225352112676,2.0700000000000003
Alperen Sengun,HOU,@PHX,PTS,24.5,-108,-122,0.5192307692307693,0.5495495495495496,0.485816177662506,0.5141838223374939,37.16,35.28366675853729,8.039814201367161,0.910085719499063,0.0899142805009369,1.925925925925926,1.819672131147541
Alperen Sengun,HOU,@PHX,REB,9.5,-125,-106,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,37.16,13.366187107563018,3.6625891288560535,0.8544218803380308,0.1455781196619692,1.8,1.9433962264150944
Amen Thompson,HOU,@PHX,AST,5.5,-129,-104,0.5633187772925764,0.5098039215686274,0.5249341737812177,0.4750658262187824,38.64,4.984566071033478,2.572192429089025,0.4205889621873345,0.5794110378126655,1.7751937984496124,1.9615384615384617
Amen Thompson,HOU,@PHX,PTS,18.5,-124,-108,0.5535714285714286,0.5192307692307693,0.5160051216389244,0.4839948783610755,38.64,17.441897234916688,7.502575879579099,0.4439223585057948,0.5560776414942051,1.8064516129032258,1.925925925925926
Amen Thompson,HOU,@PHX,REB,7.5,115,-154,0.4651162790697674,0.6062992125984252,0.4341138266962912,0.5658861733037088,38.64,7.122473831176758,3.554726591497478,0.4577102502521484,0.5422897497478516,2.15,1.6493506493506493
Andrew Nembhard,IND,DET,AST,6.5,106,-140,0.4854368932038835,0.5833333333333334,0.4542013626040878,0.5457986373959123,30.8,5.86486583352089,2.1579663014966544,0.3842564257524203,0.6157435742475796,2.06,1.7142857142857144
Andrew Nembhard,IND,DET,PTS,15.5,-108,-122,0.5192307692307693,0.5495495495495496,0.485816177662506,0.5141838223374939,30.8,18.5866840839386,6.316992157905196,0.6874488491546777,0.3125511508453222,1.925925925925926,1.819672131147541
Andrew Nembhard,IND,DET,REB,2.5,102,-136,0.495049504950495,0.576271186440678,0.4620927318295739,0.5379072681704261,30.8,2.497582656145096,2.7863553302884667,0.4996538917565429,0.500346108243457,2.02,1.7352941176470589
