game_date,book,player,team,opponent,market,line,over_dec,under_dec,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,p_over_price,edge_vs_price,p_over_model_tight,edge_over_tight,EV_over_1u_tight,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-19,mgm,Moussa Diabate,CHA,@IND,AST,0.5,1.606060606060606,2.25,0.6226415094339622,0.4444444444444444,0.5834970530451867,0.4165029469548134,0.9454267587267013,0.3619297056815146,0.5184126731065204,0.25,0.6226415094339623,0.322785249292739,0.9454267587267013,0.3619297056815146,0.5184126731065203,19.502636659654783,2.7424745840273737,1.3997608045382155,0.7
2025-11-19,fanduel,Nikola Vucevic,CHI,@POR,AST,3.5,2.46,1.5050505050505052,0.4065040650406504,0.6644295302013423,0.37957915116930757,0.6204208488306925,0.5313893577595843,0.15181020659027672,0.30721782008857734,0.21042316444423106,0.4065040650406504,0.1248852927189339,0.5313893577595843,0.15181020659027672,0.30721782008857734,27.075221077914044,3.6457396259847186,1.8503608970520615,0.7
2025-11-19,mgm,Mitchell Robinson,NYK,@DAL,AST,0.5,1.9090909090909092,1.8333333333333335,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.6397127734164536,0.14983423090633208,0.22126984015868412,0.24339682417455252,0.5238095238095238,0.11590324960692977,0.6397127734164536,0.14983423090633208,0.22126984015868423,12.875378697620585,0.8143836943803034,0.878924989110332,0.7
2025-11-19,mgm,Drew Eubanks,SAC,@OKC,AST,0.5,2.15,1.6451612903225805,0.46511627906976744,0.6078431372549019,0.43348916277093075,0.5665108372290693,0.5429974957728751,0.1095083330019444,0.16744461591168147,0.14560401383624486,0.46511627906976744,0.07788121670310771,0.5429974957728751,0.1095083330019444,0.16744461591168147,12.810621484190312,0.5924305472623654,0.8559314789008206,0.7
2025-11-19,mgm,Gradey Dick,TOR,@PHI,AST,0.5,1.7692307692307692,1.9523809523809523,0.5652173913043478,0.5121951219512195,0.5246062992125985,0.4753937007874017,0.6152748690415574,0.09066856982895888,0.08856322984275539,0.11513219879558179,0.5652173913043479,0.05005747773720948,0.6152748690415574,0.09066856982895888,0.08856322984275533,16.263468184590362,0.8162701607332115,1.0790739592476941,0.7
2025-11-19,mgm,Matas Buzelis,CHI,@POR,AST,1.5,2.6,1.4545454545454546,0.38461538461538464,0.6875,0.3587443946188341,0.641255605381166,0.4289035386398359,0.07015914402100176,0.11514920046357335,0.07196825028973328,0.3846153846153846,0.0442881540244513,0.4289035386398359,0.07015914402100176,0.11514920046357335,25.39830415954001,1.2017590239811613,1.6646036474724888,0.7
2025-11-19,mgm,Isaac Okoro,CHI,@POR,AST,1.5,2.2,1.625,0.45454545454545453,0.6153846153846154,0.4248366013071895,0.5751633986928104,0.4922566067388999,0.06742000543171045,0.08296453482557986,0.0691371123546499,0.45454545454545453,0.037711152193445396,0.4922566067388999,0.06742000543171045,0.08296453482557997,20.472360711816297,1.4734839810012856,1.3660286217547948,0.7
2025-11-19,mgm,Ryan Kalkbrenner,CHA,@IND,AST,0.5,1.9090909090909092,1.8333333333333335,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.5557775664143143,0.06589902390419278,0.06102989951823634,0.06713288947005998,0.5238095238095238,0.03196804260479047,0.5557775664143143,0.06589902390419278,0.06102989951823645,17.92582773823589,0.6650748927665437,1.1768176565561814,0.7
2025-11-19,mgm,De'Andre Hunter,CLE,HOU,AST,2.5,2.05,1.6896551724137931,0.4878048780487805,0.5918367346938775,0.45182111572153066,0.5481788842784694,0.5053762194361255,0.053555103714594876,0.03602124984405741,0.03430595223243552,0.48780487804878053,0.017571341387345008,0.5053762194361255,0.053555103714594876,0.0360212498440573,22.85356303837118,2.5209912544316206,1.5576085630193404,0.7
2025-11-19,mgm,Josh Okogie,HOU,@CLE,AST,1.5,2.3,1.5714285714285714,0.43478260869565216,0.6363636363636364,0.4059040590405904,0.5940959409594095,0.44616113376317923,0.040257074722588826,0.026170607655312206,0.02013123665793238,0.4347826086956522,0.011378525067527012,0.44616113376317923,0.040257074722588826,0.026170607655312095,21.57770429853566,1.3068400445162376,1.4269427134944626,0.7
2025-11-19,mgm,Nikola Vucevic,CHI,@POR,PTS,16.5,1.9523809523809523,1.7692307692307692,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,0.9659991564997492,0.49060545571234754,0.885998353166177,0.25,0.5121951219512195,0.4538040345485297,0.9659991564997492,0.49060545571234754,0.885998353166177,27.075221077914044,28.86087161544855,6.773096511350919,0.7
2025-11-19,fanduel,Moussa Diabate,CHA,@IND,PTS,8.5,1.819672131147541,1.925925925925926,0.5495495495495496,0.5192307692307693,0.5141838223374939,0.48581617766250607,0.9382090464761664,0.4240252241386725,0.7072328550631881,0.25,0.5495495495495495,0.38865949692661694,0.9382090464761664,0.4240252241386725,0.7072328550631881,19.502636659654783,16.313461311625474,5.073967492174128,0.7
2025-11-19,mgm,Alperen Sengun,HOU,@CLE,PTS,22.5,1.9090909090909092,1.8333333333333335,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.8729032820699094,0.3830247395597879,0.6664517203152815,0.25,0.5238095238095238,0.3490937582603856,0.8729032820699094,0.3830247395597879,0.6664517203152817,34.19933868682097,31.011115451663184,7.464431042915332,0.7
2025-11-19,mgm,Dennis Schroder,SAC,@OKC,PTS,10.5,1.8695652173913042,1.8695652173913042,0.5348837209302325,0.5348837209302325,0.5,0.5,0.847767824293865,0.347767824293865,0.5849572367233128,0.25,0.5348837209302326,0.31288410336363237,0.847767824293865,0.347767824293865,0.5849572367233127,17.784810737270718,15.606661126037555,4.972857438984435,0.7
2025-11-19,fanduel,Josh Giddey,CHI,@POR,PTS,19.5,1.8,1.9433962264150944,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,0.658644915780738,0.1394916899742864,0.1855608484053285,0.23195106050666048,0.5555555555555556,0.10308936022518245,0.658644915780738,0.1394916899742864,0.1855608484053285,29.695403762873468,22.112737468437814,6.391741973690222,0.7
2025-11-19,fanduel,Reed Sheppard,HOU,@CLE,PTS,11.5,1.8,1.9433962264150944,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,0.6148664656008362,0.09571323979438462,0.10675963808150524,0.13344954760188155,0.5555555555555556,0.05931091004528066,0.6148664656008362,0.09571323979438462,0.10675963808150524,24.600850259801604,12.996147925638622,5.123345511365405,0.7
2025-11-19,mgm,Isaac Okoro,CHI,@POR,PTS,5.5,1.7407407407407407,2.05,0.574468085106383,0.4878048780487805,0.5407914020517831,0.4592085979482169,0.6026922565706652,0.061900854518882054,0.049130965141528204,0.06632680294106301,0.574468085106383,0.028224171464282133,0.6026922565706652,0.061900854518882054,0.049130965141528204,20.472360711816297,6.559986214592813,4.071828936867818,0.7
2025-11-19,mgm,Dennis Schroder,SAC,@OKC,REB,3.5,2.15,1.6451612903225805,0.46511627906976744,0.6078431372549019,0.43348916277093075,0.5665108372290693,0.972465169184483,0.5389760064135523,1.0908001137466383,0.25,0.46511627906976744,0.5073488901147156,0.972465169184483,0.5389760064135523,1.0908001137466383,17.784810737270718,8.372128702813221,2.539781132820927,0.7
2025-11-19,mgm,Alperen Sengun,HOU,@CLE,REB,9.5,1.7692307692307692,2.0,0.5652173913043478,0.5,0.5306122448979592,0.4693877551020409,0.9426680674888346,0.41205582259087536,0.6677973501725535,0.25,0.5652173913043479,0.3774506761844867,0.9426680674888346,0.41205582259087536,0.6677973501725534,34.19933868682097,15.157943668374488,3.586487364099991,0.7
2025-11-19,draftkings,Reed Sheppard,HOU,@CLE,REB,2.5,1.8928571428571428,1.8547008547008548,0.5283018867924528,0.5391705069124424,0.494909179767044,0.5050908202329559,0.6849661018866491,0.19005692211960507,0.2965429785711572,0.25,0.5283018867924528,0.15666421509419626,0.6849661018866491,0.19005692211960507,0.2965429785711572,24.600850259801604,3.6026130141545196,2.289329454347172,0.7
2025-11-19,mgm,Jamal Shead,TOR,@PHI,REB,1.5,1.8695652173913042,1.8695652173913042,0.5348837209302325,0.5348837209302325,0.5,0.5,0.6193557439293998,0.11935574392939985,0.1579259560419214,0.18161484944820946,0.5348837209302326,0.08447202299916723,0.6193557439293998,0.11935574392939985,0.1579259560419214,15.580402520837566,1.9534252779976722,1.4925656047722262,0.7
2025-11-19,betrivers,Josh Giddey,CHI,@POR,REB,8.5,1.819672131147541,1.9174311926605505,0.5495495495495496,0.5215311004784688,0.5130795235028978,0.4869204764971024,0.6296090745503281,0.11652955104743035,0.14568208647682657,0.17773214550172856,0.5495495495495495,0.08005952500077862,0.6296090745503281,0.11652955104743035,0.14568208647682657,29.695403762873468,9.48611593015668,2.9808398728467953,0.7
2025-11-19,mgm,Matas Buzelis,CHI,@POR,REB,4.5,1.8,1.9523809523809523,0.5555555555555556,0.5121951219512195,0.5203045685279188,0.4796954314720812,0.6213365179508697,0.1010319494229509,0.11840573231156559,0.14800716538945685,0.5555555555555556,0.06578096239531417,0.6213365179508697,0.1010319494229509,0.11840573231156559,25.39830415954001,5.2529324264981705,2.436730886221811,0.7
2025-11-19,betrivers,Jamal Murray,DEN,@NOP,REB,4.5,2.2,1.6289308176100628,0.45454545454545453,0.6138996138996139,0.4254270696452037,0.5745729303547964,0.5260632360664361,0.10063616642123241,0.1573391193461594,0.13111593278846628,0.45454545454545453,0.0715177815209816,0.5260632360664361,0.10063616642123241,0.15733911934615952,27.389573459715645,4.667190898425207,2.557319974136292,0.7
2025-11-19,fanduel,Nikola Vucevic,CHI,@POR,REB,9.5,2.16,1.6493506493506493,0.46296296296296297,0.6062992125984252,0.4329742261011864,0.5670257738988136,0.510159136286326,0.07718491018513962,0.10194373437846416,0.08788252963660723,0.4629629629629629,0.04719617332336312,0.510159136286326,0.07718491018513962,0.10194373437846427,27.075221077914044,9.572461007216546,2.8451862387669498,0.7
