Player,Team,Opponent,Market,Line,OverOdds_American,UnderOdds_American,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel,OverDecimal,UnderDecimal
AJ Green,MIL,@CLE,AST,1.5,-115,-118,0.5348837209302325,0.5412844036697247,0.4970261697065821,0.5029738302934179,28.08,1.291665253043175,1.8361919121303336,0.4548328477428851,0.5451671522571149,1.8695652173913042,1.847457627118644
AJ Green,MIL,@CLE,PTS,8.5,-121,-110,0.5475113122171946,0.5238095238095238,0.5110619469026548,0.488938053097345,28.08,9.747496612071991,5.461361319978808,0.59034101537468,0.40965898462532,1.8264462809917354,1.9090909090909092
AJ Green,MIL,@CLE,REB,2.5,125,-165,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,28.08,2.395608281493187,2.5396781805385364,0.4836063694270599,0.5163936305729401,2.25,1.606060606060606
Aaron Gordon,DEN,CHI,AST,1.5,-173,129,0.6336996336996337,0.4366812227074236,0.5920319201398747,0.4079680798601252,29.2,1.8783447474241255,1.9179560207917816,0.5781897436548149,0.4218102563451851,1.5780346820809248,2.29
Aaron Gordon,DEN,CHI,PTS,17.5,-112,-118,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,29.2,17.604802656173707,6.030478387916706,0.5069328009221687,0.4930671990778312,1.8928571428571428,1.847457627118644
Aaron Gordon,DEN,CHI,REB,5.5,-135,102,0.574468085106383,0.495049504950495,0.5371282253299192,0.4628717746700807,29.2,6.732512259483337,2.7881295057265865,0.6707760325391068,0.3292239674608932,1.7407407407407407,2.02
Ajay Mitchell,OKC,@NOP,AST,3.5,-119,-111,0.54337899543379,0.5260663507109005,0.5080942166821806,0.4919057833178194,29.48,3.885393154025077,1.9953592902211803,0.5765771931209716,0.4234228068790284,1.8403361344537816,1.900900900900901
Ajay Mitchell,OKC,@NOP,PTS,14.5,-115,-115,0.5348837209302325,0.5348837209302325,0.5,0.5,29.48,15.85990226268768,5.969710730114166,0.5900992771970736,0.4099007228029264,1.8695652173913042,1.8695652173913042
Ajay Mitchell,OKC,@NOP,REB,3.5,100,-135,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,29.48,4.113234229683876,2.7038957620775137,0.5897090266415219,0.4102909733584781,2.0,1.7407407407407407
Andre Drummond,PHI,LAC,AST,1.5,165,-220,0.3773584905660377,0.6875,0.35437430786268,0.6456256921373201,27.0,1.3344405591487885,1.767997256751516,0.4626966283301162,0.5373033716698837,2.65,1.4545454545454546
Andre Drummond,PHI,LAC,PTS,10.5,-135,100,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,27.0,8.761915862560272,5.241053429059365,0.3700847937272911,0.6299152062727089,1.7407407407407407,2.0
