game_date,book,player,team,opponent,market,line,over_odds,under_odds,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-17,draftkings,Bogdan Bogdanovic,LAC,@PHI,REB,3.5,124,-163,0.44642857142857145,0.6197718631178707,0.4187098006750303,0.5812901993249697,0.9547417095588794,0.5360319088838491,1.1386214294118897,0.25,24.8,7.886205339431763,2.591280029124033,0.7
2025-11-17,mgm,Nikola Jovic,MIA,NYK,PTS,10.5,100,-135,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,0.9927079832643106,0.5273614486108453,0.9854159665286213,0.25,23.6,26.197851514816286,6.426837227581112,0.7
2025-11-17,draftkings,Bogdan Bogdanovic,LAC,@PHI,PTS,11.5,-107,-119,0.5169082125603864,0.54337899543379,0.487517163899638,0.512482836100362,0.9948923860524748,0.5073752221528367,0.9246983543258157,0.25,24.8,28.808016872406007,6.738681804026212,0.7
2025-11-17,fanduel,Moussa Diabate,CHA,@TOR,PTS,8.5,-102,-130,0.504950495049505,0.5652173913043478,0.4718423169750604,0.5281576830249397,0.9733646483167748,0.5015223313417144,0.927643715294005,0.25,27.0,19.97791939973831,5.938738958439857,0.7
2025-11-17,draftkings,Nikola Jovic,MIA,NYK,REB,4.5,-103,-128,0.5073891625615764,0.5614035087719298,0.4747311393223902,0.5252688606776097,0.9689799309701324,0.49424879164774216,0.9097371455042415,0.25,23.6,9.562955725193024,2.713253977058439,0.7
2025-11-17,fanduel,Nikola Vucevic,CHI,@DEN,PTS,16.5,102,-136,0.49504950495049505,0.576271186440678,0.46209273182957394,0.5379072681704261,0.9416501467287552,0.4795574148991813,0.9021332963920856,0.25,29.0,27.0052433013916,6.696450465732346,0.7
2025-11-17,mgm,Moussa Diabate,CHA,@TOR,AST,0.5,-150,110,0.6,0.47619047619047616,0.5575221238938053,0.4424778761061947,0.9509726515185886,0.3934505276247833,0.5849544191976476,0.25,27.0,3.5445299595594406,1.840308489953678,0.7
2025-11-17,draftkings,LaMelo Ball,CHA,@TOR,AST,7.5,-125,-105,0.5555555555555556,0.5121951219512195,0.5203045685279188,0.4796954314720812,0.9136708826968654,0.3933663141689465,0.6446075888543576,0.25,33.2,11.003063011169434,2.5687704464914685,0.7
2025-11-17,mgm,Paul George,PHI,LAC,AST,2.5,140,-190,0.4166666666666667,0.6551724137931034,0.38873994638069703,0.6112600536193029,0.7347191943634462,0.3459792479827492,0.7633260664722709,0.25,36.0,3.9970155358314514,2.387017575947742,0.7
2025-11-17,betrivers,Zion Williamson,NOP,OKC,PTS,16.5,-120,-112,0.5454545454545454,0.5283018867924528,0.5079872204472844,0.4920127795527157,0.8423286911533605,0.3343414707060761,0.5442692671144943,0.25,32.25,23.290649369359016,6.7630919191174055,0.7
2025-11-17,mgm,Nikola Jovic,MIA,NYK,AST,3.5,130,-175,0.43478260869565216,0.6363636363636364,0.4059040590405904,0.5940959409594095,0.7315209834148682,0.32561692437427775,0.6824982618541968,0.25,23.6,4.572500211000443,1.737068770503422,0.7
2025-11-17,fanduel,Nikola Vucevic,CHI,@DEN,AST,3.5,128,-172,0.43859649122807015,0.6323529411764706,0.40953986991086483,0.5904601300891351,0.7347403846513867,0.32520051474052186,0.6752080770051617,0.25,29.0,4.759349599480629,2.0078480487524537,0.7
2025-11-17,mgm,Nikola Vucevic,CHI,@DEN,REB,8.5,-125,-110,0.5555555555555556,0.5238095238095238,0.5147058823529411,0.48529411764705876,0.8211741110514743,0.3064682286985332,0.4781133998926538,0.25,29.0,11.32512167096138,3.0712891859067653,0.7
2025-11-17,fanduel,LaMelo Ball,CHA,@TOR,PTS,19.5,-125,-106,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,0.8143793568520967,0.2952261310456451,0.4658828423337742,0.25,33.2,25.782099008560184,7.025772365862717,0.7
2025-11-17,caesars,Paul George,PHI,LAC,PTS,12.5,-113,-118,0.5305164319248826,0.5412844036697247,0.4949766918501849,0.5050233081498151,0.7874140678967967,0.2924373760466118,0.4842406766550239,0.25,36.0,18.139562845230103,7.071722637787725,0.7
2025-11-17,fanduel,Pascal Siakam,IND,@DET,AST,4.5,134,-180,0.42735042735042733,0.6428571428571429,0.3993154592127781,0.600684540787222,0.6883656295720044,0.2890501703592263,0.6107755731984904,0.25,34.6,5.655547451972962,2.352388787304981,0.7
2025-11-17,mgm,LaMelo Ball,CHA,@TOR,REB,4.5,-145,105,0.5918367346938775,0.4878048780487805,0.5481788842784694,0.45182111572153066,0.8280761300463316,0.27989724576786223,0.3991631162851811,0.25,33.2,7.452053886651994,3.1186193352241784,0.7
2025-11-17,mgm,Collin Murray-Boyles,TOR,CHA,PTS,6.5,-110,-118,0.5238095238095238,0.5412844036697247,0.49179655455291227,0.5082034454470877,0.767632562005844,0.2758360074529317,0.4654803456475203,0.25,21.2,9.728690207004547,4.416374910434586,0.7
2025-11-17,mgm,Bennedict Mathurin,IND,@DET,AST,1.5,100,-135,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,0.7403379036914639,0.2749913690379986,0.4806758073829278,0.25,27.75,2.692096598446369,1.849968553142661,0.7
2025-11-17,fanduel,Josh Giddey,CHI,@DEN,PTS,20.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.7453666038534501,0.26451982965990173,0.4485426452246295,0.25,36.2,25.381617057323457,7.396615861478713,0.7
2025-11-17,mgm,Dru Smith,MIA,NYK,AST,2.5,-130,-105,0.5652173913043478,0.5121951219512195,0.5246062992125985,0.4753937007874017,0.7836063938671127,0.25900009465451423,0.38638054299566105,0.25,16.8,3.6117985367774965,1.4173310781332913,0.7
