game_date,book,player,team,opponent,market,line,lineup_status,over_odds,under_odds,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-04,mgm,Bobby Portis,MIL,@TOR,AST,,EXPECTED,-110,-118.0,0.5238095238095238,0.5412844036697247,0.49179655455291227,0.5082034454470877,,,,0.0,26.0,2.9323272705078125,0.0,0.9
2025-11-04,caesars,Bobby Portis,MIL,@TOR,REB,,EXPECTED,-115,-117.0,0.5348837209302325,0.5391705069124424,0.49800439034124927,0.5019956096587508,,,,0.0,26.0,8.916888236999512,0.0,0.9
2025-11-04,betrivers,Bradley Beal,LAC,OKC,AST,,EXPECTED,-110,,0.5238095238095238,,,,,,,0.0,28.8,3.569485664367676,0.0,0.9
2025-11-04,mgm,Bradley Beal,LAC,OKC,REB,,EXPECTED,-105,-125.0,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,,,,0.0,28.8,3.158487319946289,0.0,0.9
2025-11-04,caesars,Brandin Podziemski,GSW,PHX,AST,,EXPECTED,-113,-120.0,0.5305164319248826,0.5454545454545454,0.49305831019436736,0.5069416898056327,,,,0.0,30.4,4.005740165710449,0.0,0.9
2025-11-04,caesars,Brandin Podziemski,GSW,PHX,REB,,EXPECTED,-121,-112.0,0.5475113122171946,0.5283018867924528,0.5089278628680263,0.49107213713197356,,,,0.0,30.4,5.546819686889648,0.0,0.9
2025-11-04,betrivers,Brandon Ingram,TOR,MIL,AST,,EXPECTED,104,,0.49019607843137253,,,,,,,0.0,36.2,4.1763505935668945,0.0,0.9
2025-11-04,betrivers,Brandon Ingram,TOR,MIL,REB,,EXPECTED,-120,,0.5454545454545454,,,,,,,0.0,36.2,4.613687038421631,0.0,0.9
2025-11-04,mgm,Brook Lopez,LAC,OKC,AST,,EXPECTED,-120,-110.0,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.48987854251012153,,,,0.0,29.2,1.874875545501709,0.0,0.9
2025-11-04,mgm,Brook Lopez,LAC,OKC,REB,,EXPECTED,-120,-110.0,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.48987854251012153,,,,0.0,29.2,4.987672328948975,0.0,0.9
2025-11-04,mgm,Buddy Hield,GSW,PHX,AST,,EXPECTED,-120,-110.0,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.48987854251012153,,,,0.0,22.4,1.42414128780365,0.0,0.9
2025-11-04,mgm,Buddy Hield,GSW,PHX,REB,,EXPECTED,-120,-110.0,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.48987854251012153,,,,0.0,22.4,2.788796901702881,0.0,0.9
2025-11-04,betrivers,Cason Wallace,OKC,@LAC,AST,,EXPECTED,-113,,0.5305164319248826,,,,,,,0.0,28.8,2.9759304523468018,0.0,0.9
2025-11-04,betrivers,Cason Wallace,OKC,@LAC,REB,,EXPECTED,-109,,0.5215311004784688,,,,,,,0.0,28.8,3.252248764038086,0.0,0.9
2025-11-04,betrivers,Chet Holmgren,OKC,@LAC,AST,,EXPECTED,102,,0.49504950495049505,,,,,,,0.0,28.0,2.066983699798584,0.0,0.9
2025-11-04,betrivers,Chet Holmgren,OKC,@LAC,REB,,EXPECTED,-110,,0.5238095238095238,,,,,,,0.0,28.0,6.258127689361572,0.0,0.9
2025-11-04,caesars,Cole Anthony,MIL,@TOR,AST,,EXPECTED,-112,-121.0,0.5283018867924528,0.5475113122171946,0.49107213713197356,0.5089278628680263,,,,0.0,17.0,2.0720510482788086,0.0,0.9
2025-11-04,hardrock,Cole Anthony,MIL,@TOR,REB,,EXPECTED,-125,-110.0,0.5555555555555556,0.5238095238095238,0.5147058823529411,0.48529411764705876,,,,0.0,17.0,3.5289058685302734,0.0,0.9
2025-11-04,caesars,Collin Gillespie,PHX,@GSW,AST,,EXPECTED,-112,-121.0,0.5283018867924528,0.5475113122171946,0.49107213713197356,0.5089278628680263,,,,0.0,20.0,2.628141164779663,0.0,0.9
2025-11-04,caesars,Collin Gillespie,PHX,@GSW,REB,,EXPECTED,-122,-109.0,0.5495495495495496,0.5215311004784688,0.5130795235028978,0.4869204764971024,,,,0.0,20.0,4.081596851348877,0.0,0.9
2025-11-04,betrivers,Collin Sexton,CHA,@NOP,AST,,EXPECTED,-118,-113.0,0.5412844036697247,0.5305164319248826,0.5050233081498151,0.4949766918501849,,,,0.0,29.8,4.438805103302002,0.0,0.9
2025-11-04,betrivers,Collin Sexton,CHA,@NOP,REB,,EXPECTED,-118,-113.0,0.5412844036697247,0.5305164319248826,0.5050233081498151,0.4949766918501849,,,,0.0,29.8,3.565906524658203,0.0,0.9
2025-11-04,betrivers,Desmond Bane,ORL,@ATL,AST,,EXPECTED,-132,,0.5689655172413793,,,,,,,0.0,34.6,5.030890464782715,0.0,0.9
2025-11-04,betrivers,Desmond Bane,ORL,@ATL,REB,,EXPECTED,-107,,0.5169082125603864,,,,,,,0.0,34.6,5.05172872543335,0.0,0.9
2025-11-04,caesars,Devin Booker,PHX,@GSW,AST,,EXPECTED,-143,105.0,0.588477366255144,0.4878048780487805,0.5467686281824116,0.4532313718175883,,,,0.0,38.2,7.22133731842041,0.0,0.9
2025-11-04,caesars,Devin Booker,PHX,@GSW,REB,,EXPECTED,-113,-120.0,0.5305164319248826,0.5454545454545454,0.49305831019436736,0.5069416898056327,,,,0.0,38.2,3.926661729812622,0.0,0.9
2025-11-04,caesars,Draymond Green,GSW,PHX,AST,,EXPECTED,-127,-107.0,0.5594713656387665,0.5169082125603864,0.519771442128989,0.4802285578710111,,,,0.0,27.8,5.182735919952393,0.0,0.9
2025-11-04,caesars,Draymond Green,GSW,PHX,REB,,EXPECTED,-121,-112.0,0.5475113122171946,0.5283018867924528,0.5089278628680263,0.49107213713197356,,,,0.0,27.8,5.97719144821167,0.0,0.9
2025-11-04,betrivers,Dyson Daniels,ATL,ORL,AST,,EXPECTED,-132,,0.5689655172413793,,,,,,,0.0,31.6,5.209253311157227,0.0,0.9
2025-11-04,betrivers,Dyson Daniels,ATL,ORL,REB,,EXPECTED,-120,,0.5454545454545454,,,,,,,0.0,31.6,6.27103328704834,0.0,0.9
2025-11-04,betrivers,Franz Wagner,ORL,@ATL,AST,,EXPECTED,-115,,0.5348837209302325,,,,,,,0.0,34.8,4.641097068786621,0.0,0.9
2025-11-04,betrivers,Franz Wagner,ORL,@ATL,REB,,EXPECTED,-113,,0.5305164319248826,,,,,,,0.0,34.8,5.744892597198486,0.0,0.9
2025-11-04,betrivers,Giannis Antetokounmpo,MIL,@TOR,AST,,EXPECTED,-103,,0.5073891625615764,,,,,,,0.0,36.4,12.93441104888916,0.0,0.9
2025-11-04,betrivers,Giannis Antetokounmpo,MIL,@TOR,REB,,EXPECTED,-121,,0.5475113122171946,,,,,,,0.0,36.4,11.838988304138184,0.0,0.9
2025-11-04,mgm,Goga Bitadze,ORL,@ATL,AST,,EXPECTED,-135,100.0,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,,,,0.0,14.4,1.673907995223999,0.0,0.9
