Player,Team,Opponent,Market,Line,OverOdds,UnderOdds,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel
Aaron Gordon,DEN,IND,AST,2.5,125,-165,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,29.8,2.6201934784650804,1.9660748629989695,0.5243736443361369,0.47562635566386313
Aaron Gordon,DEN,IND,PTS,16.5,104,-132,0.49019607843137253,0.5689655172413793,0.46281519310564956,0.5371848068943506,29.8,20.69427846670151,6.290374534080595,0.7475427783161036,0.2524572216838964
Aaron Gordon,DEN,IND,REB,5.5,105,-145,0.4878048780487805,0.5918367346938775,0.45182111572153066,0.5481788842784694,29.8,5.269305124878883,2.7609365238890473,0.4667044286832094,0.5332955713167906
Aaron Nesmith,IND,@DEN,AST,1.5,-130,-105,0.5652173913043478,0.5121951219512195,0.5246062992125985,0.4753937007874017,33.2,1.8526353895664216,2.164134503393086,0.5647192199668712,0.43528078003312876
Aaron Nesmith,IND,@DEN,PTS,15.5,-113,-113,0.5305164319248826,0.5305164319248826,0.5,0.5,33.2,13.576239645481111,6.442363650973939,0.3826184533335054,0.6173815466664946
Aaron Nesmith,IND,@DEN,REB,4.5,134,-172,0.42735042735042733,0.6323529411764706,0.40327363302099395,0.596726366979006,33.2,5.153911578655244,3.0334734143056608,0.5853366931933082,0.41466330680669183
Alex Sarr,WAS,DAL,AST,3.5,105,-140,0.4878048780487805,0.5833333333333334,0.4554079696394686,0.5445920303605313,29.2,3.1687566220760344,1.9463193560622072,0.4324305020208856,0.5675694979791144
Alex Sarr,WAS,DAL,PTS,17.5,-105,-125,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,29.2,20.54300329685211,6.209244048872352,0.687960042975162,0.312039957024838
Alex Sarr,WAS,DAL,REB,7.5,-139,105,0.5815899581589958,0.4878048780487805,0.5438496039698445,0.45615039603015556,29.2,9.134806597232819,2.9181699170691937,0.7123340733437523,0.2876659266562477
Andrew Nembhard,IND,@DEN,AST,5.5,115,-155,0.46511627906976744,0.6078431372549019,0.43348916277093075,0.5665108372290693,10.0,0.7152961939573288,0.7142666835807137,1.0509482173404194e-11,0.9999999999894905
Andrew Nembhard,IND,@DEN,PTS,11.5,-110,-120,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,10.0,1.4509491622447968,1.9670237820063619,1.6214066111963632e-07,0.9999998378593389
Andrew Nembhard,IND,@DEN,REB,2.5,112,-150,0.4716981132075472,0.6,0.44014084507042256,0.5598591549295775,10.0,0.5891155079007149,0.9260104466552433,0.019529400073295844,0.9804705999267042
