player,team,opponent,market,line,p_over_model,over_dec,under_dec,ProjMins,ProjMean,ProjSD,POverImp,PUnderImp,POverFair,PUnderFair,p_under_model,p_over_imp,p_under_imp,p_over_fair,p_under_fair,edge_under,EV_under_1u
Reed Sheppard,HOU,@MEM,PTS,7.5,0.1924517177405517,1.819672131147541,1.925925925925926,17.8,4.471087163686753,3.485928265909336,0.5495495495495496,0.5192307692307693,0.5141838223374939,0.485816177662506,0.8075482822594483,0.5495495495495495,0.5192307692307692,0.5141838223374939,0.48581617766250607,0.32173210459694224,0.5552781732404191
Jonathan Kuminga,GSW,@SAC,REB,5.5,0.2503277358230225,1.6493506493506491,2.16,20.2,4.160110372304916,1.989564456018188,0.6062992125984252,0.4629629629629629,0.5670257738988136,0.4329742261011864,0.7496722641769775,0.6062992125984252,0.4629629629629629,0.5670257738988136,0.43297422610118635,0.31669803807579117,0.6192920906222715
De'Andre Hunter,CLE,PHI,PTS,18.5,0.1604796619199511,1.99009900990099,1.7874015748031495,25.0,13.3607417345047,5.1781543680140185,0.5024875621890548,0.5594713656387665,0.4731704296858876,0.5268295703141123,0.8395203380800489,0.5024875621890548,0.5594713656387665,0.47317042968588763,0.5268295703141123,0.31269076776593663,0.5005599743635519
Jake LaRavia,LAL,SAS,AST,2.5,0.1801215216359728,1.9090909090909087,1.8333333333333333,21.2,1.2312336653470992,1.386778297104333,0.5238095238095238,0.5454545454545454,0.4898785425101215,0.5101214574898786,0.8198784783640272,0.523809523809524,0.5454545454545455,0.4898785425101214,0.5101214574898785,0.3097570208741487,0.5031105436673831
Payton Pritchard,BOS,WAS,PTS,16.5,0.2132085436322586,1.819672131147541,1.9615384615384617,27.8,12.12343518137932,5.502775489212175,0.5495495495495496,0.5098039215686274,0.5187593796898449,0.4812406203101549,0.7867914563677414,0.5495495495495495,0.5098039215686274,0.5187593796898449,0.4812406203101551,0.3055508360575863,0.5433217028751851
Ja Morant,MEM,HOU,AST,7.5,0.1732762980414102,1.99009900990099,1.7751937984496124,32.6,5.417620038986207,2.212245019253668,0.5024875621890548,0.5633187772925764,0.4714623506869421,0.528537649313058,0.8267237019585898,0.5024875621890548,0.5633187772925764,0.4714623506869421,0.528537649313058,0.2981860526455318,0.4675947887481944
D'Angelo Russell,DAL,NOP,PTS,15.5,0.2296982784000896,1.819672131147541,1.925925925925926,27.2,11.519941759109496,5.379613918714269,0.5495495495495496,0.5192307692307693,0.5141838223374939,0.485816177662506,0.7703017215999104,0.5495495495495495,0.5192307692307692,0.5141838223374939,0.48581617766250607,0.28448554393740433,0.4835440564146424
Kyshawn George,WAS,@BOS,AST,3.5,0.1910165017274956,1.9523809523809523,1.7692307692307692,20.4,2.280526515841484,1.3950287064463136,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,0.8089834982725044,0.5121951219512195,0.5652173913043479,0.47539370078740156,0.5246062992125985,0.2843771990599059,0.4312784969436615
Jake LaRavia,LAL,SAS,PTS,9.5,0.2061328359094671,1.925925925925926,1.847457627118644,21.2,6.107259500026703,4.137927142518816,0.5192307692307693,0.5412844036697247,0.4896023956080519,0.510397604391948,0.7938671640905329,0.5192307692307692,0.5412844036697247,0.48960239560805185,0.510397604391948,0.2834695596985849,0.4666359472181032
Terance Mann,BKN,@IND,AST,2.5,0.257959398681942,1.7462686567164178,2.03,24.2,1.474073600769043,1.579200410254338,0.5726495726495726,0.4926108374384236,0.5375676850717362,0.4624323149282637,0.742040601318058,0.5726495726495727,0.4926108374384237,0.5375676850717364,0.46243231492826375,0.2796082863897943,0.5063424206756577
Kevon Looney,NOP,@DAL,REB,7.5,0.2802145669735296,1.6756756756756757,2.12,16.4,6.241691994667053,2.161282881318994,0.5967741935483871,0.4716981132075472,0.5585303332383936,0.4414696667616063,0.7197854330264704,0.5967741935483871,0.4716981132075471,0.5585303332383936,0.4414696667616063,0.27831576626486404,0.5259451180161172
Victor Wembanyama,SAS,@LAL,PTS,27.5,0.2112664870530572,1.9433962264150944,1.8333333333333333,33.0,22.07033693790436,6.769861817615325,0.5145631067961165,0.5454545454545454,0.485428809325562,0.5145711906744379,0.7887335129469428,0.5145631067961165,0.5454545454545455,0.4854288093255619,0.5145711906744379,0.2741623222725049,0.44601144040272844
Nic Claxton,BKN,@IND,AST,2.5,0.2873114203420887,1.6666666666666663,2.1,21.4,1.7041150555014608,1.4180419384989549,0.6,0.4761904761904761,0.5575221238938053,0.4424778761061947,0.7126885796579113,0.6000000000000001,0.47619047619047616,0.5575221238938053,0.4424778761061946,0.2702107035517167,0.49664601728161384
Amen Thompson,HOU,@MEM,PTS,18.5,0.1950808612697848,2.02,1.7352941176470589,30.6,13.34562047123909,5.9981786045644805,0.495049504950495,0.576271186440678,0.4620927318295739,0.5379072681704261,0.8049191387302153,0.49504950495049505,0.576271186440678,0.46209273182957394,0.5379072681704261,0.26701187055978914,0.39677144662007946
Tyrese Martin,BKN,@IND,AST,3.5,0.2515433823779689,1.8333333333333333,1.925925925925926,22.2,2.4919976413249967,1.505288027564588,0.5454545454545454,0.5192307692307693,0.5123152709359606,0.4876847290640395,0.7484566176220311,0.5454545454545455,0.5192307692307692,0.5123152709359607,0.48768472906403937,0.2607718885579917,0.44147200430909694
Jaylen Brown,BOS,WAS,AST,4.5,0.2839046067406444,1.7352941176470589,2.02,27.4,3.4477851331233977,1.8418518394390195,0.576271186440678,0.495049504950495,0.5379072681704261,0.4620927318295739,0.7160953932593557,0.576271186440678,0.49504950495049505,0.5379072681704261,0.46209273182957394,0.25400266142978173,0.4465126943838985
Max Christie,DAL,NOP,AST,2.5,0.3127554259120175,1.6849315068493151,2.12,27.8,1.618193893134594,1.8067759256675568,0.5934959349593496,0.4716981132075472,0.5571716589861752,0.4428283410138249,0.6872445740879825,0.5934959349593496,0.4716981132075471,0.5571716589861752,0.4428283410138249,0.24441623307415755,0.4569584970665229
Draymond Green,GSW,@SAC,AST,5.5,0.2876592334828923,1.7751937984496124,1.99009900990099,27.8,4.429308837652207,1.911143055082735,0.5633187772925764,0.5024875621890548,0.528537649313058,0.4714623506869421,0.7123407665171078,0.5633187772925764,0.5024875621890548,0.528537649313058,0.4714623506869421,0.24087841583016567,0.4176286541578085
Cam Thomas,BKN,@IND,PTS,23.5,0.2883220673760884,1.7692307692307692,1.9803921568627447,27.0,20.18497520685196,5.937783826936427,0.5652173913043478,0.504950495049505,0.5281576830249397,0.4718423169750604,0.7116779326239115,0.5652173913043479,0.5049504950495051,0.5281576830249396,0.4718423169750603,0.23983561564885125,0.40940139598068725
Keyonte George,UTA,@DET,PTS,19.5,0.2743710520705191,1.847457627118644,1.8928571428571428,31.4,15.764947772026062,6.228760778468112,0.5412844036697247,0.5283018867924528,0.5060689431946916,0.4939310568053083,0.7256289479294808,0.5412844036697247,0.5283018867924528,0.5060689431946916,0.4939310568053083,0.23169789112417255,0.3735119371522315
Jonathan Kuminga,GSW,@SAC,AST,3.5,0.1623451155332576,2.4,1.5319148936170213,20.2,2.1456698760390283,1.3751424676699722,0.4166666666666667,0.6527777777777778,0.3896103896103896,0.6103896103896104,0.8376548844667424,0.4166666666666667,0.6527777777777778,0.38961038961038963,0.6103896103896104,0.22726527407713204,0.28321599322564794
Isaiah Hartenstein,OKC,@POR,REB,9.5,0.2596265018680452,1.925925925925926,1.819672131147541,23.0,7.890324175357819,2.4975679628196974,0.5192307692307693,0.5495495495495496,0.485816177662506,0.5141838223374939,0.7403734981319547,0.5192307692307692,0.5495495495495495,0.48581617766250607,0.5141838223374939,0.2261896757944608,0.347237021190934
Lauri Markkanen,UTA,@DET,REB,6.5,0.2645300194840388,1.925925925925926,1.8333333333333333,26.8,4.9268003582954405,2.4993578855372447,0.5192307692307693,0.5454545454545454,0.4876847290640395,0.5123152709359606,0.7354699805159612,0.5192307692307692,0.5454545454545455,0.48768472906403937,0.5123152709359607,0.2231547095800005,0.34836163094592887
Sam Merrill,CLE,PHI,PTS,9.5,0.2734893921930372,1.8771929824561404,1.847457627118644,21.4,6.9574998021125785,4.221364139991612,0.5327102803738317,0.5412844036697247,0.496008302730321,0.5039916972696792,0.7265106078069627,0.5327102803738317,0.5412844036697247,0.496008302730321,0.5039916972696792,0.22251891053728357,0.3421975635755752
Marcus Smart,LAL,SAS,PTS,8.5,0.2551779527716065,1.9615384615384617,1.78125,15.4,6.295884042978287,3.348277113376545,0.5098039215686274,0.5614035087719298,0.4759152215799614,0.5240847784200385,0.7448220472283935,0.5098039215686274,0.5614035087719298,0.47591522157996147,0.5240847784200385,0.22073726880835498,0.326714271625576
P.J. Washington,DAL,NOP,REB,8.5,0.2263818518124094,2.1,1.6849315068493151,30.8,6.348330754041672,2.865776297958717,0.4761904761904761,0.5934959349593496,0.4451682953311618,0.5548317046688382,0.7736181481875906,0.47619047619047616,0.5934959349593496,0.4451682953311618,0.5548317046688382,0.21878644351875232,0.3034935921516937
Cade Cunningham,DET,UTA,AST,9.5,0.319702559518053,1.7352941176470589,2.0,34.0,8.36567011475563,2.421036390919994,0.576271186440678,0.5,0.5354330708661418,0.4645669291338583,0.6802974404819471,0.576271186440678,0.5,0.5354330708661418,0.4645669291338583,0.2157305113480888,0.36059488096389414
Dean Wade,CLE,PHI,PTS,6.5,0.2456069079425902,2.04,1.7246376811594204,18.4,4.051580512523651,3.5567872206779203,0.4901960784313725,0.5798319327731093,0.4581151832460733,0.5418848167539267,0.7543930920574098,0.49019607843137253,0.5798319327731092,0.4581151832460733,0.5418848167539266,0.21250827530348315,0.3010547529685764
Aaron Nesmith,IND,BKN,PTS,16.5,0.2684450785891155,1.9433962264150944,1.8,27.0,13.141600012779236,5.438506429000859,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.7315549214108845,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.2124016956044329,0.3167988585395921
Jake LaRavia,LAL,SAS,REB,4.5,0.2366076962117028,2.08,1.6944444444444444,21.2,3.081951862573624,1.9770426539197068,0.4807692307692308,0.5901639344262295,0.4489255225198704,0.5510744774801295,0.7633923037882973,0.4807692307692307,0.5901639344262295,0.4489255225198705,0.5510744774801296,0.21231782630816765,0.2935258480857259
Victor Wembanyama,SAS,@LAL,REB,12.5,0.3351776617406006,1.7246376811594204,2.04,33.0,11.116168588399889,3.251022224717192,0.5798319327731093,0.4901960784313725,0.5418848167539267,0.4581151832460733,0.6648223382593994,0.5798319327731092,0.49019607843137253,0.5418848167539266,0.4581151832460733,0.2067071550133261,0.3562375700491748
Jrue Holiday,POR,OKC,PTS,14.5,0.3234146484594542,1.7692307692307692,1.9803921568627447,32.2,11.659470462799073,6.199709241965129,0.5652173913043478,0.504950495049505,0.5281576830249397,0.4718423169750604,0.6765853515405458,0.5652173913043479,0.5049504950495051,0.5281576830249396,0.4718423169750603,0.20474303456548548,0.3399043236391198
Taylor Hendricks,UTA,@DET,PTS,6.5,0.2550843179654918,2.04,1.7246376811594204,25.25,3.374180641025305,4.746336757584527,0.4901960784313725,0.5798319327731093,0.4581151832460733,0.5418848167539267,0.7449156820345082,0.49019607843137253,0.5798319327731092,0.4581151832460733,0.5418848167539266,0.20303086528058156,0.28470965452328234
Jonas Valanciunas,DEN,MIA,REB,4.5,0.2796246456471005,1.9433962264150944,1.8,11.2,3.5329967498779293,1.6559496167372405,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.7203753543528995,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.20122212854644783,0.296675637835219
Donte DiVincenzo,MIN,@NYK,AST,3.5,0.3621170042746381,1.6493506493506491,2.1,23.0,2.944110155105591,1.575625425486131,0.6062992125984252,0.4761904761904761,0.5600969864911673,0.4399030135088327,0.6378829957253619,0.6062992125984252,0.47619047619047616,0.5600969864911673,0.4399030135088327,0.19797998221652918,0.33955429102326007
Duncan Robinson,DET,UTA,PTS,12.5,0.2679862652787439,2.02,1.7352941176470589,21.0,9.788272261619568,4.381423777428037,0.495049504950495,0.576271186440678,0.4620927318295739,0.5379072681704261,0.7320137347212561,0.49504950495049505,0.576271186440678,0.46209273182957394,0.5379072681704261,0.19410646655082997,0.27025912789865025
Isaiah Jackson,IND,BKN,REB,6.5,0.251161747653932,2.12,1.6756756756756757,17.0,5.173908770084381,1.9767670895277505,0.4716981132075472,0.5967741935483871,0.4414696667616063,0.5585303332383936,0.7488382523460679,0.4716981132075471,0.5967741935483871,0.4414696667616063,0.5585303332383936,0.1903079191076743,0.25481004447178945
Jalen Brunson,NYK,MIN,PTS,26.5,0.3266890028589275,1.8771929824561404,1.8928571428571428,35.8,23.2586278796196,7.217895982496101,0.5327102803738317,0.5283018867924528,0.5020774472328402,0.4979225527671597,0.6733109971410725,0.5327102803738317,0.5283018867924528,0.5020774472328402,0.4979225527671597,0.17538844437391277,0.27448153030274425
Amen Thompson,HOU,@MEM,AST,5.5,0.3268143476998104,1.8771929824561404,1.8771929824561404,30.6,4.572043409943581,2.067976407395596,0.5327102803738317,0.5327102803738317,0.5,0.5,0.6731856523001896,0.5327102803738317,0.5327102803738317,0.5,0.5,0.17318565230018956,0.2636993823880752
Max Christie,DAL,NOP,PTS,11.5,0.3298275925391387,1.8771929824561404,1.8771929824561404,27.8,9.135366368293765,5.369416830440353,0.5327102803738317,0.5327102803738317,0.5,0.5,0.6701724074608613,0.5327102803738317,0.5327102803738317,0.5,0.5,0.17017240746086126,0.25804294032126596
Duncan Robinson,DET,UTA,REB,3.5,0.2295122252219694,2.34,1.5555555555555556,21.0,2.0865952894091606,1.9088347904800047,0.4273504273504273,0.6428571428571429,0.3993154592127781,0.600684540787222,0.7704877747780305,0.4273504273504274,0.6428571428571428,0.3993154592127781,0.6006845407872219,0.16980323399080866,0.1985365385436031
Julian Champagnie,SAS,@LAL,REB,4.5,0.3913610229285854,1.6849315068493151,2.12,25.6,3.8500331878662113,2.356886481865255,0.5934959349593496,0.4716981132075472,0.5571716589861752,0.4428283410138249,0.6086389770714147,0.5934959349593496,0.4716981132075471,0.5571716589861752,0.4428283410138249,0.16581063605758978,0.29031463139139924
Julius Randle,MIN,@NYK,PTS,20.5,0.3504575861302552,1.8264462809917357,1.8928571428571428,32.0,18.032339096069336,6.424771880013226,0.5475113122171946,0.5283018867924528,0.5089278628680263,0.4910721371319735,0.6495424138697448,0.5475113122171945,0.5283018867924528,0.5089278628680263,0.4910721371319737,0.1584702767377711,0.22949099768201686
Tyrese Martin,BKN,@IND,PTS,10.5,0.328070062065051,1.925925925925926,1.819672131147541,22.2,8.520322287082672,4.446230283301364,0.5192307692307693,0.5495495495495496,0.485816177662506,0.5141838223374939,0.671929937934949,0.5192307692307692,0.5495495495495495,0.48581617766250607,0.5141838223374939,0.1577461155974551,0.22269218214392372
Josh Okogie,HOU,@MEM,REB,3.5,0.289976231846679,2.1,1.6849315068493151,16.4,2.6137699902057645,1.6012708534166564,0.4761904761904761,0.5934959349593496,0.4451682953311618,0.5548317046688382,0.710023768153321,0.47619047619047616,0.5934959349593496,0.4451682953311618,0.5548317046688382,0.15519206348448278,0.19634141757340395
Evan Mobley,CLE,PHI,PTS,19.5,0.3665642120587963,1.8,1.9433962264150944,33.2,17.259724998474123,6.570357233868329,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,0.6334357879412037,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,0.15258901374765532,0.2310167199612072
Donte DiVincenzo,MIN,@NYK,PTS,13.5,0.3533007007186935,1.8928571428571428,1.847457627118644,23.0,11.695074558258057,4.79492135034076,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,0.6466992992813065,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,0.1406303560866149,0.19474955290953244
Jaden McDaniels,MIN,@NYK,PTS,14.5,0.3364014716442628,2.0,1.78125,29.4,12.070817452669145,5.752209322282877,0.5,0.5614035087719298,0.4710743801652893,0.5289256198347108,0.6635985283557372,0.5,0.5614035087719298,0.4710743801652893,0.5289256198347108,0.13467290852102642,0.18203487863365686
Josh Okogie,HOU,@MEM,PTS,8.5,0.346827936130609,1.9433962264150944,1.8,16.4,7.097665762901306,3.5601398022931257,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.653172063869391,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.13401883806293935,0.17570971496490373
Tari Eason,HOU,@MEM,PTS,12.5,0.3616139472117019,1.8928571428571428,1.8264462809917357,22.2,10.861956793069838,4.625305613977789,0.5283018867924528,0.5475113122171946,0.4910721371319735,0.5089278628680263,0.6383860527882981,0.5283018867924528,0.5475113122171945,0.4910721371319737,0.5089278628680263,0.1294581899202718,0.16597783195218085
Pascal Siakam,IND,BKN,REB,7.5,0.3325746843949521,2.0,1.7092198581560285,30.0,6.286936551332474,2.8027314110399857,0.5,0.5850622406639004,0.4608030592734225,0.5391969407265774,0.6674253156050479,0.5,0.5850622406639003,0.4608030592734226,0.5391969407265774,0.1282283748784705,0.14077660326820257
Jordan Poole,NOP,@DAL,AST,3.5,0.4155191934043519,1.72992700729927,2.06,25.0,3.1385499984025955,1.6940058124420074,0.5780590717299579,0.4854368932038835,0.5435460883633142,0.4564539116366858,0.5844808065956482,0.5780590717299579,0.4854368932038835,0.5435460883633142,0.4564539116366858,0.12802689495896236,0.2040304615870352
Chet Holmgren,OKC,@POR,REB,8.5,0.3217352006522846,2.08,1.6944444444444444,28.0,7.245244264602661,2.710921701195808,0.4807692307692308,0.5901639344262295,0.4489255225198704,0.5510744774801295,0.6782647993477153,0.4807692307692307,0.5901639344262295,0.4489255225198705,0.5510744774801296,0.12719032186758572,0.1492820211169621
Payton Pritchard,BOS,WAS,REB,4.5,0.3840131453563137,1.847457627118644,1.9090909090909087,27.8,3.753704792261124,2.5301781584905103,0.5412844036697247,0.5238095238095238,0.5082034454470877,0.4917965545529122,0.6159868546436863,0.5412844036697247,0.523809523809524,0.5082034454470877,0.4917965545529124,0.12419030009077392,0.17597490431976448
Marcus Smart,LAL,SAS,REB,2.5,0.321786161151002,2.1,1.6849315068493151,15.4,1.8272141963243484,1.454012127407403,0.4761904761904761,0.5934959349593496,0.4451682953311618,0.5548317046688382,0.678213838848998,0.47619047619047616,0.5934959349593496,0.4451682953311618,0.5548317046688382,0.12338213418015975,0.1427438654579008
Svi Mykhailiuk,UTA,@DET,REB,2.5,0.4344090764500424,1.6849315068493151,2.12,20.6,2.1893487945199013,1.8809121801213085,0.5934959349593496,0.4716981132075472,0.5571716589861752,0.4428283410138249,0.5655909235499577,0.5934959349593496,0.4716981132075471,0.5571716589861752,0.4428283410138249,0.12276258253613276,0.19905275792591026
Kevin Durant,HOU,@MEM,PTS,25.5,0.3991883911537393,1.8064516129032255,1.970873786407767,35.2,23.673110389709475,7.151696840091696,0.5535714285714286,0.5073891625615764,0.5217643644805572,0.4782356355194428,0.6008116088462607,0.5535714285714286,0.5073891625615764,0.5217643644805572,0.47823563551944287,0.12257597332681786,0.18412385044457213
D'Angelo Russell,DAL,NOP,AST,5.5,0.3519493417379311,1.9803921568627447,1.7874015748031495,27.2,4.7776727199554445,1.900546396069544,0.504950495049505,0.5594713656387665,0.4743894443533846,0.5256105556466153,0.6480506582620689,0.5049504950495051,0.5594713656387665,0.47438944435338476,0.5256105556466153,0.12244010261545357,0.15832676712983962
Jarrett Allen,CLE,PHI,PTS,12.5,0.3708977674832453,1.925925925925926,1.847457627118644,25.0,10.849415510892868,5.009718039772179,0.5192307692307693,0.5412844036697247,0.4896023956080519,0.510397604391948,0.6291022325167547,0.5192307692307692,0.5412844036697247,0.48960239560805185,0.510397604391948,0.11870462812480664,0.1622397177004451
Daniel Gafford,DAL,NOP,REB,6.5,0.3599210249836975,1.9433962264150944,1.7751937984496124,18.6,5.747141969203949,2.099027643714192,0.5145631067961165,0.5633187772925764,0.4773835745752045,0.5226164254247954,0.6400789750163025,0.5145631067961165,0.5633187772925764,0.4773835745752045,0.5226164254247954,0.11746254959150715,0.13626422696692464
Aaron Wiggins,OKC,@POR,PTS,13.5,0.4163434405293293,1.7575757575757576,2.0,24.0,12.447672843933104,4.981269688071563,0.5689655172413793,0.5,0.532258064516129,0.4677419354838709,0.5836565594706706,0.5689655172413793,0.5,0.532258064516129,0.4677419354838709,0.11591462398679975,0.16731311894134127
Nic Claxton,BKN,@IND,PTS,10.5,0.3479733556406905,2.04,1.7518796992481205,21.4,8.79934297800064,4.351757049200723,0.4901960784313725,0.5708154506437768,0.4620082487309644,0.5379917512690355,0.6520266443593095,0.49019607843137253,0.5708154506437768,0.4620082487309644,0.5379917512690355,0.11403489309027393,0.1422722416219483
