game_id,team_home,team_away,sim_home_win_prob,sim_avg_home_pts,sim_avg_away_pts,sim_avg_total,sim_avg_margin
2025-11-20_MEM_SAC,MEM,SAC,0.4642,100.31782588321884,101.78613054767722,202.10395643089603,-1.4683046644583684
2025-11-20_MIL_PHI,MIL,PHI,0.5156,109.73256253295145,108.93296824158242,218.66553077453383,0.799594291369016
2025-11-20_ORL_LAC,ORL,LAC,0.7018,119.30067709678598,110.24081550973627,229.54149260652224,9.059861587049713
2025-11-20_SAS_ATL,SAS,ATL,0.401,111.32387014162497,115.80547248800289,227.12934262962787,-4.481602346377926
