game_date,book,player,team,opponent,market,line,over_dec,under_dec,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,p_over_price,edge_vs_price,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-25,mgm,Bogdan Bogdanovic,LAC,@LAL,AST,2.5,2.4,1.526315789473684,0.4166666666666667,0.6551724137931034,0.38873994638069703,0.6112600536193029,0.9724600765775009,0.5837201301968038,1.333904183786002,0.25,0.4166666666666667,0.5557934099108341,29.2,6.571724617481231,2.1226291970639957,0.7
2025-11-25,betrivers,Kristaps Porzingis,ATL,@WAS,AST,3.5,2.25,1.5988023952095807,0.4444444444444444,0.6254681647940075,0.41540256709451573,0.5845974329054843,0.8944259137845876,0.47902334669007185,1.012458306015322,0.25,0.4444444444444444,0.44998146934014316,26.8,5.975593841075898,1.9798185735464455,0.7
2025-11-25,betrivers,Marcus Smart,LAL,LAC,AST,1.5,2.23,1.606060606060606,0.4484304932735426,0.6226415094339622,0.4186744608578877,0.5813255391421123,0.7228518851970225,0.3041774243391348,0.6119597039893602,0.25,0.4484304932735426,0.27442139192347986,27.4,2.5801999315619466,1.8267151517214681,0.7
2025-11-25,mgm,Brook Lopez,LAC,@LAL,AST,0.5,2.15,1.6451612903225805,0.46511627906976744,0.6078431372549019,0.43348916277093075,0.5665108372290693,0.7248334470431956,0.2913442842722649,0.5583919111428706,0.25,0.46511627906976744,0.2597171679734282,13.72,1.067970529794693,0.9509585986564016,0.7
2025-11-25,betrivers,Kyshawn George,WAS,ATL,AST,4.5,2.1799999999999997,1.6289308176100628,0.45871559633027525,0.6138996138996139,0.42766090948119284,0.5723390905188072,0.6811435476506528,0.25348263816945993,0.484892933878423,0.25,0.4587155963302753,0.22242795132037746,32.6,5.55446560382843,2.239260939422264,0.7
2025-11-25,fanduel,Desmond Bane,ORL,@PHI,AST,4.5,1.8849557522123894,1.8849557522123894,0.5305164319248826,0.5305164319248826,0.5,0.5,0.7309203277354988,0.23092032773549875,0.3777524761739932,0.25,0.5305164319248826,0.20040389581061613,35.88,6.001256938576699,2.4386937441550494,0.7
2025-11-25,mgm,Gabe Vincent,LAL,LAC,AST,0.5,1.8695652173913042,1.8695652173913042,0.5348837209302325,0.5348837209302325,0.5,0.5,0.7259275506863015,0.22592755068630155,0.3571688991091725,0.25,0.5348837209302326,0.19104382975606893,22.0,1.3742401823401451,1.4557512858506534,0.7
2025-11-25,mgm,Jake LaRavia,LAL,LAC,AST,1.5,2.6,1.4545454545454546,0.38461538461538464,0.6875,0.3587443946188341,0.641255605381166,0.5810615601836954,0.22231716556486125,0.510760056477608,0.25,0.3846153846153846,0.1964461755683108,26.4,1.8567381978034971,1.743503651609178,0.7
2025-11-25,fanduel,Franz Wagner,ORL,@PHI,AST,4.5,2.1,1.7142857142857144,0.47619047619047616,0.5833333333333334,0.449438202247191,0.550561797752809,0.6661895858756148,0.21675138362842383,0.39899813033879117,0.25,0.47619047619047616,0.18999910968513867,35.4,5.528722742199897,2.3956344976695227,0.7
2025-11-25,mgm,Zaccharie Risacher,ATL,@WAS,AST,1.5,2.1,1.6666666666666665,0.47619047619047616,0.6,0.4424778761061947,0.5575221238938053,0.6277327965449974,0.18525492043880265,0.31823887274449447,0.25,0.47619047619047616,0.1515423203545212,22.08,1.9841731166839598,1.485856563690978,0.7
