game_date,book,player,team,opponent,market,line,over_dec,under_dec,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,p_over_price,edge_vs_price,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-26,draftkings,Dennis Schroder,SAC,PHX,AST,4.5,2.01,1.7518796992481203,0.4975124378109453,0.5708154506437768,0.46569264285571527,0.5343073571442848,0.9406797114897771,0.47498706863406187,0.890766220094452,0.25,0.49751243781094534,0.4431672736788318,27.6,7.874961519241333,2.162736682401262,0.7
2025-11-26,draftkings,Alperen Sengun,HOU,@GSW,AST,6.5,1.9523809523809523,1.8,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,0.9154562258216004,0.43576079434951914,0.7873192980326482,0.25,0.5121951219512195,0.40326110387038083,36.239999999999995,10.129577093124388,2.6394206119339354,0.7
2025-11-26,draftkings,Anfernee Simons,BOS,DET,AST,2.5,2.02,1.7407407407407407,0.49504950495049505,0.574468085106383,0.4628717746700807,0.5371282253299192,0.8463373891440873,0.38346561447400657,0.7096015260710563,0.25,0.49504950495049505,0.35128788419359225,23.8,4.260977864265442,1.7250103448000047,0.7
2025-11-26,fanduel,Jaylen Brown,BOS,DET,AST,4.5,2.34,1.5555555555555556,0.42735042735042733,0.6428571428571429,0.3993154592127781,0.600684540787222,0.7693559384615801,0.370040479248802,0.8002928960000976,0.25,0.4273504273504274,0.34200551111115274,32.6,6.172639784216881,2.2703644772178717,0.7
2025-11-26,fanduel,Derrick White,BOS,DET,AST,5.5,2.3,1.5747126436781609,0.43478260869565216,0.635036496350365,0.4064075941857016,0.5935924058142985,0.7670525996860902,0.3606450055003886,0.7642209792780075,0.25,0.4347826086956522,0.33226999099043797,33.2,7.213623291254044,2.3500860272734263,0.7
2025-11-26,draftkings,Josh Hart,NYK,@CHA,AST,4.5,2.1,1.6896551724137931,0.47619047619047616,0.5918367346938775,0.4458598726114649,0.554140127388535,0.7860443886282187,0.34018451601675376,0.6506932161192593,0.25,0.47619047619047616,0.3098539124377425,32.6,6.3046460300683975,2.276377292222356,0.7
2025-11-26,fanduel,LaMelo Ball,CHA,NYK,AST,7.5,2.2,1.625,0.45454545454545453,0.6153846153846154,0.4248366013071895,0.5751633986928104,0.7438689231894409,0.3190323218822514,0.6365116310167699,0.25,0.45454545454545453,0.28932346864398634,30.2,9.031018489599228,2.336293668469713,0.7
2025-11-26,fanduel,Payton Pritchard,BOS,DET,AST,4.5,1.9615384615384617,1.78125,0.5098039215686274,0.5614035087719298,0.47591522157996147,0.5240847784200385,0.7894903971344409,0.31357517555447945,0.5486157789944802,0.25,0.5098039215686274,0.2796864755658135,32.8,6.341438233852386,2.2884837173375883,0.7
2025-11-26,fanduel,Giannis Antetokounmpo,MIL,@MIA,AST,5.5,1.7352941176470589,2.02,0.576271186440678,0.49504950495049505,0.5379072681704261,0.46209273182957394,0.850715897419513,0.3128086292490869,0.47624229258091977,0.25,0.576271186440678,0.27444471097883505,32.56,7.951821750402451,2.3586350989505376,0.7
2025-11-26,fanduel,Andrew Wiggins,MIA,MIL,AST,2.5,2.54,1.4761904761904763,0.3937007874015748,0.6774193548387096,0.3675598766895898,0.6324401233104102,0.6200662720438199,0.25250639535423014,0.5749683309913026,0.25,0.39370078740157477,0.22636548464224515,34.4,3.1961672782897947,2.2776255165205055,0.7
2025-11-26,caesars,Stephen Curry,GSW,HOU,AST,3.5,1.6289308176100628,2.1799999999999997,0.6138996138996139,0.45871559633027525,0.5723390905188072,0.42766090948119284,0.8062475919137886,0.23390850139498143,0.31332154909227194,0.25,0.613899613899614,0.19234797801417458,33.2,5.464497369527817,2.273325880764237,0.7
2025-11-26,draftkings,Karl-Anthony Towns,NYK,@CHA,AST,2.5,1.6802721088435373,2.12,0.5951417004048583,0.4716981132075472,0.5578547902047831,0.44214520979521704,0.7746446921857773,0.21678990198099413,0.3016138705434488,0.25,0.5951417004048584,0.17950299178091889,35.24,4.2758755871653555,2.354551772502353,0.7
2025-11-26,draftkings,Ausar Thompson,DET,@BOS,AST,2.5,2.41,1.5319148936170213,0.4149377593360996,0.6527777777777778,0.3886220111189076,0.6113779888810925,0.6004510506798535,0.2118290395609459,0.4470870321384469,0.25,0.41493775933609955,0.18551329134375394,29.479999999999997,3.0013886961340903,1.969978817675551,0.7
2025-11-26,draftkings,Jalen Duren,DET,@BOS,AST,2.5,2.49,1.5025125628140703,0.40160642570281124,0.6655518394648829,0.37633258234635186,0.6236674176536482,0.5819276636160378,0.2055950812696859,0.44899988240393407,0.25,0.4016064257028112,0.18032123791322657,30.36,2.918026534616947,2.0211373165404014,0.7
2025-11-26,draftkings,Saddiq Bey,NOP,MEM,AST,2.5,2.1,1.6849315068493151,0.47619047619047616,0.5934959349593496,0.4451682953311618,0.5548317046688382,0.6355236935014323,0.19035539817027053,0.334599756353008,0.25,0.47619047619047616,0.15933321731095618,26.2,3.117011833190918,1.7805996458851656,0.7
2025-11-26,fanduel,Derik Queen,NOP,MEM,AST,4.5,1.8771929824561404,1.8771929824561404,0.5327102803738317,0.5327102803738317,0.5,0.5,0.6812441110354427,0.1812441110354427,0.2788266645753047,0.25,0.5327102803738317,0.14853383066161097,29.0,5.466236889362335,2.050672095608974,0.7
