game_date,book,player,team,opponent,market,line,over_dec,under_dec,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-19,mgm,Moussa Diabate,CHA,@IND,AST,0.5,1.606060606060606,2.25,0.6226415094339622,0.4444444444444444,0.5834970530451867,0.4165029469548134,0.9454267587267013,0.3619297056815146,0.5184126731065204,0.25,19.502636659654783,2.7424745840273737,1.3997608045382155,0.7
2025-11-19,fanduel,Nikola Vucevic,CHI,@POR,AST,3.5,2.46,1.5050505050505052,0.4065040650406504,0.6644295302013423,0.37957915116930757,0.6204208488306925,0.5313893577595843,0.15181020659027672,0.30721782008857734,0.21042316444423106,27.075221077914044,3.6457396259847186,1.8503608970520615,0.7
2025-11-19,mgm,Mitchell Robinson,NYK,@DAL,AST,0.5,1.9090909090909092,1.8333333333333335,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.6397127734164536,0.14983423090633208,0.22126984015868412,0.24339682417455252,12.875378697620585,0.8143836943803034,0.878924989110332,0.7
2025-11-19,mgm,Drew Eubanks,SAC,@OKC,AST,0.5,2.15,1.6451612903225805,0.46511627906976744,0.6078431372549019,0.43348916277093075,0.5665108372290693,0.5429974957728751,0.1095083330019444,0.16744461591168147,0.14560401383624486,12.810621484190312,0.5924305472623654,0.8559314789008206,0.7
2025-11-19,mgm,Gradey Dick,TOR,@PHI,AST,0.5,1.7692307692307692,1.9523809523809523,0.5652173913043478,0.5121951219512195,0.5246062992125985,0.4753937007874017,0.6152748690415574,0.09066856982895888,0.08856322984275539,0.11513219879558179,16.263468184590362,0.8162701607332115,1.0790739592476941,0.7
2025-11-19,mgm,Matas Buzelis,CHI,@POR,AST,1.5,2.6,1.4545454545454546,0.38461538461538464,0.6875,0.3587443946188341,0.641255605381166,0.4289035386398359,0.07015914402100176,0.11514920046357335,0.07196825028973328,25.39830415954001,1.2017590239811613,1.6646036474724888,0.7
2025-11-19,mgm,Isaac Okoro,CHI,@POR,AST,1.5,2.2,1.625,0.45454545454545453,0.6153846153846154,0.4248366013071895,0.5751633986928104,0.4922566067388999,0.06742000543171045,0.08296453482557986,0.0691371123546499,20.472360711816297,1.4734839810012856,1.3660286217547948,0.7
2025-11-19,mgm,Ryan Kalkbrenner,CHA,@IND,AST,0.5,1.9090909090909092,1.8333333333333335,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.5557775664143143,0.06589902390419278,0.06102989951823634,0.06713288947005998,17.92582773823589,0.6650748927665437,1.1768176565561814,0.7
2025-11-19,mgm,De'Andre Hunter,CLE,HOU,AST,2.5,2.05,1.6896551724137931,0.4878048780487805,0.5918367346938775,0.45182111572153066,0.5481788842784694,0.5053762194361255,0.053555103714594876,0.03602124984405741,0.03430595223243552,22.85356303837118,2.5209912544316206,1.5576085630193404,0.7
2025-11-19,mgm,Josh Okogie,HOU,@CLE,AST,1.5,2.3,1.5714285714285714,0.43478260869565216,0.6363636363636364,0.4059040590405904,0.5940959409594095,0.44616113376317923,0.040257074722588826,0.026170607655312206,0.02013123665793238,21.57770429853566,1.3068400445162376,1.4269427134944626,0.7
