Player,Team,Opponent,Market,Line,OverOdds,UnderOdds,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel
AJ Green,MIL,@WAS,AST,2.5,150,-200,0.4,0.6666666666666666,0.375,0.625,31.119999999999997,1.9281510472297667,2.0464952518492643,0.3899580282871006,0.6100419717128994
AJ Green,MIL,@WAS,PTS,10.5,-108,-122,0.5192307692307693,0.5495495495495496,0.48581617766250607,0.5141838223374939,31.119999999999997,12.21634215593338,6.087627197648461,0.611005023540009,0.38899497645999104
AJ Green,MIL,@WAS,REB,2.5,-135,100,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,31.119999999999997,4.83954797387123,2.8745347325803516,0.7921453075164486,0.20785469248355137
Aaron Holiday,HOU,@UTA,AST,2.5,125,-165,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,19.72,2.486340627670288,1.3910269026093203,0.4960825965607534,0.5039174034392466
Aaron Holiday,HOU,@UTA,PTS,10.5,102,-136,0.49504950495049505,0.576271186440678,0.46209273182957394,0.5379072681704261,19.72,12.616562387943267,4.583657227802278,0.6778742841808976,0.32212571581910243
Aaron Holiday,HOU,@UTA,REB,1.5,-110,-120,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,19.72,1.7528120893239973,1.8127362025507938,0.5554583902745631,0.4445416097254369
Ace Bailey,UTA,HOU,AST,1.5,-145,110,0.5918367346938775,0.47619047619047616,0.554140127388535,0.4458598726114649,24.4,1.8146461009979247,1.6219154368135247,0.5769107329435854,0.4230892670564146
Ace Bailey,UTA,HOU,PTS,11.5,100,-135,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,24.4,10.119175243377684,4.913766773572874,0.3893508064730645,0.6106491935269355
Ace Bailey,UTA,HOU,REB,3.5,-145,110,0.5918367346938775,0.47619047619047616,0.554140127388535,0.4458598726114649,24.4,3.258389562368393,2.2653891993961786,0.45753215563226957,0.5424678443677304
Alex Sarr,WAS,MIL,AST,2.5,-161,122,0.6168582375478927,0.45045045045045046,0.5779567284369846,0.42204327156301547,31.6,2.4427027493715285,2.0866048519122007,0.4890465971551472,0.5109534028448528
Alex Sarr,WAS,MIL,PTS,19.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,31.6,17.01616714000702,6.365801822250025,0.34820031327630896,0.651799686723691
Alex Sarr,WAS,MIL,REB,8.5,100,-135,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,31.6,9.36449055671692,3.1030777588363074,0.6097207660785742,0.3902792339214258
Alperen Sengun,HOU,@UTA,AST,6.5,109,-145,0.4784688995215311,0.5918367346938775,0.44703950369491835,0.5529604963050816,36.72,8.969147247076034,2.605612358775273,0.8283401776198183,0.17165982238018174
Alperen Sengun,HOU,@UTA,PTS,21.5,-105,-130,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,36.72,39.87623783111572,8.283408791582087,0.9867375457147597,0.01326245428524031
