Player,Team,Opponent,Market,Line,OverOdds_American,UnderOdds_American,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel,OverDecimal,UnderDecimal
Ace Bailey,UTA,@LAL,AST,1.5,-105,-130.0,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,19.19942083195077,1.4758402035968563,1.2897518120783005,0.4925273990401227,0.5074726009598772,1.9523809523809523,1.7692307692307692
Ace Bailey,UTA,@LAL,PTS,12.5,-102,-130.0,0.504950495049505,0.5652173913043478,0.4718423169750604,0.5281576830249397,19.19942083195077,7.870999174540063,3.992856300299872,0.1231627505019776,0.8768372494980223,1.9803921568627452,1.7692307692307692
Ace Bailey,UTA,@LAL,REB,3.5,-152,114.0,0.6031746031746031,0.4672897196261682,0.563470066518847,0.436529933481153,19.19942083195077,3.259994680678473,1.863553253012256,0.4487622710376672,0.5512377289623328,1.6578947368421053,2.1399999999999997
Al Horford,GSW,@ORL,AST,1.5,-135,100.0,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,18.186254575030503,1.641406092085263,1.2420558126157208,0.5453210228442331,0.4546789771557669,1.7407407407407407,2.0
Al Horford,GSW,@ORL,PTS,5.5,-103,-124.0,0.5073891625615764,0.5535714285714286,0.4782356355194428,0.5217643644805572,18.186254575030503,5.167161455577155,3.6150543386365226,0.4633211578527396,0.5366788421472604,1.970873786407767,1.8064516129032258
Al Horford,GSW,@ORL,REB,4.5,120,-160.0,0.4545454545454545,0.6153846153846154,0.4248366013071895,0.5751633986928104,18.186254575030503,3.099480740856281,1.7810208064835136,0.2158290060795138,0.7841709939204862,2.2,1.625
Anfernee Simons,BOS,@BKN,AST,2.5,-155,115.0,0.6078431372549019,0.4651162790697674,0.5665108372290693,0.4334891627709307,19.02186878727634,3.108425238023458,1.414771665786337,0.6664210546664504,0.3335789453335496,1.6451612903225805,2.15
Anfernee Simons,BOS,@BKN,PTS,11.5,-114,-114.0,0.5327102803738317,0.5327102803738317,0.5,0.5,19.02186878727634,11.254465713652651,4.34906137159776,0.4774889364431691,0.5225110635568309,1.8771929824561404,1.8771929824561404
Anfernee Simons,BOS,@BKN,REB,2.5,135,-185.0,0.425531914893617,0.6491228070175439,0.3959708232025009,0.6040291767974991,19.02186878727634,1.9925930504770448,1.7616039699411077,0.38665924580988,0.61334075419012,2.35,1.5405405405405406
Anthony Black,ORL,GSW,AST,2.5,-150,112.0,0.6,0.4716981132075472,0.5598591549295775,0.4401408450704225,18.75586120662707,1.579000544421335,1.2700542561170034,0.2341752704882772,0.7658247295117228,1.6666666666666665,2.12
Anthony Black,ORL,GSW,PTS,10.5,-125,-105.0,0.5555555555555556,0.5121951219512195,0.5203045685279188,0.4796954314720812,18.75586120662707,8.271597220995307,3.976973454662368,0.2876284493817049,0.712371550618295,1.8,1.9523809523809523
Anthony Black,ORL,GSW,REB,3.5,114,-150.0,0.4672897196261682,0.6,0.4378283712784588,0.5621716287215411,18.75586120662707,2.1897599674009016,1.7519468174733452,0.2272672959763483,0.7727327040236517,2.1399999999999997,1.6666666666666665
Ausar Thompson,DET,@ATL,AST,2.5,-156,118.0,0.609375,0.4587155963302752,0.5705274459804054,0.4294725540195947,18.02321932852212,2.0894860394666064,1.2693011946950818,0.3731896161421494,0.6268103838578506,1.641025641025641,2.1799999999999997
Ausar Thompson,DET,@ATL,PTS,13.5,102,-136.0,0.495049504950495,0.576271186440678,0.4620927318295739,0.5379072681704261,18.02321932852212,7.810083265995807,3.840464820767467,0.0692273985150863,0.9307726014849136,2.02,1.7352941176470589
Ausar Thompson,DET,@ATL,REB,5.5,-130,-102.0,0.5652173913043478,0.504950495049505,0.5281576830249397,0.4718423169750604,18.02321932852212,4.019723726283954,1.8680586190916344,0.2140595859337235,0.7859404140662765,1.7692307692307692,1.9803921568627452
Austin Reaves,LAL,UTA,AST,5.5,-148,112.0,0.5967741935483871,0.4716981132075472,0.5585303332383936,0.4414696667616063,23.56164383561644,4.731985289756565,1.749213990117403,0.3303080334046446,0.6696919665953553,1.6756756756756757,2.12
Austin Reaves,LAL,UTA,PTS,23.5,-110,-120.0,0.5238095238095238,0.5454545454545454,0.4898785425101215,0.5101214574898786,23.56164383561644,18.30838618213183,5.495137451629195,0.1723894189033548,0.8276105810966452,1.9090909090909092,1.8333333333333335
Austin Reaves,LAL,UTA,REB,3.5,-165,125.0,0.6226415094339622,0.4444444444444444,0.5834970530451867,0.4165029469548134,23.56164383561644,3.5926272852780063,2.20780210682907,0.516732524402088,0.483267475597912,1.606060606060606,2.25
Brandin Podziemski,GSW,@ORL,AST,2.5,-163,124.0,0.6197718631178707,0.4464285714285714,0.5812901993249697,0.4187098006750303,22.578283855225703,2.485791022528377,1.5395286604453065,0.4963180410054214,0.5036819589945786,1.6134969325153374,2.24
Brandin Podziemski,GSW,@ORL,PTS,11.5,100,-135.0,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,22.578283855225703,9.907428497897753,4.620033537976046,0.3651562208131226,0.6348437791868774,2.0,1.7407407407407407
Brandin Podziemski,GSW,@ORL,REB,4.5,-110,-118.0,0.5238095238095238,0.5412844036697247,0.4917965545529122,0.5082034454470877,22.578283855225703,3.690904024511201,2.137942798302552,0.3525496377336504,0.6474503622663496,1.9090909090909092,1.847457627118644
Buddy Hield,GSW,@ORL,AST,1.5,125,-165.0,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,13.63155754371696,1.1633898492943424,0.95628960226088,0.3624206170821569,0.6375793829178431,2.25,1.606060606060606
Buddy Hield,GSW,@ORL,PTS,7.5,-102,-125.0,0.504950495049505,0.5555555555555556,0.4761410788381742,0.5238589211618258,13.63155754371696,6.122444609695938,3.1781595469483275,0.3323459829523298,0.6676540170476701,1.9803921568627452,1.8
Buddy Hield,GSW,@ORL,REB,2.5,110,-145.0,0.4761904761904761,0.5918367346938775,0.4458598726114649,0.554140127388535,13.63155754371696,1.6753669924831045,1.3269254104117925,0.267148021188863,0.732851978811137,2.1,1.6896551724137931
Cade Cunningham,DET,@ATL,AST,9.5,101,-134.0,0.4975124378109453,0.5726495726495726,0.4648945047085469,0.5351054952914531,21.813617822403515,6.101327653884289,1.8419515292672357,0.0325080391258851,0.9674919608741148,2.01,1.7462686567164178
Cade Cunningham,DET,@ATL,PTS,25.5,-121,-112.0,0.5475113122171946,0.5283018867924528,0.5089278628680263,0.4910721371319735,21.813617822403515,17.85498928342974,5.345234356097413,0.0763229275442662,0.9236770724557336,1.8264462809917354,1.8928571428571428
