game_date,book,player,team,opponent,market,line,over_dec,under_dec,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,p_over_price,edge_vs_price,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-17,draftkings,LaMelo Ball,CHA,@TOR,AST,7.5,1.8,1.9523809523809523,0.5555555555555556,0.5121951219512195,0.5203045685279188,0.4796954314720812,0.9209069281027857,0.4006023595748669,0.6576324705850144,0.25,0.5555555555555556,0.36535137254723016,33.68,11.162143440246583,2.595059371999975,0.7
2025-11-17,mgm,Moussa Diabate,CHA,@TOR,AST,0.5,1.6666666666666665,2.1,0.6,0.47619047619047616,0.5575221238938053,0.4424778761061947,0.9509726515185886,0.3934505276247833,0.5849544191976476,0.25,0.6000000000000001,0.3509726515185885,27.0,3.5445299595594406,1.840308489953678,0.7
2025-11-17,caesars,Bogdan Bogdanovic,LAC,@PHI,AST,3.5,2.24,1.5882352941176472,0.44642857142857145,0.6296296296296297,0.4148740012292563,0.5851259987707437,0.7774151350243632,0.36254113379510694,0.7414099024545736,0.25,0.4464285714285714,0.3309865635957918,24.8,4.883776569366455,1.8124297993603329,0.7
2025-11-17,draftkings,Paul George,PHI,LAC,AST,2.5,2.46,1.5154639175257731,0.4065040650406504,0.6598639455782312,0.38120429438307146,0.6187957056169286,0.7347191943634462,0.3535148999803748,0.8074092181340776,0.25,0.4065040650406504,0.32821512932279584,36.0,3.9970155358314514,2.387017575947742,0.7
2025-11-17,betrivers,Nikola Vucevic,CHI,@DEN,AST,3.5,2.3,1.5649717514124295,0.43478260869565216,0.6389891696750902,0.40491156263704137,0.5950884373629587,0.7347403846513867,0.3298288220143453,0.6899028846981894,0.25,0.4347826086956522,0.2999577759557345,29.0,4.759349599480629,2.0078480487524537,0.7
2025-11-17,mgm,Nikola Jovic,MIA,NYK,AST,3.5,2.25,1.606060606060606,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,0.7315209834148682,0.3150180364600548,0.6459222126834534,0.25,0.4444444444444444,0.28707653897042373,23.6,4.572500211000443,1.737068770503422,0.7
2025-11-17,mgm,Bennedict Mathurin,IND,@DET,AST,1.5,2.0,1.7407407407407407,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,0.7528568082329408,0.28751027357947545,0.5057136164658815,0.25,0.5,0.25285680823294077,29.1,2.823063459992409,1.9356978287692208,0.7
2025-11-17,fanduel,Pascal Siakam,IND,@DET,AST,4.5,2.3600000000000003,1.5494505494505495,0.423728813559322,0.6453900709219859,0.39633460760062966,0.6036653923993704,0.6810677583773292,0.2847331507766996,0.6073199097704971,0.25,0.42372881355932196,0.2573389448180073,34.24,5.5967036056518555,2.3300076352309795,0.7
2025-11-17,mgm,Brook Lopez,LAC,@PHI,AST,0.5,1.9523809523809523,1.7692307692307692,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,0.7372564703435032,0.2618627695561015,0.4394054897182681,0.25,0.5121951219512195,0.22506134839228364,14.920000000000002,1.1493543434143068,1.0227500851891083,0.7
2025-11-17,fanduel,Trendon Watford,PHI,LAC,AST,2.5,2.4,1.5208333333333335,0.4166666666666667,0.6575342465753424,0.38788522848034007,0.6121147715196599,0.6477873560630671,0.25990212758272707,0.5546896545513611,0.25,0.4166666666666667,0.23112068939640046,25.0,3.1485430896282196,1.7096003770325958,0.7
2025-11-17,mgm,Dru Smith,MIA,NYK,AST,2.5,1.7692307692307692,2.0,0.5652173913043478,0.5,0.5306122448979592,0.4693877551020409,0.7836063938671127,0.2529941489691535,0.38638054299566105,0.25,0.5652173913043479,0.21838900256276483,16.8,3.6117985367774965,1.4173310781332913,0.7
2025-11-17,mgm,Gradey Dick,TOR,CHA,AST,0.5,1.9523809523809523,1.8,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,0.7070419139247512,0.22734648245267003,0.3804151652816572,0.25,0.5121951219512195,0.19484679197353172,17.6,1.1408805012702943,1.1764379936415896,0.7
2025-11-17,mgm,Saddiq Bey,NOP,OKC,AST,1.5,1.9523809523809523,1.7692307692307692,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,0.7008346532846781,0.22544095249727641,0.3682962278415143,0.25,0.5121951219512195,0.18863953133345857,32.2,2.617649291455746,2.121571421742713,0.7
2025-11-17,draftkings,Norman Powell,MIA,NYK,AST,2.5,2.25,1.606060606060606,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,0.636065104599018,0.21956215764420461,0.43114648534779043,0.25,0.4444444444444444,0.19162066015457357,32.0,3.2390310764312744,2.123893124611906,0.7
2025-11-17,fanduel,Andrew Wiggins,MIA,NYK,AST,3.5,2.34,1.5555555555555556,0.42735042735042733,0.6428571428571429,0.3993154592127781,0.600684540787222,0.6167575309232406,0.21744207171046248,0.44321262236038306,0.25,0.4273504273504274,0.1894071035728132,34.2,4.1778142467141155,2.2823883526324993,0.7
2025-11-17,mgm,Mitchell Robinson,NYK,@MIA,AST,0.5,1.6451612903225805,2.15,0.6078431372549019,0.46511627906976744,0.5665108372290693,0.43348916277093075,0.7771125462096977,0.21060170898062847,0.27847547924821237,0.25,0.607843137254902,0.1692694089547957,17.439999999999998,1.4022449541091917,1.183306573671718,0.7
2025-11-17,fanduel,Karl-Anthony Towns,NYK,@MIA,AST,3.5,1.9803921568627452,1.7692307692307692,0.504950495049505,0.5652173913043478,0.4718423169750604,0.5281576830249397,0.6691390375860674,0.197296720611007,0.32515770188613347,0.25,0.504950495049505,0.16418854253656245,33.480000000000004,4.4838645708560945,2.2486429631709077,0.7
