game_date,book,player,team,opponent,market,line,over_odds,under_odds,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-12,fanduel,Nikola Jovic,MIA,CLE,PTS,11.5,-110,-120,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.9919622360210003,0.5020836935108788,0.8937460869491823,0.25,23.2,27.36083469390869,6.588924597614311,0.7
2025-11-12,mgm,Alperen Sengun,HOU,WAS,PTS,22.5,-105,-125,0.5121951219512195,0.5555555555555556,0.4796954314720812,0.5203045685279188,0.9698861775352854,0.4901907460632042,0.8935872989974619,0.25,35.4,37.50418081283569,7.984670281634618,0.7
2025-11-12,mgm,Moussa Diabate,CHA,MIL,PTS,8.5,-110,-120,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.9768476282483943,0.4869690857382728,0.8648909266560255,0.25,20.2,19.57131816148758,5.556203809741684,0.7
2025-11-12,draftkings,Nikola Vucevic,CHI,@DET,PTS,19.5,-103,-124,0.5073891625615764,0.5535714285714286,0.47823563551944287,0.5217643644805572,0.9563133872452476,0.47807775172580474,0.8847729865124783,0.25,30.8,31.841965436935425,7.219973591781369,0.7
2025-11-12,mgm,Luke Kornet,SAS,GSW,PTS,5.5,-135,100,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,0.9672935552547108,0.43264008990817615,0.68380729988783,0.25,25.75,15.537399381399155,5.447925953061877,0.7
2025-11-12,betrivers,Alperen Sengun,HOU,WAS,REB,10.5,105,-139,0.4878048780487805,0.5815899581589958,0.45615039603015556,0.5438496039698445,0.887247455086903,0.4310970590567474,0.8188572829281511,0.25,35.4,14.884581005573272,3.61758424327247,0.7
2025-11-12,fanduel,Luka Doncic,LAL,@OKC,REB,9.5,116,-154,0.46296296296296297,0.6062992125984252,0.4329742261011864,0.5670257738988136,0.8571126699312045,0.4241384438300181,0.8513633670514017,0.25,36.2,13.320844835042955,3.579457826712345,0.7
2025-11-12,mgm,Nikola Jokic,DEN,@LAC,PTS,26.5,-110,-118,0.5238095238095238,0.5412844036697247,0.49179655455291227,0.5082034454470877,0.8904629836447382,0.3986664290918259,0.6999747869581365,0.25,34.0,36.04973769187927,7.770369275323077,0.7
2025-11-12,caesars,Luke Kornet,SAS,GSW,REB,5.5,110,-148,0.47619047619047616,0.5967741935483871,0.4438081603435934,0.5561918396564066,0.8332299856999652,0.3894218253563718,0.749782969969927,0.25,25.75,8.058851197361946,2.6461530478377173,0.7
2025-11-12,mgm,Miles McBride,NYK,ORL,REB,1.5,110,-150,0.47619047619047616,0.6,0.4424778761061947,0.5575221238938053,0.8306280244158788,0.3881501483096841,0.7443188512733455,0.25,20.6,3.3769917428493503,1.9620464904085537,0.7
2025-11-12,fanduel,Austin Reaves,LAL,@OKC,PTS,22.5,100,-132,0.5,0.5689655172413793,0.4677419354838709,0.532258064516129,0.8465668958557371,0.3788249603718662,0.6931337917114742,0.25,38.0,30.549063086509705,7.877184691754197,0.7
2025-11-12,mgm,Dillon Brooks,PHX,@DAL,PTS,15.5,-105,-130,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,0.8353199134448632,0.35992621265746155,0.6308626881542567,0.25,30.0,21.732298135757446,6.389456728913685,0.7
2025-11-12,draftkings,Austin Reaves,LAL,@OKC,AST,5.5,-133,101,0.5708154506437768,0.4975124378109453,0.5343073571442848,0.46569264285571527,0.886115041948101,0.3518076848038162,0.5523669531872746,0.25,38.0,8.692208021879196,2.646667861303865,0.7
2025-11-12,fanduel,Nikola Jovic,MIA,CLE,REB,5.5,-102,-130,0.504950495049505,0.5652173913043478,0.4718423169750604,0.5281576830249397,0.8228418850204757,0.3509995680454153,0.6295496154327068,0.25,23.2,7.822443675994873,2.507362407958608,0.7
2025-11-12,mgm,Moussa Diabate,CHA,MIL,AST,0.5,-165,125,0.6226415094339622,0.4444444444444444,0.5834970530451867,0.4165029469548134,0.9326321686808694,0.34913511563568267,0.49786378606321446,0.25,20.2,2.6237688660621643,1.4199302195170387,0.7
2025-11-12,draftkings,Jake LaRavia,LAL,@OKC,PTS,8.5,102,-130,0.49504950495049505,0.5652173913043478,0.4669102720259846,0.5330897279740154,0.8021250915793585,0.3352148195533739,0.6202926849903042,0.25,31.0,13.675519108772278,6.094321561996579,0.7
2025-11-12,draftkings,Kristaps Porzingis,ATL,@SAC,AST,2.5,-102,-129,0.504950495049505,0.5633187772925764,0.47268091306459453,0.5273190869354056,0.8004832830464096,0.32780236998181506,0.5852708154448504,0.25,26.4,4.043413138389587,1.83010073274031,0.7
2025-11-12,mgm,Miles McBride,NYK,ORL,AST,1.5,-118,-110,0.5412844036697247,0.5238095238095238,0.5082034454470877,0.49179655455291227,0.8301504803787383,0.32194703493165056,0.5336678366319063,0.25,20.6,2.8953199207782747,1.4614351287706853,0.7
2025-11-12,caesars,Luguentz Dort,OKC,LAL,REB,3.5,-122,-108,0.5495495495495496,0.5192307692307693,0.5141838223374939,0.48581617766250607,0.8247377284523514,0.31055390611485745,0.5007522599706722,0.25,32.6,6.318778765201569,3.019346942307631,0.7
2025-11-12,draftkings,Luka Doncic,LAL,@OKC,PTS,30.5,-119,-107,0.54337899543379,0.5169082125603864,0.512482836100362,0.487517163899638,0.8208720394448401,0.30838920334447806,0.5106804759531092,0.25,36.2,37.925309014320376,8.082466215670602,0.7
