game_date,book,player,team,opponent,market,line,over_dec,under_dec,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-09,mgm,Dillon Brooks,PHX,@LAC,AST,1.5,2.15,1.6451612903225805,0.46511627906976744,0.6078431372549019,0.43348916277093075,0.5665108372290693,0.7791048143811001,0.3456156516101694,0.6750753509193652,0.25,32.5,3.14989535138011,2.1450238954830363,0.7
2025-11-09,fanduel,Collin Gillespie,PHX,@LAC,AST,4.5,2.2199999999999998,1.617283950617284,0.45045045045045046,0.6183206106870229,0.421465800141561,0.5785341998584389,0.7041728300324173,0.2827070298908563,0.5632636826719664,0.25,26.6,5.53679910004139,1.9327393045659462,0.7
2025-11-09,betrivers,Evan Mobley,CLE,CHI,AST,3.5,1.7194244604316546,2.04,0.5815899581589958,0.49019607843137253,0.542636252296387,0.45736374770361293,0.8095664027466516,0.2669301504502646,0.391988275226257,0.25,33.8,5.510969486832618,2.294842469089233,0.7
2025-11-09,mgm,De'Andre Hunter,CLE,CHI,AST,2.5,2.25,1.606060606060606,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,0.681273983296056,0.26477103634124266,0.5328664624161261,0.25,29.2,3.4213913708925245,1.95514798273052,0.7
2025-11-09,caesars,Bub Carrington,WAS,DAL,AST,4.5,1.7246376811594204,2.0,0.5798319327731093,0.5,0.5369649805447471,0.4630350194552528,0.7997889024612408,0.26282392191649373,0.3793460781577921,0.25,27.6,6.200351804494858,2.0221401171348568,0.7
2025-11-09,draftkings,Sam Merrill,CLE,CHI,AST,1.5,1.7246376811594204,2.05,0.5798319327731093,0.4878048780487805,0.5430984833941255,0.45690151660587436,0.7935219942371963,0.2504235108430708,0.368537932090237,0.25,25.8,2.9231331601738932,1.7382781628837443,0.7
2025-11-09,fanduel,Nikola Vucevic,CHI,@CLE,AST,3.5,2.3600000000000003,1.5747126436781609,0.423728813559322,0.635036496350365,0.4002103295162421,0.5997896704837579,0.6457968693453044,0.24558653982906237,0.5240806116549186,0.25,32.2,4.308188703656197,2.160947468881445,0.7
2025-11-09,draftkings,Jalen Green,PHX,@LAC,AST,3.5,2.34,1.5649717514124295,0.42735042735042733,0.6389891696750902,0.4007639109927949,0.599236089007205,0.6441361450200696,0.24337223402727465,0.5072785793469629,0.25,32.75,4.310415096580982,2.1930570291800024,0.7
2025-11-09,caesars,Pascal Siakam,IND,@DEN,AST,4.5,1.72992700729927,1.9803921568627452,0.5780590717299579,0.504950495049505,0.5337525073291159,0.4662474926708841,0.7756587179124854,0.24190621058336947,0.34183296456393464,0.25,36.0,6.35449755191803,2.447815725990699,0.7
2025-11-09,mgm,Ryan Dunn,PHX,@LAC,AST,1.5,2.75,1.425531914893617,0.36363636363636365,0.7014925373134329,0.3414012738853503,0.6585987261146496,0.5827842315286037,0.2413829576432534,0.6026566367036602,0.25,26.8,1.8681246042251587,1.761181455901875,0.7
2025-11-09,caesars,Jared McCain,PHI,TOR,AST,2.5,2.55,1.4761904761904763,0.39215686274509803,0.6774193548387096,0.3666469544648137,0.6333530455351862,0.6041270376493552,0.23748008318454145,0.5405239460058556,0.25,33.0,3.07401629537344,2.173940867485343,0.7
2025-11-09,mgm,Norman Powell,MIA,POR,AST,2.5,2.4,1.526315789473684,0.4166666666666667,0.6551724137931034,0.38873994638069703,0.6112600536193029,0.6244514108465091,0.2357114644658121,0.4986833860316219,0.25,30.4,3.1398284316062925,2.0171582518537305,0.7
2025-11-09,mgm,De'Aaron Fox,SAS,NOP,AST,4.5,1.7407407407407407,2.0,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,0.7667484288709567,0.23209496352442205,0.33471022803462835,0.25,31.0,6.081046491861343,2.1712290262470963,0.7
2025-11-09,betrivers,Quentin Grimes,PHI,TOR,AST,3.5,1.8264462809917354,1.9090909090909092,0.5475113122171946,0.5238095238095238,0.5110619469026548,0.48893805309734506,0.728051042271078,0.21698909536842315,0.32974611852816726,0.25,32.0,4.8157219886779785,2.1678344738558755,0.7
2025-11-09,mgm,Jaxson Hayes,LAL,@ATL,AST,0.5,1.7407407407407407,2.0,0.574468085106383,0.5,0.5346534653465347,0.4653465346534653,0.7350151841270216,0.20036171878048692,0.2794708760729635,0.25,19.0,1.2938645705580711,1.2640101448052035,0.7
2025-11-09,mgm,Gradey Dick,TOR,@PHI,AST,0.5,2.25,1.606060606060606,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,0.610902356709599,0.19439940975478565,0.3745303025965978,0.25,15.0,0.78062754124403,0.996293133282283,0.7
2025-11-09,mgm,Donovan Mitchell,CLE,CHI,AST,5.5,1.9090909090909092,1.8333333333333335,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.679825053118132,0.1899465106080105,0.2978478286800702,0.25,33.0,6.572829097509384,2.2962477531382413,0.7
2025-11-09,caesars,Royce O'Neale,PHX,@LAC,AST,2.5,1.970873786407767,1.7575757575757576,0.5073891625615764,0.5689655172413793,0.471395881006865,0.528604118993135,0.6590453890854954,0.18764950807863034,0.29889528140151034,0.25,34.4,3.4296242594718933,2.2681550515658566,0.7
2025-11-09,draftkings,Lonzo Ball,CLE,CHI,AST,4.5,1.6849315068493151,2.1100000000000003,0.5934959349593496,0.47393364928909953,0.5560047648269141,0.4439952351730859,0.7432776939909725,0.18727292916405847,0.2523720049436934,0.25,24.4,5.717034953832626,1.8623804905344543,0.7
2025-11-09,mgm,Brook Lopez,LAC,PHX,AST,0.5,2.25,1.606060606060606,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,0.5974065305383661,0.18090358358355274,0.34416469371132374,0.25,15.4,0.751266297698021,1.0187577893330204,0.7
2025-11-09,mgm,Collin Murray-Boyles,TOR,@PHI,AST,1.5,2.1,1.6896551724137931,0.47619047619047616,0.5918367346938775,0.4458598726114649,0.554140127388535,0.6124182173687751,0.16655834475731018,0.28607825647442775,0.25,23.0,1.937538780272007,1.531851917678283,0.7
2025-11-09,mgm,Dalton Knecht,LAL,@ATL,AST,0.5,1.6451612903225805,2.15,0.6078431372549019,0.46511627906976744,0.5665108372290693,0.43348916277093075,0.7317089166806068,0.16519807945153753,0.20377918550680468,0.25,22.2,1.4040631145238875,1.4629098183483715,0.7
2025-11-09,mgm,Victor Wembanyama,SAS,NOP,AST,3.5,2.1,1.6666666666666665,0.47619047619047616,0.6,0.4424778761061947,0.5575221238938053,0.6060633216038166,0.16358544549762188,0.2727329753680149,0.24793906851637726,34.8,4.121369048953056,2.3092937499803674,0.7
2025-11-09,mgm,Julian Champagnie,SAS,NOP,AST,1.5,2.05,1.7142857142857144,0.4878048780487805,0.5833333333333334,0.4554079696394686,0.5445920303605313,0.6183192213548908,0.1629112517154222,0.26755440377752615,0.25,29.4,2.080523742735386,1.9282055884482894,0.7
2025-11-09,caesars,Jarrett Allen,CLE,CHI,AST,1.5,1.5882352941176472,2.21,0.6296296296296297,0.45248868778280543,0.5818491559547777,0.41815084404522224,0.7422083985558542,0.16035924260107648,0.17880157417694492,0.25,27.2,2.677079975605011,1.8104221638671272,0.7
2025-11-09,draftkings,Kevon Looney,NOP,@SAS,AST,1.5,1.7246376811594204,2.05,0.5798319327731093,0.4878048780487805,0.5430984833941255,0.45690151660587436,0.7023450221570456,0.15924653876292016,0.21129069038678883,0.25,15.0,2.1036960929632187,1.136567983368673,0.7
2025-11-09,fanduel,Pelle Larsson,MIA,POR,AST,2.5,1.8333333333333335,1.9433962264150944,0.5454545454545454,0.5145631067961165,0.5145711906744379,0.48542880932556204,0.6639195816510132,0.14934839097657526,0.2171858996935242,0.25,26.2,3.251579278707504,1.7760095696829197,0.7
2025-11-09,mgm,Jerami Grant,POR,@MIA,AST,2.5,2.25,1.606060606060606,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,0.5628530747868936,0.14635012783208023,0.26641941827051063,0.2131355346164085,29.0,2.8041720241308212,1.9226230217379379,0.7
2025-11-09,mgm,Jarred Vanderbilt,LAL,@ATL,AST,1.5,2.75,1.425531914893617,0.36363636363636365,0.7014925373134329,0.3414012738853503,0.6585987261146496,0.4748543108625428,0.13345303697719252,0.3058493548719927,0.174771059926853,19.8,1.4168828934431077,1.3177986765670116,0.7
2025-11-09,mgm,Donovan Clingan,POR,@MIA,AST,1.5,2.0,1.7407407407407407,0.5,0.574468085106383,0.4653465346534653,0.5346534653465347,0.5939390670883511,0.12859253243488578,0.18787813417670218,0.18787813417670218,24.0,1.8778249025344849,1.5895728456916662,0.7
