Player,Team,Opponent,Market,Line,OverOdds_American,UnderOdds_American,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel,OverDecimal,UnderDecimal
Ace Bailey,UTA,CHI,PTS,12.5,-106,-121,0.5145631067961165,0.5475113122171946,0.4844887491727332,0.5155112508272668,23.0,9.089529037475586,4.613518324310262,0.2298823698858482,0.7701176301141518,1.9433962264150944,1.8264462809917354
Ace Bailey,UTA,CHI,REB,4.5,-151,115,0.601593625498008,0.4651162790697674,0.563971163033093,0.4360288369669069,23.0,4.207448095083237,2.196448937560975,0.4470203226658064,0.5529796773341936,1.6622516556291391,2.15
Alex Sarr,WAS,BKN,AST,3.5,-143,109,0.588477366255144,0.4784688995215311,0.5515529555059332,0.4484470444940668,31.2,4.057594978809356,2.102296222356459,0.604584397995056,0.3954156020049439,1.6993006993006992,2.09
Alex Sarr,WAS,BKN,PTS,19.5,100,-132,0.5,0.5689655172413793,0.4677419354838709,0.532258064516129,31.2,21.32660565376281,6.506852841869429,0.6105375296281279,0.3894624703718721,2.0,1.7575757575757576
Alex Sarr,WAS,BKN,REB,9.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,31.2,8.35429172515869,3.0093362283124616,0.3517062795486013,0.6482937204513987,1.9433962264150944,1.8
Alperen Sengun,HOU,ORL,AST,6.5,-112,-118,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,35.8,6.152906814217567,2.438689469506482,0.4434105640538122,0.5565894359461878,1.8928571428571428,1.847457627118644
Alperen Sengun,HOU,ORL,PTS,21.5,-112,-118,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,35.8,39.10750868320465,8.120506556772138,0.9849311964411828,0.0150688035588171,1.8928571428571428,1.847457627118644
Alperen Sengun,HOU,ORL,REB,9.5,-128,-103,0.5614035087719298,0.5073891625615764,0.5252688606776097,0.4747311393223902,35.8,14.886479854583738,3.648050281093008,0.9301000548366484,0.0698999451633517,1.78125,1.970873786407767
Amen Thompson,HOU,ORL,AST,5.5,-114,-116,0.5327102803738317,0.5370370370370371,0.4979776735156123,0.5020223264843877,37.8,7.267056700587272,2.588691581243153,0.7525721151674587,0.2474278848325413,1.8771929824561404,1.8620689655172413
Amen Thompson,HOU,ORL,PTS,18.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,37.8,23.39227738380432,7.536854277063639,0.741867642871024,0.258132357128976,1.9433962264150944,1.8
Amen Thompson,HOU,ORL,REB,5.5,-130,-102,0.5652173913043478,0.504950495049505,0.5281576830249397,0.4718423169750604,37.8,5.881093508005142,3.4443191885486297,0.5440507020787035,0.4559492979212964,1.7692307692307692,1.9803921568627452
Anfernee Simons,BOS,LAC,AST,2.5,-162,122,0.6183206106870229,0.4504504504504504,0.5785341998584389,0.421465800141561,24.6,2.98262270539999,1.6797047024767513,0.6130686126079451,0.3869313873920549,1.617283950617284,2.2199999999999998
Anfernee Simons,BOS,LAC,PTS,14.5,-108,-122,0.5192307692307693,0.5495495495495496,0.485816177662506,0.5141838223374939,24.6,16.035399663448334,5.356537905368861,0.6128061253871587,0.3871938746128412,1.925925925925926,1.819672131147541
Anfernee Simons,BOS,LAC,REB,2.5,140,-188,0.4166666666666667,0.6527777777777778,0.3896103896103896,0.6103896103896104,24.6,2.153257293999195,2.2313242544755223,0.4382538899992549,0.561746110000745,2.4,1.5319148936170213
Anthony Black,ORL,@HOU,AST,2.5,-129,-102,0.5633187772925764,0.504950495049505,0.5273190869354056,0.4726809130645945,26.8,1.927972960472107,1.7697847911560975,0.3732649168563532,0.6267350831436468,1.7751937984496124,1.9803921568627452
Anthony Black,ORL,@HOU,PTS,9.5,-120,-106,0.5454545454545454,0.5145631067961165,0.5145711906744379,0.485428809325562,26.8,10.318832790851593,5.270031566803754,0.5617372764150688,0.4382627235849312,1.8333333333333335,1.9433962264150944
Anthony Black,ORL,@HOU,REB,2.5,-138,104,0.5798319327731093,0.4901960784313725,0.5418848167539267,0.4581151832460733,26.8,3.221202674508095,2.4502202480746025,0.6157517006366866,0.3842482993633134,1.7246376811594204,2.04
Ayo Dosunmu,CHI,@UTA,AST,3.5,116,-153,0.4629629629629629,0.6047430830039525,0.4336052649619524,0.5663947350380476,25.2,2.8992865473032,1.7094136468787833,0.3626385469681159,0.6373614530318841,2.16,1.65359477124183
Ayo Dosunmu,CHI,@UTA,PTS,14.5,-114,-114,0.5327102803738317,0.5327102803738317,0.5,0.5,25.2,13.288195824623108,5.210444335745103,0.4080468326431494,0.5919531673568506,1.8771929824561404,1.8771929824561404
Ayo Dosunmu,CHI,@UTA,REB,2.5,-102,-130,0.504950495049505,0.5652173913043478,0.4718423169750604,0.5281576830249397,25.2,2.9766771286726,2.3084501172710743,0.5817968028800149,0.4182031971199851,1.9803921568627452,1.7692307692307692
Bilal Coulibaly,WAS,BKN,AST,3.5,122,-164,0.4504504504504504,0.6212121212121212,0.4203286205578907,0.5796713794421093,31.0,4.13000576198101,2.093257348848863,0.6182809679948684,0.3817190320051316,2.2199999999999998,1.6097560975609757
Bilal Coulibaly,WAS,BKN,PTS,11.5,-104,-128,0.5098039215686274,0.5614035087719298,0.4759152215799614,0.5240847784200385,31.0,12.67129796743393,6.050507439002976,0.576750256352168,0.4232497436478319,1.9615384615384617,1.78125
