Player,Team,Opponent,Market,Line,OverOdds,UnderOdds,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel
Aaron Nesmith,IND,@PHX,AST,1.5,110,-150,0.47619047619047616,0.6,0.4424778761061947,0.5575221238938053,30.4,1.9893227458000182,1.9937047296234731,0.5969397620368383,0.4030602379631617
Aaron Nesmith,IND,@PHX,PTS,17.5,-101,-126,0.5024875621890548,0.5575221238938053,0.47404053829539794,0.5259594617046021,30.4,16.060870456695557,6.116171105875956,0.40698829765309363,0.5930117023469064
Aaron Nesmith,IND,@PHX,REB,4.5,-110,-118,0.5238095238095238,0.5412844036697247,0.49179655455291227,0.5082034454470877,30.4,4.543551468849182,2.7926852001341604,0.5062211874357323,0.4937788125642677
Ace Bailey,UTA,ATL,AST,1.5,-145,105,0.5918367346938775,0.4878048780487805,0.5481788842784694,0.45182111572153066,21.6,2.044531095027924,1.4582891677179186,0.6455761306676876,0.3544238693323124
Ace Bailey,UTA,ATL,PTS,11.5,-110,-118,0.5238095238095238,0.5412844036697247,0.49179655455291227,0.5082034454470877,21.6,11.33530411720276,4.610575350767481,0.4857522813309102,0.5142477186690898
Ace Bailey,UTA,ATL,REB,4.5,-144,108,0.5901639344262295,0.4807692307692308,0.5510744774801295,0.44892552251987045,21.6,3.690685594081879,2.0623818789807054,0.3473749388948111,0.6526250611051889
Andrew Nembhard,IND,@PHX,AST,6.5,-125,-108,0.5555555555555556,0.5192307692307693,0.5168986083499005,0.48310139165009935,21.5,4.639032065868378,1.6648212642923328,0.13182226884154358,0.8681777311584564
Andrew Nembhard,IND,@PHX,PTS,16.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,21.5,14.287057518959045,4.90279199028638,0.3258637097704059,0.6741362902295941
Andrew Nembhard,IND,@PHX,REB,2.5,-130,100,0.5652173913043478,0.5,0.5306122448979592,0.4693877551020409,21.5,2.4210577569901943,1.9818095378672687,0.4841129677740954,0.5158870322259046
Ben Sheppard,IND,@PHX,AST,1.5,155,-210,0.39215686274509803,0.6774193548387096,0.3666469544648137,0.6333530455351862,23.6,1.7322591245174408,1.5636584486508975,0.5590399986739466,0.4409600013260534
