game_date,book,player,team,opponent,market,line,over_odds,under_odds,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-06,draftkings,Bogdan Bogdanovic,LAC,@PHX,PTS,11.5,-109,-117,0.5215311004784688,0.5391705069124424,0.4916850288945246,0.5083149711054754,0.9842985791109846,0.49261355021646,0.8873247984788605,0.25,23.8,24.963074016571046,6.2562778216127155,0.7
2025-11-06,draftkings,Bradley Beal,LAC,@PHX,AST,3.5,115,-149,0.46511627906976744,0.5983935742971888,0.43734082725915513,0.5626591727408448,0.5957708919424896,0.15843006468333443,0.2809074176763525,0.24426731971856733,28.8,3.9709808349609377,1.9428659144596043,0.7
2025-11-06,fanduel,Bradley Beal,LAC,@PHX,PTS,14.5,-104,-128,0.5098039215686274,0.5614035087719298,0.47591522157996147,0.5240847784200385,0.6705662009175104,0.19465097933754893,0.31534139410742423,0.25,28.8,17.116608238220216,5.926939188916204,0.7
2025-11-06,fanduel,Brook Lopez,LAC,@PHX,PTS,6.5,-110,-120,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,0.8945133109039025,0.404634768393781,0.7077072299074503,0.25,29.2,13.75293242931366,5.798201929335624,0.7
2025-11-06,caesars,Brook Lopez,LAC,@PHX,REB,2.5,-159,115,0.6138996138996139,0.46511627906976744,0.5689439960056586,0.43105600399434135,0.8125039701569237,0.24355997415126507,0.3235127564191398,0.25,29.2,4.880639624595642,2.6834349058265,0.7
2025-11-06,fanduel,Chris Paul,LAC,@PHX,AST,6.5,106,-140,0.4854368932038835,0.5833333333333334,0.45420136260408783,0.5457986373959123,0.24840600685474956,-0.20579535574933827,-0.48828362587921587,0.0,25.4,5.242146867513656,1.8511060419439942,0.7
2025-11-06,fanduel,Chris Paul,LAC,@PHX,PTS,6.5,-114,-114,0.5327102803738317,0.5327102803738317,0.5,0.5,0.6768548020892525,0.17685480208925253,0.2705870846236845,0.25,25.4,8.775388687849045,4.958119636885584,0.7
2025-11-06,fanduel,Collin Gillespie,PHX,LAC,AST,4.5,134,-180,0.42735042735042733,0.6428571428571429,0.3993154592127781,0.600684540787222,0.07216685418399271,-0.3271486050287854,-0.831129561209457,0.0,20.0,2.472812235355377,1.3886357593804342,0.7
2025-11-06,fanduel,Collin Gillespie,PHX,LAC,PTS,9.5,102,-136,0.49504950495049505,0.576271186440678,0.46209273182957394,0.5379072681704261,0.3406836945801238,-0.12140903724945012,-0.3118189369481499,0.0,20.0,7.825260162353516,4.078783053087062,0.7
2025-11-06,fanduel,Devin Booker,PHX,LAC,AST,7.5,-125,-106,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,0.518324413940272,-0.0008288118661796684,-0.06701605490751045,0.0,38.0,7.618907004594803,2.5878232653212723,0.7
