Player,Team,Opponent,Market,Line,OverOdds,UnderOdds,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel
Aaron Gordon,DEN,@HOU,AST,1.5,-118,-110,0.5412844036697247,0.5238095238095238,0.5082034454470877,0.49179655455291227,22.96454506621102,1.3867158494612846,1.5164441785232055,0.4702251900042681,0.5297748099957319
Aaron Gordon,DEN,@HOU,PTS,17.5,-105,-130,0.5121951219512195,0.5652173913043478,0.4753937007874017,0.5246062992125985,22.96454506621102,15.483963749236604,5.1543719351840585,0.3478500889345053,0.6521499110654947
Aaron Gordon,DEN,@HOU,REB,5.5,-125,-105,0.5555555555555556,0.5121951219512195,0.5203045685279188,0.4796954314720812,22.96454506621102,4.6964032198821615,2.2304853168563947,0.3593192910836892,0.6406807089163108
Ace Bailey,UTA,OKC,AST,1.5,125,-165,0.4444444444444444,0.6226415094339622,0.4165029469548134,0.5834970530451867,17.459836314034558,1.2420089579452418,1.1753145337319446,0.41312714143099294,0.5868728585690071
Ace Bailey,UTA,OKC,PTS,10.5,-110,-120,0.5238095238095238,0.5454545454545454,0.48987854251012153,0.5101214574898786,17.459836314034558,7.819098709351586,3.7761712666656213,0.23886687343266932,0.7611331265673307
Ace Bailey,UTA,OKC,REB,3.5,-120,-110,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.48987854251012153,17.459836314034558,2.7444709969781034,1.6985934251839525,0.3282332859036412,0.6717667140963588
Ajay Mitchell,OKC,@UTA,AST,3.5,-145,105,0.5918367346938775,0.4878048780487805,0.5481788842784694,0.45182111572153066,22.645109992048766,2.8551124837649393,1.5665057373286875,0.3402896991680584,0.6597103008319416
Ajay Mitchell,OKC,@UTA,PTS,14.5,-127,100,0.5594713656387665,0.5,0.528066528066528,0.47193347193347185,22.645109992048766,12.38173239875023,4.827970779705532,0.3304216902522106,0.6695783097477894
Ajay Mitchell,OKC,@UTA,REB,3.5,100,-132,0.5,0.5689655172413793,0.4677419354838709,0.532258064516129,22.645109992048766,3.553965027882697,2.134181827770352,0.5100865994711432,0.4899134005288568
Al Horford,GSW,POR,AST,1.5,-160,120,0.6153846153846154,0.45454545454545453,0.5751633986928104,0.4248366013071895,18.84992987377279,1.6068709481815804,1.2783677930257236,0.53331258015421,0.46668741984579
Al Horford,GSW,POR,PTS,7.5,-102,-128,0.504950495049505,0.5614035087719298,0.4735298908617039,0.5264701091382962,18.84992987377279,4.969667726278639,3.7044590047937604,0.2472874919893817,0.7527125080106183
Al Horford,GSW,POR,REB,5.5,113,-148,0.4694835680751174,0.5967741935483871,0.4403096370996378,0.5596903629003622,18.84992987377279,3.0144017073750327,1.8182484801388814,0.08580811730179616,0.9141918826982038
Alex Sarr,WAS,@TOR,AST,2.5,-137,104,0.5780590717299579,0.49019607843137253,0.5411245353159851,0.4588754646840148,21.532556074364773,2.447774077777195,1.48093198009529,0.4859339855214768,0.5140660144785232
Alex Sarr,WAS,@TOR,PTS,18.5,102,-136,0.49504950495049505,0.576271186440678,0.46209273182957394,0.5379072681704261,21.532556074364773,13.407300531500482,4.811023795023092,0.1449028467522584,0.8550971532477416
