game_date,book,player,team,opponent,market,line,over_odds,under_odds,p_over_imp,p_under_imp,p_over_fair,p_under_fair,p_over_model,edge_over,EV_over_1u,kelly_frac_over,projected_minutes,projection_mean,projection_sd,start_prob
2025-11-16,draftkings,Ace Bailey,UTA,CHI,PTS,12.5,-106,-121,0.5145631067961165,0.5475113122171946,0.48448874917273327,0.5155112508272668,0.2298823698858482,-0.25460637928688507,-0.5532474698444837,0.0,23.0,9.089529037475586,4.613518324310262,0.7
2025-11-16,draftkings,Ace Bailey,UTA,CHI,REB,4.5,-151,115,0.601593625498008,0.46511627906976744,0.563971163033093,0.4360288369669069,0.4470203226658064,-0.11695084036728665,-0.25693972854889136,0.0,23.0,4.207448095083237,2.196448937560975,0.7
2025-11-16,draftkings,Alex Sarr,WAS,BKN,AST,3.5,-143,109,0.588477366255144,0.4784688995215311,0.5515529555059332,0.44844704449406686,0.604584397995056,0.05303144248912284,0.02737069029929101,0.03914008712798607,31.2,4.057594978809356,2.102296222356459,0.7
2025-11-16,fanduel,Alex Sarr,WAS,BKN,PTS,19.5,100,-132,0.5,0.5689655172413793,0.4677419354838709,0.532258064516129,0.6105375296281279,0.14279559414425702,0.2210750592562558,0.2210750592562558,31.2,21.326605653762815,6.506852841869429,0.7
2025-11-16,fanduel,Alex Sarr,WAS,BKN,REB,9.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.35170627954860134,-0.12914049464494703,-0.31649534351875586,0.0,31.2,8.35429172515869,3.0093362283124616,0.7
2025-11-16,draftkings,Alperen Sengun,HOU,ORL,AST,6.5,-112,-118,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,0.4434105640538122,-0.050520492751496116,-0.1606871466124269,0.0,35.8,6.152906814217567,2.438689469506482,0.7
2025-11-16,fanduel,Alperen Sengun,HOU,ORL,PTS,21.5,-112,-118,0.5283018867924528,0.5412844036697247,0.4939310568053083,0.5060689431946916,0.9849311964411829,0.4910001396358746,0.8643340504065248,0.25,35.8,39.10750868320465,8.120506556772138,0.7
2025-11-16,draftkings,Alperen Sengun,HOU,ORL,REB,9.5,-128,-103,0.5614035087719298,0.5073891625615764,0.5252688606776097,0.4747311393223902,0.9301000548366483,0.40483119415903857,0.6567407226777797,0.25,35.8,14.886479854583738,3.648050281093008,0.7
2025-11-16,draftkings,Amen Thompson,HOU,ORL,AST,5.5,-114,-116,0.5327102803738317,0.5370370370370371,0.49797767351561234,0.5020223264843877,0.7525721151674587,0.25459444165184636,0.41272309338452773,0.25,37.8,7.267056700587272,2.5886915812431535,0.7
2025-11-16,fanduel,Amen Thompson,HOU,ORL,PTS,18.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,0.741867642871024,0.26102086867747565,0.4417427776550089,0.25,37.8,23.39227738380432,7.536854277063639,0.7
