Player,Team,Opponent,Market,Line,OverOdds_American,UnderOdds_American,POverImp,PUnderImp,POverFair,PUnderFair,ProjMins,ProjMean,ProjSD,POverModel,PUnderModel,OverDecimal,UnderDecimal
Aaron Gordon,DEN,MIA,AST,2.5,-132,-103,0.5689655172413793,0.5073891625615764,0.528604118993135,0.471395881006865,38.0,4.872981995344162,2.505553091378746,0.8282033079988913,0.1717966920011087,1.7575757575757576,1.970873786407767
Aaron Gordon,DEN,MIA,PTS,15.5,-127,100,0.5594713656387665,0.5,0.528066528066528,0.4719334719334718,38.0,19.297173976898197,7.406623146083785,0.6959098784855461,0.3040901215144539,1.7874015748031495,2.0
Aaron Gordon,DEN,MIA,REB,5.5,118,-158,0.4587155963302752,0.6124031007751938,0.4282584157758449,0.571741584224155,38.0,5.113417744636536,3.4175790830176047,0.4549693670551846,0.5450306329448154,2.1799999999999997,1.6329113924050633
Aaron Nesmith,IND,BKN,AST,1.5,-148,105,0.5967741935483871,0.4878048780487805,0.5502357635110628,0.4497642364889372,27.0,1.2335344478487968,1.7492005401229307,0.4394611152693364,0.5605388847306636,1.6756756756756757,2.05
Aaron Nesmith,IND,BKN,PTS,16.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,27.0,13.141600012779236,5.438506429000859,0.2684450785891155,0.7315549214108845,1.9433962264150944,1.8
Aaron Nesmith,IND,BKN,REB,4.5,-137,100,0.5780590717299579,0.5,0.5362035225048923,0.4637964774951076,27.0,4.76406629383564,2.50688707995624,0.5419455333680219,0.4580544666319781,1.72992700729927,2.0
Aaron Wiggins,OKC,@POR,PTS,13.5,-132,100,0.5689655172413793,0.5,0.532258064516129,0.4677419354838709,24.0,12.447672843933104,4.981269688071563,0.4163434405293293,0.5836565594706706,1.7575757575757576,2.0
Aaron Wiggins,OKC,@POR,REB,3.5,-148,112,0.5967741935483871,0.4716981132075472,0.5585303332383936,0.4414696667616063,24.0,3.939014196395874,2.2375785453943733,0.5777734108472883,0.4222265891527117,1.6756756756756757,2.12
Alex Sarr,WAS,@BOS,AST,3.5,142,-192,0.4132231404958678,0.6575342465753424,0.3859166842884331,0.6140833157115669,29.4,3.8193274855613706,1.9702458279325377,0.5643765821192146,0.4356234178807854,2.42,1.5208333333333335
Alex Sarr,WAS,@BOS,PTS,13.5,-114,-118,0.5327102803738317,0.5412844036697247,0.496008302730321,0.5039916972696792,29.4,15.526079070568084,5.918946039859652,0.6339389476897397,0.3660610523102603,1.8771929824561404,1.847457627118644
Alex Sarr,WAS,@BOS,REB,7.5,-143,105,0.588477366255144,0.4878048780487805,0.5467686281824116,0.4532313718175883,29.4,7.861612468957901,2.8392843850581024,0.550672431723179,0.4493275682768209,1.6993006993006992,2.05
Alperen Sengun,HOU,@MEM,AST,6.5,118,-158,0.4587155963302752,0.6124031007751938,0.4282584157758449,0.571741584224155,31.4,6.841115567088127,2.2193965783541256,0.561075847358621,0.4389241526413789,2.1799999999999997,1.6329113924050633
Alperen Sengun,HOU,@MEM,PTS,21.5,-118,-114,0.5412844036697247,0.5327102803738317,0.5039916972696792,0.496008302730321,31.4,25.034607398509976,6.750101742184104,0.6997347044606304,0.3002652955393696,1.847457627118644,1.8771929824561404
Alperen Sengun,HOU,@MEM,REB,9.5,116,-154,0.4629629629629629,0.6062992125984252,0.4329742261011864,0.5670257738988136,31.4,10.635163044929504,3.127377812611805,0.6416885884162542,0.3583114115837458,2.16,1.6493506493506493
Amen Thompson,HOU,@MEM,AST,5.5,-114,-114,0.5327102803738317,0.5327102803738317,0.5,0.5,30.6,4.572043409943581,2.067976407395596,0.3268143476998104,0.6731856523001896,1.8771929824561404,1.8771929824561404
Amen Thompson,HOU,@MEM,PTS,18.5,102,-136,0.495049504950495,0.576271186440678,0.4620927318295739,0.5379072681704261,30.6,13.34562047123909,5.9981786045644805,0.1950808612697848,0.8049191387302151,2.02,1.7352941176470589
Amen Thompson,HOU,@MEM,REB,6.5,-148,105,0.5967741935483871,0.4878048780487805,0.5502357635110628,0.4497642364889372,30.6,6.676758527755737,2.8646954722910998,0.5246000775719384,0.4753999224280616,1.6756756756756757,2.05
Andrew Wiggins,MIA,@DEN,AST,2.5,115,-149,0.4651162790697674,0.5983935742971888,0.4373408272591551,0.5626591727408448,30.6,4.914358377456665,2.082715227655347,0.8768199904660716,0.1231800095339283,2.15,1.6711409395973154
Andrew Wiggins,MIA,@DEN,PTS,16.5,-106,-125,0.5145631067961165,0.5555555555555556,0.4808467741935484,0.5191532258064516,30.6,21.81059557199478,6.448607598510918,0.7948955111952454,0.2051044888047546,1.9433962264150944,1.8
Andrew Wiggins,MIA,@DEN,REB,4.5,-125,-106,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,30.6,4.823707705736161,2.793743930455364,0.5461217312160491,0.4538782687839509,1.8,1.9433962264150944
Anthony Edwards,MIN,@NYK,AST,3.5,-162,122,0.6183206106870229,0.4504504504504504,0.5785341998584389,0.421465800141561,35.6,4.47459152340889,2.3524318365030554,0.6606695267361195,0.3393304732638805,1.617283950617284,2.2199999999999998
Anthony Edwards,MIN,@NYK,PTS,25.5,-115,-111,0.5348837209302325,0.5260663507109005,0.5041554124246831,0.4958445875753168,35.6,28.74218339920044,7.46011445147972,0.6680744617099326,0.3319255382900674,1.8695652173913042,1.900900900900901
Anthony Edwards,MIN,@NYK,REB,4.5,-138,107,0.5798319327731093,0.4830917874396135,0.5455066264370011,0.4544933735629988,35.6,5.304430907964707,3.2190645862416947,0.5986660569153279,0.4013339430846721,1.7246376811594204,2.0700000000000003
Ausar Thompson,DET,UTA,AST,2.5,-157,115,0.6108949416342413,0.4651162790697674,0.567740307795812,0.432259692204188,28.6,3.266259457170964,1.9031133872021135,0.6563915048211421,0.3436084951788579,1.6369426751592355,2.15
Ausar Thompson,DET,UTA,PTS,14.5,-109,-116,0.5215311004784688,0.5370370370370371,0.4926759856030803,0.5073240143969199,28.6,13.223365437984468,5.680556086333539,0.411091704673608,0.588908295326392,1.9174311926605505,1.8620689655172413
Ausar Thompson,DET,UTA,REB,6.5,108,-144,0.4807692307692308,0.5901639344262295,0.4489255225198704,0.5510744774801295,28.6,6.696145987510682,2.7206880327082894,0.5287365524776412,0.4712634475223588,2.08,1.6944444444444444
Austin Reaves,LAL,SAS,AST,6.5,-132,100,0.5689655172413793,0.5,0.532258064516129,0.4677419354838709,37.2,6.447721123695374,2.503635728996892,0.4916702184945916,0.5083297815054084,1.7575757575757576,2.0
Austin Reaves,LAL,SAS,PTS,24.5,-106,-122,0.5145631067961165,0.5495495495495496,0.483560743054414,0.5164392569455861,37.2,27.326029372215277,7.598124700395454,0.6450303995050003,0.3549696004949997,1.9433962264150944,1.819672131147541
Austin Reaves,LAL,SAS,REB,4.5,118,-153,0.4587155963302752,0.6047430830039525,0.4313431309032632,0.5686568690967367,37.2,4.9283844351768495,3.346154326801905,0.550934581143959,0.449065418856041,2.1799999999999997,1.65359477124183
Bam Adebayo,MIA,@DEN,AST,3.5,114,-149,0.4672897196261682,0.5983935742971888,0.4384883598069947,0.5615116401930054,34.8,6.3224523782730095,2.3672707346409565,0.8834244970588649,0.116575502941135,2.1399999999999997,1.6711409395973154
Bam Adebayo,MIA,@DEN,PTS,20.5,102,-136,0.495049504950495,0.576271186440678,0.4620927318295739,0.5379072681704261,34.8,27.54451432228088,7.296843167960321,0.8328326184666024,0.1671673815333976,2.02,1.7352941176470589
Bam Adebayo,MIA,@DEN,REB,8.5,-122,-108,0.5495495495495496,0.5192307692307693,0.5141838223374939,0.485816177662506,34.8,11.081798779964446,3.363993669124463,0.7786019912160191,0.2213980087839808,1.819672131147541,1.925925925925926
Ben Sheppard,IND,BKN,PTS,7.5,-102,-130,0.504950495049505,0.5652173913043478,0.4718423169750604,0.5281576830249397,13.8,3.8844332456588746,2.834180830185092,0.1010306527227313,0.8989693472772686,1.9803921568627452,1.7692307692307692
Bilal Coulibaly,WAS,@BOS,AST,2.5,-136,105,0.576271186440678,0.4878048780487805,0.5415695415695416,0.4584304584304584,34.4,3.1722734570503235,2.2487665483992334,0.6175116989018636,0.3824883010981363,1.7352941176470589,2.05
Bilal Coulibaly,WAS,@BOS,PTS,11.5,-130,-102,0.5652173913043478,0.504950495049505,0.5281576830249397,0.4718423169750604,34.4,11.394828176498413,6.569919574076068,0.4936139712667707,0.5063860287332292,1.7692307692307692,1.9803921568627452
Bilal Coulibaly,WAS,@BOS,REB,4.5,-129,100,0.5633187772925764,0.5,0.5297741273100617,0.4702258726899384,34.4,5.419635152816772,3.122136580101663,0.6158323706467197,0.3841676293532803,1.7751937984496124,2.0
Bruce Brown,DEN,MIA,PTS,6.5,-115,-110,0.5348837209302325,0.5238095238095238,0.5052301255230125,0.4947698744769875,28.8,9.257377910614014,5.542591997221004,0.6905778303110439,0.3094221696889561,1.8695652173913042,1.9090909090909092
Bruce Brown,DEN,MIA,REB,3.5,100,-132,0.5,0.5689655172413793,0.4677419354838709,0.532258064516129,28.8,4.901444721221924,2.65262388121948,0.7013627435707617,0.2986372564292383,2.0,1.7575757575757576
CJ McCollum,WAS,@BOS,AST,3.5,135,-176,0.425531914893617,0.6376811594202898,0.4002320185614849,0.5997679814385151,29.2,5.094361048936844,2.018042232427121,0.7852516972037795,0.2147483027962204,2.35,1.5681818181818183
CJ McCollum,WAS,@BOS,PTS,14.5,-118,-108,0.5412844036697247,0.5192307692307693,0.510397604391948,0.4896023956080519,29.2,24.4715179681778,6.488108241644367,0.9378400510230628,0.0621599489769373,1.847457627118644,1.925925925925926
CJ McCollum,WAS,@BOS,REB,3.5,134,-180,0.4273504273504273,0.6428571428571429,0.3993154592127781,0.600684540787222,29.2,3.854171544313431,2.6486464587451506,0.5531871901627602,0.4468128098372398,2.34,1.5555555555555556
Cade Cunningham,DET,UTA,AST,9.5,-136,100,0.576271186440678,0.5,0.5354330708661418,0.4645669291338583,34.0,8.36567011475563,2.421036390919994,0.319702559518053,0.680297440481947,1.7352941176470589,2.0
Cade Cunningham,DET,UTA,PTS,28.5,-112,-114,0.5283018867924528,0.5327102803738317,0.4979225527671597,0.5020774472328402,34.0,28.89128053188324,7.280955395905095,0.5214289521005049,0.4785710478994951,1.8928571428571428,1.8771929824561404
Cade Cunningham,DET,UTA,REB,5.5,114,-152,0.4672897196261682,0.6031746031746031,0.436529933481153,0.563470066518847,34.0,6.197263270616531,3.11138203175271,0.5886605735260689,0.411339426473931,2.1399999999999997,1.6578947368421053
Cam Thomas,BKN,@IND,AST,3.5,-126,-103,0.5575221238938053,0.5073891625615764,0.5235385623055511,0.4764614376944491,27.0,4.463323205709457,1.8721454370112915,0.6965682545052636,0.3034317454947364,1.7936507936507935,1.970873786407767
Cam Thomas,BKN,@IND,PTS,23.5,-130,-102,0.5652173913043478,0.504950495049505,0.5281576830249397,0.4718423169750604,27.0,20.18497520685196,5.937783826936427,0.2883220673760884,0.7116779326239115,1.7692307692307692,1.9803921568627452
Cam Thomas,BKN,@IND,REB,2.5,-154,116,0.6062992125984252,0.4629629629629629,0.5670257738988136,0.4329742261011864,27.0,3.093121021986008,2.442702426183675,0.5959250450702709,0.4040749549297291,1.6493506493506493,2.16
Cameron Johnson,DEN,MIA,PTS,11.5,-120,-110,0.5454545454545454,0.5238095238095238,0.5101214574898786,0.4898785425101215,30.4,16.61979236602783,6.1212836411257285,0.7985327803294073,0.2014672196705926,1.8333333333333335,1.9090909090909092
Cameron Johnson,DEN,MIA,REB,3.5,-125,-106,0.5555555555555556,0.5145631067961165,0.5191532258064516,0.4808467741935484,30.4,4.356106090545654,2.7627661603840394,0.6216711567206672,0.3783288432793328,1.8,1.9433962264150944
Caris LeVert,DET,UTA,PTS,10.5,-108,-122,0.5192307692307693,0.5495495495495496,0.485816177662506,0.5141838223374939,24.4,15.354105520248412,5.265681253621311,0.8216934805617166,0.1783065194382833,1.925925925925926,1.819672131147541
Cason Wallace,OKC,@POR,AST,2.5,-148,112,0.5967741935483871,0.4716981132075472,0.5585303332383936,0.4414696667616063,28.8,3.172222208976746,1.9113824520791731,0.6374662116104222,0.3625337883895778,1.6756756756756757,2.12
Cason Wallace,OKC,@POR,PTS,8.5,-114,-114,0.5327102803738317,0.5327102803738317,0.5,0.5,28.8,9.523689079284669,5.552179479212584,0.5731407826372795,0.4268592173627205,1.8771929824561404,1.8771929824561404
Cason Wallace,OKC,@POR,REB,3.5,128,-167,0.4385964912280701,0.6254681647940075,0.4121896998888477,0.5878103001111522,28.8,3.135380244255066,2.59510193708922,0.4441312686025386,0.5558687313974614,2.2800000000000002,1.5988023952095807
Chet Holmgren,OKC,@POR,AST,1.5,-140,108,0.5833333333333334,0.4807692307692308,0.5481927710843374,0.4518072289156626,28.0,2.5948954224586487,1.844573295952006,0.7236023098263854,0.2763976901736146,1.7142857142857144,2.08
Chet Holmgren,OKC,@POR,PTS,17.5,-108,-124,0.5192307692307693,0.5535714285714286,0.4839948783610755,0.5160051216389244,28.0,16.61952257156372,5.790448484282072,0.4395710436524527,0.5604289563475473,1.925925925925926,1.8064516129032258
Chet Holmgren,OKC,@POR,REB,8.5,108,-144,0.4807692307692308,0.5901639344262295,0.4489255225198704,0.5510744774801295,28.0,7.245244264602661,2.710921701195808,0.3217352006522846,0.6782647993477153,2.08,1.6944444444444444
Christian Braun,DEN,MIA,PTS,12.5,-117,-109,0.5391705069124424,0.5215311004784688,0.5083149711054754,0.4916850288945246,38.0,18.241102635860443,7.37385813863286,0.7818849861071757,0.2181150138928242,1.8547008547008548,1.9174311926605505
Christian Braun,DEN,MIA,REB,3.5,-136,102,0.576271186440678,0.495049504950495,0.5379072681704261,0.4620927318295739,38.0,6.361878454685211,3.443088689524342,0.7970682893423975,0.2029317106576025,1.7352941176470589,2.02
