name,playerID,firstName,lastName,team,opponent,gameID,asof_date,game_date,book,prop_type,line,odds_over,odds_under,game_id,PTS_roll5_mean,PTS_roll5_std,REB_roll5_mean,REB_roll5_std,AST_roll5_mean,AST_roll5_std,STL_roll5_mean,STL_roll5_std,BLK_roll5_mean,BLK_roll5_std,TOV_roll5_mean,TOV_roll5_std,MIN_roll5_mean,MIN_roll5_std,FGM_roll5_mean,FGM_roll5_std,FGA_roll5_mean,FGA_roll5_std,FG_PCT_roll5_mean,FG_PCT_roll5_std,FG3M_roll5_mean,FG3M_roll5_std,FG3A_roll5_mean,FG3A_roll5_std,FTM_roll5_mean,FTM_roll5_std,FTA_roll5_mean,FTA_roll5_std,FT_PCT_roll5_mean,FT_PCT_roll5_std,PLUS_MINUS_roll5_mean,PLUS_MINUS_roll5_std,PTS_roll10_mean,PTS_roll10_std,REB_roll10_mean,REB_roll10_std,AST_roll10_mean,AST_roll10_std,STL_roll10_mean,STL_roll10_std,BLK_roll10_mean,BLK_roll10_std,TOV_roll10_mean,TOV_roll10_std,MIN_roll10_mean,MIN_roll10_std,FGM_roll10_mean,FGM_roll10_std,FGA_roll10_mean,FGA_roll10_std,FG_PCT_roll10_mean,FG_PCT_roll10_std,FG3M_roll10_mean,FG3M_roll10_std,FG3A_roll10_mean,FG3A_roll10_std,FTM_roll10_mean,FTM_roll10_std,FTA_roll10_mean,FTA_roll10_std,FT_PCT_roll10_mean,FT_PCT_roll10_std,PLUS_MINUS_roll10_mean,PLUS_MINUS_roll10_std,PTS_trend10,REB_trend10,AST_trend10,STL_trend10,BLK_trend10,TOV_trend10,MIN_trend10,FGM_trend10,FGA_trend10,FG_PCT_trend10,FG3M_trend10,FG3A_trend10,FTM_trend10,FTA_trend10,FT_PCT_trend10,PLUS_MINUS_trend10,PTS,REB,AST,FG3M,TOV,actual
Kris Dunn,3854,Kris,Dunn,LAC,PHX,2914974,2025-11-06,2025-11-06,fanduel,ptsreb,12.5,-104.0,-128.0,22500182.0,7.2,2.1679483388678804,2.8,1.9235384061671346,1.6,1.8165902124584947,1.6,1.51657508881031,0.2,0.4472135954999579,1.6,0.8944271909999157,24.8,3.271085446759225,3.0,1.0000000000000002,5.6,0.8944271909999162,0.5334,0.1397222244311906,1.0,0.7071067811865475,2.2,0.8366600265340756,0.2,0.4472135954999581,0.4,0.894427190999916,,,-6.8,11.541230437002808,7.142857142857143,4.4131837120372035,3.0,1.8257418583505538,1.4285714285714286,1.5118578920369088,1.7142857142857142,1.3801311186847083,0.14285714285714285,0.37796447300922725,1.4285714285714286,0.9759000729485332,23.857142857142858,3.132015933791494,2.857142857142857,1.6761634196950517,5.571428571428571,1.618347187425374,0.47028571428571425,0.23913435155836163,1.0,0.816496580927726,2.2857142857142856,1.1126972805283737,0.42857142857142855,0.7867957924694432,0.5714285714285714,0.9759000729485333,,,-5.142857142857143,14.735767952260145,0.25000000000000033,-1.9148904736410973e-17,0.3928571428571428,0.2142857142857142,0.10714285714285714,0.1785714285714286,1.0357142857142856,0.1071428571428574,-0.03571428571428596,0.050607142857142864,0.07142857142857148,-1.0158347222462225e-16,-0.0357142857142857,0.0714285714285714,,-2.1428571428571432,9.0,2.0,6.0,1.0,2.0,11.0
Brook Lopez,2918,Brook,Lopez,LAC,PHX,2914974,2025-11-06,2025-11-06,fanduel,ptsreb,9.5,-118.0,-112.0,22500182.0,5.6,3.714835124201342,2.2,0.8366600265340756,0.2,0.4472135954999579,0.4,0.5477225575051662,0.8,1.3038404810405297,0.6,0.8944271909999159,15.4,2.3021728866442674,2.0,1.2247448713915892,6.0,1.0,0.32480000000000003,0.16450744663996214,1.2,1.6431676725154982,4.2,1.0954451150103321,0.4,0.5477225575051661,0.8,1.0954451150103321,,,-5.8,13.553597308463905,7.0,4.654746681256314,3.0,1.9148542155126764,0.2857142857142857,0.4879500364742666,0.42857142857142855,0.5345224838248488,0.8571428571428571,1.2149857925879117,0.8571428571428571,0.8997354108424372,16.0,2.1602468994692865,2.4285714285714284,1.5118578920369088,6.714285714285714,2.4976179127511156,0.3487142857142857,0.1404774172666367,1.8571428571428572,1.9518001458970664,5.142857142857143,2.734262327610589,0.2857142857142857,0.4879500364742666,0.5714285714285714,0.9759000729485332,,,-3.4285714285714284,12.765280292746453,-0.46428571428571425,-0.5357142857142859,-0.07142857142857141,-7.201824299201941e-18,-0.21428571428571425,-0.035714285714285796,-0.28571428571428514,-0.14285714285714285,-0.3928571428571429,0.0012142857142857081,-0.21428571428571452,-0.6428571428571428,0.03571428571428572,0.07142857142857144,,-2.928571428571428,6.0,3.0,0.0,0.0,2.0,9.0
Devin Booker,3711,Devin,Booker,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,ptsast,36.5,-106.0,-125.0,22500182.0,33.6,3.84707681233427,4.0,1.5811388300841898,7.8,4.207136793592526,0.6,0.5477225575051662,0.6,0.5477225575051661,3.2,1.7888543819998317,38.6,3.507135583350039,11.4,1.5165750888103096,22.8,4.549725266430932,0.5164,0.11367409555391238,3.6,2.073644135332772,7.8,4.207136793592526,7.2,2.588435821108957,8.2,2.5884358211089573,0.8778,0.1300546039169702,10.4,12.25969004502153,31.0,6.117889458675388,3.875,1.3562026818605375,7.0,3.5856858280031814,0.5,0.5345224838248488,0.375,0.5175491695067657,4.25,2.5495097567963927,36.75,4.527692569068709,10.25,2.4928469095164503,19.875,5.841660722773962,0.5291250000000001,0.09452654578023496,2.75,1.9820624179302297,6.375,3.77728171346236,7.75,2.2519832529192065,9.0,3.1622776601683795,0.882,0.1423366231358405,2.25,15.836215276565113,1.3333333333333328,-0.13095238095238101,0.42857142857142805,0.07142857142857144,0.03571428571428571,-0.23809523809523808,0.6428571428571409,0.6428571428571425,0.964285714285714,0.008678571428571426,0.1904761904761904,0.17857142857142813,-0.1428571428571435,-0.547619047619048,0.02285714285714287,4.690476190476192,24.0,6.0,7.0,3.0,3.0,31.0
Ivica Zubac,3888,Ivica,Zubac,LAC,PHX,2914974,2025-11-06,2025-11-06,fanduel,ptsast,20.5,-104.0,-128.0,22500182.0,13.0,5.431390245600108,11.2,4.32434966208793,2.0,1.0,0.6,0.8944271909999159,1.4,1.140175425099138,1.8,1.3038404810405297,30.4,5.029910535983716,5.6,2.4083189157584592,10.0,2.9154759474226504,0.5518,0.1400703394727092,0.0,0.0,0.0,0.0,1.8,1.6431676725154984,2.2,1.4832396974191326,0.75,0.2886751345948128,-0.6,9.316651759081692,13.142857142857142,5.459809869356607,9.714285714285714,4.386125310350268,2.4285714285714284,1.1338934190276817,0.42857142857142855,0.7867957924694432,1.1428571428571428,1.0690449676496976,2.0,1.1547005383792515,29.142857142857142,4.6700667885506535,5.714285714285714,2.6276913640612176,9.714285714285714,3.3523268393901033,0.5787142857142857,0.1260868936959935,0.0,0.0,0.0,0.0,1.7142857142857142,1.3801311186847085,2.142857142857143,1.3451854182690985,0.7778333333333333,0.2508947322417644,-1.2857142857142858,12.9320568835006,-1.4642857142857144,1.0357142857142856,-0.25,0.2857142857142857,5.4029454633635355e-18,-0.03571428571428569,0.4285714285714296,-0.7142857142857146,-0.5000000000000008,-0.04257142857142856,0.0,0.0,-0.035714285714285775,0.07142857142857145,-0.08574285714285719,1.2857142857142863,23.0,11.0,2.0,0.0,2.0,25.0
Grayson Allen,4454,Grayson,Allen,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,ptsast,19.5,-102.0,-130.0,22500182.0,16.8,3.7013511046643495,3.8,1.9235384061671346,4.6,1.140175425099138,1.4,1.51657508881031,0.2,0.44721359549995804,2.4,1.6733200530681513,35.8,3.7682887362833553,5.6,1.1401754250991383,14.4,3.2863353450309964,0.3926,0.0476529117683274,3.4,1.341640786499874,9.2,2.489979919597747,2.2,2.280350850198276,2.8,2.949576240750525,0.7936666666666667,0.18022855859528286,0.8,16.146206984923733,16.375,3.3354160160315836,3.625,1.8468119248354136,5.0,1.1952286093343938,1.25,1.164964745021435,0.25,0.46291004988627577,2.0,1.851640199545103,34.625,3.777281713462361,5.5,1.0690449676496976,13.5,2.7774602993176543,0.41200000000000003,0.06834157906115007,3.5,1.1952286093343938,9.0,2.0701966780270626,1.875,1.9594095320493148,2.25,2.49284690951645,0.8762000000000001,0.17033261578452905,-2.0,13.288018233409698,-0.0833333333333335,0.15476190476190485,-0.2619047619047618,0.1666666666666666,-0.023809523809523846,-0.07142857142857124,0.10714285714285499,0.047619047619047505,0.3095238095238082,-0.006238095238095243,0.07142857142857109,0.047619047619047485,-0.25000000000000006,-0.23809523809523808,-0.06660000000000009,0.9523809523809532,18.0,3.0,4.0,4.0,2.0,22.0
Bradley Beal,3303,Bradley,Beal,LAC,PHX,2914974,2025-11-06,2025-11-06,fanduel,ptsast,17.5,-120.0,-110.0,22500182.0,8.0,3.1622776601683795,1.0,0.0,1.5,1.0,0.5,0.5773502691896257,0.0,0.0,1.5,1.0,20.25,0.5000000000000002,3.0,1.4142135623730951,6.25,2.0615528128088303,0.475,0.11365151414154881,1.0,0.816496580927726,2.5,1.9148542155126762,1.0,1.1547005383792515,1.5,1.0,0.6666666666666666,0.5773502691896258,-1.0,6.0553007081949835,8.0,3.1622776601683795,1.0,0.0,1.5,1.0,0.5,0.5773502691896257,0.0,0.0,1.5,1.0,20.25,0.5000000000000002,3.0,1.4142135623730951,6.25,2.0615528128088303,0.475,0.11365151414154881,1.0,0.816496580927726,2.5,1.9148542155126762,1.0,1.1547005383792515,1.5,1.0,0.6666666666666666,0.5773502691896258,-1.0,6.0553007081949835,2.399999999999999,-8.214889951798643e-17,0.6000000000000003,-7.074640819510196e-17,0.0,0.5999999999999999,0.10000000000000026,0.9999999999999999,1.2999999999999998,0.05499999999999999,0.39999999999999986,0.19999999999999948,2.493335465025045e-16,0.6000000000000003,-0.4999999999999997,2.4000000000000004,5.0,1.0,1.0,1.0,2.0,6.0
Jalen Green,5230,Jalen,Green,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,ptsast,15.5,-102.0,-130.0,22500182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,3.0,3.0,6.0,2.0,32.0
Collin Gillespie,5732,Collin,Gillespie,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,ptsast,13.5,-106.0,-125.0,22500182.0,12.8,2.9495762407505253,3.8,1.6431676725154984,6.4,3.781534080237808,1.6,0.894427190999916,0.8,0.4472135954999579,1.6,1.140175425099138,26.6,5.029910535983718,4.4,0.8944271909999159,9.8,2.04939015319192,0.45199999999999996,0.0658217289350561,3.2,0.8366600265340756,7.4,2.8809720581775866,0.8,0.8366600265340756,1.0,1.0,0.8333333333333334,0.28867513459481287,4.8,12.497999839974394,11.25,3.693623849670827,3.5,1.6035674514745464,5.25,3.453776401067595,1.25,0.8864052604279182,0.75,0.4629100498862757,1.5,1.1952286093343938,24.625,5.9985117201805025,4.0,1.1952286093343936,9.25,2.7645717829090897,0.43875,0.06929801069088697,2.75,1.0350983390135313,6.625,2.7222627143085005,0.5,0.7559289460184544,0.625,0.9161253813129042,0.8333333333333334,0.28867513459481287,-0.125,14.146554350795107,0.4047619047619038,0.1428571428571427,0.023809523809523742,0.02380952380952373,-0.047619047619047596,0.04761904761904741,0.011904761904759746,0.07142857142857112,-0.09523809523809544,0.009809523809523798,0.1428571428571427,-0.011904761904761847,0.11904761904761904,0.13095238095238093,-1.4369923046397228e-16,0.27380952380952517,1.0,5.0,7.0,0.0,2.0,8.0
Chris Paul,2584,Chris,Paul,LAC,PHX,2914974,2025-11-06,2025-11-06,fanduel,ptsast,13.5,-102.0,-130.0,22500182.0,2.4,2.5099800796022267,1.6,1.3416407864998738,3.0,1.0,0.8,1.3038404810405297,0.0,0.0,0.8,0.8366600265340756,11.8,2.167948338867881,0.8,0.8366600265340756,3.2,1.6431676725154984,0.19,0.20736441353327723,0.8,0.8366600265340756,2.4,1.51657508881031,0.0,0.0,0.0,0.0,,,-7.4,11.28273016605467,2.2857142857142856,2.3603873774083297,1.7142857142857142,1.2535663410560176,3.857142857142857,2.0354009783964297,1.1428571428571428,1.3451854182690985,0.0,0.0,1.0,0.816496580927726,13.428571428571429,3.59894164336975,0.7142857142857143,0.7559289460184544,3.142857142857143,1.7728105208558367,0.16428571428571428,0.1841970994032518,0.7142857142857143,0.7559289460184544,2.4285714285714284,1.5118578920369088,0.14285714285714285,0.37796447300922725,0.14285714285714285,0.37796447300922725,,,-5.428571428571429,10.309496315810694,-0.32142857142857145,0.07142857142857136,-0.3214285714285716,-0.24999999999999994,0.0,4.8870404991229254e-17,-0.9285714285714274,-0.07142857142857141,-0.14285714285714296,-0.016071428571428577,-0.07142857142857141,-0.1785714285714286,-0.10714285714285714,-0.10714285714285714,,-1.6428571428571428,2.0,2.0,2.0,0.0,0.0,4.0
Royce O'Neale,3977,Royce,O'Neale,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,ptsast,12.5,100.0,-132.0,22500182.0,13.4,4.159326868617084,6.6,3.781534080237808,4.2,1.9235384061671346,2.0,1.8708286933869707,0.0,0.0,2.2,1.3038404810405297,34.4,7.021395872616782,4.8,1.3038404810405297,10.6,4.219004621945797,0.479,0.12541730343138463,3.8,1.6431676725154984,8.4,3.0495901363953815,0.0,0.0,0.0,0.0,,,4.4,15.517731793016656,12.125,3.8706773124535787,5.75,3.105295017040594,3.25,1.9820624179302297,1.625,1.5979898086569353,0.125,0.3535533905932738,1.875,1.1259916264596033,32.125,6.174544517614234,4.25,1.3887301496588274,9.75,3.654742515847438,0.449,0.11382944635349351,3.375,1.407885953173359,8.125,2.5877458475338284,0.25,0.4629100498862757,0.5,0.9258200997725514,,,-2.5,17.037773161000654,-0.10714285714285786,0.119047619047619,0.23809523809523797,0.011904761904761843,-0.059523809523809576,0.0833333333333332,0.08333333333333194,0.02380952380952353,-0.2142857142857147,0.015333333333333324,-0.03571428571428565,-0.3214285714285719,-0.11904761904761904,-0.23809523809523808,,2.0000000000000018,17.0,4.0,2.0,5.0,1.0,19.0
Ryan Dunn,6276,Ryan,Dunn,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,ptsast,10.5,-112.0,-118.0,22500182.0,11.2,3.8987177379235853,5.0,3.3166247903554,1.6,0.8944271909999159,1.6,1.1401754250991378,0.6,0.8944271909999159,1.2,1.0954451150103324,26.8,5.761944116355173,4.4,1.1401754250991378,9.0,3.3166247903554,0.5388,0.19709566205271997,1.6,0.8944271909999159,4.8,2.16794833886788,0.8,1.0954451150103321,0.8,1.0954451150103324,,,2.2,21.5916650585359,10.0,3.5050983275386565,5.875,3.090885217631258,1.625,1.0606601717798212,1.125,1.1259916264596033,1.0,1.1952286093343936,0.875,0.991031208965115,24.875,5.566160513059505,4.125,0.9910312089651148,8.375,2.8753881725529067,0.5297499999999999,0.1553656976298179,1.25,0.8864052604279183,4.0,2.138089935299395,0.5,0.9258200997725514,0.75,1.0350983390135313,0.6666666666666666,0.5773502691896258,-0.375,16.84329031310179,0.904761904761905,-0.5119047619047619,-0.08333333333333325,0.32142857142857145,-0.1428571428571428,0.15476190476190468,1.5119047619047614,0.22619047619047597,0.6309523809523812,-0.006928571428571436,0.2619047619047619,0.5952380952380951,0.1904761904761905,0.02380952380952389,0.5000000000000001,3.535714285714285,10.0,5.0,3.0,1.0,2.0,13.0
Ivica Zubac,3888,Ivica,Zubac,LAC,PHX,2914974,2025-11-06,2025-11-06,fanduel,rebast,13.5,-132.0,100.0,22500182.0,13.0,5.431390245600108,11.2,4.32434966208793,2.0,1.0,0.6,0.8944271909999159,1.4,1.140175425099138,1.8,1.3038404810405297,30.4,5.029910535983716,5.6,2.4083189157584592,10.0,2.9154759474226504,0.5518,0.1400703394727092,0.0,0.0,0.0,0.0,1.8,1.6431676725154984,2.2,1.4832396974191326,0.75,0.2886751345948128,-0.6,9.316651759081692,13.142857142857142,5.459809869356607,9.714285714285714,4.386125310350268,2.4285714285714284,1.1338934190276817,0.42857142857142855,0.7867957924694432,1.1428571428571428,1.0690449676496976,2.0,1.1547005383792515,29.142857142857142,4.6700667885506535,5.714285714285714,2.6276913640612176,9.714285714285714,3.3523268393901033,0.5787142857142857,0.1260868936959935,0.0,0.0,0.0,0.0,1.7142857142857142,1.3801311186847085,2.142857142857143,1.3451854182690985,0.7778333333333333,0.2508947322417644,-1.2857142857142858,12.9320568835006,-1.4642857142857144,1.0357142857142856,-0.25,0.2857142857142857,5.4029454633635355e-18,-0.03571428571428569,0.4285714285714296,-0.7142857142857146,-0.5000000000000008,-0.04257142857142856,0.0,0.0,-0.035714285714285775,0.07142857142857145,-0.08574285714285719,1.2857142857142863,23.0,11.0,2.0,0.0,2.0,
Devin Booker,3711,Devin,Booker,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,rebast,11.5,102.0,-136.0,22500182.0,33.6,3.84707681233427,4.0,1.5811388300841898,7.8,4.207136793592526,0.6,0.5477225575051662,0.6,0.5477225575051661,3.2,1.7888543819998317,38.6,3.507135583350039,11.4,1.5165750888103096,22.8,4.549725266430932,0.5164,0.11367409555391238,3.6,2.073644135332772,7.8,4.207136793592526,7.2,2.588435821108957,8.2,2.5884358211089573,0.8778,0.1300546039169702,10.4,12.25969004502153,31.0,6.117889458675388,3.875,1.3562026818605375,7.0,3.5856858280031814,0.5,0.5345224838248488,0.375,0.5175491695067657,4.25,2.5495097567963927,36.75,4.527692569068709,10.25,2.4928469095164503,19.875,5.841660722773962,0.5291250000000001,0.09452654578023496,2.75,1.9820624179302297,6.375,3.77728171346236,7.75,2.2519832529192065,9.0,3.1622776601683795,0.882,0.1423366231358405,2.25,15.836215276565113,1.3333333333333328,-0.13095238095238101,0.42857142857142805,0.07142857142857144,0.03571428571428571,-0.23809523809523808,0.6428571428571409,0.6428571428571425,0.964285714285714,0.008678571428571426,0.1904761904761904,0.17857142857142813,-0.1428571428571435,-0.547619047619048,0.02285714285714287,4.690476190476192,24.0,6.0,7.0,3.0,3.0,
Grayson Allen,4454,Grayson,Allen,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,rebast,7.5,100.0,-132.0,22500182.0,16.8,3.7013511046643495,3.8,1.9235384061671346,4.6,1.140175425099138,1.4,1.51657508881031,0.2,0.44721359549995804,2.4,1.6733200530681513,35.8,3.7682887362833553,5.6,1.1401754250991383,14.4,3.2863353450309964,0.3926,0.0476529117683274,3.4,1.341640786499874,9.2,2.489979919597747,2.2,2.280350850198276,2.8,2.949576240750525,0.7936666666666667,0.18022855859528286,0.8,16.146206984923733,16.375,3.3354160160315836,3.625,1.8468119248354136,5.0,1.1952286093343938,1.25,1.164964745021435,0.25,0.46291004988627577,2.0,1.851640199545103,34.625,3.777281713462361,5.5,1.0690449676496976,13.5,2.7774602993176543,0.41200000000000003,0.06834157906115007,3.5,1.1952286093343938,9.0,2.0701966780270626,1.875,1.9594095320493148,2.25,2.49284690951645,0.8762000000000001,0.17033261578452905,-2.0,13.288018233409698,-0.0833333333333335,0.15476190476190485,-0.2619047619047618,0.1666666666666666,-0.023809523809523846,-0.07142857142857124,0.10714285714285499,0.047619047619047505,0.3095238095238082,-0.006238095238095243,0.07142857142857109,0.047619047619047485,-0.25000000000000006,-0.23809523809523808,-0.06660000000000009,0.9523809523809532,18.0,3.0,4.0,4.0,2.0,
Royce O'Neale,3977,Royce,O'Neale,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,rebast,7.5,-120.0,-110.0,22500182.0,13.4,4.159326868617084,6.6,3.781534080237808,4.2,1.9235384061671346,2.0,1.8708286933869707,0.0,0.0,2.2,1.3038404810405297,34.4,7.021395872616782,4.8,1.3038404810405297,10.6,4.219004621945797,0.479,0.12541730343138463,3.8,1.6431676725154984,8.4,3.0495901363953815,0.0,0.0,0.0,0.0,,,4.4,15.517731793016656,12.125,3.8706773124535787,5.75,3.105295017040594,3.25,1.9820624179302297,1.625,1.5979898086569353,0.125,0.3535533905932738,1.875,1.1259916264596033,32.125,6.174544517614234,4.25,1.3887301496588274,9.75,3.654742515847438,0.449,0.11382944635349351,3.375,1.407885953173359,8.125,2.5877458475338284,0.25,0.4629100498862757,0.5,0.9258200997725514,,,-2.5,17.037773161000654,-0.10714285714285786,0.119047619047619,0.23809523809523797,0.011904761904761843,-0.059523809523809576,0.0833333333333332,0.08333333333333194,0.02380952380952353,-0.2142857142857147,0.015333333333333324,-0.03571428571428565,-0.3214285714285719,-0.11904761904761904,-0.23809523809523808,,2.0000000000000018,17.0,4.0,2.0,5.0,1.0,
Ryan Dunn,6276,Ryan,Dunn,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,rebast,6.5,-102.0,-130.0,22500182.0,11.2,3.8987177379235853,5.0,3.3166247903554,1.6,0.8944271909999159,1.6,1.1401754250991378,0.6,0.8944271909999159,1.2,1.0954451150103324,26.8,5.761944116355173,4.4,1.1401754250991378,9.0,3.3166247903554,0.5388,0.19709566205271997,1.6,0.8944271909999159,4.8,2.16794833886788,0.8,1.0954451150103321,0.8,1.0954451150103324,,,2.2,21.5916650585359,10.0,3.5050983275386565,5.875,3.090885217631258,1.625,1.0606601717798212,1.125,1.1259916264596033,1.0,1.1952286093343936,0.875,0.991031208965115,24.875,5.566160513059505,4.125,0.9910312089651148,8.375,2.8753881725529067,0.5297499999999999,0.1553656976298179,1.25,0.8864052604279183,4.0,2.138089935299395,0.5,0.9258200997725514,0.75,1.0350983390135313,0.6666666666666666,0.5773502691896258,-0.375,16.84329031310179,0.904761904761905,-0.5119047619047619,-0.08333333333333325,0.32142857142857145,-0.1428571428571428,0.15476190476190468,1.5119047619047614,0.22619047619047597,0.6309523809523812,-0.006928571428571436,0.2619047619047619,0.5952380952380951,0.1904761904761905,0.02380952380952389,0.5000000000000001,3.535714285714285,10.0,5.0,3.0,1.0,2.0,
Jalen Green,5230,Jalen,Green,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,rebast,5.5,-130.0,-102.0,22500182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,3.0,3.0,6.0,2.0,
Devin Booker,3711,Devin,Booker,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,pts,28.5,,,22500182.0,33.6,3.84707681233427,4.0,1.5811388300841898,7.8,4.207136793592526,0.6,0.5477225575051662,0.6,0.5477225575051661,3.2,1.7888543819998317,38.6,3.507135583350039,11.4,1.5165750888103096,22.8,4.549725266430932,0.5164,0.11367409555391238,3.6,2.073644135332772,7.8,4.207136793592526,7.2,2.588435821108957,8.2,2.5884358211089573,0.8778,0.1300546039169702,10.4,12.25969004502153,31.0,6.117889458675388,3.875,1.3562026818605375,7.0,3.5856858280031814,0.5,0.5345224838248488,0.375,0.5175491695067657,4.25,2.5495097567963927,36.75,4.527692569068709,10.25,2.4928469095164503,19.875,5.841660722773962,0.5291250000000001,0.09452654578023496,2.75,1.9820624179302297,6.375,3.77728171346236,7.75,2.2519832529192065,9.0,3.1622776601683795,0.882,0.1423366231358405,2.25,15.836215276565113,1.3333333333333328,-0.13095238095238101,0.42857142857142805,0.07142857142857144,0.03571428571428571,-0.23809523809523808,0.6428571428571409,0.6428571428571425,0.964285714285714,0.008678571428571426,0.1904761904761904,0.17857142857142813,-0.1428571428571435,-0.547619047619048,0.02285714285714287,4.690476190476192,24.0,6.0,7.0,3.0,3.0,24.0
Devin Booker,3711,Devin,Booker,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,reb,3.5,,,22500182.0,33.6,3.84707681233427,4.0,1.5811388300841898,7.8,4.207136793592526,0.6,0.5477225575051662,0.6,0.5477225575051661,3.2,1.7888543819998317,38.6,3.507135583350039,11.4,1.5165750888103096,22.8,4.549725266430932,0.5164,0.11367409555391238,3.6,2.073644135332772,7.8,4.207136793592526,7.2,2.588435821108957,8.2,2.5884358211089573,0.8778,0.1300546039169702,10.4,12.25969004502153,31.0,6.117889458675388,3.875,1.3562026818605375,7.0,3.5856858280031814,0.5,0.5345224838248488,0.375,0.5175491695067657,4.25,2.5495097567963927,36.75,4.527692569068709,10.25,2.4928469095164503,19.875,5.841660722773962,0.5291250000000001,0.09452654578023496,2.75,1.9820624179302297,6.375,3.77728171346236,7.75,2.2519832529192065,9.0,3.1622776601683795,0.882,0.1423366231358405,2.25,15.836215276565113,1.3333333333333328,-0.13095238095238101,0.42857142857142805,0.07142857142857144,0.03571428571428571,-0.23809523809523808,0.6428571428571409,0.6428571428571425,0.964285714285714,0.008678571428571426,0.1904761904761904,0.17857142857142813,-0.1428571428571435,-0.547619047619048,0.02285714285714287,4.690476190476192,24.0,6.0,7.0,3.0,3.0,6.0
Devin Booker,3711,Devin,Booker,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,ast,7.5,,,22500182.0,33.6,3.84707681233427,4.0,1.5811388300841898,7.8,4.207136793592526,0.6,0.5477225575051662,0.6,0.5477225575051661,3.2,1.7888543819998317,38.6,3.507135583350039,11.4,1.5165750888103096,22.8,4.549725266430932,0.5164,0.11367409555391238,3.6,2.073644135332772,7.8,4.207136793592526,7.2,2.588435821108957,8.2,2.5884358211089573,0.8778,0.1300546039169702,10.4,12.25969004502153,31.0,6.117889458675388,3.875,1.3562026818605375,7.0,3.5856858280031814,0.5,0.5345224838248488,0.375,0.5175491695067657,4.25,2.5495097567963927,36.75,4.527692569068709,10.25,2.4928469095164503,19.875,5.841660722773962,0.5291250000000001,0.09452654578023496,2.75,1.9820624179302297,6.375,3.77728171346236,7.75,2.2519832529192065,9.0,3.1622776601683795,0.882,0.1423366231358405,2.25,15.836215276565113,1.3333333333333328,-0.13095238095238101,0.42857142857142805,0.07142857142857144,0.03571428571428571,-0.23809523809523808,0.6428571428571409,0.6428571428571425,0.964285714285714,0.008678571428571426,0.1904761904761904,0.17857142857142813,-0.1428571428571435,-0.547619047619048,0.02285714285714287,4.690476190476192,24.0,6.0,7.0,3.0,3.0,7.0
Devin Booker,3711,Devin,Booker,PHX,LAC,2914974,2025-11-06,2025-11-06,fanduel,3pm,2.5,,,22500182.0,33.6,3.84707681233427,4.0,1.5811388300841898,7.8,4.207136793592526,0.6,0.5477225575051662,0.6,0.5477225575051661,3.2,1.7888543819998317,38.6,3.507135583350039,11.4,1.5165750888103096,22.8,4.549725266430932,0.5164,0.11367409555391238,3.6,2.073644135332772,7.8,4.207136793592526,7.2,2.588435821108957,8.2,2.5884358211089573,0.8778,0.1300546039169702,10.4,12.25969004502153,31.0,6.117889458675388,3.875,1.3562026818605375,7.0,3.5856858280031814,0.5,0.5345224838248488,0.375,0.5175491695067657,4.25,2.5495097567963927,36.75,4.527692569068709,10.25,2.4928469095164503,19.875,5.841660722773962,0.5291250000000001,0.09452654578023496,2.75,1.9820624179302297,6.375,3.77728171346236,7.75,2.2519832529192065,9.0,3.1622776601683795,0.882,0.1423366231358405,2.25,15.836215276565113,1.3333333333333328,-0.13095238095238101,0.42857142857142805,0.07142857142857144,0.03571428571428571,-0.23809523809523808,0.6428571428571409,0.6428571428571425,0.964285714285714,0.008678571428571426,0.1904761904761904,0.17857142857142813,-0.1428571428571435,-0.547619047619048,0.02285714285714287,4.690476190476192,24.0,6.0,7.0,3.0,3.0,3.0
