Player,POverModel,OverDecimal,Team,Opponent,Market,line_dfD,ProjMean,ProjSD,ProjMins,POverImp,POverFair,p_over_price,edge_over,EV_over_1u
Darius Garland,0.8317670781121063,1.847457627118644,CLE,PHI,PTS,14.5,20.78582124710083,6.539748573424087,31.8,0.5412844036697247,0.5060689431946916,0.5412844036697247,0.2904826744423815,0.5366544324443997
Rui Hachimura,0.8498235743847855,1.78125,LAL,SAS,PTS,11.5,18.25645670890808,6.523710232891896,32.6,0.5614035087719298,0.5289256198347108,0.5614035087719298,0.2884200656128557,0.5137482418728991
Rudy Gobert,0.8510772905617949,1.7575757575757576,MIN,@NYK,REB,9.5,13.124002814292908,3.481053623476748,35.0,0.5689655172413793,0.528604118993135,0.5689655172413793,0.2821117733204156,0.4958328137146699
Andrew Wiggins,0.7948955111952454,1.9433962264150944,MIA,@DEN,PTS,16.5,21.81059557199478,6.448607598510918,30.6,0.5145631067961165,0.4808467741935484,0.5145631067961165,0.2803324043991289,0.5447969368511373
Naji Marshall,0.6809004024963168,2.43,DAL,NOP,AST,2.5,3.53842602968216,2.208392238193691,33.6,0.411522633744856,0.38710025491968,0.4115226337448559,0.26937776875146086,0.6545879780660498
Jusuf Nurkic,0.823191654203622,1.8,UTA,@DET,PTS,10.5,15.08866935968399,4.9468354398772805,21.0,0.5555555555555556,0.5191532258064516,0.5555555555555556,0.26763609864806637,0.48174497756651957
Donovan Clingan,0.7937394560746933,1.8928571428571428,POR,OKC,REB,8.5,10.954277443885802,2.994974830416819,28.4,0.5283018867924528,0.4969046636401156,0.5283018867924528,0.2654375692822405,0.5024353989985266
DeMar DeRozan,0.7122149797633132,2.21,SAC,GSW,AST,4.5,5.878876757621764,2.4628640887193045,36.8,0.4524886877828054,0.424915181659475,0.45248868778280543,0.25972629198050773,0.5739951052769221
Aaron Gordon,0.8282033079988913,1.7575757575757576,DEN,MIA,AST,2.5,4.872981995344162,2.505553091378746,38.0,0.5689655172413793,0.528604118993135,0.5689655172413793,0.25923779075751197,0.4556300564828999
Rudy Gobert,0.7875766144518983,1.8771929824561404,MIN,@NYK,PTS,10.5,15.932208150625229,6.806929732136102,35.0,0.5327102803738317,0.5020774472328402,0.5327102803738317,0.2548663340780666,0.4784332937956688
Kyle Filipowski,0.7730170036659525,1.925925925925926,UTA,@DET,PTS,8.5,12.75974292755127,5.68861095643381,28.8,0.5192307692307693,0.485816177662506,0.5192307692307692,0.25378623443518333,0.48877348854183456
Cameron Johnson,0.7985327803294073,1.8333333333333333,DEN,MIA,PTS,11.5,16.61979236602783,6.1212836411257285,30.4,0.5454545454545454,0.5101214574898786,0.5454545454545455,0.2530782348748618,0.46397676393724674
Josh Hart,0.7794839863961662,1.8849557522123892,NYK,MIN,PTS,8.5,14.01340920329094,7.156074267761805,37.4,0.5305164319248826,0.4949766918501849,0.5305164319248826,0.2489675544712836,0.46929282391489724
Peyton Watson,0.75257689035122,1.9803921568627447,DEN,MIA,PTS,6.5,10.333651453256609,5.616074213584045,29.0,0.504950495049505,0.4718423169750604,0.5049504950495051,0.24762639530171493,0.49039737108770987
Domantas Sabonis,0.7678359835483771,1.9174311926605505,SAC,GSW,AST,4.5,6.278989613056183,2.4311813261435264,36.0,0.5215311004784688,0.4897419063641212,0.5215311004784688,0.24630488306990828,0.47227266570285154
Deni Avdija,0.8058088729754702,1.78125,POR,OKC,REB,6.5,9.439032876491549,3.4073575934096296,36.4,0.5614035087719298,0.5276888998277135,0.5614035087719298,0.24440536420354042,0.4353470549875563
Shaedon Sharpe,0.807152397158553,1.7751937984496124,POR,OKC,REB,3.5,6.357824456691742,3.2945100109732026,36.2,0.5633187772925764,0.523767082590612,0.5633187772925764,0.24383361986597663,0.43285192983960197
Christian Braun,0.7818849861071757,1.8547008547008548,DEN,MIA,PTS,12.5,18.241102635860443,7.37385813863286,38.0,0.5391705069124424,0.5083149711054754,0.5391705069124424,0.24271447919473332,0.45016275201074474
Zach LaVine,0.6543263811340134,2.42,SAC,GSW,AST,3.5,4.491307973861694,2.49682493987645,38.0,0.4132231404958678,0.3859166842884331,0.4132231404958678,0.24110324063814564,0.5834698423443124
Trendon Watford,0.7568272790451143,1.925925925925926,PHI,@CLE,PTS,8.5,12.020263481140136,5.056882340332055,24.8,0.5192307692307693,0.485816177662506,0.5192307692307692,0.2375965098143451,0.45759327816096085
Jalen Duren,0.7938952927825937,1.78125,DET,UTA,AST,2.5,4.202198043465614,2.0758215523178403,31.0,0.5614035087719298,0.5240847784200385,0.5614035087719298,0.23249178401066395,0.4141259902689951
Naji Marshall,0.758269577221493,1.8928571428571428,DAL,NOP,PTS,9.5,14.06420874595642,6.513346441653302,33.6,0.5283018867924528,0.4939310568053083,0.5283018867924528,0.2299676904290402,0.43529598545496884
Bam Adebayo,0.7786019912160191,1.819672131147541,MIA,@DEN,REB,8.5,11.081798779964446,3.363993669124463,34.8,0.5495495495495496,0.5141838223374939,0.5495495495495495,0.22905244166646965,0.4168003446717725
Donovan Mitchell,0.7554913926489706,1.8928571428571428,CLE,PHI,AST,4.5,6.117382609844207,2.337687815611384,34.4,0.5283018867924528,0.4959002951787471,0.5283018867924528,0.22718950585651776,0.4300372789426943
Saddiq Bey,0.7198724328228743,2.02,NOP,@DAL,REB,4.5,6.400555679202079,3.2629661004271355,35.8,0.495049504950495,0.4620927318295739,0.49504950495049505,0.22482292787237923,0.4541423143022061
Christian Braun,0.7970682893423975,1.7352941176470589,DEN,MIA,REB,3.5,6.361878454685211,3.443088689524342,38.0,0.576271186440678,0.5379072681704261,0.576271186440678,0.2207971029017195,0.38314791385886626
Harrison Barnes,0.7113948161055164,2.0,SAS,@LAL,PTS,10.5,13.714277267456056,5.765890859972257,29.0,0.5,0.4677419354838709,0.5,0.21139481610551636,0.4227896322110327
Pelle Larsson,0.7027529612545652,2.0,MIA,@DEN,PTS,7.5,10.619980144500731,5.8609350122588175,30.4,0.5,0.4645669291338583,0.5,0.2027529612545652,0.4055059225091304
Julian Champagnie,0.7342541390957293,1.8771929824561404,SAS,@LAL,PTS,8.5,11.723085021972658,5.150915612480088,25.6,0.5327102803738317,0.5,0.5327102803738317,0.20154385872189762,0.37833671724987794
Bruce Brown,0.7013627435707617,2.0,DEN,MIA,REB,3.5,4.901444721221924,2.65262388121948,28.8,0.5,0.4677419354838709,0.5,0.20136274357076167,0.40272548714152334
Shaedon Sharpe,0.7503717702016162,1.819672131147541,POR,OKC,PTS,18.5,23.420718705654146,7.28283132076497,36.2,0.5495495495495496,0.5141838223374939,0.5495495495495495,0.20082222065206667,0.36543059823572777
Domantas Sabonis,0.6826830158498253,2.04,SAC,GSW,REB,12.5,14.209741473197935,3.597829703263649,36.0,0.4901960784313725,0.4612109744560075,0.49019607843137253,0.19248693741845274,0.39267335233364353
