Player,Market,OverDecimal,POverModel,Team,Opponent,Line,ProjMean,ProjSD,ProjMins,POverImp,POverFair,p_over_price,edge_over,EV_over_1u,label
Jalen Green,REB,2.05,0.9792305453693272,PHX,@LAC,3.5,10.005003996193407,3.1916840741366936,32.75,0.4878048780487805,0.4518211157215306,0.48780487804878053,0.49142566732054666,1.0074226180071206,Jalen Green o3.5
Jalen Green,PTS,2.0,0.9708323597387633,PHX,@LAC,17.5,31.37384034693241,7.3283652130480705,32.75,0.5,0.4905660377358491,0.5,0.47083235973876325,0.9416647194775265,Jalen Green o17.5
Nikola Jovic,PTS,2.0,0.9698822122980212,MIA,POR,10.5,21.592087650299074,5.902981424153469,19.6,0.5,0.4653465346534653,0.5,0.4698822122980212,0.9397644245960424,Nikola Jovic o10.5
Nikola Vucevic,PTS,1.9433962264150944,0.945430161169876,CHI,@CLE,18.5,30.00655318498612,7.182294441678328,32.2,0.5145631067961165,0.4790936604014018,0.5145631067961165,0.4308670543737595,0.8373454075565515,Nikola Vucevic o18.5
Sam Merrill,PTS,1.8771929824561404,0.9289195523888328,CLE,CHI,10.5,18.89967838525772,5.722664955102032,25.8,0.5327102803738317,0.5,0.5327102803738317,0.3962092720150011,0.7437612650106161,Sam Merrill o10.5
Jonas Valanciunas,PTS,2.06,0.8767462988413393,DEN,IND,8.5,15.455191040039065,6.001678259142729,11.6,0.4854368932038835,0.4572225666460012,0.4854368932038835,0.39130940563745575,0.8060973756131589,Jonas Valanciunas o8.5
Nikola Jokic,PTS,1.9090909090909087,0.9023540081897522,DEN,IND,28.5,38.8923957824707,8.024508651313923,34.8,0.5238095238095238,0.4898785425101215,0.523809523809524,0.37854448438022825,0.7226758338167993,Nikola Jokic o28.5
Bogdan Bogdanovic,PTS,1.9615384615384617,0.8853828235812502,LAC,PHX,9.5,15.44559508562088,4.945046624761555,17.5,0.5098039215686274,0.4759152215799614,0.5098039215686274,0.3755789020126228,0.7367124616401447,Bogdan Bogdanovic o9.5
Bogdan Bogdanovic,REB,1.8333333333333333,0.9164527333470804,LAC,PHX,2.5,5.278089866042137,2.0107771646331205,17.5,0.5454545454545454,0.5101214574898786,0.5454545454545455,0.3709981878925349,0.6801633444696474,Bogdan Bogdanovic o2.5
Nikola Vucevic,REB,1.8264462809917357,0.9070513549634652,CHI,@CLE,9.5,14.003892779350284,3.404781994068524,32.2,0.5475113122171946,0.5121511604358217,0.5475113122171945,0.3595400427462707,0.6566805739415358,Nikola Vucevic o9.5
Dillon Brooks,PTS,1.7692307692307692,0.9129286092470972,PHX,@LAC,11.5,20.51181733608246,6.631153542693898,32.5,0.5652173913043478,0.5246062992125985,0.5652173913043479,0.3477112179427493,0.615181385591018,Dillon Brooks o11.5
Luka Doncic,REB,1.9345794392523368,0.8409739869362725,LAL,@ATL,9.5,13.185140550136566,3.690791431560621,38.0,0.5169082125603864,0.4837800575807955,0.5169082125603864,0.324065774375886,0.626930984072976,Luka Doncic o9.5
Jared McCain,REB,1.5714285714285714,0.9586982712353112,PHI,TOR,1.5,6.829406842589378,3.0703310712215424,33.0,0.6363636363636364,0.5940959409594095,0.6363636363636364,0.3223346348716748,0.5065258547983461,Jared McCain o1.5
Jaylon Tyson,PTS,1.869565217391304,0.847828443383027,CLE,CHI,9.5,15.438464093208312,5.78141606980055,28.4,0.5348837209302325,0.5,0.5348837209302326,0.31294472245279437,0.5850705680639197,Jaylon Tyson o9.5
