Player,Market,OverDecimal,POverModel,Team,Opponent,Line,ProjMean,ProjSD,ProjMins,POverImp,POverFair,p_over_price,edge_over,EV_over_1u,label
Bogdan Bogdanovic,PTS,1.9174311926605505,0.9842985791109846,LAC,@PHX,11.5,24.96307401657105,6.256277821612716,23.8,0.5215311004784688,0.4916850288945246,0.5215311004784688,0.46276747863251577,0.8873247984788605,Bogdan Bogdanovic o11.5
Mark Williams,REB,2.06,0.8844647448993344,PHX,LAC,9.5,13.472808164358138,3.317291971889192,31.4,0.4854368932038835,0.4542013626040878,0.4854368932038835,0.39902785169545085,0.8219973744926288,Mark Williams o9.5
Brook Lopez,PTS,1.9090909090909087,0.8945133109039025,LAC,@PHX,6.5,13.75293242931366,5.798201929335624,29.2,0.5238095238095238,0.4898785425101215,0.523809523809524,0.37070378709437857,0.7077072299074499,Brook Lopez o6.5
John Collins,PTS,1.8771929824561404,0.7576268839316573,LAC,@PHX,17.5,22.14095115661621,6.642367732344956,32.0,0.5327102803738317,0.5,0.5327102803738317,0.2249166035578256,0.42221186983661996,John Collins o17.5
Brook Lopez,REB,1.6289308176100628,0.8125039701569237,LAC,@PHX,2.5,4.880639624595642,2.6834349058265,29.2,0.6138996138996139,0.5689439960056586,0.613899613899614,0.19860435625730966,0.3235127564191397,Brook Lopez o2.5
Ivica Zubac,REB,2.02,0.6776749107230658,LAC,@PHX,11.5,13.052225947380066,3.3655740607697555,33.0,0.495049504950495,0.4620927318295739,0.49504950495049505,0.1826254057725708,0.368903319660593,Ivica Zubac o11.5
Jalen Green,AST,1.819672131147541,0.7225064023146249,PHX,LAC,2.5,3.5445128083229065,1.769450483947755,26.0,0.5495495495495496,0.5141838223374939,0.5495495495495495,0.17295685276507544,0.31472476486759615,Jalen Green o2.5
Bradley Beal,PTS,1.9615384615384617,0.6705662009175104,LAC,@PHX,14.5,17.116608238220216,5.926939188916204,28.8,0.5098039215686274,0.4759152215799614,0.5098039215686274,0.16076227934888299,0.31534139410742434,Bradley Beal o14.5
Chris Paul,PTS,1.8771929824561404,0.6768548020892525,LAC,@PHX,6.5,8.775388687849045,4.958119636885584,25.4,0.5327102803738317,0.5,0.5327102803738317,0.1441445217154208,0.27058708462368464,Chris Paul o6.5
Ivica Zubac,AST,1.862068965517241,0.6752004484074411,LAC,@PHX,2.5,3.486253559589386,2.1708384168237584,33.0,0.5370370370370371,0.5040997048212529,0.5370370370370371,0.138163411370404,0.2572698004828211,Ivica Zubac o2.5
Bradley Beal,AST,2.15,0.5957708919424896,LAC,@PHX,3.5,3.9709808349609377,1.9428659144596043,28.8,0.4651162790697674,0.4373408272591551,0.46511627906976744,0.13065461287272212,0.2809074176763525,Bradley Beal o3.5
Ryan Dunn,REB,1.7246376811594204,0.6891046672025315,PHX,LAC,4.5,5.835664078593254,2.7075327319559515,29.0,0.5798319327731093,0.5418848167539267,0.5798319327731092,0.10927273442942231,0.188455875320308,Ryan Dunn o4.5
Ryan Dunn,PTS,1.7874015748031495,0.6386271304333214,PHX,LAC,8.5,10.494757801294329,5.622336976375633,29.0,0.5594713656387665,0.528066528066528,0.5594713656387665,0.07915576479455488,0.14148313864853512,Ryan Dunn o8.5
Jalen Green,PTS,1.9090909090909087,0.5964475690776442,PHX,LAC,12.5,13.804026126861572,5.340809455134524,26.0,0.5238095238095238,0.4898785425101215,0.523809523809524,0.07263804526812023,0.13867263187550227,Jalen Green o12.5
Mark Williams,PTS,1.9433962264150944,0.5794449226539198,PHX,LAC,13.5,14.73966497182846,6.1836799934949545,31.4,0.5145631067961165,0.4808467741935484,0.5145631067961165,0.06488181585780328,0.1260910761010139,Mark Williams o13.5
John Collins,REB,1.847457627118644,0.6048284982648209,LAC,@PHX,6.5,7.296409606933594,2.995538772136222,32.0,0.5412844036697247,0.5060689431946916,0.5412844036697247,0.06354409459509613,0.11739502221805886,John Collins o6.5
Devin Booker,REB,2.04,0.54140027304033,PHX,LAC,3.5,3.853192746639252,3.3973233409294226,38.0,0.4901960784313725,0.4581151832460733,0.49019607843137253,0.051204194608957476,0.10445655700227319,Devin Booker o3.5
Jalen Green,REB,1.5780346820809248,0.629756693025723,PHX,LAC,2.5,3.283762603998184,2.3663685985563,26.0,0.6336996336996337,0.5877689694224235,0.6336996336996338,-0.003942940673910766,-0.006222097132818627,Jalen Green o2.5
Ivica Zubac,PTS,1.8,0.5427919849975377,LAC,@PHX,16.5,17.202548503875732,6.537152036793646,33.0,0.5555555555555556,0.5238589211618258,0.5555555555555556,-0.012763570558017912,-0.022974427004432196,Ivica Zubac o16.5
Devin Booker,AST,1.8,0.518324413940272,PHX,LAC,7.5,7.618907004594803,2.5878232653212723,38.0,0.5555555555555556,0.5191532258064516,0.5555555555555556,-0.037231141615283625,-0.06701605490751045,Devin Booker o7.5
Devin Booker,PTS,1.9615384615384617,0.4702377441128164,PHX,LAC,28.5,27.92239475250244,7.7352062706741584,38.0,0.5098039215686274,0.4759152215799614,0.5098039215686274,-0.039566177455811036,-0.07761057885562933,Devin Booker o28.5
Kris Dunn,REB,1.9090909090909087,0.4574478693707793,LAC,@PHX,3.5,3.255927935242653,2.2839197309536883,25.0,0.5238095238095238,0.488009592326139,0.523809523809524,-0.06636165443874464,-0.12669043120123968,Kris Dunn o3.5
Kris Dunn,PTS,1.8928571428571428,0.4095394065032327,LAC,@PHX,8.5,7.3954761028289795,4.828942971266942,25.0,0.5283018867924528,0.4939310568053083,0.5283018867924528,-0.11876248028922015,-0.224800409118881,Kris Dunn o8.5
Royce O'Neale,PTS,1.9803921568627447,0.371229951433791,PHX,LAC,9.5,8.07818398475647,4.3269221904793005,21.6,0.504950495049505,0.4718423169750604,0.5049504950495051,-0.13372054361571406,-0.2648191157879827,Royce O'Neale o9.5
Collin Gillespie,PTS,2.02,0.3406836945801238,PHX,LAC,9.5,7.825260162353516,4.078783053087062,20.0,0.495049504950495,0.4620927318295739,0.49504950495049505,-0.15436581037037123,-0.3118189369481499,Collin Gillespie o9.5
Grayson Allen,REB,2.0700000000000003,0.3101023192781533,PHX,LAC,3.5,2.512213487923145,1.9932719143964688,21.8,0.4830917874396135,0.4544933735629988,0.48309178743961345,-0.17298946816146016,-0.3580881990942225,Grayson Allen o3.5
Chris Paul,AST,2.06,0.2484060068547495,LAC,@PHX,6.5,5.242146867513656,1.8511060419439944,25.4,0.4854368932038835,0.4542013626040878,0.4854368932038835,-0.237030886349134,-0.488283625879216,Chris Paul o6.5
Royce O'Neale,AST,1.72992700729927,0.2879348171398146,PHX,LAC,2.5,1.700205945968628,1.4296638841122606,21.6,0.5780590717299579,0.5362035225048923,0.5780590717299579,-0.29012425459014324,-0.5018937834880579,Royce O'Neale o2.5
Collin Gillespie,AST,2.34,0.0721668541839927,PHX,LAC,4.5,2.472812235355377,1.3886357593804342,20.0,0.4273504273504273,0.3993154592127781,0.4273504273504274,-0.3551835731664347,-0.8311295612094571,Collin Gillespie o4.5
Grayson Allen,PTS,2.02,0.1178706840361458,PHX,LAC,15.5,10.147338604927064,4.514352659844427,21.8,0.495049504950495,0.4620927318295739,0.49504950495049505,-0.37717882091434923,-0.7619012182469855,Grayson Allen o15.5
Royce O'Neale,REB,1.7246376811594204,0.1844835524519377,PHX,LAC,4.5,2.714625871181488,1.987260263540391,21.6,0.5798319327731093,0.5418848167539267,0.5798319327731092,-0.3953483803211715,-0.6818327138872379,Royce O'Neale o4.5
Grayson Allen,AST,1.6666666666666663,0.0775045361508363,PHX,LAC,3.5,1.4638341963291168,1.4318432283395086,21.8,0.6,0.5575221238938053,0.6000000000000001,-0.5224954638491638,-0.8708257730819395,Grayson Allen o3.5
