Player,Market,OverDecimal,POverModel,Team,Opponent,Line,ProjMean,ProjSD,ProjMins,POverImp,POverFair,p_over_price,edge_over,EV_over_1u,label
Nikola Jovic,PTS,2.05,0.9879467123889992,MIA,CLE,12.5,27.36083469390869,6.588924597614311,23.2,0.4878048780487805,0.4554079696394686,0.48780487804878053,0.5001418343402186,1.0252907603974482,Nikola Jovic o12.5
Alperen Sengun,PTS,1.9523809523809523,0.9698861775352854,HOU,WAS,22.5,37.50418081283569,7.984670281634618,35.4,0.5121951219512195,0.4796954314720812,0.5121951219512195,0.45769105558406586,0.8935872989974619,Alperen Sengun o22.5
Luke Kornet,PTS,2.02,0.951428975922988,SAS,GSW,6.5,15.537399381399156,5.447925953061877,25.75,0.495049504950495,0.4620927318295739,0.49504950495049505,0.456379470972493,0.9218865313644359,Luke Kornet o6.5
Nikola Vucevic,PTS,2.0,0.9563133872452476,CHI,@DET,19.5,31.841965436935425,7.219973591781369,30.8,0.5,0.4710743801652893,0.5,0.4563133872452476,0.9126267744904952,Nikola Vucevic o19.5
Moussa Diabate,PTS,2.0,0.9487283448895152,CHA,MIL,10.5,19.57131816148758,5.556203809741684,20.2,0.5,0.4710743801652893,0.5,0.4487283448895152,0.8974566897790304,Moussa Diabate o10.5
Alperen Sengun,REB,2.1,0.887247455086903,HOU,WAS,10.5,14.884581005573272,3.61758424327247,35.4,0.4761904761904761,0.4424778761061947,0.47619047619047616,0.4110569788964268,0.8632196556824963,Alperen Sengun o10.5
Luke Kornet,REB,2.28,0.8332299856999652,SAS,GSW,5.5,8.058851197361946,2.6461530478377173,25.75,0.4385964912280701,0.4095398699108648,0.4385964912280702,0.394633494471895,0.8997643673959206,Luke Kornet o5.5
Jonas Valanciunas,PTS,2.0700000000000003,0.8695422609904448,DEN,@LAC,8.5,14.484307861328126,5.323028220810877,12.8,0.4830917874396135,0.456021023342093,0.48309178743961345,0.3864504735508314,0.799952480250221,Jonas Valanciunas o8.5
Nikola Jokic,PTS,2.05,0.8643992945242259,DEN,@LAC,27.5,36.04973769187927,7.770369275323077,34.0,0.4878048780487805,0.4554079696394686,0.48780487804878053,0.3765944164754454,0.772018553774663,Nikola Jokic o27.5
Nikola Jovic,REB,2.16,0.8228418850204757,MIA,CLE,5.5,7.822443675994873,2.507362407958608,23.2,0.4629629629629629,0.4368658399098084,0.4629629629629629,0.3598789220575128,0.7773384716442276,Nikola Jovic o5.5
Luka Doncic,REB,1.8,0.9109790691601608,LAL,@OKC,8.5,13.320844835042957,3.579457826712345,36.2,0.5555555555555556,0.5214723926380368,0.5555555555555556,0.3554235136046052,0.6397623244882895,Luka Doncic o8.5
Austin Reaves,PTS,1.9174311926605505,0.8746743120454628,LAL,@OKC,21.5,30.549063086509705,7.877184691754197,38.0,0.5215311004784688,0.4916850288945246,0.5215311004784688,0.3531432115669939,0.6771278093348782,Austin Reaves o21.5
Miles McBride,REB,2.04,0.8306280244158788,NYK,ORL,1.5,3.3769917428493503,1.9620464904085533,20.6,0.4901960784313725,0.4581151832460733,0.49019607843137253,0.34043194598450627,0.6944811698083928,Miles McBride o1.5
Dillon Brooks,PTS,2.0,0.8353199134448632,PHX,@DAL,15.5,21.732298135757446,6.389456728913685,30.0,0.5,0.4653465346534653,0.5,0.3353199134448632,0.6706398268897265,Dillon Brooks o15.5
Austin Reaves,AST,1.8,0.886115041948101,LAL,@OKC,5.5,8.692208021879196,2.646667861303865,38.0,0.5555555555555556,0.5147058823529411,0.5555555555555556,0.3305594863925454,0.5950070755065818,Austin Reaves o5.5
Jake LaRavia,PTS,1.8849557522123892,0.8445471611135247,LAL,@OKC,7.5,13.675519108772278,6.094321561996579,31.0,0.5305164319248826,0.4979503996720639,0.5305164319248826,0.31403072918864205,0.5919340293555818,Jake LaRavia o7.5
Luka Doncic,PTS,1.9803921568627447,0.7866841939642286,LAL,@OKC,31.5,37.925309014320376,8.082466215670602,36.2,0.504950495049505,0.4718423169750604,0.5049504950495051,0.28173369891472355,0.5579432076546486,Luka Doncic o31.5
OG Anunoby,REB,2.34,0.7014613795889748,NYK,ORL,4.5,6.083373159170151,2.9953622172022287,32.4,0.4273504273504273,0.4032736330209939,0.4273504273504274,0.2741109522385474,0.641419628238201,OG Anunoby o4.5
Kristaps Porzingis,AST,1.8849557522123892,0.8004832830464096,ATL,@SAC,2.5,4.043413138389587,1.83010073274031,26.4,0.5305164319248826,0.4949766918501849,0.5305164319248826,0.26996685112152696,0.5088755689281879,Kristaps Porzingis o2.5
Alex Sarr,PTS,2.0,0.769513954683176,WAS,@HOU,15.5,20.07713942527771,6.208419640340092,29.4,0.5,0.4653465346534653,0.5,0.26951395468317596,0.5390279093663519,Alex Sarr o15.5
Stephon Castle,PTS,2.0,0.7681924892041009,SAS,GSW,16.5,21.713025856018067,7.11280465165135,35.4,0.5,0.4677419354838709,0.5,0.2681924892041009,0.5363849784082018,Stephon Castle o16.5
Mikal Bridges,AST,2.3600000000000003,0.6885136957112448,NYK,ORL,4.5,5.598957997560501,2.2352819915553668,32.6,0.423728813559322,0.4002103295162421,0.42372881355932196,0.2647848821519228,0.6248923218785378,Mikal Bridges o4.5
Miles McBride,AST,1.7575757575757576,0.8301504803787383,NYK,ORL,1.5,2.8953199207782747,1.4614351287706853,20.6,0.5689655172413793,0.5298044825941821,0.5689655172413793,0.26118496313735895,0.45905235945354006,Miles McBride o1.5
Alex Caruso,REB,2.4,0.6683930918613811,OKC,LAL,2.5,3.3096304893493653,1.8591666272673315,19.2,0.4166666666666667,0.388739946380697,0.4166666666666667,0.2517264251947144,0.6041434204673145,Alex Caruso o2.5
Cedric Coward,REB,2.26,0.6903226012506147,MEM,@BOS,6.5,7.911843252182007,2.8420748750498523,29.2,0.4424778761061947,0.4171177482009807,0.4424778761061947,0.24784472514442002,0.5601290788263892,Cedric Coward o6.5
Landry Shamet,REB,2.5,0.645457601666909,NYK,ORL,1.5,2.132828772068024,1.696202991768464,18.2,0.4,0.3712574850299401,0.4,0.245457601666909,0.6136440041672725,Landry Shamet o1.5
Moussa Diabate,AST,1.4545454545454546,0.9326321686808694,CHA,MIL,0.5,2.6237688660621643,1.419930219517039,20.2,0.6875,0.641255605381166,0.6875,0.2451321686808694,0.35655588171762825,Moussa Diabate o0.5
Keldon Johnson,REB,2.19,0.6981605515629586,SAS,GSW,4.5,5.7134734988212585,2.337570598740998,23.6,0.45662100456621,0.4271381742326413,0.4566210045662101,0.24153954699674857,0.5289716079228793,Keldon Johnson o4.5
Ja Morant,AST,1.99009900990099,0.7366233579429419,MEM,@BOS,7.5,9.044174444675448,2.4395700141994223,33.2,0.5024875621890548,0.4706239870340357,0.5024875621890548,0.2341357957538871,0.46595341531219125,Ja Morant o7.5
Kristaps Porzingis,PTS,1.925925925925926,0.7477583087948994,ATL,@SAC,18.5,22.579100418090817,6.111450222964769,26.4,0.5192307692307693,0.485816177662506,0.5192307692307692,0.2285275395641302,0.44012711323462106,Kristaps Porzingis o18.5
Norman Powell,AST,2.58,0.6146664545559843,MIA,CLE,2.5,3.0742308080196383,1.969900633326888,29.6,0.3875968992248062,0.3657512891233961,0.38759689922480617,0.22706955533117817,0.5858394527544396,Norman Powell o2.5
Dennis Schroder,AST,1.7407407407407407,0.8010496756636105,SAC,ATL,3.5,5.324914863705635,2.158700669011177,31.4,0.574468085106383,0.5346534653465347,0.574468085106383,0.22658159055722749,0.3944198057848035,Dennis Schroder o3.5
De'Aaron Fox,REB,1.7142857142857144,0.8066127424449865,SAS,GSW,3.5,5.344478040933609,2.1311580256225304,20.5,0.5833333333333334,0.5445920303605313,0.5833333333333333,0.22327940911165323,0.38276470133426266,De'Aaron Fox o3.5
Grayson Allen,PTS,2.1,0.6960661528095787,PHX,@DAL,16.5,19.97381629943848,6.769994000682658,33.6,0.4761904761904761,0.4424778761061947,0.47619047619047616,0.21987567661910257,0.46173892090011537,Grayson Allen o16.5
Marcus Smart,PTS,1.9523809523809523,0.726453933099982,LAL,@OKC,8.5,12.01171077489853,5.832213052161047,29.8,0.5121951219512195,0.4796954314720812,0.5121951219512195,0.21425881114876244,0.4183148217666314,Marcus Smart o8.5
Alex Sarr,AST,2.34,0.6407624529658829,WAS,@HOU,3.5,4.221373924612998,2.001050879903654,29.4,0.4273504273504273,0.3993154592127781,0.4273504273504274,0.21341202561545547,0.49938413994016584,Alex Sarr o3.5
Kyshawn George,PTS,2.0,0.706284535268584,WAS,@HOU,12.5,15.647115159034728,5.800463585384201,28.4,0.5,0.4693877551020409,0.5,0.20628453526858403,0.41256907053716807,Kyshawn George o12.5
Stephon Castle,AST,1.900900900900901,0.7320205218894059,SAS,GSW,6.5,8.03963539302349,2.487554504718972,35.4,0.5260663507109005,0.4928711096627016,0.5260663507109005,0.20595417117850545,0.39149846953751943,Stephon Castle o6.5
Kristaps Porzingis,REB,1.7692307692307692,0.7692227226509896,ATL,@SAC,5.5,7.440387082099914,2.635359010414548,26.4,0.5652173913043478,0.5281576830249397,0.5652173913043479,0.20400533134664167,0.36093250930559684,Kristaps Porzingis o5.5
Nikola Vucevic,AST,1.8130081300813008,0.7540391414861318,CHI,@DET,3.5,4.949949449300767,2.109767599622912,30.8,0.5515695067264574,0.5162199424192044,0.5515695067264574,0.2024696347596744,0.36707909391388127,Nikola Vucevic o3.5
Karl-Anthony Towns,AST,2.04,0.6893645269746225,NYK,ORL,2.5,3.533506117761135,2.0919063824081787,31.4,0.4901960784313725,0.4628151931056495,0.49019607843137253,0.19916844854324994,0.40630363502822986,Karl-Anthony Towns o2.5
Landry Shamet,PTS,1.8403361344537816,0.7421541285780721,NYK,ORL,4.5,6.948503911495209,3.766924799210648,18.2,0.54337899543379,0.512482836100362,0.5433789954337899,0.1987751331442822,0.365813060156284,Landry Shamet o4.5
Dyson Daniels,AST,1.9433962264150944,0.7128409295073459,ATL,@SAC,5.5,6.887788832187653,2.470679218822592,36.0,0.5145631067961165,0.4808467741935484,0.5145631067961165,0.1982778227112294,0.38533237243880425,Dyson Daniels o5.5
Nikola Jokic,REB,1.970873786407767,0.7041501190474411,DEN,@LAC,12.5,14.385196149349213,3.514701394297442,34.0,0.5073891625615764,0.471395881006865,0.5073891625615764,0.19676095648586467,0.38779101132651006,Nikola Jokic o12.5
OG Anunoby,AST,1.6451612903225803,0.8020961660058659,NYK,ORL,1.5,3.3225526481866834,2.1463706012777366,32.4,0.6078431372549019,0.5665108372290693,0.6078431372549021,0.19425302875096373,0.3195775634290049,OG Anunoby o1.5
Ryan Dunn,REB,1.9523809523809523,0.7057078200620248,PHX,@DAL,4.5,5.885780173540115,2.5620435331131506,26.8,0.5121951219512195,0.4753937007874017,0.5121951219512195,0.1935126981108053,0.3778105058353818,Ryan Dunn o4.5
Devin Vassell,REB,2.28,0.6310875305504018,SAS,GSW,3.5,4.543643367290497,3.117818954870273,34.4,0.4385964912280701,0.4105839416058394,0.4385964912280702,0.19249103932233158,0.4388795696549159,Devin Vassell o3.5
Luke Kornet,AST,2.05,0.6798207177478203,SAS,GSW,1.5,2.300185216590762,1.7127342813410764,25.75,0.4878048780487805,0.4518211157215306,0.48780487804878053,0.19201583969903974,0.3936324713830315,Luke Kornet o1.5
Moses Moody,PTS,1.9433962264150944,0.7040499562829488,GSW,@SAS,9.5,12.336090171337128,5.290378060121898,26.2,0.5145631067961165,0.483560743054414,0.5145631067961165,0.18948684948683225,0.36824802824799474,Moses Moody o9.5
Nikola Vucevic,REB,1.8333333333333333,0.7332266793613306,CHI,@DET,10.5,12.513387620449066,3.23383204712856,30.8,0.5454545454545454,0.5145711906744379,0.5454545454545455,0.18777213390678504,0.34424891216243936,Nikola Vucevic o10.5
