Player,Market,OverDecimal,POverModel,Team,Opponent,Line,ProjMean,ProjSD,ProjMins,POverImp,POverFair,p_over_price,edge_over,EV_over_1u,label
Dennis Schroder,PTS,1.970873786407767,0.9867194630235177,SAC,PHX,10.5,24.70212779045105,6.403387691247084,27.6,0.5073891625615764,0.4782356355194428,0.5073891625615764,0.47933030046194125,0.9446995242113989,Dennis Schroder o10.5
Alperen Sengun,PTS,1.9523809523809523,0.8818724767097689,HOU,@GSW,23.5,32.7291415643692,7.7922553225203615,36.24,0.5121951219512195,0.4796954314720812,0.5121951219512195,0.36967735475854935,0.7217510259571678,Alperen Sengun o23.5
Derrick White,AST,2.3,0.7928929120470518,BOS,DET,5.5,7.427431249618531,2.3606014120969365,33.2,0.4347826086956521,0.4059040590405904,0.4347826086956522,0.3581103033513996,0.823653697708219,Derrick White o5.5
Alperen Sengun,REB,1.847457627118644,0.8774202554755888,HOU,@GSW,10.5,14.772385790348052,3.676160173768446,36.24,0.5412844036697247,0.5082034454470877,0.5412844036697247,0.336135851805864,0.6209967431667657,Alperen Sengun o10.5
Moussa Diabate,AST,1.5405405405405406,0.9822331598460936,CHA,NYK,0.5,4.506311750411987,1.9057494478759696,27.2,0.6491228070175439,0.6040291767974991,0.6491228070175439,0.3331103528285497,0.5131700030061442,Moussa Diabate o0.5
Jaylen Brown,AST,2.34,0.7532393864215794,BOS,DET,4.5,6.050745975971222,2.2647916422156995,32.6,0.4273504273504273,0.3993154592127781,0.4273504273504274,0.325888959071152,0.7625801642264958,Jaylen Brown o4.5
Anfernee Simons,AST,1.8928571428571428,0.8511703476989188,BOS,DET,2.5,4.299554306268692,1.727904924553527,23.8,0.5283018867924528,0.4920127795527157,0.5283018867924528,0.3228684609064659,0.6111438724300962,Anfernee Simons o2.5
Norman Powell,PTS,2.0,0.8161307820080427,MIA,MIL,19.5,25.52729374170304,6.691656831544979,30.2,0.5,0.4693877551020409,0.5,0.3161307820080427,0.6322615640160854,Norman Powell o19.5
Jaden Ivey,PTS,1.819672131147541,0.8450677440045341,DET,@BOS,8.5,13.260777515172958,4.688082378770452,14.7,0.5495495495495496,0.5141838223374939,0.5495495495495495,0.2955181944549846,0.5377462226967752,Jaden Ivey o8.5
Payton Pritchard,AST,1.9433962264150944,0.7935666646809958,BOS,DET,4.5,6.375103402137756,2.2898968254817103,32.8,0.5145631067961165,0.4808467741935484,0.5145631067961165,0.2790035578848793,0.5422144615498597,Payton Pritchard o4.5
