Player,Market,OverDecimal,POverModel,Team,Opponent,Line,ProjMean,ProjSD,ProjMins,POverImp,POverFair,p_over_price,edge_over,EV_over_1u,label
LaMelo Ball,AST,1.9433962264150944,0.9727824971116228,CHA,OKC,6.5,11.508244860172272,2.6039056682420867,33.2,0.5145631067961165,0.483560743054414,0.5145631067961165,0.4582193903155063,0.8905018340093801,LaMelo Ball o6.5
Luka Doncic,REB,2.12,0.9182930770332106,LAL,@MIL,8.5,13.45586816072464,3.5559549582866032,35.6,0.4716981132075472,0.4414696667616063,0.4716981132075471,0.4465949638256635,0.9467813233104067,Luka Doncic o8.5
Nikola Jokic,PTS,1.9090909090909087,0.9299448266160862,DEN,@MIN,27.5,39.24566650390625,7.961111477704772,33.2,0.5238095238095238,0.4898785425101215,0.523809523809524,0.4061353028065623,0.7753492144488916,Nikola Jokic o27.5
Shai Gilgeous-Alexander,AST,2.15,0.8104896155854753,OKC,@CHA,6.5,8.574001336097718,2.35761809105882,31.8,0.4651162790697674,0.4353835521769177,0.46511627906976744,0.34537333651570784,0.7425526735087717,Shai Gilgeous-Alexander o6.5
Giannis Antetokounmpo,AST,2.15,0.8103945698818873,MIL,LAL,7.5,9.682708668708802,2.4821806857001847,33.2,0.4651162790697674,0.4334891627709307,0.46511627906976744,0.34527829081211986,0.7423483252460576,Giannis Antetokounmpo o7.5
LaMelo Ball,REB,2.22,0.7872034962176943,CHA,OKC,4.5,6.966373348236084,3.095520713279546,33.2,0.4504504504504504,0.421465800141561,0.4504504504504504,0.33675304576724385,0.7475917616032814,LaMelo Ball o4.5
Luguentz Dort,REB,2.16,0.7888553678891435,OKC,@CHA,3.5,5.916882115602493,3.011856463453917,32.6,0.4629629629629629,0.4323499491353001,0.4629629629629629,0.32589240492618055,0.70392759464055,Luguentz Dort o3.5
LaMelo Ball,PTS,1.847457627118644,0.8666648633036249,CHA,OKC,18.5,26.341259598732,7.059343808981534,33.2,0.5412844036697247,0.5060689431946916,0.5412844036697247,0.32538045963390017,0.6011266118660189,LaMelo Ball o18.5
Ryan Rollins,PTS,1.847457627118644,0.8122690159721003,MIL,LAL,14.5,20.167827081680297,6.395012121594552,30.8,0.5412844036697247,0.5082034454470877,0.5412844036697247,0.2709846123023756,0.5006325888298124,Ryan Rollins o14.5
Julius Randle,REB,2.12,0.7310207705765959,MIN,DEN,7.5,9.40222944021225,3.0885205197143346,31.6,0.4716981132075472,0.4414696667616063,0.4716981132075471,0.25932265736904875,0.5497640336223834,Julius Randle o7.5
Ajay Mitchell,AST,2.3,0.6851529388135738,OKC,@CHA,3.5,4.461125075817108,1.993384393155055,29.0,0.4347826086956521,0.4054054054054054,0.4347826086956522,0.25037033011792154,0.5758517592712196,Ajay Mitchell o3.5
Alex Caruso,AST,2.2,0.6716997017650815,OKC,@CHA,2.5,3.125972980260849,1.4079102752717916,18.8,0.4545454545454545,0.4248366013071895,0.45454545454545453,0.217154247219627,0.4777393438831795,Alex Caruso o2.5
Kon Knueppel,REB,2.22,0.6550578136686926,CHA,OKC,5.5,6.816026219725608,3.2982122498590205,35.8,0.4504504504504504,0.421465800141561,0.4504504504504504,0.20460736321824224,0.4542283463444978,Kon Knueppel o5.5
Bobby Portis,PTS,1.8928571428571428,0.7299448469529127,MIL,LAL,10.5,13.531131792068482,4.947605673399346,22.8,0.5283018867924528,0.4979225527671597,0.5283018867924528,0.2016429601604599,0.38168131744658473,Bobby Portis o10.5
Kon Knueppel,PTS,1.819672131147541,0.7505871847754443,CHA,OKC,16.5,21.34440132379532,7.162685441544655,35.8,0.5495495495495496,0.5141838223374939,0.5495495495495495,0.2010376352258948,0.36582258213236585,Kon Knueppel o16.5
Miles Bridges,AST,1.869565217391304,0.7341063135085903,CHA,OKC,3.5,5.0388864994049065,2.461116232711431,36.8,0.5348837209302325,0.5,0.5348837209302326,0.19922259257835773,0.3724596296030165,Miles Bridges o3.5
Myles Turner,AST,1.9090909090909087,0.7214570397228983,MIL,LAL,1.5,2.6296353936195374,1.9238466352005767,29.0,0.5238095238095238,0.4898785425101215,0.523809523809524,0.19764751591337437,0.37732707583462377,Myles Turner o1.5
