player,team,opponent,game_date,market,book,line,over_odds,under_odds
Luka Doncic,LAL,@MIL,2025-11-15,PTS,mgm,32.5,-120.0,-110.0
Giannis Antetokounmpo,MIL,LAL,2025-11-15,PTS,mgm,31.5,-120.0,-110.0
Donovan Mitchell,CLE,MEM,2025-11-15,PTS,mgm,27.5,-135.0,100.0
Anthony Edwards,MIN,DEN,2025-11-15,PTS,mgm,27.5,-118.0,-110.0
Nikola Jokic,DEN,@MIN,2025-11-15,PTS,mgm,27.5,-110.0,-120.0
Pascal Siakam,IND,TOR,2025-11-15,PTS,mgm,24.5,-120.0,-110.0
Austin Reaves,LAL,@MIL,2025-11-15,PTS,mgm,24.5,-125.0,-105.0
Julius Randle,MIN,DEN,2025-11-15,PTS,mgm,21.5,-115.0,-115.0
Jamal Murray,DEN,@MIN,2025-11-15,PTS,mgm,22.5,-115.0,-118.0
Brandon Ingram,TOR,@IND,2025-11-15,PTS,mgm,19.5,-140.0,105.0
Ja Morant,MEM,@CLE,2025-11-15,PTS,mgm,20.5,-120.0,-110.0
RJ Barrett,TOR,@IND,2025-11-15,PTS,mgm,19.5,-110.0,-118.0
Evan Mobley,CLE,MEM,2025-11-15,PTS,mgm,19.5,100.0,-130.0
Scottie Barnes,TOR,@IND,2025-11-15,PTS,mgm,18.5,-110.0,-120.0
Jaren Jackson,MEM,@CLE,2025-11-15,PTS,mgm,18.5,-105.0,-125.0
De'Andre Hunter,CLE,MEM,2025-11-15,PTS,mgm,17.5,-125.0,-105.0
Andrew Nembhard,IND,TOR,2025-11-15,PTS,mgm,18.5,-105.0,-125.0
Immanuel Quickley,TOR,@IND,2025-11-15,PTS,mgm,16.5,-115.0,-115.0
Aaron Gordon,DEN,@MIN,2025-11-15,PTS,mgm,16.5,-118.0,-110.0
Jarrett Allen,CLE,MEM,2025-11-15,PTS,mgm,13.5,-120.0,-110.0
Jaden McDaniels,MIN,DEN,2025-11-15,PTS,mgm,13.5,-125.0,-105.0
Deandre Ayton,LAL,@MIL,2025-11-15,PTS,mgm,14.5,-120.0,-110.0
Ryan Rollins,MIL,LAL,2025-11-15,PTS,mgm,14.5,-118.0,-110.0
Santi Aldama,MEM,@CLE,2025-11-15,PTS,mgm,13.5,100.0,-130.0
Donte DiVincenzo,MIN,DEN,2025-11-15,PTS,mgm,13.5,-110.0,-118.0
Myles Turner,MIL,LAL,2025-11-15,PTS,mgm,13.5,-105.0,-125.0
Tim Hardaway,DEN,@MIN,2025-11-15,PTS,mgm,12.5,-110.0,-120.0
Naz Reid,MIN,DEN,2025-11-15,PTS,mgm,11.5,-105.0,-125.0
Sam Merrill,CLE,MEM,2025-11-15,PTS,mgm,11.5,-105.0,-130.0
Jakob Poeltl,TOR,@IND,2025-11-15,PTS,mgm,11.5,-120.0,-110.0
Rudy Gobert,MIN,DEN,2025-11-15,PTS,mgm,10.5,-110.0,-120.0
Jock Landale,MEM,@CLE,2025-11-15,PTS,mgm,9.5,-105.0,-125.0
T.J. McConnell,IND,TOR,2025-11-15,PTS,mgm,10.5,115.0,-155.0
Bobby Portis,MIL,LAL,2025-11-15,PTS,mgm,10.5,-115.0,-115.0
Jarace Walker,IND,TOR,2025-11-15,PTS,mgm,10.5,-110.0,-118.0
