player,team,opponent,game_date,market,book,line,over_odds,under_odds
Luka Doncic,LAL,SAS,2025-11-05,PTS,mgm,35.5,-120.0,-110.0
Shai Gilgeous-Alexander,OKC,@POR,2025-11-05,PTS,mgm,32.5,-105.0,-125.0
Tyrese Maxey,PHI,@CLE,2025-11-05,PTS,mgm,29.5,-105.0,-125.0
Cade Cunningham,DET,UTA,2025-11-05,PTS,mgm,28.5,-105.0,-105.0
Jalen Brunson,NYK,MIN,2025-11-05,PTS,mgm,28.5,-105.0,-125.0
Donovan Mitchell,CLE,PHI,2025-11-05,PTS,mgm,26.5,-110.0,-120.0
Pascal Siakam,IND,BKN,2025-11-05,PTS,mgm,26.5,-118.0,-110.0
Victor Wembanyama,SAS,@LAL,2025-11-05,PTS,mgm,27.5,-105.0,-125.0
Kevin Durant,HOU,@MEM,2025-11-05,PTS,mgm,25.5,-125.0,-105.0
Anthony Edwards,MIN,@NYK,2025-11-05,PTS,mgm,26.5,-105.0,-125.0
Jaylen Brown,BOS,WAS,2025-11-05,PTS,mgm,24.5,-130.0,-105.0
Nikola Jokic,DEN,MIA,2025-11-05,PTS,mgm,24.5,-125.0,-105.0
Lauri Markkanen,UTA,@DET,2025-11-05,PTS,mgm,24.5,-110.0,-118.0
Cam Thomas,BKN,@IND,2025-11-05,PTS,mgm,23.5,-115.0,-105.0
Jonathan Kuminga,GSW,@SAC,2025-11-05,PTS,mgm,22.5,-125.0,-105.0
Austin Reaves,LAL,SAS,2025-11-05,PTS,mgm,23.5,-125.0,-105.0
DeMar DeRozan,SAC,GSW,2025-11-05,PTS,mgm,23.5,-110.0,-120.0
Zach LaVine,SAC,GSW,2025-11-05,PTS,mgm,23.5,-105.0,-130.0
Ja Morant,MEM,HOU,2025-11-05,PTS,mgm,22.5,105.0,-105.0
Deni Avdija,POR,OKC,2025-11-05,PTS,mgm,22.5,-105.0,-118.0
Jamal Murray,DEN,MIA,2025-11-05,PTS,mgm,21.5,-125.0,-105.0
Alperen Sengun,HOU,@MEM,2025-11-05,PTS,mgm,21.5,-105.0,-125.0
Karl-Anthony Towns,NYK,MIN,2025-11-05,PTS,mgm,22.5,115.0,-150.0
Jimmy Butler,GSW,@SAC,2025-11-05,PTS,mgm,21.5,-125.0,-105.0
Norman Powell,MIA,@DEN,2025-11-05,PTS,mgm,19.5,-120.0,-110.0
Julius Randle,MIN,@NYK,2025-11-05,PTS,mgm,20.5,-110.0,-105.0
Bam Adebayo,MIA,@DEN,2025-11-05,PTS,mgm,19.5,-105.0,-120.0
Stephon Castle,SAS,@LAL,2025-11-05,PTS,mgm,19.5,105.0,-140.0
Keyonte George,UTA,@DET,2025-11-05,PTS,mgm,20.5,-105.0,-130.0
Evan Mobley,CLE,PHI,2025-11-05,PTS,mgm,20.5,-105.0,-130.0
Trey Murphy,NOP,@DAL,2025-11-05,PTS,mgm,20.5,-115.0,-118.0
Jaren Jackson,MEM,HOU,2025-11-05,PTS,mgm,18.5,-110.0,-118.0
Jordan Poole,NOP,@DAL,2025-11-05,PTS,mgm,17.5,-130.0,-105.0
