player,team,opponent,game_date,market,book,line,over_odds,under_odds
Devin Booker,PHX,ATL,2025-11-16,PTS,draftkings,28.5,-116.0,-110.0
Stephen Curry,GSW,@NOP,2025-11-16,PTS,draftkings,27.5,-120.0,-107.0
Lauri Markkanen,UTA,CHI,2025-11-16,PTS,draftkings,27.5,-108.0,-118.0
Victor Wembanyama,SAS,SAC,2025-11-16,PTS,draftkings,27.5,-104.0,-122.0
Jaylen Brown,BOS,LAC,2025-11-16,PTS,draftkings,26.5,-111.0,-115.0
Kevin Durant,HOU,ORL,2025-11-16,PTS,draftkings,25.5,-113.0,-112.0
Deni Avdija,POR,@DAL,2025-11-16,PTS,draftkings,24.5,-117.0,-109.0
James Harden,LAC,@BOS,2025-11-16,PTS,draftkings,24.5,-109.0,-117.0
Franz Wagner,ORL,@HOU,2025-11-16,PTS,draftkings,24.5,-105.0,-122.0
De'Aaron Fox,SAS,SAC,2025-11-16,PTS,draftkings,23.5,-105.0,-122.0
Michael Porter,BKN,@WAS,2025-11-16,PTS,draftkings,23.5,-121.0,-105.0
Zach LaVine,SAC,@SAS,2025-11-16,PTS,draftkings,22.5,-106.0,-121.0
Josh Giddey,CHI,@UTA,2025-11-16,PTS,draftkings,21.5,-110.0,-116.0
Jalen Johnson,ATL,@PHX,2025-11-16,PTS,draftkings,21.5,-103.0,-124.0
Alperen Sengun,HOU,ORL,2025-11-16,PTS,draftkings,21.5,-124.0,-103.0
Shaedon Sharpe,POR,@DAL,2025-11-16,PTS,draftkings,21.5,-123.0,-104.0
Jimmy Butler,GSW,@NOP,2025-11-16,PTS,draftkings,19.5,-119.0,-107.0
Stephon Castle,SAS,SAC,2025-11-16,PTS,draftkings,20.5,-107.0,-119.0
Keyonte George,UTA,CHI,2025-11-16,PTS,draftkings,20.5,-110.0,-116.0
Trey Murphy,NOP,GSW,2025-11-16,PTS,draftkings,20.5,-103.0,-124.0
Zion Williamson,NOP,GSW,2025-11-16,PTS,draftkings,18.5,-116.0,-110.0
Desmond Bane,ORL,@HOU,2025-11-16,PTS,draftkings,18.5,-120.0,-106.0
Alex Sarr,WAS,BKN,2025-11-16,PTS,draftkings,19.5,-104.0,-123.0
DeMar DeRozan,SAC,@SAS,2025-11-16,PTS,draftkings,18.5,-104.0,-122.0
Amen Thompson,HOU,ORL,2025-11-16,PTS,draftkings,18.5,-104.0,-122.0
Nikola Vucevic,CHI,@UTA,2025-11-16,PTS,draftkings,18.5,-114.0,-112.0
Nickeil Alexander-Walker,ATL,@PHX,2025-11-16,PTS,draftkings,16.5,-122.0,-104.0
