player,team,opponent,game_date,market,book,line,over_odds,under_odds
Tyrese Maxey,PHI,@MIL,2025-11-20,PTS,mgm,27.5,-120.0,-110.0
James Harden,LAC,@ORL,2025-11-20,PTS,mgm,26.5,-125.0,-105.0
De'Aaron Fox,SAS,ATL,2025-11-20,PTS,mgm,25.5,100.0,-130.0
Franz Wagner,ORL,LAC,2025-11-20,PTS,mgm,23.5,-110.0,-120.0
Jalen Johnson,ATL,@SAS,2025-11-20,PTS,mgm,22.5,-110.0,-120.0
Ryan Rollins,MIL,PHI,2025-11-20,PTS,mgm,21.5,105.0,-140.0
Desmond Bane,ORL,LAC,2025-11-20,PTS,mgm,20.5,-120.0,-110.0
Zach LaVine,SAC,@MEM,2025-11-20,PTS,mgm,18.5,-110.0,-120.0
Domantas Sabonis,SAC,@MEM,2025-11-20,PTS,mgm,18.5,-110.0,-120.0
Nickeil Alexander-Walker,ATL,@SAS,2025-11-20,PTS,mgm,17.5,-118.0,-110.0
DeMar DeRozan,SAC,@MEM,2025-11-20,PTS,mgm,17.5,-110.0,-118.0
Joel Embiid,PHI,@MIL,2025-11-20,PTS,mgm,17.5,-115.0,-118.0
Ivica Zubac,LAC,@ORL,2025-11-20,PTS,mgm,17.5,-105.0,-125.0
Kristaps Porzingis,ATL,@SAS,2025-11-20,PTS,mgm,16.5,-125.0,-105.0
Santi Aldama,MEM,SAC,2025-11-20,PTS,mgm,15.5,-125.0,-105.0
Cedric Coward,MEM,SAC,2025-11-20,PTS,mgm,15.5,-115.0,-115.0
Onyeka Okongwu,ATL,@SAS,2025-11-20,PTS,mgm,16.5,-105.0,-130.0
Myles Turner,MIL,PHI,2025-11-20,PTS,mgm,15.5,-115.0,-115.0
Devin Vassell,SAS,ATL,2025-11-20,PTS,mgm,15.5,-105.0,-125.0
Quentin Grimes,PHI,@MIL,2025-11-20,PTS,mgm,15.5,-118.0,-110.0
Harrison Barnes,SAS,ATL,2025-11-20,PTS,mgm,13.5,-135.0,100.0
John Collins,LAC,@ORL,2025-11-20,PTS,mgm,14.5,100.0,-130.0
VJ Edgecombe,PHI,@MIL,2025-11-20,PTS,mgm,14.5,-120.0,-110.0
Keldon Johnson,SAS,ATL,2025-11-20,PTS,mgm,13.5,-130.0,-105.0
