player,team,opponent,game_date,market,book,line,over_odds,under_odds
Giannis Antetokounmpo,MIL,CHI,2025-11-07,PTS,mgm,32.5,-118.0,-110.0
Shai Gilgeous-Alexander,OKC,@SAC,2025-11-07,PTS,mgm,32.5,-110.0,-120.0
Cade Cunningham,DET,@BKN,2025-11-07,PTS,mgm,26.5,-115.0,-115.0
Anthony Edwards,MIN,UTA,2025-11-07,PTS,mgm,26.5,-125.0,-105.0
Nikola Jokic,DEN,GSW,2025-11-07,PTS,mgm,26.5,-110.0,-120.0
Jaylen Brown,BOS,@ORL,2025-11-07,PTS,mgm,26.5,-110.0,-120.0
Donovan Mitchell,CLE,@WAS,2025-11-07,PTS,mgm,26.5,-110.0,-118.0
Victor Wembanyama,SAS,HOU,2025-11-07,PTS,mgm,26.5,105.0,-145.0
LaMelo Ball,CHA,@MIA,2025-11-07,PTS,mgm,23.5,-125.0,-105.0
Kevin Durant,HOU,@SAS,2025-11-07,PTS,mgm,25.5,-110.0,-120.0
Lauri Markkanen,UTA,@MIN,2025-11-07,PTS,mgm,24.5,-115.0,-115.0
Paolo Banchero,ORL,BOS,2025-11-07,PTS,mgm,23.5,-125.0,-105.0
Ja Morant,MEM,DAL,2025-11-07,PTS,mgm,24.5,-110.0,-120.0
Norman Powell,MIA,CHA,2025-11-07,PTS,mgm,23.5,-105.0,-125.0
Miles Bridges,CHA,@MIA,2025-11-07,PTS,mgm,21.5,-115.0,-115.0
Josh Giddey,CHI,@MIL,2025-11-07,PTS,mgm,22.5,-118.0,-110.0
Jonathan Kuminga,GSW,@DEN,2025-11-07,PTS,mgm,21.5,100.0,-130.0
Zach LaVine,SAC,OKC,2025-11-07,PTS,mgm,21.5,-110.0,-120.0
Julius Randle,MIN,UTA,2025-11-07,PTS,mgm,22.5,-110.0,-118.0
Jalen Johnson,ATL,TOR,2025-11-07,PTS,mgm,21.5,105.0,-140.0
Jamal Murray,DEN,GSW,2025-11-07,PTS,mgm,21.5,-110.0,-118.0
Jimmy Butler,GSW,@DEN,2025-11-07,PTS,mgm,19.5,-118.0,-110.0
DeMar DeRozan,SAC,OKC,2025-11-07,PTS,mgm,20.5,-105.0,-125.0
Brandon Ingram,TOR,@ATL,2025-11-07,PTS,mgm,20.5,110.0,-145.0
Michael Porter,BKN,DET,2025-11-07,PTS,mgm,20.5,-130.0,-105.0
Alperen Sengun,HOU,@SAS,2025-11-07,PTS,mgm,19.5,-105.0,-130.0
Franz Wagner,ORL,BOS,2025-11-07,PTS,mgm,20.5,-115.0,-115.0
RJ Barrett,TOR,@ATL,2025-11-07,PTS,mgm,18.5,-130.0,-105.0
Stephon Castle,SAS,HOU,2025-11-07,PTS,mgm,19.5,115.0,-155.0
Keyonte George,UTA,@MIN,2025-11-07,PTS,mgm,19.5,-125.0,-105.0
Jaren Jackson,MEM,DAL,2025-11-07,PTS,mgm,19.5,-120.0,-110.0
Evan Mobley,CLE,@WAS,2025-11-07,PTS,mgm,19.5,-110.0,-120.0
Kristaps Porzingis,ATL,TOR,2025-11-07,PTS,mgm,18.5,-115.0,-118.0
Nikola Vucevic,CHI,@MIL,2025-11-07,PTS,mgm,17.5,-130.0,-105.0
Andrew Wiggins,MIA,CHA,2025-11-07,PTS,mgm,19.5,-105.0,-125.0
Nickeil Alexander-Walker,ATL,TOR,2025-11-07,PTS,mgm,17.5,-105.0,-125.0
Scottie Barnes,TOR,@ATL,2025-11-07,PTS,mgm,18.5,-105.0,-125.0
Cooper Flagg,DAL,@MEM,2025-11-07,PTS,mgm,17.5,-125.0,-105.0
Chet Holmgren,OKC,@SAC,2025-11-07,PTS,mgm,17.5,-130.0,-105.0
Collin Sexton,CHA,@MIA,2025-11-07,PTS,mgm,18.5,-105.0,-125.0
P.J. Washington,DAL,@MEM,2025-11-07,PTS,mgm,17.5,-110.0,-120.0
Jalen Duren,DET,@BKN,2025-11-07,PTS,mgm,16.5,-125.0,-105.0
Aaron Gordon,DEN,GSW,2025-11-07,PTS,mgm,16.5,-120.0,-110.0
Alex Sarr,WAS,CLE,2025-11-07,PTS,mgm,16.5,-120.0,-110.0
Amen Thompson,HOU,@SAS,2025-11-07,PTS,mgm,16.5,-115.0,-115.0
Derrick White,BOS,@ORL,2025-11-07,PTS,mgm,16.5,-118.0,-115.0
