player,team,opponent,game_date,market,book,line,over_odds,under_odds
Nikola Jokic,DEN,@MEM,2025-11-24,PTS,draftkings,30.5,-115.0,-111.0
Donovan Mitchell,CLE,@TOR,2025-11-24,PTS,draftkings,29.5,-111.0,-115.0
Jalen Brunson,NYK,@BKN,2025-11-24,PTS,draftkings,27.5,-104.0,-123.0
Stephen Curry,GSW,UTA,2025-11-24,PTS,draftkings,28.5,-108.0,-118.0
Anthony Edwards,MIN,@SAC,2025-11-24,PTS,draftkings,28.5,-105.0,-122.0
Devin Booker,PHX,HOU,2025-11-24,PTS,draftkings,27.5,-108.0,-118.0
Cade Cunningham,DET,@IND,2025-11-24,PTS,draftkings,27.5,-120.0,-106.0
Deni Avdija,POR,@MIL,2025-11-24,PTS,draftkings,24.5,-113.0,-113.0
Michael Porter,BKN,NYK,2025-11-24,PTS,draftkings,24.5,-113.0,-112.0
Alperen Sengun,HOU,@PHX,2025-11-24,PTS,draftkings,24.5,-107.0,-119.0
Zion Williamson,NOP,CHI,2025-11-24,PTS,draftkings,24.5,-121.0,-105.0
Jamal Murray,DEN,@MEM,2025-11-24,PTS,draftkings,23.5,-104.0,-123.0
Julius Randle,MIN,@SAC,2025-11-24,PTS,draftkings,23.5,-110.0,-116.0
Shaedon Sharpe,POR,@MIL,2025-11-24,PTS,draftkings,23.5,-108.0,-119.0
Pascal Siakam,IND,DET,2025-11-24,PTS,draftkings,23.5,-115.0,-111.0
Karl-Anthony Towns,NYK,@BKN,2025-11-24,PTS,draftkings,23.5,-103.0,-123.0
Bennedict Mathurin,IND,DET,2025-11-24,PTS,draftkings,22.5,-107.0,-120.0
Ryan Rollins,MIL,POR,2025-11-24,PTS,draftkings,22.5,-104.0,-122.0
Jimmy Butler,GSW,UTA,2025-11-24,PTS,draftkings,20.5,-122.0,-105.0
Brandon Ingram,TOR,CLE,2025-11-24,PTS,draftkings,21.5,-115.0,-111.0
Coby White,CHI,@NOP,2025-11-24,PTS,draftkings,21.5,-120.0,-106.0
Dillon Brooks,PHX,HOU,2025-11-24,PTS,draftkings,20.5,-116.0,-110.0
Zach LaVine,SAC,MIN,2025-11-24,PTS,draftkings,20.5,-107.0,-119.0
Trey Murphy,NOP,CHI,2025-11-24,PTS,draftkings,20.5,-121.0,-106.0
Jalen Duren,DET,@IND,2025-11-24,PTS,draftkings,19.5,-116.0,-110.0
Josh Giddey,CHI,@NOP,2025-11-24,PTS,draftkings,19.5,-112.0,-114.0
Jaren Jackson,MEM,DEN,2025-11-24,PTS,draftkings,19.5,-125.0,-102.0
Evan Mobley,CLE,@TOR,2025-11-24,PTS,draftkings,19.5,-116.0,-110.0
Norman Powell,MIA,DAL,2025-11-24,PTS,draftkings,19.5,-119.0,-107.0
Scottie Barnes,TOR,CLE,2025-11-24,PTS,draftkings,18.5,-109.0,-117.0
Amen Thompson,HOU,@PHX,2025-11-24,PTS,draftkings,18.5,-125.0,-102.0
Nikola Vucevic,CHI,@NOP,2025-11-24,PTS,draftkings,18.5,-118.0,-108.0
Bam Adebayo,MIA,DAL,2025-11-24,PTS,draftkings,17.5,-125.0,-102.0
DeMar DeRozan,SAC,MIN,2025-11-24,PTS,draftkings,17.5,-114.0,-111.0
De'Andre Hunter,CLE,@TOR,2025-11-24,PTS,draftkings,17.5,-111.0,-115.0
Reed Sheppard,HOU,@PHX,2025-11-24,PTS,draftkings,17.5,-120.0,-106.0
Jeremiah Fears,NOP,CHI,2025-11-24,PTS,draftkings,16.5,-116.0,-110.0
Tyler Herro,MIA,DAL,2025-11-24,PTS,draftkings,16.5,-104.0,-122.0
Andrew Nembhard,IND,DET,2025-11-24,PTS,draftkings,16.5,-122.0,-104.0
Derik Queen,NOP,CHI,2025-11-24,PTS,draftkings,16.5,-105.0,-122.0
Immanuel Quickley,TOR,CLE,2025-11-24,PTS,draftkings,16.5,-104.0,-122.0
P.J. Washington,DAL,@MIA,2025-11-24,PTS,draftkings,16.5,-114.0,-112.0
Mikal Bridges,NYK,@BKN,2025-11-24,PTS,draftkings,15.5,-124.0,-103.0
Cooper Flagg,DAL,@MIA,2025-11-24,PTS,draftkings,15.5,-123.0,-104.0
Jabari Smith,HOU,@PHX,2025-11-24,PTS,draftkings,15.5,-107.0,-119.0
Andrew Wiggins,MIA,DAL,2025-11-24,PTS,draftkings,15.5,-112.0,-113.0
Nic Claxton,BKN,NYK,2025-11-24,PTS,draftkings,14.5,-103.0,-124.0
Cedric Coward,MEM,DEN,2025-11-24,PTS,draftkings,14.5,-110.0,-116.0
Ayo Dosunmu,CHI,@NOP,2025-11-24,PTS,draftkings,14.5,-104.0,-123.0
Collin Gillespie,PHX,HOU,2025-11-24,PTS,draftkings,14.5,-108.0,-118.0
Jaden McDaniels,MIN,@SAC,2025-11-24,PTS,draftkings,14.5,-107.0,-120.0
Myles Turner,MIL,POR,2025-11-24,PTS,draftkings,14.5,-123.0,-103.0
Jarrett Allen,CLE,@TOR,2025-11-24,PTS,draftkings,13.5,-119.0,-107.0
Jordan Clarkson,NYK,@BKN,2025-11-24,PTS,draftkings,13.5,-114.0,-112.0
Noah Clowney,BKN,NYK,2025-11-24,PTS,draftkings,13.5,-110.0,-116.0
Jaime Jaquez,MIA,DAL,2025-11-24,PTS,draftkings,13.5,-115.0,-111.0
Cameron Johnson,DEN,@MEM,2025-11-24,PTS,draftkings,13.5,-107.0,-119.0
Russell Westbrook,SAC,MIN,2025-11-24,PTS,draftkings,13.5,-118.0,-108.0
Brandon Williams,DAL,@MIA,2025-11-24,PTS,draftkings,13.5,-113.0,-113.0
Matas Buzelis,CHI,@NOP,2025-11-24,PTS,draftkings,12.5,-117.0,-109.0
Donte DiVincenzo,MIN,@SAC,2025-11-24,PTS,draftkings,12.5,-111.0,-115.0
Josh Hart,NYK,@BKN,2025-11-24,PTS,draftkings,11.5,-123.0,-103.0
Keegan Murray,SAC,MIN,2025-11-24,PTS,draftkings,12.5,-128.0,100.0
Naz Reid,MIN,@SAC,2025-11-24,PTS,draftkings,12.5,-122.0,-105.0
D'Angelo Russell,DAL,@MIA,2025-11-24,PTS,draftkings,12.5,-103.0,-123.0
Dennis Schroder,SAC,MIN,2025-11-24,PTS,draftkings,12.5,102.0,-130.0
Peyton Watson,DEN,@MEM,2025-11-24,PTS,draftkings,12.5,-112.0,-114.0
Max Christie,DAL,@MIA,2025-11-24,PTS,draftkings,11.5,-114.0,-112.0
Zach Edey,MEM,DEN,2025-11-24,PTS,draftkings,11.5,-110.0,-116.0
Rudy Gobert,MIN,@SAC,2025-11-24,PTS,draftkings,10.5,-125.0,-102.0
Tobias Harris,DET,@IND,2025-11-24,PTS,draftkings,11.5,-122.0,-105.0
Malik Monk,SAC,MIN,2025-11-24,PTS,draftkings,11.5,-112.0,-114.0
Ausar Thompson,DET,@IND,2025-11-24,PTS,draftkings,11.5,-119.0,-108.0
Jaylen Wells,MEM,DEN,2025-11-24,PTS,draftkings,11.5,-124.0,-103.0
Vince Williams,MEM,DEN,2025-11-24,PTS,draftkings,11.5,-103.0,-124.0
Donovan Clingan,POR,@MIL,2025-11-24,PTS,draftkings,10.5,-109.0,-117.0
Daniel Gafford,DAL,@MIA,2025-11-24,PTS,draftkings,10.5,-106.0,-121.0
Tim Hardaway,DEN,@MEM,2025-11-24,PTS,draftkings,10.5,-119.0,-107.0
Miles McBride,NYK,@BKN,2025-11-24,PTS,draftkings,10.5,-116.0,-110.0
Royce O'Neale,PHX,HOU,2025-11-24,PTS,draftkings,10.5,-125.0,-102.0
Duncan Robinson,DET,@IND,2025-11-24,PTS,draftkings,10.5,-119.0,-107.0
Klay Thompson,DAL,@MIA,2025-11-24,PTS,draftkings,10.5,-113.0,-113.0
Kel'el Ware,MIA,DAL,2025-11-24,PTS,draftkings,10.5,-107.0,-119.0
Egor Demin,BKN,NYK,2025-11-24,PTS,draftkings,9.5,-120.0,-106.0
Gradey Dick,TOR,CLE,2025-11-24,PTS,draftkings,9.5,102.0,-130.0
Josh Okogie,HOU,@PHX,2025-11-24,PTS,draftkings,9.5,-114.0,-112.0
Ziaire Williams,BKN,NYK,2025-11-24,PTS,draftkings,9.5,-126.0,-101.0
Bruce Brown,DEN,@MEM,2025-11-24,PTS,draftkings,8.5,-109.0,-117.0
Draymond Green,GSW,UTA,2025-11-24,PTS,draftkings,8.5,-124.0,-103.0
Terance Mann,BKN,NYK,2025-11-24,PTS,draftkings,8.5,-128.0,101.0
Tyrese Martin,BKN,NYK,2025-11-24,PTS,draftkings,8.5,-121.0,-105.0
T.J. McConnell,IND,DET,2025-11-24,PTS,draftkings,8.5,-114.0,-112.0
Isaiah Stewart,DET,@IND,2025-11-24,PTS,draftkings,8.5,-112.0,-114.0
Drew Eubanks,SAC,MIN,2025-11-24,PTS,draftkings,7.5,-128.0,100.0
Aaron Holiday,HOU,@PHX,2025-11-24,PTS,draftkings,7.5,-132.0,103.0
Isaiah Jackson,IND,DET,2025-11-24,PTS,draftkings,7.5,-111.0,-115.0
Ben Sheppard,IND,DET,2025-11-24,PTS,draftkings,7.5,102.0,-131.0
Day'Ron Sharpe,BKN,NYK,2025-11-24,PTS,draftkings,6.5,-116.0,-110.0
Mike Conley,MIN,@SAC,2025-11-24,PTS,draftkings,5.5,-110.0,-116.0
Mitchell Robinson,NYK,@BKN,2025-11-24,PTS,draftkings,4.5,-120.0,-106.0
Nikola Jokic,DEN,@MEM,2025-11-24,PTS,draftkings,30.5,,
Donovan Mitchell,CLE,@TOR,2025-11-24,PTS,draftkings,29.5,,
Jalen Brunson,NYK,@BKN,2025-11-24,PTS,draftkings,27.5,,
Stephen Curry,GSW,UTA,2025-11-24,PTS,draftkings,28.5,,
Anthony Edwards,MIN,@SAC,2025-11-24,PTS,draftkings,28.5,,
Devin Booker,PHX,HOU,2025-11-24,PTS,draftkings,27.5,,
Cade Cunningham,DET,@IND,2025-11-24,PTS,draftkings,27.5,,
Deni Avdija,POR,@MIL,2025-11-24,PTS,draftkings,24.5,,
Michael Porter,BKN,NYK,2025-11-24,PTS,draftkings,24.5,,
Alperen Sengun,HOU,@PHX,2025-11-24,PTS,draftkings,24.5,,
Zion Williamson,NOP,CHI,2025-11-24,PTS,draftkings,24.5,,
Jamal Murray,DEN,@MEM,2025-11-24,PTS,draftkings,23.5,,
Julius Randle,MIN,@SAC,2025-11-24,PTS,draftkings,23.5,,
Shaedon Sharpe,POR,@MIL,2025-11-24,PTS,draftkings,23.5,,
Pascal Siakam,IND,DET,2025-11-24,PTS,draftkings,23.5,,
Karl-Anthony Towns,NYK,@BKN,2025-11-24,PTS,draftkings,23.5,,
Bennedict Mathurin,IND,DET,2025-11-24,PTS,draftkings,22.5,,
Ryan Rollins,MIL,POR,2025-11-24,PTS,draftkings,22.5,,
Jimmy Butler,GSW,UTA,2025-11-24,PTS,draftkings,20.5,,
Brandon Ingram,TOR,CLE,2025-11-24,PTS,draftkings,21.5,,
Coby White,CHI,@NOP,2025-11-24,PTS,draftkings,21.5,,
Dillon Brooks,PHX,HOU,2025-11-24,PTS,draftkings,20.5,,
Zach LaVine,SAC,MIN,2025-11-24,PTS,draftkings,20.5,,
Trey Murphy,NOP,CHI,2025-11-24,PTS,draftkings,20.5,,
Jalen Duren,DET,@IND,2025-11-24,PTS,draftkings,19.5,,
Josh Giddey,CHI,@NOP,2025-11-24,PTS,draftkings,19.5,,
Jaren Jackson,MEM,DEN,2025-11-24,PTS,draftkings,19.5,,
Evan Mobley,CLE,@TOR,2025-11-24,PTS,draftkings,19.5,,
Norman Powell,MIA,DAL,2025-11-24,PTS,draftkings,19.5,,
Scottie Barnes,TOR,CLE,2025-11-24,PTS,draftkings,18.5,,
Amen Thompson,HOU,@PHX,2025-11-24,PTS,draftkings,18.5,,
Nikola Vucevic,CHI,@NOP,2025-11-24,PTS,draftkings,18.5,,
Bam Adebayo,MIA,DAL,2025-11-24,PTS,draftkings,17.5,,
DeMar DeRozan,SAC,MIN,2025-11-24,PTS,draftkings,17.5,,
De'Andre Hunter,CLE,@TOR,2025-11-24,PTS,draftkings,17.5,,
Reed Sheppard,HOU,@PHX,2025-11-24,PTS,draftkings,17.5,,
Jeremiah Fears,NOP,CHI,2025-11-24,PTS,draftkings,16.5,,
Tyler Herro,MIA,DAL,2025-11-24,PTS,draftkings,16.5,,
Andrew Nembhard,IND,DET,2025-11-24,PTS,draftkings,16.5,,
Derik Queen,NOP,CHI,2025-11-24,PTS,draftkings,16.5,,
Immanuel Quickley,TOR,CLE,2025-11-24,PTS,draftkings,16.5,,
P.J. Washington,DAL,@MIA,2025-11-24,PTS,draftkings,16.5,,
Mikal Bridges,NYK,@BKN,2025-11-24,PTS,draftkings,15.5,,
Cooper Flagg,DAL,@MIA,2025-11-24,PTS,draftkings,15.5,,
Jabari Smith,HOU,@PHX,2025-11-24,PTS,draftkings,15.5,,
Andrew Wiggins,MIA,DAL,2025-11-24,PTS,draftkings,15.5,,
Nic Claxton,BKN,NYK,2025-11-24,PTS,draftkings,14.5,,
Cedric Coward,MEM,DEN,2025-11-24,PTS,draftkings,14.5,,
Ayo Dosunmu,CHI,@NOP,2025-11-24,PTS,draftkings,14.5,,
Collin Gillespie,PHX,HOU,2025-11-24,PTS,draftkings,14.5,,
Jaden McDaniels,MIN,@SAC,2025-11-24,PTS,draftkings,14.5,,
Myles Turner,MIL,POR,2025-11-24,PTS,draftkings,14.5,,
Jarrett Allen,CLE,@TOR,2025-11-24,PTS,draftkings,13.5,,
Jordan Clarkson,NYK,@BKN,2025-11-24,PTS,draftkings,13.5,,
Noah Clowney,BKN,NYK,2025-11-24,PTS,draftkings,13.5,,
Jaime Jaquez,MIA,DAL,2025-11-24,PTS,draftkings,13.5,,
Cameron Johnson,DEN,@MEM,2025-11-24,PTS,draftkings,13.5,,
Russell Westbrook,SAC,MIN,2025-11-24,PTS,draftkings,13.5,,
