player,team,opponent,game_date,market,book,line,over_odds,under_odds
Devin Booker,PHX,IND,2025-11-13,PTS,mgm,28.5,-118.0,-115.0
Donovan Mitchell,CLE,TOR,2025-11-13,PTS,mgm,27.5,-105.0,-125.0
Lauri Markkanen,UTA,ATL,2025-11-13,PTS,mgm,25.5,-110.0,-120.0
Pascal Siakam,IND,@PHX,2025-11-13,PTS,mgm,25.5,-110.0,-120.0
Jalen Johnson,ATL,@UTA,2025-11-13,PTS,mgm,20.5,-145.0,110.0
Keyonte George,UTA,ATL,2025-11-13,PTS,mgm,19.5,-125.0,-105.0
Brandon Ingram,TOR,@CLE,2025-11-13,PTS,mgm,19.5,-110.0,-118.0
Evan Mobley,CLE,TOR,2025-11-13,PTS,mgm,19.5,-125.0,-105.0
RJ Barrett,TOR,@CLE,2025-11-13,PTS,mgm,19.5,-110.0,-125.0
Nickeil Alexander-Walker,ATL,@UTA,2025-11-13,PTS,mgm,17.5,-125.0,-105.0
Scottie Barnes,TOR,@CLE,2025-11-13,PTS,mgm,17.5,-125.0,-105.0
De'Andre Hunter,CLE,TOR,2025-11-13,PTS,mgm,18.5,-105.0,-125.0
Grayson Allen,PHX,IND,2025-11-13,PTS,mgm,16.5,-115.0,-118.0
Dillon Brooks,PHX,IND,2025-11-13,PTS,mgm,17.5,100.0,-135.0
Andrew Nembhard,IND,@PHX,2025-11-13,PTS,mgm,16.5,-130.0,-105.0
Aaron Nesmith,IND,@PHX,2025-11-13,PTS,mgm,17.5,-105.0,-130.0
Onyeka Okongwu,ATL,@UTA,2025-11-13,PTS,mgm,16.5,105.0,-145.0
Immanuel Quickley,TOR,@CLE,2025-11-13,PTS,mgm,15.5,-118.0,-110.0
Jarrett Allen,CLE,TOR,2025-11-13,PTS,mgm,14.5,-115.0,-115.0
Dyson Daniels,ATL,@UTA,2025-11-13,PTS,mgm,14.5,-105.0,-130.0
Zaccharie Risacher,ATL,@UTA,2025-11-13,PTS,mgm,14.5,-105.0,-130.0
Ace Bailey,UTA,ATL,2025-11-13,PTS,mgm,11.5,-110.0,-118.0
Sam Merrill,CLE,TOR,2025-11-13,PTS,mgm,10.5,-120.0,-110.0
Jusuf Nurkic,UTA,ATL,2025-11-13,PTS,mgm,10.5,-130.0,100.0
Royce O'Neale,PHX,IND,2025-11-13,PTS,mgm,11.5,100.0,-135.0
Kyle Filipowski,UTA,ATL,2025-11-13,PTS,mgm,9.5,-105.0,-125.0
Collin Gillespie,PHX,IND,2025-11-13,PTS,mgm,9.5,-115.0,-118.0
Luke Kennard,ATL,@UTA,2025-11-13,PTS,mgm,9.5,-110.0,-118.0
T.J. McConnell,IND,@PHX,2025-11-13,PTS,mgm,9.5,-110.0,-120.0
Svi Mykhailiuk,UTA,ATL,2025-11-13,PTS,mgm,8.5,-130.0,-105.0
Jakob Poeltl,TOR,@CLE,2025-11-13,PTS,mgm,9.5,-105.0,-125.0
Jarace Walker,IND,@PHX,2025-11-13,PTS,mgm,9.5,100.0,-135.0
Isaiah Collier,UTA,ATL,2025-11-13,PTS,mgm,8.5,-110.0,-120.0
Ryan Dunn,PHX,IND,2025-11-13,PTS,mgm,8.5,105.0,-145.0
Sandro Mamukelashvili,TOR,@CLE,2025-11-13,PTS,mgm,8.5,-130.0,-105.0
Collin Murray-Boyles,TOR,@CLE,2025-11-13,PTS,mgm,7.5,-120.0,-110.0
Gradey Dick,TOR,@CLE,2025-11-13,PTS,mgm,7.5,-130.0,-105.0
Oso Ighodaro,PHX,IND,2025-11-13,PTS,mgm,5.5,-105.0,-125.0
Brice Sensabaugh,UTA,ATL,2025-11-13,PTS,mgm,7.5,-130.0,100.0
Ben Sheppard,IND,@PHX,2025-11-13,PTS,mgm,6.5,105.0,-140.0
Walter Clayton,UTA,ATL,2025-11-13,PTS,mgm,5.5,-105.0,-130.0
Jamal Shead,TOR,@CLE,2025-11-13,PTS,mgm,5.5,-125.0,-105.0
Dean Wade,CLE,TOR,2025-11-13,PTS,mgm,5.5,-125.0,-105.0
Devin Booker,PHX,IND,2025-11-13,PTS,mgm,28.5,,
Donovan Mitchell,CLE,TOR,2025-11-13,PTS,mgm,27.5,,
Lauri Markkanen,UTA,ATL,2025-11-13,PTS,mgm,25.5,,
Pascal Siakam,IND,@PHX,2025-11-13,PTS,mgm,25.5,,
Jalen Johnson,ATL,@UTA,2025-11-13,PTS,mgm,20.5,,
Keyonte George,UTA,ATL,2025-11-13,PTS,mgm,19.5,,
Brandon Ingram,TOR,@CLE,2025-11-13,PTS,mgm,19.5,,
Evan Mobley,CLE,TOR,2025-11-13,PTS,mgm,19.5,,
RJ Barrett,TOR,@CLE,2025-11-13,PTS,mgm,19.5,,
Nickeil Alexander-Walker,ATL,@UTA,2025-11-13,PTS,mgm,17.5,,
Scottie Barnes,TOR,@CLE,2025-11-13,PTS,mgm,17.5,,
De'Andre Hunter,CLE,TOR,2025-11-13,PTS,mgm,18.5,,
Grayson Allen,PHX,IND,2025-11-13,PTS,mgm,16.5,,
Dillon Brooks,PHX,IND,2025-11-13,PTS,mgm,17.5,,
Andrew Nembhard,IND,@PHX,2025-11-13,PTS,mgm,16.5,,
Aaron Nesmith,IND,@PHX,2025-11-13,PTS,mgm,17.5,,
Onyeka Okongwu,ATL,@UTA,2025-11-13,PTS,mgm,16.5,,
Immanuel Quickley,TOR,@CLE,2025-11-13,PTS,mgm,15.5,,
Jarrett Allen,CLE,TOR,2025-11-13,PTS,mgm,14.5,,
Dyson Daniels,ATL,@UTA,2025-11-13,PTS,mgm,14.5,,
Zaccharie Risacher,ATL,@UTA,2025-11-13,PTS,mgm,14.5,,
Ace Bailey,UTA,ATL,2025-11-13,PTS,mgm,11.5,,
Sam Merrill,CLE,TOR,2025-11-13,PTS,mgm,10.5,,
Jusuf Nurkic,UTA,ATL,2025-11-13,PTS,mgm,10.5,,
Royce O'Neale,PHX,IND,2025-11-13,PTS,mgm,11.5,,
Kyle Filipowski,UTA,ATL,2025-11-13,PTS,mgm,9.5,,
Collin Gillespie,PHX,IND,2025-11-13,PTS,mgm,9.5,,
Luke Kennard,ATL,@UTA,2025-11-13,PTS,mgm,9.5,,
T.J. McConnell,IND,@PHX,2025-11-13,PTS,mgm,9.5,,
Svi Mykhailiuk,UTA,ATL,2025-11-13,PTS,mgm,8.5,,
Jakob Poeltl,TOR,@CLE,2025-11-13,PTS,mgm,9.5,,
Jarace Walker,IND,@PHX,2025-11-13,PTS,mgm,9.5,,
Isaiah Collier,UTA,ATL,2025-11-13,PTS,mgm,8.5,,
Ryan Dunn,PHX,IND,2025-11-13,PTS,mgm,8.5,,
Sandro Mamukelashvili,TOR,@CLE,2025-11-13,PTS,mgm,8.5,,
Collin Murray-Boyles,TOR,@CLE,2025-11-13,PTS,mgm,7.5,,
Gradey Dick,TOR,@CLE,2025-11-13,PTS,mgm,7.5,,
Oso Ighodaro,PHX,IND,2025-11-13,PTS,mgm,5.5,,
Brice Sensabaugh,UTA,ATL,2025-11-13,PTS,mgm,7.5,,
Ben Sheppard,IND,@PHX,2025-11-13,PTS,mgm,6.5,,
Walter Clayton,UTA,ATL,2025-11-13,PTS,mgm,5.5,,
Jamal Shead,TOR,@CLE,2025-11-13,PTS,mgm,5.5,,
Dean Wade,CLE,TOR,2025-11-13,PTS,mgm,5.5,,
Devin Booker,PHX,IND,2025-11-13,PTS,mgm,28.5,,
Donovan Mitchell,CLE,TOR,2025-11-13,PTS,mgm,27.5,,
Lauri Markkanen,UTA,ATL,2025-11-13,PTS,mgm,25.5,,
Pascal Siakam,IND,@PHX,2025-11-13,PTS,mgm,25.5,,
Jalen Johnson,ATL,@UTA,2025-11-13,PTS,mgm,20.5,,
Keyonte George,UTA,ATL,2025-11-13,PTS,mgm,19.5,,
Brandon Ingram,TOR,@CLE,2025-11-13,PTS,mgm,19.5,,
Evan Mobley,CLE,TOR,2025-11-13,PTS,mgm,19.5,,
RJ Barrett,TOR,@CLE,2025-11-13,PTS,mgm,19.5,,
Nickeil Alexander-Walker,ATL,@UTA,2025-11-13,PTS,mgm,17.5,,
Scottie Barnes,TOR,@CLE,2025-11-13,PTS,mgm,17.5,,
De'Andre Hunter,CLE,TOR,2025-11-13,PTS,mgm,18.5,,
Grayson Allen,PHX,IND,2025-11-13,PTS,mgm,16.5,,
Dillon Brooks,PHX,IND,2025-11-13,PTS,mgm,17.5,,
Andrew Nembhard,IND,@PHX,2025-11-13,PTS,mgm,16.5,,
Aaron Nesmith,IND,@PHX,2025-11-13,PTS,mgm,17.5,,
Onyeka Okongwu,ATL,@UTA,2025-11-13,PTS,mgm,16.5,,
Immanuel Quickley,TOR,@CLE,2025-11-13,PTS,mgm,15.5,,
Jarrett Allen,CLE,TOR,2025-11-13,PTS,mgm,14.5,,
Dyson Daniels,ATL,@UTA,2025-11-13,PTS,mgm,14.5,,
Zaccharie Risacher,ATL,@UTA,2025-11-13,PTS,mgm,14.5,,
Ace Bailey,UTA,ATL,2025-11-13,PTS,mgm,11.5,,
Sam Merrill,CLE,TOR,2025-11-13,PTS,mgm,10.5,,
Jusuf Nurkic,UTA,ATL,2025-11-13,PTS,mgm,10.5,,
Royce O'Neale,PHX,IND,2025-11-13,PTS,mgm,11.5,,
Kyle Filipowski,UTA,ATL,2025-11-13,PTS,mgm,9.5,,
Collin Gillespie,PHX,IND,2025-11-13,PTS,mgm,9.5,,
Luke Kennard,ATL,@UTA,2025-11-13,PTS,mgm,9.5,,
T.J. McConnell,IND,@PHX,2025-11-13,PTS,mgm,9.5,,
Svi Mykhailiuk,UTA,ATL,2025-11-13,PTS,mgm,8.5,,
Jakob Poeltl,TOR,@CLE,2025-11-13,PTS,mgm,9.5,,
Jarace Walker,IND,@PHX,2025-11-13,PTS,mgm,9.5,,
Isaiah Collier,UTA,ATL,2025-11-13,PTS,mgm,8.5,,
Ryan Dunn,PHX,IND,2025-11-13,PTS,mgm,8.5,,
Sandro Mamukelashvili,TOR,@CLE,2025-11-13,PTS,mgm,8.5,,
Collin Murray-Boyles,TOR,@CLE,2025-11-13,PTS,mgm,7.5,,
Gradey Dick,TOR,@CLE,2025-11-13,PTS,mgm,7.5,,
Oso Ighodaro,PHX,IND,2025-11-13,PTS,mgm,5.5,,
Brice Sensabaugh,UTA,ATL,2025-11-13,PTS,mgm,7.5,,
Ben Sheppard,IND,@PHX,2025-11-13,PTS,mgm,6.5,,
Walter Clayton,UTA,ATL,2025-11-13,PTS,mgm,5.5,,
Jamal Shead,TOR,@CLE,2025-11-13,PTS,mgm,5.5,,
Dean Wade,CLE,TOR,2025-11-13,PTS,mgm,5.5,,
Devin Booker,PHX,IND,2025-11-13,PTS,draftkings,28.5,-106.0,-121.0
Donovan Mitchell,CLE,TOR,2025-11-13,PTS,draftkings,27.5,-117.0,-109.0
Lauri Markkanen,UTA,ATL,2025-11-13,PTS,draftkings,26.5,-107.0,-119.0
Pascal Siakam,IND,@PHX,2025-11-13,PTS,draftkings,25.5,-111.0,-115.0
Jalen Johnson,ATL,@UTA,2025-11-13,PTS,draftkings,21.5,-118.0,-108.0
Keyonte George,UTA,ATL,2025-11-13,PTS,draftkings,19.5,-110.0,-116.0
Brandon Ingram,TOR,@CLE,2025-11-13,PTS,draftkings,19.5,-118.0,-108.0
Evan Mobley,CLE,TOR,2025-11-13,PTS,draftkings,20.5,-110.0,-116.0
RJ Barrett,TOR,@CLE,2025-11-13,PTS,draftkings,19.5,-107.0,-119.0
Nickeil Alexander-Walker,ATL,@UTA,2025-11-13,PTS,draftkings,17.5,-114.0,-112.0
Scottie Barnes,TOR,@CLE,2025-11-13,PTS,draftkings,17.5,-119.0,-107.0
De'Andre Hunter,CLE,TOR,2025-11-13,PTS,draftkings,18.5,-105.0,-122.0
Grayson Allen,PHX,IND,2025-11-13,PTS,draftkings,16.5,-109.0,-117.0
Dillon Brooks,PHX,IND,2025-11-13,PTS,draftkings,16.5,-121.0,-105.0
Andrew Nembhard,IND,@PHX,2025-11-13,PTS,draftkings,16.5,-108.0,-118.0
Aaron Nesmith,IND,@PHX,2025-11-13,PTS,draftkings,17.5,-101.0,-126.0
Onyeka Okongwu,ATL,@UTA,2025-11-13,PTS,draftkings,16.5,-114.0,-112.0
Immanuel Quickley,TOR,@CLE,2025-11-13,PTS,draftkings,15.5,-110.0,-115.0
Jarrett Allen,CLE,TOR,2025-11-13,PTS,draftkings,14.5,-111.0,-115.0
Dyson Daniels,ATL,@UTA,2025-11-13,PTS,draftkings,14.5,-112.0,-114.0
Zaccharie Risacher,ATL,@UTA,2025-11-13,PTS,draftkings,14.5,-111.0,-115.0
Ace Bailey,UTA,ATL,2025-11-13,PTS,draftkings,11.5,-113.0,-113.0
Sam Merrill,CLE,TOR,2025-11-13,PTS,draftkings,10.5,-118.0,-108.0
Jusuf Nurkic,UTA,ATL,2025-11-13,PTS,draftkings,10.5,-126.0,-101.0
Royce O'Neale,PHX,IND,2025-11-13,PTS,draftkings,11.5,-104.0,-123.0
Kyle Filipowski,UTA,ATL,2025-11-13,PTS,draftkings,9.5,101.0,-129.0
Collin Gillespie,PHX,IND,2025-11-13,PTS,draftkings,9.5,102.0,-130.0
T.J. McConnell,IND,@PHX,2025-11-13,PTS,draftkings,9.5,-105.0,-121.0
Svi Mykhailiuk,UTA,ATL,2025-11-13,PTS,draftkings,8.5,-130.0,102.0
Jakob Poeltl,TOR,@CLE,2025-11-13,PTS,draftkings,9.5,-118.0,-108.0
Jarace Walker,IND,@PHX,2025-11-13,PTS,draftkings,9.5,-112.0,-114.0
Isaiah Collier,UTA,ATL,2025-11-13,PTS,draftkings,8.5,-113.0,-113.0
Ryan Dunn,PHX,IND,2025-11-13,PTS,draftkings,8.5,104.0,-133.0
Isaiah Jackson,IND,@PHX,2025-11-13,PTS,draftkings,8.5,-101.0,-126.0
Sandro Mamukelashvili,TOR,@CLE,2025-11-13,PTS,draftkings,8.5,102.0,-129.0
Collin Murray-Boyles,TOR,@CLE,2025-11-13,PTS,draftkings,7.5,-113.0,-113.0
Gradey Dick,TOR,@CLE,2025-11-13,PTS,draftkings,7.5,-113.0,-113.0
Oso Ighodaro,PHX,IND,2025-11-13,PTS,draftkings,6.5,-113.0,-113.0
Ben Sheppard,IND,@PHX,2025-11-13,PTS,draftkings,5.5,-105.0,-122.0
Dean Wade,CLE,TOR,2025-11-13,PTS,draftkings,5.5,-122.0,-104.0
Devin Booker,PHX,IND,2025-11-13,PTS,draftkings,28.5,,
Donovan Mitchell,CLE,TOR,2025-11-13,PTS,draftkings,27.5,,
Lauri Markkanen,UTA,ATL,2025-11-13,PTS,draftkings,26.5,,
Pascal Siakam,IND,@PHX,2025-11-13,PTS,draftkings,25.5,,
Jalen Johnson,ATL,@UTA,2025-11-13,PTS,draftkings,21.5,,
Keyonte George,UTA,ATL,2025-11-13,PTS,draftkings,19.5,,
Brandon Ingram,TOR,@CLE,2025-11-13,PTS,draftkings,19.5,,
Evan Mobley,CLE,TOR,2025-11-13,PTS,draftkings,20.5,,
RJ Barrett,TOR,@CLE,2025-11-13,PTS,draftkings,19.5,,
Nickeil Alexander-Walker,ATL,@UTA,2025-11-13,PTS,draftkings,17.5,,
Scottie Barnes,TOR,@CLE,2025-11-13,PTS,draftkings,17.5,,
De'Andre Hunter,CLE,TOR,2025-11-13,PTS,draftkings,18.5,,
Grayson Allen,PHX,IND,2025-11-13,PTS,draftkings,16.5,,
Dillon Brooks,PHX,IND,2025-11-13,PTS,draftkings,16.5,,
Andrew Nembhard,IND,@PHX,2025-11-13,PTS,draftkings,16.5,,
Aaron Nesmith,IND,@PHX,2025-11-13,PTS,draftkings,17.5,,
Onyeka Okongwu,ATL,@UTA,2025-11-13,PTS,draftkings,16.5,,
Immanuel Quickley,TOR,@CLE,2025-11-13,PTS,draftkings,15.5,,
Jarrett Allen,CLE,TOR,2025-11-13,PTS,draftkings,14.5,,
Dyson Daniels,ATL,@UTA,2025-11-13,PTS,draftkings,14.5,,
Zaccharie Risacher,ATL,@UTA,2025-11-13,PTS,draftkings,14.5,,
Ace Bailey,UTA,ATL,2025-11-13,PTS,draftkings,11.5,,
Sam Merrill,CLE,TOR,2025-11-13,PTS,draftkings,10.5,,
Jusuf Nurkic,UTA,ATL,2025-11-13,PTS,draftkings,10.5,,
Royce O'Neale,PHX,IND,2025-11-13,PTS,draftkings,11.5,,
Kyle Filipowski,UTA,ATL,2025-11-13,PTS,draftkings,9.5,,
Collin Gillespie,PHX,IND,2025-11-13,PTS,draftkings,9.5,,
T.J. McConnell,IND,@PHX,2025-11-13,PTS,draftkings,9.5,,
Svi Mykhailiuk,UTA,ATL,2025-11-13,PTS,draftkings,8.5,,
Jakob Poeltl,TOR,@CLE,2025-11-13,PTS,draftkings,9.5,,
Jarace Walker,IND,@PHX,2025-11-13,PTS,draftkings,9.5,,
Isaiah Collier,UTA,ATL,2025-11-13,PTS,draftkings,8.5,,
Ryan Dunn,PHX,IND,2025-11-13,PTS,draftkings,8.5,,
Isaiah Jackson,IND,@PHX,2025-11-13,PTS,draftkings,8.5,,
Sandro Mamukelashvili,TOR,@CLE,2025-11-13,PTS,draftkings,8.5,,
Collin Murray-Boyles,TOR,@CLE,2025-11-13,PTS,draftkings,7.5,,
Gradey Dick,TOR,@CLE,2025-11-13,PTS,draftkings,7.5,,
Oso Ighodaro,PHX,IND,2025-11-13,PTS,draftkings,6.5,,
Ben Sheppard,IND,@PHX,2025-11-13,PTS,draftkings,5.5,,
Dean Wade,CLE,TOR,2025-11-13,PTS,draftkings,5.5,,
Devin Booker,PHX,IND,2025-11-13,PTS,draftkings,28.5,,
Donovan Mitchell,CLE,TOR,2025-11-13,PTS,draftkings,27.5,,
Lauri Markkanen,UTA,ATL,2025-11-13,PTS,draftkings,26.5,,
Pascal Siakam,IND,@PHX,2025-11-13,PTS,draftkings,25.5,,
Jalen Johnson,ATL,@UTA,2025-11-13,PTS,draftkings,21.5,,
Keyonte George,UTA,ATL,2025-11-13,PTS,draftkings,19.5,,
Brandon Ingram,TOR,@CLE,2025-11-13,PTS,draftkings,19.5,,
Evan Mobley,CLE,TOR,2025-11-13,PTS,draftkings,20.5,,
RJ Barrett,TOR,@CLE,2025-11-13,PTS,draftkings,19.5,,
Nickeil Alexander-Walker,ATL,@UTA,2025-11-13,PTS,draftkings,17.5,,
Scottie Barnes,TOR,@CLE,2025-11-13,PTS,draftkings,17.5,,
De'Andre Hunter,CLE,TOR,2025-11-13,PTS,draftkings,18.5,,
Grayson Allen,PHX,IND,2025-11-13,PTS,draftkings,16.5,,
Dillon Brooks,PHX,IND,2025-11-13,PTS,draftkings,16.5,,
Andrew Nembhard,IND,@PHX,2025-11-13,PTS,draftkings,16.5,,
Aaron Nesmith,IND,@PHX,2025-11-13,PTS,draftkings,17.5,,
Onyeka Okongwu,ATL,@UTA,2025-11-13,PTS,draftkings,16.5,,
Immanuel Quickley,TOR,@CLE,2025-11-13,PTS,draftkings,15.5,,
Jarrett Allen,CLE,TOR,2025-11-13,PTS,draftkings,14.5,,
Dyson Daniels,ATL,@UTA,2025-11-13,PTS,draftkings,14.5,,
Zaccharie Risacher,ATL,@UTA,2025-11-13,PTS,draftkings,14.5,,
Ace Bailey,UTA,ATL,2025-11-13,PTS,draftkings,11.5,,
Sam Merrill,CLE,TOR,2025-11-13,PTS,draftkings,10.5,,
Jusuf Nurkic,UTA,ATL,2025-11-13,PTS,draftkings,10.5,,
Royce O'Neale,PHX,IND,2025-11-13,PTS,draftkings,11.5,,
Kyle Filipowski,UTA,ATL,2025-11-13,PTS,draftkings,9.5,,
Collin Gillespie,PHX,IND,2025-11-13,PTS,draftkings,9.5,,
T.J. McConnell,IND,@PHX,2025-11-13,PTS,draftkings,9.5,,
Svi Mykhailiuk,UTA,ATL,2025-11-13,PTS,draftkings,8.5,,
Jakob Poeltl,TOR,@CLE,2025-11-13,PTS,draftkings,9.5,,
Jarace Walker,IND,@PHX,2025-11-13,PTS,draftkings,9.5,,
Isaiah Collier,UTA,ATL,2025-11-13,PTS,draftkings,8.5,,
Ryan Dunn,PHX,IND,2025-11-13,PTS,draftkings,8.5,,
Isaiah Jackson,IND,@PHX,2025-11-13,PTS,draftkings,8.5,,
Sandro Mamukelashvili,TOR,@CLE,2025-11-13,PTS,draftkings,8.5,,
Collin Murray-Boyles,TOR,@CLE,2025-11-13,PTS,draftkings,7.5,,
Gradey Dick,TOR,@CLE,2025-11-13,PTS,draftkings,7.5,,
Oso Ighodaro,PHX,IND,2025-11-13,PTS,draftkings,6.5,,
Ben Sheppard,IND,@PHX,2025-11-13,PTS,draftkings,5.5,,
Dean Wade,CLE,TOR,2025-11-13,PTS,draftkings,5.5,,
Devin Booker,PHX,IND,2025-11-13,PTS,fanduel,28.5,-106.0,-125.0
Donovan Mitchell,CLE,TOR,2025-11-13,PTS,fanduel,27.5,-122.0,-104.0
Lauri Markkanen,UTA,ATL,2025-11-13,PTS,fanduel,25.5,-122.0,-108.0
Pascal Siakam,IND,@PHX,2025-11-13,PTS,fanduel,25.5,-104.0,-128.0
Keyonte George,UTA,ATL,2025-11-13,PTS,fanduel,19.5,-114.0,-114.0
Brandon Ingram,TOR,@CLE,2025-11-13,PTS,fanduel,19.5,-122.0,-104.0
Evan Mobley,CLE,TOR,2025-11-13,PTS,fanduel,19.5,-120.0,-106.0
RJ Barrett,TOR,@CLE,2025-11-13,PTS,fanduel,19.5,-102.0,-125.0
Nickeil Alexander-Walker,ATL,@UTA,2025-11-13,PTS,fanduel,17.5,-114.0,-114.0
Scottie Barnes,TOR,@CLE,2025-11-13,PTS,fanduel,17.5,-120.0,-106.0
De'Andre Hunter,CLE,TOR,2025-11-13,PTS,fanduel,18.5,100.0,-128.0
Grayson Allen,PHX,IND,2025-11-13,PTS,fanduel,16.5,-104.0,-128.0
Dillon Brooks,PHX,IND,2025-11-13,PTS,fanduel,16.5,-114.0,-114.0
Andrew Nembhard,IND,@PHX,2025-11-13,PTS,fanduel,16.5,-106.0,-125.0
Aaron Nesmith,IND,@PHX,2025-11-13,PTS,fanduel,17.5,-106.0,-125.0
Onyeka Okongwu,ATL,@UTA,2025-11-13,PTS,fanduel,16.5,-114.0,-114.0
Immanuel Quickley,TOR,@CLE,2025-11-13,PTS,fanduel,15.5,-106.0,-120.0
Jarrett Allen,CLE,TOR,2025-11-13,PTS,fanduel,14.5,-115.0,-111.0
Dyson Daniels,ATL,@UTA,2025-11-13,PTS,fanduel,14.5,-110.0,-120.0
Zaccharie Risacher,ATL,@UTA,2025-11-13,PTS,fanduel,13.5,-125.0,-106.0
Ace Bailey,UTA,ATL,2025-11-13,PTS,fanduel,12.5,-104.0,-128.0
Sam Merrill,CLE,TOR,2025-11-13,PTS,fanduel,10.5,-122.0,-104.0
Jusuf Nurkic,UTA,ATL,2025-11-13,PTS,fanduel,10.5,-128.0,-104.0
Royce O'Neale,PHX,IND,2025-11-13,PTS,fanduel,11.5,102.0,-136.0
Kyle Filipowski,UTA,ATL,2025-11-13,PTS,fanduel,9.5,-106.0,-122.0
Collin Gillespie,PHX,IND,2025-11-13,PTS,fanduel,9.5,-102.0,-130.0
T.J. McConnell,IND,@PHX,2025-11-13,PTS,fanduel,9.5,104.0,-138.0
Svi Mykhailiuk,UTA,ATL,2025-11-13,PTS,fanduel,9.5,-102.0,-130.0
Jakob Poeltl,TOR,@CLE,2025-11-13,PTS,fanduel,9.5,-120.0,-106.0
Jarace Walker,IND,@PHX,2025-11-13,PTS,fanduel,9.5,-112.0,-118.0
Isaiah Collier,UTA,ATL,2025-11-13,PTS,fanduel,8.5,-110.0,-120.0
Ryan Dunn,PHX,IND,2025-11-13,PTS,fanduel,7.5,-128.0,-104.0
Isaiah Jackson,IND,@PHX,2025-11-13,PTS,fanduel,8.5,-104.0,-128.0
Sandro Mamukelashvili,TOR,@CLE,2025-11-13,PTS,fanduel,8.5,-102.0,-125.0
Collin Murray-Boyles,TOR,@CLE,2025-11-13,PTS,fanduel,7.5,-113.0,-113.0
Gradey Dick,TOR,@CLE,2025-11-13,PTS,fanduel,7.5,-111.0,-115.0
Ben Sheppard,IND,@PHX,2025-11-13,PTS,fanduel,5.5,-118.0,-112.0
