player,team,opponent,game_date,market,book,line,over_odds,under_odds
Luka Doncic,LAL,@ATL,2025-11-08,PTS,mgm,35.5,-120.0,-110.0
Devin Booker,PHX,@LAC,2025-11-08,PTS,mgm,27.5,-105.0,-125.0
Nikola Jokic,DEN,IND,2025-11-08,PTS,mgm,25.5,-125.0,-110.0
Tyrese Maxey,PHI,TOR,2025-11-08,PTS,mgm,27.5,-115.0,-115.0
Donovan Mitchell,CLE,CHI,2025-11-08,PTS,mgm,27.5,-110.0,-120.0
Pascal Siakam,IND,@DEN,2025-11-08,PTS,mgm,26.5,-120.0,-110.0
Victor Wembanyama,SAS,NOP,2025-11-08,PTS,mgm,23.5,-125.0,-105.0
Deni Avdija,POR,@MIA,2025-11-08,PTS,mgm,22.5,-120.0,-110.0
James Harden,LAC,PHX,2025-11-08,PTS,mgm,23.5,-115.0,-115.0
Norman Powell,MIA,POR,2025-11-08,PTS,mgm,23.5,-120.0,-110.0
Joel Embiid,PHI,TOR,2025-11-08,PTS,mgm,21.5,-105.0,-130.0
Trey Murphy,NOP,@SAS,2025-11-08,PTS,mgm,21.5,-105.0,-125.0
Josh Giddey,CHI,@CLE,2025-11-08,PTS,mgm,20.5,-125.0,-105.0
Jalen Johnson,ATL,LAL,2025-11-08,PTS,mgm,20.5,-115.0,-118.0
Jamal Murray,DEN,IND,2025-11-08,PTS,mgm,19.5,-125.0,-105.0
RJ Barrett,TOR,@PHI,2025-11-08,PTS,mgm,19.5,-115.0,-115.0
Brandon Ingram,TOR,@PHI,2025-11-08,PTS,mgm,19.5,-118.0,-115.0
Evan Mobley,CLE,CHI,2025-11-08,PTS,mgm,19.5,-118.0,-110.0
Andrew Wiggins,MIA,POR,2025-11-08,PTS,mgm,19.5,-125.0,-105.0
Scottie Barnes,TOR,@PHI,2025-11-08,PTS,mgm,18.5,-115.0,-118.0
Jerami Grant,POR,@MIA,2025-11-08,PTS,mgm,17.5,-125.0,-105.0
Kristaps Porzingis,ATL,LAL,2025-11-08,PTS,mgm,18.5,-110.0,-118.0
Alex Sarr,WAS,DAL,2025-11-08,PTS,mgm,17.5,-110.0,-120.0
Shaedon Sharpe,POR,@MIA,2025-11-08,PTS,mgm,18.5,-125.0,-105.0
Nikola Vucevic,CHI,@CLE,2025-11-08,PTS,mgm,18.5,-105.0,-125.0
