player,team,opponent,game_date,market,book,line,over_odds,under_odds
Shai Gilgeous-Alexander,OKC,GSW,2025-11-11,PTS,mgm,31.5,-115.0,-115.0
Tyrese Maxey,PHI,BOS,2025-11-11,PTS,mgm,27.5,-125.0,-105.0
Jaylen Brown,BOS,@PHI,2025-11-11,PTS,mgm,27.5,-105.0,-130.0
Nikola Jokic,DEN,@SAC,2025-11-11,PTS,mgm,26.5,-118.0,-110.0
Jalen Brunson,NYK,MEM,2025-11-11,PTS,mgm,26.5,-125.0,-110.0
Lauri Markkanen,UTA,IND,2025-11-11,PTS,mgm,26.5,-105.0,-125.0
Pascal Siakam,IND,@UTA,2025-11-11,PTS,mgm,25.5,-125.0,-105.0
Stephen Curry,GSW,@OKC,2025-11-11,PTS,mgm,23.5,-105.0,-125.0
Jamal Murray,DEN,@SAC,2025-11-11,PTS,mgm,20.5,-125.0,-105.0
Michael Porter,BKN,TOR,2025-11-11,PTS,mgm,22.5,-110.0,-118.0
Joel Embiid,PHI,BOS,2025-11-11,PTS,mgm,21.5,-110.0,-120.0
Keyonte George,UTA,IND,2025-11-11,PTS,mgm,21.5,-105.0,-130.0
Zach LaVine,SAC,DEN,2025-11-11,PTS,mgm,20.5,-118.0,-110.0
Karl-Anthony Towns,NYK,MEM,2025-11-11,PTS,mgm,21.5,-118.0,-115.0
RJ Barrett,TOR,@BKN,2025-11-11,PTS,mgm,20.5,-105.0,-125.0
DeMar DeRozan,SAC,DEN,2025-11-11,PTS,mgm,20.5,-115.0,-115.0
Brandon Ingram,TOR,@BKN,2025-11-11,PTS,mgm,20.5,-115.0,-118.0
Ja Morant,MEM,@NYK,2025-11-11,PTS,mgm,20.5,-120.0,-110.0
Scottie Barnes,TOR,@BKN,2025-11-11,PTS,mgm,18.5,-120.0,-110.0
Jimmy Butler,GSW,@OKC,2025-11-11,PTS,mgm,17.5,-105.0,-130.0
Aaron Gordon,DEN,@SAC,2025-11-11,PTS,mgm,16.5,-125.0,-105.0
Chet Holmgren,OKC,GSW,2025-11-11,PTS,mgm,16.5,-120.0,-110.0
Jaren Jackson,MEM,@NYK,2025-11-11,PTS,mgm,16.5,-130.0,100.0
Aaron Nesmith,IND,@UTA,2025-11-11,PTS,mgm,17.5,-118.0,-110.0
Domantas Sabonis,SAC,DEN,2025-11-11,PTS,mgm,17.5,-105.0,-130.0
Derrick White,BOS,@PHI,2025-11-11,PTS,mgm,16.5,-125.0,-105.0
OG Anunoby,NYK,MEM,2025-11-11,PTS,mgm,16.5,-110.0,-125.0
Ajay Mitchell,OKC,GSW,2025-11-11,PTS,mgm,16.5,100.0,-135.0
Payton Pritchard,BOS,@PHI,2025-11-11,PTS,mgm,16.5,-110.0,-118.0
Mikal Bridges,NYK,MEM,2025-11-11,PTS,mgm,14.5,-135.0,100.0
Andrew Nembhard,IND,@UTA,2025-11-11,PTS,mgm,15.5,-110.0,-118.0
Immanuel Quickley,TOR,@BKN,2025-11-11,PTS,mgm,15.5,-110.0,-118.0
Nic Claxton,BKN,TOR,2025-11-11,PTS,mgm,13.5,-125.0,-110.0
Quentin Grimes,PHI,BOS,2025-11-11,PTS,mgm,13.5,-120.0,-110.0
Jonathan Kuminga,GSW,@OKC,2025-11-11,PTS,mgm,14.5,-130.0,-105.0
Kelly Oubre,PHI,BOS,2025-11-11,PTS,mgm,13.5,-115.0,-115.0
Anfernee Simons,BOS,@PHI,2025-11-11,PTS,mgm,13.5,-130.0,100.0
Christian Braun,DEN,@SAC,2025-11-11,PTS,mgm,12.5,-130.0,100.0
VJ Edgecombe,PHI,BOS,2025-11-11,PTS,mgm,12.5,-130.0,-105.0
Santi Aldama,MEM,@NYK,2025-11-11,PTS,mgm,12.5,-115.0,-115.0
Noah Clowney,BKN,TOR,2025-11-11,PTS,mgm,12.5,-110.0,-120.0
Cedric Coward,MEM,@NYK,2025-11-11,PTS,mgm,12.5,-125.0,-110.0
Malik Monk,SAC,DEN,2025-11-11,PTS,mgm,11.5,-125.0,-105.0
Dennis Schroder,SAC,DEN,2025-11-11,PTS,mgm,11.5,-118.0,-110.0
Jarace Walker,IND,@UTA,2025-11-11,PTS,mgm,12.5,-120.0,-110.0
Isaiah Hartenstein,OKC,GSW,2025-11-11,PTS,mgm,10.5,-120.0,-110.0
Isaiah Joe,OKC,GSW,2025-11-11,PTS,mgm,11.5,-110.0,-120.0
Ace Bailey,UTA,IND,2025-11-11,PTS,mgm,10.5,-110.0,-120.0
Cameron Johnson,DEN,@SAC,2025-11-11,PTS,mgm,10.5,-118.0,-110.0
Brandin Podziemski,GSW,@OKC,2025-11-11,PTS,mgm,10.5,-130.0,-105.0
Jordan Clarkson,NYK,MEM,2025-11-11,PTS,mgm,9.5,100.0,-130.0
Tim Hardaway,DEN,@SAC,2025-11-11,PTS,mgm,9.5,-105.0,-125.0
Josh Hart,NYK,MEM,2025-11-11,PTS,mgm,9.5,-105.0,-130.0
Jock Landale,MEM,@NYK,2025-11-11,PTS,mgm,9.5,-120.0,-110.0
Terance Mann,BKN,TOR,2025-11-11,PTS,mgm,9.5,-125.0,-105.0
Tyrese Martin,BKN,TOR,2025-11-11,PTS,mgm,9.5,-105.0,-125.0
T.J. McConnell,IND,@UTA,2025-11-11,PTS,mgm,9.5,-118.0,-110.0
Svi Mykhailiuk,UTA,IND,2025-11-11,PTS,mgm,8.5,-135.0,100.0
Jusuf Nurkic,UTA,IND,2025-11-11,PTS,mgm,9.5,-125.0,-105.0
Jakob Poeltl,TOR,@BKN,2025-11-11,PTS,mgm,9.5,-125.0,-110.0
Neemias Queta,BOS,@PHI,2025-11-11,PTS,mgm,8.5,-110.0,-120.0
Trendon Watford,PHI,BOS,2025-11-11,PTS,mgm,8.5,-120.0,-110.0
Ziaire Williams,BKN,TOR,2025-11-11,PTS,mgm,9.5,-130.0,100.0
Kentavious Caldwell-Pope,MEM,@NYK,2025-11-11,PTS,mgm,8.5,100.0,-130.0
Egor Demin,BKN,TOR,2025-11-11,PTS,mgm,7.5,-135.0,100.0
Kyle Filipowski,UTA,IND,2025-11-11,PTS,mgm,7.5,-135.0,100.0
Sandro Mamukelashvili,TOR,@BKN,2025-11-11,PTS,mgm,7.5,-130.0,100.0
Miles McBride,NYK,MEM,2025-11-11,PTS,mgm,7.5,-105.0,-130.0
Moses Moody,GSW,@OKC,2025-11-11,PTS,mgm,8.5,-118.0,-110.0
Cam Spencer,MEM,@NYK,2025-11-11,PTS,mgm,8.5,-110.0,-120.0
Cason Wallace,OKC,GSW,2025-11-11,PTS,mgm,8.5,-125.0,-110.0
Jaylen Wells,MEM,@NYK,2025-11-11,PTS,mgm,8.5,-120.0,-110.0
Alex Caruso,OKC,GSW,2025-11-11,PTS,mgm,7.5,-120.0,-110.0
Draymond Green,GSW,@OKC,2025-11-11,PTS,mgm,7.5,-130.0,-105.0
Buddy Hield,GSW,@OKC,2025-11-11,PTS,mgm,7.5,-118.0,-110.0
Ben Sheppard,IND,@UTA,2025-11-11,PTS,mgm,7.5,-125.0,-110.0
Jonas Valanciunas,DEN,@SAC,2025-11-11,PTS,mgm,6.5,-135.0,100.0
Isaiah Collier,UTA,IND,2025-11-11,PTS,mgm,6.5,100.0,-135.0
Sam Hauser,BOS,@PHI,2025-11-11,PTS,mgm,6.5,-115.0,-115.0
Jay Huff,IND,@UTA,2025-11-11,PTS,mgm,6.5,-125.0,-105.0
Jamal Shead,TOR,@BKN,2025-11-11,PTS,mgm,6.5,-115.0,-115.0
