name,gameID,playerID,firstName,lastName,team,opponent,logo,playerLink,fanduel_pts,fanduel_ptsUnder,fanduel_ptsOver,hardrock_pts,hardrock_ptsUnder,hardrock_ptsOver,mgm_pts,mgm_ptsUnder,mgm_ptsOver,draftkings_pts,draftkings_ptsUnder,draftkings_ptsOver,betrivers_pts,betrivers_ptsUnder,betrivers_ptsOver,caesars_pts,caesars_ptsUnder,caesars_ptsOver,espnbet_pts,espnbet_ptsUnder,espnbet_ptsOver,betrivers_reb,betrivers_rebUnder,betrivers_rebOver,caesars_reb,caesars_rebUnder,caesars_rebOver,draftkings_reb,draftkings_rebUnder,draftkings_rebOver,fanduel_reb,fanduel_rebUnder,fanduel_rebOver,hardrock_reb,hardrock_rebUnder,hardrock_rebOver,mgm_reb,mgm_rebUnder,mgm_rebOver,espnbet_reb,espnbet_rebUnder,espnbet_rebOver,betrivers_ast,betrivers_astUnder,betrivers_astOver,caesars_ast,caesars_astUnder,caesars_astOver,draftkings_ast,draftkings_astUnder,draftkings_astOver,fanduel_ast,fanduel_astUnder,fanduel_astOver,hardrock_ast,hardrock_astUnder,hardrock_astOver,mgm_ast,mgm_astUnder,mgm_astOver,espnbet_ast,espnbet_astUnder,espnbet_astOver,fanduel_threes,fanduel_threesUnder,fanduel_threesOver,hardrock_threes,hardrock_threesUnder,hardrock_threesOver,mgm_threes,mgm_threesUnder,mgm_threesOver,draftkings_threes,draftkings_threesUnder,draftkings_threesOver,betrivers_threes,betrivers_threesUnder,betrivers_threesOver,caesars_threes,caesars_threesUnder,caesars_threesOver,espnbet_threes,espnbet_threesUnder,espnbet_threesOver,hardrock_blk,hardrock_blkUnder,hardrock_blkOver,mgm_blk,mgm_blkUnder,mgm_blkOver,draftkings_blk,draftkings_blkUnder,draftkings_blkOver,fanduel_blk,fanduel_blkUnder,fanduel_blkOver,betrivers_blk,betrivers_blkUnder,betrivers_blkOver,caesars_blk,caesars_blkUnder,caesars_blkOver,espnbet_blk,espnbet_blkUnder,espnbet_blkOver,hardrock_stl,hardrock_stlUnder,hardrock_stlOver,mgm_stl,mgm_stlUnder,mgm_stlOver,draftkings_stl,draftkings_stlUnder,draftkings_stlOver,fanduel_stl,fanduel_stlUnder,fanduel_stlOver,betrivers_stl,betrivers_stlUnder,betrivers_stlOver,caesars_stl,caesars_stlUnder,caesars_stlOver,espnbet_stl,espnbet_stlUnder,espnbet_stlOver,hardrock_turnovers,hardrock_turnoversUnder,hardrock_turnoversOver,mgm_turnovers,mgm_turnoversUnder,mgm_turnoversOver,draftkings_turnovers,draftkings_turnoversUnder,draftkings_turnoversOver,fanduel_turnovers,fanduel_turnoversUnder,fanduel_turnoversOver,betrivers_turnovers,betrivers_turnoversUnder,betrivers_turnoversOver,caesars_turnovers,caesars_turnoversUnder,caesars_turnoversOver,espnbet_turnovers,espnbet_turnoversUnder,espnbet_turnoversOver,betrivers_ptsrebast,betrivers_ptsrebastUnder,betrivers_ptsrebastOver,caesars_ptsrebast,caesars_ptsrebastUnder,caesars_ptsrebastOver,draftkings_ptsrebast,draftkings_ptsrebastUnder,draftkings_ptsrebastOver,fanduel_ptsrebast,fanduel_ptsrebastUnder,fanduel_ptsrebastOver,hardrock_ptsrebast,hardrock_ptsrebastUnder,hardrock_ptsrebastOver,mgm_ptsrebast,mgm_ptsrebastUnder,mgm_ptsrebastOver,espnbet_ptsrebast,espnbet_ptsrebastUnder,espnbet_ptsrebastOver,caesars_ptsreb,caesars_ptsrebUnder,caesars_ptsrebOver,draftkings_ptsreb,draftkings_ptsrebUnder,draftkings_ptsrebOver,fanduel_ptsreb,fanduel_ptsrebUnder,fanduel_ptsrebOver,hardrock_ptsreb,hardrock_ptsrebUnder,hardrock_ptsrebOver,mgm_ptsreb,mgm_ptsrebUnder,mgm_ptsrebOver,betrivers_ptsreb,betrivers_ptsrebUnder,betrivers_ptsrebOver,espnbet_ptsreb,espnbet_ptsrebUnder,espnbet_ptsrebOver,hardrock_ptsast,hardrock_ptsastUnder,hardrock_ptsastOver,mgm_ptsast,mgm_ptsastUnder,mgm_ptsastOver,draftkings_ptsast,draftkings_ptsastUnder,draftkings_ptsastOver,fanduel_ptsast,fanduel_ptsastUnder,fanduel_ptsastOver,betrivers_ptsast,betrivers_ptsastUnder,betrivers_ptsastOver,caesars_ptsast,caesars_ptsastUnder,caesars_ptsastOver,espnbet_ptsast,espnbet_ptsastUnder,espnbet_ptsastOver,caesars_rebast,caesars_rebastUnder,caesars_rebastOver,draftkings_rebast,draftkings_rebastUnder,draftkings_rebastOver,fanduel_rebast,fanduel_rebastUnder,fanduel_rebastOver,hardrock_rebast,hardrock_rebastUnder,hardrock_rebastOver,mgm_rebast,mgm_rebastUnder,mgm_rebastOver,betrivers_rebast,betrivers_rebastUnder,betrivers_rebastOver,espnbet_rebast,espnbet_rebastUnder,espnbet_rebastOver,hardrock_stlblk,hardrock_stlblkUnder,hardrock_stlblkOver,mgm_stlblk,mgm_stlblkUnder,mgm_stlblkOver,draftkings_stlblk,draftkings_stlblkUnder,draftkings_stlblkOver,fanduel_stlblk,fanduel_stlblkUnder,fanduel_stlblkOver,betrivers_stlblk,betrivers_stlblkUnder,betrivers_stlblkOver,caesars_stlblk,caesars_stlblkUnder,caesars_stlblkOver,espnbet_stlblk,espnbet_stlblkUnder,espnbet_stlblkOver,asof_date,game_date,book
Jonas Valanciunas,2914823,3190,Jonas,Valanciunas,DEN,SAC,https://content.rotowire.com/images/teamlogo/basketball/100DEN.png?v=7,/betting/nba/player/jonas-valanciunas-odds-3190,8.5,,,8.5,,,8.5,,,8.5,,,,,,8.5,,,,,,,,,4.5,,,4.5,,,5.5,,,4.5,,,4.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,14.5,,,,,,13.5,,,13.5,,,13.5,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Mouhamed Gueye,2915287,5968,Mouhamed,Gueye,ATL,@NOP,https://content.rotowire.com/images/teamlogo/basketball/100ATL.png?v=7,/betting/nba/player/mouhamed-gueye-odds-5968,7.5,,,,,,,,,7.5,,,,,,7.5,,,,,,,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Corey Kispert,2914282,5387,Corey,Kispert,WAS,@CHI,https://content.rotowire.com/images/teamlogo/basketball/100WAS.png?v=7,/betting/nba/player/corey-kispert-odds-5387,7.5,,,7.5,,,7.5,,,7.5,,,,,,7.5,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Micah Peavy,2915287,6607,Micah,Peavy,NOP,ATL,https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7,/betting/nba/player/micah-peavy-odds-6607,7.5,,,6.5,,,,,,7.5,,,,,,7.5,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,12.5,,,,,,,,,10.5,,,10.5,,,,,,10.5,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Isaiah Stewart,2915154,5137,Isaiah,Stewart,DET,@MIL,https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7,/betting/nba/player/isaiah-stewart-odds-5137,7.5,,,7.5,,,7.5,,,7.5,,,,,,7.5,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,14.5,,,,,,13.5,,,13.5,,,13.5,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Precious Achiuwa,2914823,5249,Precious,Achiuwa,SAC,@DEN,https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7,/betting/nba/player/precious-achiuwa-odds-5249,5.5,,,,,,5.5,,,6.5,,,,,,5.5,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Ronald Holland,2915154,5939,Ronald,Holland,DET,@MIL,https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7,/betting/nba/player/ronald-holland-odds-5939,6.5,,,,,,,,,6.5,,,,,,6.5,,,,,,,,,2.5,,,2.5,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Caris LeVert,2915154,3914,Caris,LeVert,DET,@MIL,https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7,/betting/nba/player/caris-levert-odds-3914,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Yves Missi,2915287,6268,Yves,Missi,NOP,ATL,https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7,/betting/nba/player/yves-missi-odds-6268,6.5,,,6.5,,,,,,6.5,,,,,,6.5,,,,,,,,,5.5,,,5.5,,,5.5,,,6.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,12.5,,,12.5,,,,,,12.5,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
John Konchar,2914677,4864,John,Konchar,MEM,@DAL,https://content.rotowire.com/images/teamlogo/basketball/100MEM.png?v=7,/betting/nba/player/john-konchar-odds-4864,,,,,,,4.5,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,4.5,,,4.5,,,,,,,,,1.5,,,,,,,,,,,,1.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Goga Bitadze,2914469,4914,Goga,Bitadze,ORL,NYK,https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7,/betting/nba/player/goga-bitadze-odds-4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Josh Hart,2914469,4136,Josh,Hart,NYK,@ORL,https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7,/betting/nba/player/josh-hart-odds-4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Jonathan Isaac,2914469,4103,Jonathan,Isaac,ORL,NYK,https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7,/betting/nba/player/jonathan-isaac-odds-4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Mitchell Robinson,2914469,4426,Mitchell,Robinson,NYK,@ORL,https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7,/betting/nba/player/mitchell-robinson-odds-4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Tristan da Silva,2914469,6267,Tristan,da Silva,ORL,NYK,https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7,/betting/nba/player/tristan-da-silva-odds-6267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Franz Wagner,2914469,5370,Franz,Wagner,ORL,NYK,https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7,/betting/nba/player/franz-wagner-odds-5370,36.5,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,6.5,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Jalen Brunson,2914469,4405,Jalen,Brunson,NYK,@ORL,https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7,/betting/nba/player/jalen-brunson-odds-4405,34.5,,,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Nikola Jokic,2914823,3612,Nikola,Jokic,DEN,SAC,https://content.rotowire.com/images/teamlogo/basketball/100DEN.png?v=7,/betting/nba/player/nikola-jokic-odds-3612,29.5,,,29.5,,,29.5,,,29.5,,,30.5,,,29.5,,,,,,12.5,,,12.5,,,12.5,,,12.5,,,12.5,,,12.5,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,2.5,,,1.5,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,54.5,,,52.5,,,52.5,,,52.5,,,51.5,,,51.5,,,,,,41.5,,,41.5,,,41.5,,,41.5,,,41.5,,,,,,,,,39.5,,,39.5,,,40.5,,,39.5,,,,,,39.5,,,,,,22.5,,,22.5,,,22.5,,,22.5,,,22.5,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Desmond Bane,2914469,5159,Desmond,Bane,ORL,NYK,https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7,/betting/nba/player/desmond-bane-odds-5159,26.5,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,4.5,,,,,,,,,,,,,,,,,,3.5,,,4.5,,,,,,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,,,,,,,,,,,,,,,,,,32.5,,,,,,,,,,,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Cade Cunningham,2915154,5336,Cade,Cunningham,DET,@MIL,https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7,/betting/nba/player/cade-cunningham-odds-5336,26.5,,,26.5,,,26.5,,,26.5,,,27.5,,,26.5,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,8.5,,,9.5,,,8.5,,,8.5,,,9.5,,,9.5,,,,,,2.5,,,1.5,,,1.5,,,2.5,,,2.5,,,2.5,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,43.5,,,41.5,,,41.5,,,41.5,,,42.5,,,42.5,,,,,,32.5,,,32.5,,,32.5,,,32.5,,,32.5,,,,,,,,,36.5,,,36.5,,,35.5,,,36.5,,,,,,36.5,,,,,,14.5,,,14.5,,,14.5,,,15.5,,,15.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Jalen Johnson,2915287,5329,Jalen,Johnson,ATL,@NOP,https://content.rotowire.com/images/teamlogo/basketball/100ATL.png?v=7,/betting/nba/player/jalen-johnson-odds-5329,22.5,,,22.5,,,,,,22.5,,,23.5,,,22.5,,,,,,10.5,,,10.5,,,9.5,,,9.5,,,11.5,,,,,,,,,7.5,,,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,1.5,,,1.5,,,,,,1.5,,,1.5,,,1.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,41.5,,,40.5,,,40.5,,,,,,41.5,,,,,,,,,32.5,,,32.5,,,,,,34.5,,,,,,,,,,,,30.5,,,,,,29.5,,,,,,,,,30.5,,,,,,17.5,,,17.5,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Jamal Murray,2914823,3882,Jamal,Murray,DEN,SAC,https://content.rotowire.com/images/teamlogo/basketball/100DEN.png?v=7,/betting/nba/player/jamal-murray-odds-3882,22.5,,,23.5,,,23.5,,,23.5,,,23.5,,,23.5,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,34.5,,,33.5,,,33.5,,,33.5,,,33.5,,,33.5,,,,,,27.5,,,27.5,,,27.5,,,27.5,,,27.5,,,,,,,,,29.5,,,29.5,,,29.5,,,29.5,,,,,,29.5,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Karl-Anthony Towns,2914469,3741,Karl-Anthony,Towns,NYK,@ORL,https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7,/betting/nba/player/karl-anthony-towns-odds-3741,22.5,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,8.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Mikal Bridges,2914469,4386,Mikal,Bridges,NYK,@ORL,https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7,/betting/nba/player/mikal-bridges-odds-4386,21.5,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,5.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,,,27.5,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Trey Murphy,2915287,5401,Trey,Murphy,NOP,ATL,https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7,/betting/nba/player/trey-murphy-odds-5401,20.5,,,21.5,,,,,,20.5,,,21.5,,,20.5,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,6.5,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,2.5,,,2.5,,,,,,2.5,,,2.5,,,2.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,31.5,,,30.5,,,30.5,,,,,,31.5,,,,,,,,,26.5,,,26.5,,,,,,28.5,,,,,,,,,,,,24.5,,,,,,24.5,,,,,,,,,24.5,,,,,,9.5,,,8.5,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
Ryan Rollins,2915154,5668,Ryan,Rollins,MIL,DET,https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=7,/betting/nba/player/ryan-rollins-odds-5668,20.5,,,20.5,,,20.5,,,20.5,,,21.5,,,20.5,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,32.5,,,31.5,,,30.5,,,31.5,,,31.5,,,31.5,,,,,,24.5,,,24.5,,,24.5,,,24.5,,,24.5,,,,,,,,,27.5,,,27.5,,,26.5,,,27.5,,,,,,27.5,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-23,2025-11-23,mgm
