game_time,team,side,lineup_status,starters,may_not_play,may_not_play_count,lineup_confirmed,starter_1,starter_2,starter_3,starter_4,starter_5
,LAC,AWAY,CONFIRMED,"['James Harden', 'Kris Dunn', 'Kobe Sanders', 'John Collins', 'Ivica Zubac']","['B. Beal', 'B. Bogdanovic', 'K. Leonard', 'J. Miller', 'D. Jones', 'LaMelo Ball', 'Kon Knueppel', 'B. Miller', 'Miles Bridges', 'R. Kalkbrenner']",10,1,James Harden,Kris Dunn,Kobe Sanders,John Collins,Ivica Zubac
,CHA,HOME,CONFIRMED,"['LaMelo Ball', 'Kon Knueppel', 'B. Miller', 'Miles Bridges', 'R. Kalkbrenner']","['P. Connaughton', 'J. Green', 'R. Kalkbrenner', 'T. Mann', 'G. Williams', 'Jalen Brunson', 'L. Shamet', 'Mikal Bridges', 'K. Towns', 'M. Robinson']",10,1,LaMelo Ball,Kon Knueppel,B. Miller,Miles Bridges,R. Kalkbrenner
,NYK,AWAY,CONFIRMED,"['Jalen Brunson', 'L. Shamet', 'Mikal Bridges', 'K. Towns', 'M. Robinson']","['M. McBride', 'L. Shamet', 'OG Anunoby', 'Jalen Suggs', 'Desmond Bane', 'Franz Wagner', 'T. da Silva', 'W. Carter']",8,1,Jalen Brunson,L. Shamet,Mikal Bridges,K. Towns,M. Robinson
,ORL,HOME,CONFIRMED,"['Jalen Suggs', 'Desmond Bane', 'Franz Wagner', 'T. da Silva', 'W. Carter']","['P. Banchero', 'M. Wagner', 'Dyson Daniels', 'N. Alexander-Walker', 'Z. Risacher', 'Jalen Johnson', 'K. Porzingis']",7,1,Jalen Suggs,Desmond Bane,Franz Wagner,T. da Silva,W. Carter
,ATL,AWAY,CONFIRMED,"['Dyson Daniels', 'N. Alexander-Walker', 'Z. Risacher', 'Jalen Johnson', 'K. Porzingis']","['O. Okongwu', 'K. Wallace', 'Trae Young', 'J. Fears', 'Trey Murphy', 'Micah Peavy', 'Saddiq Bey', 'Derik Queen']",8,1,Dyson Daniels,N. Alexander-Walker,Z. Risacher,Jalen Johnson,K. Porzingis
,NOP,HOME,CONFIRMED,"['J. Fears', 'Trey Murphy', 'Micah Peavy', 'Saddiq Bey', 'Derik Queen']","['H. Jones', 'K. Matkovic', 'D. Murray', 'J. Poole', 'Z. Williamson', 'CJ McCollum', 'T. Johnson', 'K. George', 'B. Coulibaly', 'Alex Sarr']",10,1,J. Fears,Trey Murphy,Micah Peavy,Saddiq Bey,Derik Queen
,WAS,AWAY,EXPECTED,"['CJ McCollum', 'K. George', 'B. Coulibaly', 'Alex Sarr', 'CJ McCollum']","['M. Bagley', 'AJ Johnson', 'T. Johnson', 'K. Middleton', 'Josh Giddey', 'Tre Jones', 'Ayo Dosunmu', 'Matas Buzelis', 'N. Vucevic']",9,0,CJ McCollum,K. George,B. Coulibaly,Alex Sarr,CJ McCollum
,CHI,HOME,EXPECTED,"['Josh Giddey', 'Tre Jones', 'Ayo Dosunmu', 'Matas Buzelis', 'N. Vucevic']","['Z. Collins', 'T. Flowers', 'I. Okoro', 'D. Terry', 'P. Williams', 'C. Cunningham', 'D. Robinson', 'A. Thompson', 'T. Harris', 'Jalen Duren']",10,0,Josh Giddey,Tre Jones,Ayo Dosunmu,Matas Buzelis,N. Vucevic
,DET,AWAY,EXPECTED,"['C. Cunningham', 'D. Robinson', 'A. Thompson', 'Jalen Duren', 'C. Cunningham']","['T. Harris', 'J. Ivey', 'B. Klintman', 'M. Sasser', 'Ryan Rollins', 'AJ Green', 'Kyle Kuzma', 'Bobby Portis', 'Myles Turner']",9,0,C. Cunningham,D. Robinson,A. Thompson,Jalen Duren,C. Cunningham
,MIL,HOME,EXPECTED,"['Ryan Rollins', 'AJ Green', 'Kyle Kuzma', 'Bobby Portis', 'Myles Turner']","['G. Antetokounmpo', 'K. Porter', 'T. Prince', 'V. Williams', 'Jaylen Wells', 'Cedric Coward', 'Santi Aldama', 'Zach Edey']",8,0,Ryan Rollins,AJ Green,Kyle Kuzma,Bobby Portis,Myles Turner
,MEM,AWAY,EXPECTED,"['V. Williams', 'Jaylen Wells', 'Cedric Coward', 'Santi Aldama', 'Zach Edey']","['J. Jackson', 'B. Clarke', 'Ty Jerome', 'Ja Morant', 'S. Pippen', 'J. Small', 'B. Williams', 'Max Christie', 'Cooper Flagg', 'P. Washington', 'D. Gafford']",11,0,V. Williams,Jaylen Wells,Cedric Coward,Santi Aldama,Zach Edey
,DAL,HOME,EXPECTED,"['B. Williams', 'Max Christie', 'Cooper Flagg', 'P. Washington', 'D. Gafford']","['Dante Exum', 'A. Davis', 'K. Irving', 'D. Lively', 'R. Nembhard', 'D. Russell', 'R. Westbrook', 'Zach LaVine', 'DeMar DeRozan', 'Keegan Murray', 'Drew Eubanks']",11,0,B. Williams,Max Christie,Cooper Flagg,P. Washington,D. Gafford
,SAC,AWAY,EXPECTED,"['R. Westbrook', 'Zach LaVine', 'DeMar DeRozan', 'Keegan Murray', 'Drew Eubanks']","['D. Sabonis', 'Jamal Murray', 'C. Johnson', 'Spencer Jones', 'Peyton Watson', 'Nikola Jokic']",6,0,R. Westbrook,Zach LaVine,DeMar DeRozan,Keegan Murray,Drew Eubanks
,DEN,HOME,EXPECTED,"['Jamal Murray', 'C. Johnson', 'Spencer Jones', 'Peyton Watson', 'Nikola Jokic']","['C. Braun', 'A. Gordon', 'J. Strawther']",3,0,Jamal Murray,C. Johnson,Spencer Jones,Peyton Watson,Nikola Jokic
