player,team,opponent,game_date,market,book,line,over_odds,under_odds
Shai Gilgeous-Alexander,OKC,SAC,2025-11-19,PTS,mgm,31.5,105.0,-140.0
Tyrese Maxey,PHI,TOR,2025-11-19,PTS,mgm,31.5,-105.0,-130.0
Deni Avdija,POR,CHI,2025-11-19,PTS,mgm,29.5,-115.0,-115.0
Anthony Edwards,MIN,WAS,2025-11-19,PTS,mgm,29.5,-110.0,-120.0
Nikola Jokic,DEN,@NOP,2025-11-19,PTS,mgm,29.5,110.0,-145.0
Donovan Mitchell,CLE,HOU,2025-11-19,PTS,mgm,28.5,105.0,-145.0
Jalen Brunson,NYK,@DAL,2025-11-19,PTS,mgm,27.5,-110.0,-120.0
Kevin Durant,HOU,@CLE,2025-11-19,PTS,mgm,26.5,-125.0,-105.0
Pascal Siakam,IND,CHA,2025-11-19,PTS,mgm,26.5,105.0,-140.0
Jamal Murray,DEN,@NOP,2025-11-19,PTS,mgm,23.5,-115.0,-118.0
Karl-Anthony Towns,NYK,@DAL,2025-11-19,PTS,mgm,23.5,-118.0,-110.0
Jerami Grant,POR,CHI,2025-11-19,PTS,mgm,23.5,-105.0,-125.0
Norman Powell,MIA,GSW,2025-11-19,PTS,mgm,22.5,-115.0,-115.0
Julius Randle,MIN,WAS,2025-11-19,PTS,mgm,23.5,-105.0,-125.0
Alperen Sengun,HOU,@CLE,2025-11-19,PTS,mgm,22.5,-118.0,-110.0
LaMelo Ball,CHA,@IND,2025-11-19,PTS,mgm,22.5,-115.0,-118.0
Miles Bridges,CHA,@IND,2025-11-19,PTS,mgm,22.5,-110.0,-118.0
Brandon Ingram,TOR,@PHI,2025-11-19,PTS,mgm,20.5,-115.0,-115.0
Bennedict Mathurin,IND,CHA,2025-11-19,PTS,mgm,20.5,-120.0,-110.0
Coby White,CHI,@POR,2025-11-19,PTS,mgm,20.5,-120.0,-110.0
Josh Giddey,CHI,@POR,2025-11-19,PTS,mgm,20.5,-105.0,-130.0
Moses Moody,GSW,@MIA,2025-11-19,PTS,mgm,18.5,-120.0,-110.0
Bam Adebayo,MIA,GSW,2025-11-19,PTS,mgm,18.5,-120.0,-110.0
Scottie Barnes,TOR,@PHI,2025-11-19,PTS,mgm,18.5,-130.0,100.0
RJ Barrett,TOR,@PHI,2025-11-19,PTS,mgm,19.5,-110.0,-120.0
Zach LaVine,SAC,@OKC,2025-11-19,PTS,mgm,19.5,-110.0,-118.0
Trey Murphy,NOP,DEN,2025-11-19,PTS,mgm,19.5,105.0,-140.0
Zion Williamson,NOP,DEN,2025-11-19,PTS,mgm,19.5,-110.0,-120.0
DeMar DeRozan,SAC,@OKC,2025-11-19,PTS,mgm,18.5,100.0,-130.0
Aaron Gordon,DEN,@NOP,2025-11-19,PTS,mgm,17.5,-125.0,-110.0
