player,team,opponent,game_date,market,book,line,over_odds,under_odds
Shai Gilgeous-Alexander,OKC,@SAC,2025-11-07,PTS,draftkings,33.5,-111.0,-115.0
Giannis Antetokounmpo,MIL,CHI,2025-11-07,PTS,draftkings,32.5,-119.0,-107.0
Cade Cunningham,DET,@BKN,2025-11-07,PTS,draftkings,28.5,-110.0,-116.0
Nikola Jokic,DEN,GSW,2025-11-07,PTS,draftkings,27.5,-108.0,-118.0
Donovan Mitchell,CLE,@WAS,2025-11-07,PTS,draftkings,27.5,-108.0,-118.0
Victor Wembanyama,SAS,HOU,2025-11-07,PTS,draftkings,25.5,-108.0,-118.0
Jaylen Brown,BOS,@ORL,2025-11-07,PTS,draftkings,25.5,-115.0,-110.0
Kevin Durant,HOU,@SAS,2025-11-07,PTS,draftkings,24.5,-123.0,-104.0
Anthony Edwards,MIN,UTA,2025-11-07,PTS,draftkings,25.5,-118.0,-108.0
Paolo Banchero,ORL,BOS,2025-11-07,PTS,draftkings,23.5,-120.0,-106.0
Lauri Markkanen,UTA,@MIN,2025-11-07,PTS,draftkings,24.5,-105.0,-122.0
LaMelo Ball,CHA,@MIA,2025-11-07,PTS,draftkings,23.5,-107.0,-120.0
Ja Morant,MEM,DAL,2025-11-07,PTS,draftkings,23.5,-103.0,-124.0
Norman Powell,MIA,CHA,2025-11-07,PTS,draftkings,23.5,-114.0,-112.0
Julius Randle,MIN,UTA,2025-11-07,PTS,draftkings,22.5,-120.0,-106.0
Josh Giddey,CHI,@MIL,2025-11-07,PTS,draftkings,21.5,-118.0,-108.0
Zach LaVine,SAC,OKC,2025-11-07,PTS,draftkings,21.5,-123.0,-103.0
Miles Bridges,CHA,@MIA,2025-11-07,PTS,draftkings,21.5,-117.0,-108.0
Jalen Johnson,ATL,TOR,2025-11-07,PTS,draftkings,21.5,-107.0,-119.0
Jonathan Kuminga,GSW,@DEN,2025-11-07,PTS,draftkings,21.5,-112.0,-114.0
Jamal Murray,DEN,GSW,2025-11-07,PTS,draftkings,21.5,-106.0,-121.0
