player,team,opponent,game_date,market,book,line,over_odds,under_odds
Devin Booker,PHX,LAC,2025-11-06,PTS,mgm,28.5,-110.0,-120.0
Ivica Zubac,LAC,@PHX,2025-11-06,PTS,mgm,17.5,-115.0,-118.0
John Collins,LAC,@PHX,2025-11-06,PTS,mgm,17.5,-110.0,-120.0
Grayson Allen,PHX,LAC,2025-11-06,PTS,mgm,15.5,-110.0,-120.0
Bradley Beal,LAC,@PHX,2025-11-06,PTS,mgm,14.5,-105.0,-125.0
Jalen Green,PHX,LAC,2025-11-06,PTS,mgm,12.5,-125.0,-110.0
Mark Williams,PHX,LAC,2025-11-06,PTS,mgm,13.5,-120.0,-110.0
Derrick Jones,LAC,@PHX,2025-11-06,PTS,mgm,11.5,-110.0,-120.0
Collin Gillespie,PHX,LAC,2025-11-06,PTS,mgm,9.5,-110.0,-118.0
Royce O'Neale,PHX,LAC,2025-11-06,PTS,mgm,8.5,-140.0,105.0
Ryan Dunn,PHX,LAC,2025-11-06,PTS,mgm,8.5,-115.0,-118.0
Brook Lopez,LAC,@PHX,2025-11-06,PTS,mgm,7.5,-105.0,-125.0
Oso Ighodaro,PHX,LAC,2025-11-06,PTS,mgm,4.5,-110.0,-120.0
Devin Booker,PHX,LAC,2025-11-06,PTS,mgm,28.5,,
Ivica Zubac,LAC,@PHX,2025-11-06,PTS,mgm,17.5,,
John Collins,LAC,@PHX,2025-11-06,PTS,mgm,17.5,,
Grayson Allen,PHX,LAC,2025-11-06,PTS,mgm,15.5,,
Bradley Beal,LAC,@PHX,2025-11-06,PTS,mgm,14.5,,
Jalen Green,PHX,LAC,2025-11-06,PTS,mgm,12.5,,
Mark Williams,PHX,LAC,2025-11-06,PTS,mgm,13.5,,
Derrick Jones,LAC,@PHX,2025-11-06,PTS,mgm,11.5,,
Collin Gillespie,PHX,LAC,2025-11-06,PTS,mgm,9.5,,
Royce O'Neale,PHX,LAC,2025-11-06,PTS,mgm,8.5,,
Ryan Dunn,PHX,LAC,2025-11-06,PTS,mgm,8.5,,
Brook Lopez,LAC,@PHX,2025-11-06,PTS,mgm,7.5,,
Oso Ighodaro,PHX,LAC,2025-11-06,PTS,mgm,4.5,,
Devin Booker,PHX,LAC,2025-11-06,PTS,mgm,28.5,,
