game_time,team,side,lineup_status,starters,may_not_play,may_not_play_count,lineup_confirmed,starter_1,starter_2,starter_3,starter_4,starter_5
,DAL,AWAY,EXPECTED,"['D. Russell', 'Cooper Flagg', 'P. Washington', 'D. Russell', 'Cooper Flagg']","['A. Davis', 'D. Gafford', 'D. Lively', 'Dante Exum', 'K. Irving', 'B. Carrington', 'CJ McCollum', 'K. George', 'J. Champagnie', 'Alex Sarr']",10,0,D. Russell,Cooper Flagg,P. Washington,D. Russell,Cooper Flagg
,WAS,HOME,EXPECTED,"['B. Carrington', 'CJ McCollum', 'J. Champagnie', 'Alex Sarr', 'B. Carrington']","['K. George', 'B. Coulibaly', 'K. Middleton', 'I. Quickley', 'RJ Barrett', 'B. Ingram', 'S. Barnes', 'S. Mamukelashvili']",8,0,B. Carrington,CJ McCollum,J. Champagnie,Alex Sarr,B. Carrington
,TOR,AWAY,EXPECTED,"['I. Quickley', 'RJ Barrett', 'B. Ingram', 'S. Barnes', 'S. Mamukelashvili']","['J. Poeltl', 'Tyrese Maxey', 'VJ Edgecombe', 'Kelly Oubre', 'Jabari Walker', 'Joel Embiid']",6,0,I. Quickley,RJ Barrett,B. Ingram,S. Barnes,S. Mamukelashvili
,PHI,HOME,EXPECTED,"['Tyrese Maxey', 'VJ Edgecombe', 'Kelly Oubre', 'Jabari Walker', 'Joel Embiid']","['D. Barlow', 'P. George', 'Luka Doncic', 'Marcus Smart', 'Jake LaRavia', 'Rui Hachimura', 'Deandre Ayton']",7,0,Tyrese Maxey,VJ Edgecombe,Kelly Oubre,Jabari Walker,Joel Embiid
,LAL,AWAY,EXPECTED,"['Luka Doncic', 'Marcus Smart', 'Jake LaRavia', 'Rui Hachimura', 'Deandre Ayton']","['M. Kleber', 'L. James', 'A. Reaves', 'A. Thiero', 'G. Vincent', 'N. Alexander-Walker', 'Dyson Daniels', 'Z. Risacher', 'Jalen Johnson', 'O. Okongwu']",10,0,Luka Doncic,Marcus Smart,Jake LaRavia,Rui Hachimura,Deandre Ayton
,ATL,HOME,EXPECTED,"['Dyson Daniels', 'Z. Risacher', 'O. Okongwu', 'N. Alexander-Walker', 'Dyson Daniels']","['N. Alexander-Walker', 'N. Durisic', 'L. Kennard', 'K. Porzingis', 'Trae Young', 'Tre Jones', 'Josh Giddey', 'Isaac Okoro', 'Matas Buzelis', 'N. Vucevic']",10,0,Dyson Daniels,Z. Risacher,O. Okongwu,N. Alexander-Walker,Dyson Daniels
,CHI,AWAY,EXPECTED,"['Tre Jones', 'Josh Giddey', 'Isaac Okoro', 'Matas Buzelis', 'N. Vucevic']","['A. Dosunmu', 'Z. Collins', 'Coby White', 'Lonzo Ball', 'D. Mitchell', 'D. Hunter', 'Evan Mobley', 'Jarrett Allen']",8,0,Tre Jones,Josh Giddey,Isaac Okoro,Matas Buzelis,N. Vucevic
,CLE,HOME,EXPECTED,"['Lonzo Ball', 'D. Mitchell', 'D. Hunter', 'Evan Mobley', 'Jarrett Allen']","['L. Nance', 'D. Wade', 'D. Garland', 'Max Strus', 'Jrue Holiday', 'S. Sharpe', 'T. Camara', 'Deni Avdija', 'D. Clingan']",9,0,Lonzo Ball,D. Mitchell,D. Hunter,Evan Mobley,Jarrett Allen
,POR,AWAY,EXPECTED,"['Jrue Holiday', 'T. Camara', 'Deni Avdija', 'D. Clingan', 'Jrue Holiday']","['D. Lillard', 'S. Sharpe', 'S. Henderson', 'M. Thybulle', 'B. Wesley', 'D. Mitchell', 'N. Powell', 'P. Larsson', 'A. Wiggins', ""Kel'el Ware""]",10,0,Jrue Holiday,T. Camara,Deni Avdija,D. Clingan,Jrue Holiday
,MIA,HOME,EXPECTED,"['D. Mitchell', 'A. Wiggins', ""Kel'el Ware"", 'D. Mitchell', 'N. Powell']","['P. Larsson', 'J. Jaquez', 'N. Powell', 'B. Adebayo', 'T. Herro', 'T. Rozier', 'J. Fears', 'Trey Murphy', 'Saddiq Bey', 'Herbert Jones', 'Kevon Looney']",11,0,D. Mitchell,A. Wiggins,Kel'el Ware,D. Mitchell,N. Powell
