player,team,opponent,game_date,market,book,line,over_odds,under_odds
Luka Doncic,LAL,@UTA,2025-11-23,PTS,mgm,31.5,-118.0,-115.0
Shai Gilgeous-Alexander,OKC,POR,2025-11-23,PTS,mgm,31.5,-118.0,-110.0
Devin Booker,PHX,SAS,2025-11-23,PTS,mgm,28.5,-125.0,-105.0
Jaylen Brown,BOS,ORL,2025-11-23,PTS,mgm,27.5,-110.0,-118.0
Donovan Mitchell,CLE,LAC,2025-11-23,PTS,mgm,27.5,-125.0,-105.0
Lauri Markkanen,UTA,LAL,2025-11-23,PTS,mgm,26.5,-110.0,-118.0
De'Aaron Fox,SAS,@PHX,2025-11-23,PTS,mgm,24.5,-125.0,-105.0
Franz Wagner,ORL,@BOS,2025-11-23,PTS,mgm,25.5,-125.0,-105.0
James Harden,LAC,@CLE,2025-11-23,PTS,mgm,24.5,-110.0,-120.0
Deni Avdija,POR,@OKC,2025-11-23,PTS,mgm,23.5,-125.0,-105.0
Jalen Johnson,ATL,CHA,2025-11-23,PTS,mgm,23.5,-105.0,-125.0
Michael Porter,BKN,@TOR,2025-11-23,PTS,mgm,24.5,-110.0,-118.0
Austin Reaves,LAL,@UTA,2025-11-23,PTS,mgm,22.5,-118.0,-110.0
Miles Bridges,CHA,@ATL,2025-11-23,PTS,mgm,21.5,-110.0,-125.0
Desmond Bane,ORL,@BOS,2025-11-23,PTS,mgm,21.5,-130.0,-105.0
Keyonte George,UTA,LAL,2025-11-23,PTS,mgm,21.5,-110.0,-120.0
Brandon Ingram,TOR,BKN,2025-11-23,PTS,mgm,21.5,-110.0,-120.0
Kon Knueppel,CHA,@ATL,2025-11-23,PTS,mgm,19.5,-115.0,-115.0
Nickeil Alexander-Walker,ATL,CHA,2025-11-23,PTS,mgm,19.5,-110.0,-120.0
Evan Mobley,CLE,LAC,2025-11-23,PTS,mgm,19.5,-115.0,-115.0
Onyeka Okongwu,ATL,CHA,2025-11-23,PTS,mgm,18.5,-115.0,-115.0
Scottie Barnes,TOR,BKN,2025-11-23,PTS,mgm,18.5,-110.0,-120.0
RJ Barrett,TOR,BKN,2025-11-23,PTS,mgm,19.5,-115.0,-115.0
Dillon Brooks,PHX,SAS,2025-11-23,PTS,mgm,18.5,-118.0,-115.0
Jerami Grant,POR,@OKC,2025-11-23,PTS,mgm,19.5,-105.0,-130.0
LeBron James,LAL,@UTA,2025-11-23,PTS,mgm,18.5,-125.0,-105.0
Kawhi Leonard,LAC,@CLE,2025-11-23,PTS,mgm,19.5,-110.0,-125.0
Darius Garland,CLE,LAC,2025-11-23,PTS,mgm,18.5,-105.0,-125.0
Chet Holmgren,OKC,POR,2025-11-23,PTS,mgm,17.5,-125.0,-105.0
Payton Pritchard,BOS,ORL,2025-11-23,PTS,mgm,16.5,-105.0,-125.0
Collin Sexton,CHA,@ATL,2025-11-23,PTS,mgm,17.5,-115.0,-115.0
Devin Vassell,SAS,@PHX,2025-11-23,PTS,mgm,16.5,-125.0,-105.0
Derrick White,BOS,ORL,2025-11-23,PTS,mgm,16.5,-120.0,-110.0
De'Andre Hunter,CLE,LAC,2025-11-23,PTS,mgm,15.5,-130.0,100.0
Immanuel Quickley,TOR,BKN,2025-11-23,PTS,mgm,15.5,-118.0,-110.0
Ivica Zubac,LAC,@CLE,2025-11-23,PTS,mgm,16.5,100.0,-135.0
Keldon Johnson,SAS,@PHX,2025-11-23,PTS,mgm,15.5,-105.0,-130.0
Ajay Mitchell,OKC,POR,2025-11-23,PTS,mgm,14.5,-110.0,-120.0
Deandre Ayton,LAL,@UTA,2025-11-23,PTS,mgm,13.5,-135.0,100.0
Harrison Barnes,SAS,@PHX,2025-11-23,PTS,mgm,13.5,-125.0,-105.0
Anthony Black,ORL,@BOS,2025-11-23,PTS,mgm,13.5,-118.0,-115.0
Toumani Camara,POR,@OKC,2025-11-23,PTS,mgm,14.5,-105.0,-130.0
Zaccharie Risacher,ATL,CHA,2025-11-23,PTS,mgm,12.5,-115.0,-118.0
Dyson Daniels,ATL,CHA,2025-11-23,PTS,mgm,12.5,-110.0,-118.0
Collin Gillespie,PHX,SAS,2025-11-23,PTS,mgm,13.5,-110.0,-120.0
Anfernee Simons,BOS,ORL,2025-11-23,PTS,mgm,13.5,100.0,-135.0
Mark Williams,PHX,SAS,2025-11-23,PTS,mgm,12.5,-120.0,-110.0
Tristan da Silva,ORL,@BOS,2025-11-23,PTS,mgm,13.5,-110.0,-118.0
Ace Bailey,UTA,LAL,2025-11-23,PTS,mgm,12.5,100.0,-130.0
Wendell Carter,ORL,@BOS,2025-11-23,PTS,mgm,12.5,-105.0,-130.0
Noah Clowney,BKN,@TOR,2025-11-23,PTS,mgm,12.5,-110.0,-120.0
John Collins,LAC,@CLE,2025-11-23,PTS,mgm,11.5,-130.0,100.0
Isaiah Hartenstein,OKC,POR,2025-11-23,PTS,mgm,11.5,-130.0,-105.0
Isaiah Joe,OKC,POR,2025-11-23,PTS,mgm,12.5,-125.0,-105.0
