player,team,opponent,game_date,market,book,line,over_odds,under_odds
Shai Gilgeous-Alexander,OKC,MIN,2025-11-26,PTS,mgm,31.5,-115.0,-118.0
Devin Booker,PHX,@SAC,2025-11-26,PTS,mgm,28.5,-105.0,-130.0
Jalen Brunson,NYK,@CHA,2025-11-26,PTS,mgm,28.5,-110.0,-118.0
Giannis Antetokounmpo,MIL,@MIA,2025-11-26,PTS,mgm,28.5,-120.0,-110.0
Deni Avdija,POR,SAS,2025-11-26,PTS,mgm,26.5,-110.0,-120.0
Jaylen Brown,BOS,DET,2025-11-26,PTS,mgm,27.5,-110.0,-120.0
Stephen Curry,GSW,HOU,2025-11-26,PTS,mgm,26.5,-110.0,-118.0
Cade Cunningham,DET,@BOS,2025-11-26,PTS,mgm,25.5,-120.0,-110.0
Anthony Edwards,MIN,@OKC,2025-11-26,PTS,mgm,25.5,-115.0,-115.0
De'Aaron Fox,SAS,@POR,2025-11-26,PTS,mgm,24.5,-110.0,-118.0
Brandon Ingram,TOR,IND,2025-11-26,PTS,mgm,23.5,-115.0,-118.0
Alperen Sengun,HOU,@GSW,2025-11-26,PTS,mgm,23.5,-105.0,-125.0
Karl-Anthony Towns,NYK,@CHA,2025-11-26,PTS,mgm,24.5,-110.0,-120.0
Shaedon Sharpe,POR,SAS,2025-11-26,PTS,mgm,21.5,-118.0,-110.0
Pascal Siakam,IND,@TOR,2025-11-26,PTS,mgm,23.5,-110.0,-118.0
Jaren Jackson,MEM,@NOP,2025-11-26,PTS,mgm,21.5,-110.0,-118.0
Zion Williamson,NOP,MEM,2025-11-26,PTS,mgm,22.5,-115.0,-115.0
Dillon Brooks,PHX,@SAC,2025-11-26,PTS,mgm,20.5,-120.0,-110.0
Jimmy Butler,GSW,HOU,2025-11-26,PTS,mgm,20.5,-125.0,-105.0
Bennedict Mathurin,IND,@TOR,2025-11-26,PTS,mgm,20.5,-110.0,-118.0
Julius Randle,MIN,@OKC,2025-11-26,PTS,mgm,21.5,100.0,-135.0
Scottie Barnes,TOR,IND,2025-11-26,PTS,mgm,19.5,-120.0,-110.0
Miles Bridges,CHA,NYK,2025-11-26,PTS,mgm,19.5,105.0,-140.0
Jerami Grant,POR,SAS,2025-11-26,PTS,mgm,20.5,-105.0,-125.0
Tyler Herro,MIA,MIL,2025-11-26,PTS,mgm,19.5,-115.0,-118.0
Zach LaVine,SAC,PHX,2025-11-26,PTS,mgm,19.5,-120.0,-110.0
Trey Murphy,NOP,MEM,2025-11-26,PTS,mgm,19.5,-105.0,-130.0
Amen Thompson,HOU,@GSW,2025-11-26,PTS,mgm,18.5,-130.0,-105.0
LaMelo Ball,CHA,NYK,2025-11-26,PTS,mgm,19.5,-105.0,-125.0
DeMar DeRozan,SAC,PHX,2025-11-26,PTS,mgm,18.5,-105.0,-125.0
Jalen Duren,DET,@BOS,2025-11-26,PTS,mgm,19.5,-110.0,-120.0
Chet Holmgren,OKC,MIN,2025-11-26,PTS,mgm,19.5,-110.0,-120.0
Norman Powell,MIA,MIL,2025-11-26,PTS,mgm,19.5,100.0,-130.0
Kon Knueppel,CHA,NYK,2025-11-26,PTS,mgm,16.5,-145.0,105.0
Brandon Miller,CHA,NYK,2025-11-26,PTS,mgm,18.5,-110.0,-118.0
Ryan Rollins,MIL,@MIA,2025-11-26,PTS,mgm,18.5,-118.0,-110.0
Bam Adebayo,MIA,MIL,2025-11-26,PTS,mgm,17.5,-110.0,-125.0
